"year","site","burrow_name","week","study_day","burrow_visit","tot_prey","prey_start","prey_end","bv_start","bv_end","prey_days","bv_days","capt_hist"
2011,"Rolling Hills #2","51",28,25,0,1,17,25,NA,NA,9,NA,2
2011,"Rolling Hills #2","51",27,17,0,1,17,25,NA,NA,9,NA,2
2011,"Rolling Hills #2","52",32,47,0,3,38,52,NA,NA,15,NA,2
2011,"Rolling Hills #2","52",31,45,0,4,38,52,NA,NA,15,NA,2
2011,"Rolling Hills #2","52",30,38,0,2,38,52,NA,NA,15,NA,2
2011,"Rolling Hills #2","52",32,52,0,5,38,52,NA,NA,15,NA,2
2011,"Shore Meadows","1",27,17,1,0,NA,NA,5,17,NA,13,1
2011,"Shore Meadows","1",26,5,1,0,NA,NA,5,17,NA,13,1
2011,"Shore Meadows","11",27,17,2,0,NA,NA,17,17,NA,1,1
2011,"Shore Meadows","2",26,11,7,0,NA,NA,11,11,NA,1,1
2011,"Shore Meadows","21",27,17,0,3,17,38,NA,NA,22,NA,2
2011,"Shore Meadows","21",28,24,0,1,17,38,NA,NA,22,NA,2
2011,"Shore Meadows","21",30,38,0,7,17,38,NA,NA,22,NA,2
2011,"Shore Meadows","22",30,38,1,2,38,53,17,38,16,22,2
2011,"Shore Meadows","22",27,17,1,0,38,53,17,38,16,22,1
2011,"Shore Meadows","22",31,46,0,1,38,53,17,38,16,22,2
2011,"Shore Meadows","22",32,53,0,2,38,53,17,38,16,22,2
2011,"Shore Meadows","23",27,17,1,0,24,38,17,17,15,1,1
2011,"Shore Meadows","23",28,24,0,1,24,38,17,17,15,1,2
2011,"Shore Meadows","23",30,38,0,2,24,38,17,17,15,1,2
2011,"Shore Meadows","24",30,38,1,4,38,38,38,38,1,1,2
2011,"Shore Meadows","25",27,17,1,0,NA,NA,17,46,NA,30,1
2011,"Shore Meadows","25",31,46,1,0,NA,NA,17,46,NA,30,1
2011,"Shore Meadows","26",27,17,1,0,NA,NA,17,17,NA,1,1
2011,"Shore Meadows","27",27,17,0,1,17,17,NA,NA,1,NA,2
2011,"Shore Meadows","29",31,46,0,2,46,46,NA,NA,1,NA,2
2011,"Shore Meadows","3",26,11,2,0,NA,NA,11,38,NA,28,1
2011,"Shore Meadows","3",30,38,1,0,NA,NA,11,38,NA,28,1
2011,"Shore Meadows","4",31,46,0,1,38,53,NA,NA,16,NA,2
2011,"Shore Meadows","4",32,53,0,3,38,53,NA,NA,16,NA,2
2011,"Shore Meadows","4",30,38,0,2,38,53,NA,NA,16,NA,2
2011,"Shore Meadows","54",28,24,0,1,24,24,NA,NA,1,NA,2
2011,"Shore Meadows","55",28,24,0,1,24,24,NA,NA,1,NA,2
2011,"Shore Meadows","60",31,46,0,2,46,46,38,38,1,1,2
2011,"Shore Meadows","60",30,38,2,0,46,46,38,38,1,1,1
2011,"Shore Meadows","61",30,38,0,1,38,38,NA,NA,1,NA,2
2011,"Shore Meadows","66",30,38,0,1,38,38,NA,NA,1,NA,2
2011,"Shore Meadows","8",32,53,0,1,38,53,38,38,16,1,2
2011,"Shore Meadows","8",30,38,1,3,38,53,38,38,16,1,2
2011,"Shore Meadows","8",31,46,0,2,38,53,38,38,16,1,2
2011,"Shore Meadows","9",26,11,5,0,NA,NA,11,11,NA,1,1
2011,"Swantown","1",28,21,1,0,55,55,21,21,1,1,1
2011,"Swantown","1",33,55,0,1,55,55,21,21,1,1,2
2011,"Swantown","2",34,63,0,1,55,63,NA,NA,9,NA,2
2011,"Swantown","2",33,55,0,3,55,63,NA,NA,9,NA,2
2012,"Cliffside","1",27,9,1,0,NA,NA,9,9,NA,1,1
2012,"Cliffside","2",27,9,1,0,NA,NA,9,23,NA,15,1
2012,"Cliffside","2",29,23,1,0,NA,NA,9,23,NA,15,1
2012,"Cliffside","2",28,16,1,0,NA,NA,9,23,NA,15,1
2012,"Cliffside","3",28,16,1,0,NA,NA,16,23,NA,8,1
2012,"Cliffside","3",29,23,1,0,NA,NA,16,23,NA,8,1
2012,"Cliffside","4",33,52,0,2,30,52,NA,NA,23,NA,2
2012,"Cliffside","4",30,30,0,1,30,52,NA,NA,23,NA,2
2012,"Cliffside","5",32,44,1,0,NA,NA,44,44,NA,1,1
2012,"Cliffside","6",32,44,1,0,NA,NA,44,44,NA,1,1
2012,"Cliffside","7",32,44,1,0,NA,NA,44,44,NA,1,1
2012,"Double Bluff North","C1",31,40,1,0,28,28,20,40,1,21,1
2012,"Double Bluff North","C1",29,28,3,3,28,28,20,40,1,21,2
2012,"Double Bluff North","C1",28,20,1,0,28,28,20,40,1,21,1
2012,"Double Bluff North","C2",28,20,1,1,20,40,20,20,21,1,2
2012,"Double Bluff North","C2",31,40,0,1,20,40,20,20,21,1,2
2012,"Double Bluff North","C2",30,34,0,2,20,40,20,20,21,1,2
2012,"Double Bluff North","C2",29,28,0,2,20,40,20,20,21,1,2
2012,"Double Bluff North","C3",28,20,1,0,28,34,20,40,7,21,1
2012,"Double Bluff North","C3",31,40,1,0,28,34,20,40,7,21,1
2012,"Double Bluff North","C3",30,34,0,1,28,34,20,40,7,21,2
2012,"Double Bluff North","C3",29,28,0,2,28,34,20,40,7,21,2
2012,"Double Bluff North","C4",34,62,0,2,40,62,28,28,23,1,2
2012,"Double Bluff North","C4",31,40,0,1,40,62,28,28,23,1,2
2012,"Double Bluff North","C4",29,28,1,0,40,62,28,28,23,1,1
2012,"Double Bluff North","D1",30,34,1,0,40,62,34,34,23,1,1
2012,"Double Bluff North","D1",31,40,0,1,40,62,34,34,23,1,2
2012,"Double Bluff North","D1",34,62,0,1,40,62,34,34,23,1,2
2012,"Double Bluff North","D2",29,28,0,2,20,28,20,20,9,1,2
2012,"Double Bluff North","D2",28,20,0,2,20,28,20,20,9,1,2
2012,"Double Bluff North","D2",28,20,3,2,20,28,20,20,9,1,2
2012,"Double Bluff North","D3",30,34,0,1,20,34,20,20,15,1,2
2012,"Double Bluff North","D3",29,28,0,3,20,34,20,20,15,1,2
2012,"Double Bluff North","D3",28,20,2,0,20,34,20,20,15,1,1
2012,"Double Bluff North","D3",28,20,0,1,20,34,20,20,15,1,2
2012,"Double Bluff North","D4",31,40,0,1,28,40,20,20,13,1,2
2012,"Double Bluff North","D4",29,28,0,1,28,40,20,20,13,1,2
2012,"Double Bluff North","D4",28,20,2,0,28,40,20,20,13,1,1
2012,"Double Bluff North","D5",28,20,3,0,NA,NA,20,20,NA,1,1
2012,"Double Bluff North","D6",28,20,3,0,NA,NA,20,20,NA,1,1
2012,"Double Bluff North","D7",28,20,3,0,NA,NA,20,20,NA,1,1
2012,"Double Bluff North","D8",28,20,5,0,NA,NA,20,20,NA,1,1
2012,"Double Bluff North","E1",28,20,2,0,NA,NA,20,20,NA,1,1
2012,"Double Bluff North","E2",28,20,0,1,20,20,NA,NA,1,NA,2
2012,"Double Bluff South","1",30,31,1,3,31,31,16,31,1,16,2
2012,"Double Bluff South","1",28,16,2,0,31,31,16,31,1,16,1
2012,"Double Bluff South","2",28,16,1,0,NA,NA,16,16,NA,1,1
2012,"Forbes Point","1",27,11,2,0,3,24,3,11,22,9,1
2012,"Forbes Point","1",28,17,0,3,3,24,3,11,22,9,2
2012,"Forbes Point","1",26,3,3,1,3,24,3,11,22,9,2
2012,"Forbes Point","1",29,24,0,3,3,24,3,11,22,9,2
2012,"Forbes Point","2",27,11,4,0,NA,NA,3,11,NA,9,1
2012,"Forbes Point","2",26,3,2,0,NA,NA,3,11,NA,9,1
2012,"Forbes Point","3",26,3,1,0,17,17,3,24,1,22,1
2012,"Forbes Point","3",29,24,1,0,17,17,3,24,1,22,1
2012,"Forbes Point","3",27,11,4,0,17,17,3,24,1,22,1
2012,"Forbes Point","3",28,17,0,1,17,17,3,24,1,22,2
2012,"Forbes Point","4",28,17,0,2,11,24,24,24,14,1,2
2012,"Forbes Point","4",29,24,1,1,11,24,24,24,14,1,2
2012,"Forbes Point","4",27,11,0,1,11,24,24,24,14,1,2
2012,"Forbes Point","5",29,24,1,1,11,37,17,37,27,21,2
2012,"Forbes Point","5",28,17,1,0,11,37,17,37,27,21,1
2012,"Forbes Point","5",27,11,0,1,11,37,17,37,27,21,2
2012,"Forbes Point","5",31,37,1,1,11,37,17,37,27,21,2
2012,"Fort Casey","10",29,28,1,0,NA,NA,28,28,NA,1,1
2012,"Fort Casey","11",30,34,0,1,34,34,28,28,1,1,2
2012,"Fort Casey","11",29,28,1,0,34,34,28,28,1,1,1
2012,"Fort Casey","12",30,34,0,1,34,34,NA,NA,1,NA,2
2012,"Fort Casey","3",30,34,1,1,34,34,34,34,1,1,2
2012,"Fort Casey","3 S",28,21,1,0,NA,NA,21,21,NA,1,1
2012,"Fort Casey","4 S",27,11,1,1,11,11,11,11,1,1,2
2012,"Fort Casey","5",31,43,0,1,21,43,NA,NA,23,NA,2
2012,"Fort Casey","5",28,21,0,1,21,43,NA,NA,23,NA,2
2012,"Fort Casey","6",31,43,0,1,21,43,21,21,23,1,2
2012,"Fort Casey","6",28,21,1,1,21,43,21,21,23,1,2
2012,"Fort Casey","7",28,21,1,1,21,21,21,21,1,1,2
2012,"Fort Casey","8",28,21,2,0,NA,NA,21,28,NA,8,1
2012,"Fort Casey","8",29,28,1,0,NA,NA,21,28,NA,8,1
2012,"Fort Casey","9",28,21,1,1,21,21,21,21,1,1,2
2012,"Fort Casey","S",26,2,1,0,NA,NA,2,2,NA,1,1
2012,"Hancock Lake","1",31,40,1,0,NA,NA,4,40,NA,37,1
2012,"Hancock Lake","1",30,33,1,0,NA,NA,4,40,NA,37,1
2012,"Hancock Lake","1",26,4,3,0,NA,NA,4,40,NA,37,1
2012,"Hancock Lake","1",27,11,1,0,NA,NA,4,40,NA,37,1
2012,"Hancock Lake","10",26,4,2,0,NA,NA,4,4,NA,1,1
2012,"Hancock Lake","11",31,40,3,3,28,47,4,54,20,51,2
2012,"Hancock Lake","11",33,54,4,0,28,47,4,54,20,51,1
2012,"Hancock Lake","11",28,16,1,0,28,47,4,54,20,51,1
2012,"Hancock Lake","11",29,28,2,1,28,47,4,54,20,51,2
2012,"Hancock Lake","11",32,47,0,1,28,47,4,54,20,51,2
2012,"Hancock Lake","11",26,4,3,0,28,47,4,54,20,51,1
2012,"Hancock Lake","11",30,33,1,3,28,47,4,54,20,51,2
2012,"Hancock Lake","12",26,4,2,0,NA,NA,4,4,NA,1,1
2012,"Hancock Lake","13",26,4,3,0,NA,NA,4,54,NA,51,1
2012,"Hancock Lake","13",31,40,2,0,NA,NA,4,54,NA,51,1
2012,"Hancock Lake","13",33,54,2,0,NA,NA,4,54,NA,51,1
2012,"Hancock Lake","14",29,28,2,0,NA,NA,4,40,NA,37,1
2012,"Hancock Lake","14",31,40,2,0,NA,NA,4,40,NA,37,1
2012,"Hancock Lake","14",26,4,1,0,NA,NA,4,40,NA,37,1
2012,"Hancock Lake","14",28,16,3,0,NA,NA,4,40,NA,37,1
2012,"Hancock Lake","15",29,28,2,0,NA,NA,4,28,NA,25,1
2012,"Hancock Lake","15",26,4,1,0,NA,NA,4,28,NA,25,1
2012,"Hancock Lake","16",27,11,3,0,NA,NA,4,54,NA,51,1
2012,"Hancock Lake","16",29,28,5,0,NA,NA,4,54,NA,51,1
2012,"Hancock Lake","16",33,54,1,0,NA,NA,4,54,NA,51,1
2012,"Hancock Lake","16",32,47,3,0,NA,NA,4,54,NA,51,1
2012,"Hancock Lake","16",26,4,1,0,NA,NA,4,54,NA,51,1
2012,"Hancock Lake","17",27,11,1,0,40,40,11,40,1,30,1
2012,"Hancock Lake","17",29,28,1,0,40,40,11,40,1,30,1
2012,"Hancock Lake","17",30,33,1,0,40,40,11,40,1,30,1
2012,"Hancock Lake","17",31,40,1,1,40,40,11,40,1,30,2
2012,"Hancock Lake","18",27,11,3,0,33,40,11,54,8,44,1
2012,"Hancock Lake","18",32,47,1,0,33,40,11,54,8,44,1
2012,"Hancock Lake","18",33,54,2,0,33,40,11,54,8,44,1
2012,"Hancock Lake","18",30,33,0,2,33,40,11,54,8,44,2
2012,"Hancock Lake","18",31,40,0,1,33,40,11,54,8,44,2
2012,"Hancock Lake","18",29,28,1,0,33,40,11,54,8,44,1
2012,"Hancock Lake","19",31,40,1,0,16,47,28,54,32,27,1
2012,"Hancock Lake","19",33,54,1,0,16,47,28,54,32,27,1
2012,"Hancock Lake","19",29,28,2,0,16,47,28,54,32,27,1
2012,"Hancock Lake","19",32,47,1,1,16,47,28,54,32,27,2
2012,"Hancock Lake","19",28,16,0,1,16,47,28,54,32,27,2
2012,"Hancock Lake","2",29,28,2,2,16,33,4,40,18,37,2
2012,"Hancock Lake","2",31,40,2,0,16,33,4,40,18,37,1
2012,"Hancock Lake","2",30,33,1,2,16,33,4,40,18,37,2
2012,"Hancock Lake","2",28,16,0,1,16,33,4,40,18,37,2
2012,"Hancock Lake","2",26,4,4,0,16,33,4,40,18,37,1
2012,"Hancock Lake","20",29,28,2,0,NA,NA,28,28,NA,1,1
2012,"Hancock Lake","21",29,28,3,0,NA,NA,28,28,NA,1,1
2012,"Hancock Lake","22",29,28,1,0,NA,NA,28,28,NA,1,1
2012,"Hancock Lake","23",33,54,3,0,NA,NA,28,54,NA,27,1
2012,"Hancock Lake","23",31,40,1,0,NA,NA,28,54,NA,27,1
2012,"Hancock Lake","23",29,28,4,0,NA,NA,28,54,NA,27,1
2012,"Hancock Lake","23",32,47,1,0,NA,NA,28,54,NA,27,1
2012,"Hancock Lake","24",29,28,4,0,NA,NA,28,28,NA,1,1
2012,"Hancock Lake","25",29,28,1,0,NA,NA,28,40,NA,13,1
2012,"Hancock Lake","25",31,40,1,0,NA,NA,28,40,NA,13,1
2012,"Hancock Lake","26",31,40,1,0,NA,NA,40,40,NA,1,1
2012,"Hancock Lake","27",34,62,0,1,54,62,NA,NA,9,NA,2
2012,"Hancock Lake","27",33,54,0,1,54,62,NA,NA,9,NA,2
2012,"Hancock Lake","3",33,54,1,0,11,28,4,54,18,51,1
2012,"Hancock Lake","3",30,33,1,0,11,28,4,54,18,51,1
2012,"Hancock Lake","3",28,16,0,1,11,28,4,54,18,51,2
2012,"Hancock Lake","3",27,11,0,1,11,28,4,54,18,51,2
2012,"Hancock Lake","3",31,40,2,0,11,28,4,54,18,51,1
2012,"Hancock Lake","3",26,4,2,0,11,28,4,54,18,51,1
2012,"Hancock Lake","3",29,28,3,3,11,28,4,54,18,51,2
2012,"Hancock Lake","4",33,54,1,0,28,40,4,54,13,51,1
2012,"Hancock Lake","4",26,4,1,0,28,40,4,54,13,51,1
2012,"Hancock Lake","4",29,28,3,1,28,40,4,54,13,51,2
2012,"Hancock Lake","4",31,40,1,1,28,40,4,54,13,51,2
2012,"Hancock Lake","4",30,33,4,2,28,40,4,54,13,51,2
2012,"Hancock Lake","5",31,40,4,2,33,40,4,54,8,51,2
2012,"Hancock Lake","5",30,33,2,4,33,40,4,54,8,51,2
2012,"Hancock Lake","5",32,47,2,0,33,40,4,54,8,51,1
2012,"Hancock Lake","5",33,54,3,0,33,40,4,54,8,51,1
2012,"Hancock Lake","5",26,4,4,0,33,40,4,54,8,51,1
2012,"Hancock Lake","5",29,28,4,0,33,40,4,54,8,51,1
2012,"Hancock Lake","5",27,11,1,0,33,40,4,54,8,51,1
2012,"Hancock Lake","6",30,33,4,1,28,54,4,54,27,51,2
2012,"Hancock Lake","6",32,47,1,2,28,54,4,54,27,51,2
2012,"Hancock Lake","6",26,4,4,0,28,54,4,54,27,51,1
2012,"Hancock Lake","6",29,28,4,4,28,54,4,54,27,51,2
2012,"Hancock Lake","6",31,40,6,3,28,54,4,54,27,51,2
2012,"Hancock Lake","6",28,16,2,0,28,54,4,54,27,51,1
2012,"Hancock Lake","6",33,54,3,2,28,54,4,54,27,51,2
2012,"Hancock Lake","7",31,40,1,1,33,47,4,47,15,44,2
2012,"Hancock Lake","7",32,47,1,1,33,47,4,47,15,44,2
2012,"Hancock Lake","7",30,33,2,1,33,47,4,47,15,44,2
2012,"Hancock Lake","7",29,28,1,0,33,47,4,47,15,44,1
2012,"Hancock Lake","7",26,4,2,0,33,47,4,47,15,44,1
2012,"Hancock Lake","8",29,28,1,0,NA,NA,4,28,NA,25,1
2012,"Hancock Lake","8",26,4,2,0,NA,NA,4,28,NA,25,1
2012,"Hancock Lake","9",26,4,1,0,NA,NA,4,28,NA,25,1
2012,"Hancock Lake","9",29,28,2,0,NA,NA,4,28,NA,25,1
2012,"Harrington North","11",26,4,1,1,4,4,4,4,1,1,2
2012,"Harrington North","12",31,39,0,4,12,39,NA,NA,28,NA,2
2012,"Harrington North","12",27,12,0,2,12,39,NA,NA,28,NA,2
2012,"Harrington North","12",30,32,0,3,12,39,NA,NA,28,NA,2
2012,"Harrington North","12",28,18,0,2,12,39,NA,NA,28,NA,2
2012,"Harrington North","12",29,26,0,1,12,39,NA,NA,28,NA,2
2012,"Harrington North","4",26,4,0,1,4,4,NA,NA,1,NA,2
2012,"Harrington North","7",27,12,0,2,12,39,32,32,28,1,2
2012,"Harrington North","7",31,39,0,1,12,39,32,32,28,1,2
2012,"Harrington North","7",30,32,1,1,12,39,32,32,28,1,2
2012,"Harrington North","RM",26,4,1,0,12,32,4,4,21,1,1
2012,"Harrington North","RM",27,12,0,3,12,32,4,4,21,1,2
2012,"Harrington North","RM",28,18,0,2,12,32,4,4,21,1,2
2012,"Harrington North","RM",30,32,0,4,12,32,4,4,21,1,2
2012,"Harrington South","25",29,28,0,2,10,28,NA,NA,19,NA,2
2012,"Harrington South","25",28,17,0,1,10,28,NA,NA,19,NA,2
2012,"Harrington South","25",27,10,0,1,10,28,NA,NA,19,NA,2
2012,"Harrington South","27",25,1,3,0,NA,NA,1,1,NA,1,1
2012,"Harrington South","29",28,17,1,0,37,37,1,17,1,17,1
2012,"Harrington South","29",31,37,0,1,37,37,1,17,1,17,2
2012,"Harrington South","29",25,1,1,0,37,37,1,17,1,17,1
2012,"Harrington South","29",27,10,1,0,37,37,1,17,1,17,1
2012,"Harrington South","3",25,1,0,2,1,1,NA,NA,1,NA,2
2012,"Harrington South","30",25,1,2,1,1,1,1,1,1,1,2
2012,"Harrington South","6a",25,1,2,2,1,28,1,1,28,1,2
2012,"Harrington South","6a",28,17,0,1,1,28,1,1,28,1,2
2012,"Harrington South","6a",29,28,0,1,1,28,1,1,28,1,2
2012,"Hastie Lake","1",26,4,1,0,NA,NA,4,4,NA,1,1
2012,"Hastie Lake","2",26,4,1,0,12,26,4,33,15,30,1
2012,"Hastie Lake","2",28,19,0,1,12,26,4,33,15,30,2
2012,"Hastie Lake","2",27,12,0,2,12,26,4,33,15,30,2
2012,"Hastie Lake","2",29,26,0,2,12,26,4,33,15,30,2
2012,"Hastie Lake","2",30,33,1,0,12,26,4,33,15,30,1
2012,"Hastie Lake","3",27,12,0,1,12,12,4,4,1,1,2
2012,"Hastie Lake","3",26,4,2,0,12,12,4,4,1,1,1
2012,"Hastie Lake","4",27,12,0,1,12,26,NA,NA,15,NA,2
2012,"Hastie Lake","4",29,26,0,2,12,26,NA,NA,15,NA,2
2012,"Hastie Lake","4",28,19,0,1,12,26,NA,NA,15,NA,2
2012,"Hastie Lake","5",29,26,0,2,26,68,NA,NA,43,NA,2
2012,"Hastie Lake","5",30,33,0,2,26,68,NA,NA,43,NA,2
2012,"Hastie Lake","5",35,68,0,2,26,68,NA,NA,43,NA,2
2012,"Hastie Lake","5",32,47,0,2,26,68,NA,NA,43,NA,2
2012,"Hastie Lake","5",33,54,0,2,26,68,NA,NA,43,NA,2
2012,"Hastie Lake North","1",28,16,1,0,38,38,16,16,1,1,1
2012,"Hastie Lake North","1",31,38,0,1,38,38,16,16,1,1,2
2012,"Hastie Lake North","2",32,45,3,0,NA,NA,16,45,NA,30,1
2012,"Hastie Lake North","2",28,16,1,0,NA,NA,16,45,NA,30,1
2012,"Hastie Lake North","3",32,45,4,1,45,45,45,45,1,1,2
2012,"Hastie Lake North","4",32,45,1,1,45,45,45,45,1,1,2
2012,"Keystone","1",27,11,0,2,4,46,20,20,43,1,2
2012,"Keystone","1",28,20,1,0,4,46,20,20,43,1,1
2012,"Keystone","1",31,39,0,1,4,46,20,20,43,1,2
2012,"Keystone","1",26,4,0,1,4,46,20,20,43,1,2
2012,"Keystone","1",32,46,0,1,4,46,20,20,43,1,2
2012,"Keystone","2",27,11,0,2,11,32,NA,NA,22,NA,2
2012,"Keystone","2",28,20,0,5,11,32,NA,NA,22,NA,2
2012,"Keystone","2",29,26,0,3,11,32,NA,NA,22,NA,2
2012,"Keystone","2",30,32,0,2,11,32,NA,NA,22,NA,2
2012,"Keystone","3",28,20,0,1,11,46,NA,NA,36,NA,2
2012,"Keystone","3",29,26,0,3,11,46,NA,NA,36,NA,2
2012,"Keystone","3",32,46,0,1,11,46,NA,NA,36,NA,2
2012,"Keystone","3",27,11,0,1,11,46,NA,NA,36,NA,2
2012,"Keystone","3",31,39,0,1,11,46,NA,NA,36,NA,2
2012,"Keystone","4",29,26,0,1,11,26,NA,NA,16,NA,2
2012,"Keystone","4",27,11,0,1,11,26,NA,NA,16,NA,2
2012,"Keystone","4",28,20,0,3,11,26,NA,NA,16,NA,2
2012,"Keystone","5",28,20,0,1,20,32,NA,NA,13,NA,2
2012,"Keystone","5",29,26,0,3,20,32,NA,NA,13,NA,2
2012,"Keystone","5",30,32,0,2,20,32,NA,NA,13,NA,2
2012,"Keystone","6",30,32,0,2,26,32,NA,NA,7,NA,2
2012,"Keystone","6",29,26,0,2,26,32,NA,NA,7,NA,2
2012,"Keystone","7",33,53,0,1,26,53,NA,NA,28,NA,2
2012,"Keystone","7",29,26,0,2,26,53,NA,NA,28,NA,2
2012,"Keystone","7",30,32,0,1,26,53,NA,NA,28,NA,2
2012,"Lagoon North #1","1",28,20,1,0,13,48,5,20,36,16,1
2012,"Lagoon North #1","1",27,13,0,1,13,48,5,20,36,16,2
2012,"Lagoon North #1","1",32,48,0,3,13,48,5,20,36,16,2
2012,"Lagoon North #1","1",26,5,1,0,13,48,5,20,36,16,1
2012,"Lagoon North #1","1A",32,44,1,2,44,55,44,44,12,1,2
2012,"Lagoon North #1","1A",33,55,0,1,44,55,44,44,12,1,2
2012,"Lagoon North #1","1B",33,55,0,1,55,55,NA,NA,1,NA,2
2012,"Lagoon North #1","2",32,48,0,1,48,48,5,34,1,30,2
2012,"Lagoon North #1","2",28,20,1,0,48,48,5,34,1,30,1
2012,"Lagoon North #1","2",26,5,1,0,48,48,5,34,1,30,1
2012,"Lagoon North #1","2",27,13,2,0,48,48,5,34,1,30,1
2012,"Lagoon North #1","2",30,34,1,0,48,48,5,34,1,30,1
2012,"Lagoon North #1","3",30,34,1,0,NA,NA,13,34,NA,22,1
2012,"Lagoon North #1","3",27,13,4,0,NA,NA,13,34,NA,22,1
2012,"Lagoon North #1","4",32,48,0,1,34,48,20,44,15,25,2
2012,"Lagoon North #1","4",32,44,1,1,34,48,20,44,15,25,2
2012,"Lagoon North #1","4",28,20,1,0,34,48,20,44,15,25,1
2012,"Lagoon North #1","4",30,34,0,3,34,48,20,44,15,25,2
2012,"Lagoon North #1","5",30,34,0,1,34,44,44,44,11,1,2
2012,"Lagoon North #1","5",32,44,2,3,34,44,44,44,11,1,2
2012,"Lagoon North #1","6",32,44,5,0,NA,NA,44,48,NA,5,1
2012,"Lagoon North #1","6",32,48,1,0,NA,NA,44,48,NA,5,1
2012,"Lagoon North #1","7",30,34,1,2,34,44,34,48,11,15,2
2012,"Lagoon North #1","7",32,48,1,0,34,44,34,48,11,15,1
2012,"Lagoon North #1","7",32,44,4,1,34,44,34,48,11,15,2
2012,"Lagoon North #1","A",32,44,0,1,44,55,NA,NA,12,NA,2
2012,"Lagoon North #1","A",32,48,0,1,44,55,NA,NA,12,NA,2
2012,"Lagoon North #1","A",33,55,0,1,44,55,NA,NA,12,NA,2
2012,"Lagoon North #1","C",32,44,1,0,NA,NA,20,44,NA,25,1
2012,"Lagoon North #1","C",28,20,1,0,NA,NA,20,44,NA,25,1
2012,"Lagoon North #2","1",30,34,1,1,34,34,6,34,1,29,2
2012,"Lagoon North #2","1",27,13,2,0,34,34,6,34,1,29,1
2012,"Lagoon North #2","1",26,6,1,0,34,34,6,34,1,29,1
2012,"Lagoon North #2","2",27,13,0,2,6,48,NA,NA,43,NA,2
2012,"Lagoon North #2","2",30,34,0,3,6,48,NA,NA,43,NA,2
2012,"Lagoon North #2","2",32,48,0,1,6,48,NA,NA,43,NA,2
2012,"Lagoon North #2","2",26,6,0,1,6,48,NA,NA,43,NA,2
2012,"Lagoon North #3","1",28,17,1,0,NA,NA,1,38,NA,38,1
2012,"Lagoon North #3","1",31,38,2,0,NA,NA,1,38,NA,38,1
2012,"Lagoon North #3","1",25,1,3,0,NA,NA,1,38,NA,38,1
2012,"Lagoon North #3","2",27,11,3,0,NA,NA,1,11,NA,11,1
2012,"Lagoon North #3","2",25,1,20,0,NA,NA,1,11,NA,11,1
2012,"Lagoon North #3","3",25,1,9,0,NA,NA,1,11,NA,11,1
2012,"Lagoon North #3","3",27,11,7,0,NA,NA,1,11,NA,11,1
2012,"Lagoon North #3","4",27,11,3,0,NA,NA,1,38,NA,38,1
2012,"Lagoon North #3","4",25,1,12,0,NA,NA,1,38,NA,38,1
2012,"Lagoon North #3","4",31,38,6,0,NA,NA,1,38,NA,38,1
2012,"Lagoon North #3","5",27,11,4,0,38,38,1,38,1,38,1
2012,"Lagoon North #3","5",29,24,1,0,38,38,1,38,1,38,1
2012,"Lagoon North #3","5",30,31,1,0,38,38,1,38,1,38,1
2012,"Lagoon North #3","5",28,17,1,0,38,38,1,38,1,38,1
2012,"Lagoon North #3","5",31,38,2,1,38,38,1,38,1,38,2
2012,"Lagoon North #3","5",25,1,5,0,38,38,1,38,1,38,1
2012,"Lagoon South","1",26,5,1,0,40,40,5,40,1,36,1
2012,"Lagoon South","1",31,40,3,1,40,40,5,40,1,36,2
2012,"Lagoon South","1",29,26,1,0,40,40,5,40,1,36,1
2012,"Lagoon South","1",30,33,2,0,40,40,5,40,1,36,1
2012,"Lagoon South","10",31,40,4,0,NA,NA,33,40,NA,8,1
2012,"Lagoon South","10",30,33,1,0,NA,NA,33,40,NA,8,1
2012,"Lagoon South","2",29,26,1,1,11,33,11,40,23,30,2
2012,"Lagoon South","2",28,19,1,1,11,33,11,40,23,30,2
2012,"Lagoon South","2",31,40,4,0,11,33,11,40,23,30,1
2012,"Lagoon South","2",27,11,1,1,11,33,11,40,23,30,2
2012,"Lagoon South","2",30,33,5,2,11,33,11,40,23,30,2
2012,"Lagoon South","3",30,33,1,1,11,33,33,40,23,8,2
2012,"Lagoon South","3",28,19,0,1,11,33,33,40,23,8,2
2012,"Lagoon South","3",27,11,0,1,11,33,33,40,23,8,2
2012,"Lagoon South","3",31,40,2,0,11,33,33,40,23,8,1
2012,"Lagoon South","4",29,26,0,1,19,40,33,40,22,8,2
2012,"Lagoon South","4",28,19,0,1,19,40,33,40,22,8,2
2012,"Lagoon South","4",31,40,14,1,19,40,33,40,22,8,2
2012,"Lagoon South","4",30,33,2,0,19,40,33,40,22,8,1
2012,"Lagoon South","5",30,33,1,0,40,40,33,40,1,8,1
2012,"Lagoon South","5",31,40,6,1,40,40,33,40,1,8,2
2012,"Lagoon South","6",28,19,1,2,19,47,19,40,29,22,2
2012,"Lagoon South","6",32,47,0,1,19,47,19,40,29,22,2
2012,"Lagoon South","6",30,33,0,5,19,47,19,40,29,22,2
2012,"Lagoon South","6",29,26,0,1,19,47,19,40,29,22,2
2012,"Lagoon South","6",31,40,2,0,19,47,19,40,29,22,1
2012,"Lagoon South","7",31,40,3,0,NA,NA,26,40,NA,15,1
2012,"Lagoon South","7",29,26,1,0,NA,NA,26,40,NA,15,1
2012,"Lagoon South","8",29,26,1,1,26,33,26,33,8,8,2
