"site","date","intern_data","start_time","end_time","PG_count","burrow_count","burrow_visit.x","qaqc","mult_count","burrow_name","Gunnel","Sculpin","Other","burrow_visit.y","qaqc_concern"
"Harrington North",2010-06-23,"Y","7:15","31",0,0,0,"","Y","RM",4,0,0,0,""
"Harrington North",2010-06-23,"Y","8:15","24",0,0,0,"","Y","13",1,0,0,0,""
"Harrington North",2010-06-23,"Y","8:15","24",0,0,0,"","Y","RM",4,0,0,0,""
"Harrington North",2010-06-23,"Y","9:15","21",0,0,0,"","Y","13",1,0,0,0,""
"Harrington North",2010-06-23,"Y","9:15","21",0,0,0,"","Y","RM",4,0,0,0,""
"Harrington North",2010-06-29,"","7:08","9:20",27,4,6,"","","12",0,0,0,2,""
"Harrington North",2010-06-29,"","7:08","9:20",27,4,6,"","","11",0,0,0,1,""
"Harrington North",2010-06-29,"","7:08","9:20",27,4,6,"","","8",0,0,0,2,""
"Harrington North",2010-06-29,"","7:08","9:20",27,4,6,"","","7",0,0,0,1,""
"Harrington North",2010-06-30,"Y","6:35","20",0,0,0,"","Y","4",0,0,1,0,""
"Harrington North",2010-06-30,"Y","8:55","28",0,0,0,"","Y","4",0,0,1,0,""
"Harrington North",2010-06-30,"Y","9:55","18",0,0,0,"","Y","4",0,0,1,0,""
"Harrington North",2010-06-30,"Y","9:25","21",0,0,0,"","Y","4",0,0,1,0,""
"Harrington North",2010-06-30,"Y","6:25","23",0,0,0,"","Y","4",0,0,1,0,""
"Harrington North",2010-06-30,"Y","5:25","24",0,0,0,"","Y","4",0,0,1,0,""
"Harrington North",2010-06-30,"Y","6:55","21",0,0,0,"","Y","4",0,0,1,0,""
"Harrington North",2010-06-30,"Y","7:55","18",0,0,0,"","Y","4",0,0,1,0,""
"Harrington North",2010-06-30,"Y","7:25","19",0,0,0,"","Y","4",0,0,1,0,""
"Harrington North",2010-06-30,"Y","8:25","19",0,0,0,"","Y","4",0,0,1,0,""
"Harrington North",2010-06-30,"Y","5:55","22",0,0,0,"","Y","4",0,0,1,0,""
"Harrington North",2010-07-13,"","6:30","7:40",22,0,1,"","","3",0,0,0,1,""
"Harrington North",2010-07-13,"","6:30","7:40",22,0,1,"","","6",0,1,0,2,""
"Harrington North",2010-07-13,"","6:30","7:40",22,0,1,"","","9",0,1,0,2,""
"Harrington North",2010-07-20,"","6:20","7:30",24,0,4,"","","6",0,1,0,1,""
"Harrington North",2010-07-20,"","6:20","7:30",24,0,4,"","","3",0,0,0,2,""
"Harrington North",2010-07-20,"","6:20","7:30",24,0,4,"","","8",0,0,0,1,""
"Harrington North",2010-07-26,"","6:40","7:40",25,4,3,"","","10",0,0,0,1,""
"Harrington North",2010-07-26,"","6:40","7:40",25,4,3,"","","6",0,1,0,2,""
"Harrington North",2011-07-01,"","8:25","9:25",9,1,0,"","","4",1,0,0,0,""
"Harrington North",2011-07-08,"","8:00","9:00",18,2,1,"","","12",0,0,0,1,""
"Harrington North",2011-07-12,"","8:28","9:28",15,3,0,"","","7",1,0,0,0,""
"Harrington North",2011-07-21,"","7:55","8:55",22,4,0,"","","7",1,0,1,0,""
"Harrington North",2011-07-21,"","7:55","8:55",22,4,0,"","","M",0,0,3,0,""
"Harrington North",2011-07-28,"","8:15","9:15",25,4,0,"","","M",2,1,0,0,""
"Harrington North",2011-07-28,"","8:15","9:15",25,4,0,"","","7",1,0,0,0,""
"Harrington North",2012-06-27,"","8:08","9:08",12,3,2,"","","4",1,0,0,0,""
"Harrington North",2012-06-27,"","8:08","9:08",12,3,2,"","","11",0,1,0,1,""
"Harrington North",2012-06-27,"","8:08","9:08",12,3,2,"","","RM",0,0,0,1,""
"Harrington North",2012-07-05,"","6:20","7:20",28,5,0,"","","12",0,2,0,0,""
"Harrington North",2012-07-05,"","6:20","7:20",28,5,0,"","","RM",1,1,1,0,""
"Harrington North",2012-07-05,"","6:20","7:20",28,5,0,"","","7",0,2,0,0,""
"Harrington North",2012-07-11,"","7:35","8:35",26,5,0,"","","12",2,0,0,0,""
"Harrington North",2012-07-11,"","7:35","8:35",26,5,0,"","","RM",0,1,1,0,""
"Harrington North",2012-07-19,"","8:00","9:00",23,5,0,"","","12",1,0,0,0,""
"Harrington North",2012-07-25,"","7:00","8:00",27,5,1,"","","RM",2,0,2,0,""
"Harrington North",2012-07-25,"","7:00","8:00",27,5,1,"","","12",2,0,1,0,""
"Harrington North",2012-07-25,"","7:00","8:00",27,5,1,"","","7",0,0,1,1,""
"Harrington North",2012-08-01,"","6:50","7:50",22,5,0,"","","12",3,0,1,0,""
"Harrington North",2012-08-01,"","6:50","7:50",22,5,0,"","","7",1,0,0,0,""
"Harrington North",2013-06-28,"","7:50","8:50",10,2,0,"","","7",2,0,0,0,""
"Harrington North",2013-06-28,"","7:50","8:50",10,2,0,"","","RM",0,0,1,0,""
"Harrington North",2013-07-03,"","7:15","8:15",4,2,0,"","","RM",0,2,0,0,""
"Harrington North",2013-07-11,"","7:40","8:40",14,3,1,"","","12",0,0,0,1,""
"Harrington North",2013-07-11,"","7:40","8:40",14,3,1,"","","7",2,0,0,1,""
"Harrington North",2013-07-17,"","8:50","9:50",6,3,0,"","","7",2,0,0,0,""
"Harrington North",2013-07-17,"","8:50","9:50",6,3,0,"","","RM",0,1,0,0,""
"Harrington North",2013-07-24,"","8:00","9:00",15,3,0,"","","7",1,0,0,0,""
"Harrington North",2013-07-30,"","8:30","9:30",20,3,0,"","","RM",1,0,0,0,""
"Harrington North",2014-07-09,"","7:40","8:40",13,2,0,"","","RM",1,0,0,0,""
"Harrington North",2014-07-09,"","7:40","8:40",13,2,0,"","","7",0,1,0,0,""
"Harrington North",2014-07-16,"","8:45","9:45",9,2,0,"","","7",1,0,0,0,""
"Harrington North",2014-07-29,"","7:12","8:12",20,2,0,"","","7",1,1,0,0,""
"Harrington North",2014-08-06,"","7:49","8:49",11,2,0,"","","7",0,1,0,0,""
"Harrington South",2008-06-24,"","8:40","10:00",18,1,0,"","","H",0,0,1,1,""
"Harrington South",2008-07-02,"","8:35","9:35",18,2,0,"","","J",0,0,0,1,""
"Harrington South",2008-07-02,"","8:35","9:35",18,2,0,"","","L",0,0,1,0,""
"Harrington South",2008-07-11,"","7:00","8:10",18,5,0,"","","H",1,0,0,0,""
"Harrington South",2008-07-11,"","7:00","8:10",18,5,0,"","","L",0,0,2,0,""
"Harrington South",2008-07-11,"","7:00","8:10",18,5,0,"","","N",0,0,1,0,""
"Harrington South",2008-07-11,"","7:00","8:10",18,5,0,"","","I",1,0,0,1,""
"Harrington South",2008-07-11,"","7:00","8:10",18,5,0,"","","D",0,1,0,0,""
"Harrington South",2008-07-18,"","7:45","8:45",17,7,0,"","","M",0,0,0,2,""
"Harrington South",2008-07-18,"","7:45","8:45",17,7,0,"","","H",2,0,0,2,""
"Harrington South",2008-07-18,"","7:45","8:45",17,7,0,"","","B",0,0,1,0,""
"Harrington South",2008-07-18,"","7:45","8:45",17,7,0,"","","L",4,0,0,2,""
"Harrington South",2008-07-18,"","7:45","8:45",17,7,0,"","","D",0,0,1,0,""
"Harrington South",2008-07-18,"","7:45","8:45",17,7,0,"","","G",0,0,1,0,""
"Harrington South",2008-07-25,"","7:05","8:05",33,3,0,"","","D",2,1,0,1,""
"Harrington South",2008-07-25,"","7:05","8:05",33,3,0,"","","N",1,0,0,0,""
"Harrington South",2008-07-25,"","7:05","8:05",33,3,0,"","","L",3,1,0,1,""
"Harrington South",2008-07-30,"","7:10","8:10",38,6,0,"","","H",0,0,0,5,""
"Harrington South",2008-07-30,"","7:10","8:10",38,6,0,"","","N",1,0,2,5,""
"Harrington South",2008-07-30,"","7:10","8:10",38,6,0,"","","D",1,0,0,3,""
"Harrington South",2008-07-30,"","7:10","8:10",38,6,0,"","","K",0,0,0,4,""
"Harrington South",2008-07-30,"","7:10","8:10",38,6,0,"","","G",0,0,0,4,""
"Harrington South",2009-06-24,"Y","6:05","20",0,0,0,"","Y","3",1,1,1,0,""
"Harrington South",2009-06-24,"Y","8:05","21",0,0,0,"","Y","3",1,1,1,0,""
"Harrington South",2009-06-24,"Y","8:35","0",0,0,0,"","Y","3",1,1,1,0,""
"Harrington South",2009-06-24,"Y","","",0,0,0,"","Y","3",1,1,1,0,""
"Harrington South",2009-06-24,"Y","7:35","21",0,0,0,"","Y","3",1,1,1,0,""
"Harrington South",2009-06-24,"Y","9:05","19",0,0,0,"","Y","3",1,1,1,0,""
"Harrington South",2009-06-24,"Y","10:05","13",0,0,0,"","Y","3",1,1,1,0,""
"Harrington South",2009-06-24,"Y","9:35","10",0,0,0,"","Y","3",1,1,1,0,""
"Harrington South",2009-06-24,"Y","7:05","26",0,0,0,"","Y","3",1,1,1,0,""
"Harrington South",2009-06-24,"Y","6:35","20",0,0,0,"","Y","3",1,1,1,0,""
"Harrington South",2009-06-24,"Y","5:35","29",0,0,0,"","Y","3",1,1,1,0,""
"Harrington South",2009-06-24,"Y","10:35","14",0,0,0,"","Y","3",1,1,1,0,""
"Harrington South",2010-07-01,"Y","9:30","12",0,0,0,"","Y","3",1,0,1,0,""
"Harrington South",2010-07-01,"Y","9:30","12",0,0,0,"","Y","6a/6b",4,0,0,0,""
"Harrington South",2010-07-01,"Y","6:00","0",0,0,0,"","Y","3",1,0,1,0,""
"Harrington South",2010-07-01,"Y","6:00","0",0,0,0,"","Y","6a/6b",4,0,0,0,""
"Harrington South",2010-07-01,"Y","10:30","19",0,0,0,"","Y","3",1,0,1,0,""
"Harrington South",2010-07-01,"Y","10:30","19",0,0,0,"","Y","6a/6b",4,0,0,0,""
"Harrington South",2010-07-01,"Y","5:30","38",0,0,0,"","Y","3",1,0,1,0,""
"Harrington South",2010-07-01,"Y","5:30","38",0,0,0,"","Y","6a/6b",4,0,0,0,""
"Harrington South",2010-07-01,"Y","6:30","0",0,0,0,"","Y","3",1,0,1,0,""
"Harrington South",2010-07-01,"Y","6:30","0",0,0,0,"","Y","6a/6b",4,0,0,0,""
"Harrington South",2010-07-01,"Y","8:00","17",0,0,0,"","Y","3",1,0,1,0,""
"Harrington South",2010-07-01,"Y","8:00","17",0,0,0,"","Y","6a/6b",4,0,0,0,""
"Harrington South",2010-07-01,"Y","10:00","13",0,0,0,"","Y","3",1,0,1,0,""
"Harrington South",2010-07-01,"Y","10:00","13",0,0,0,"","Y","6a/6b",4,0,0,0,""
"Harrington South",2010-07-01,"Y","7:00","18",0,0,0,"","Y","3",1,0,1,0,""
"Harrington South",2010-07-01,"Y","7:00","18",0,0,0,"","Y","6a/6b",4,0,0,0,""
"Harrington South",2010-07-01,"Y","8:30","9",0,0,0,"","Y","3",1,0,1,0,""
"Harrington South",2010-07-01,"Y","8:30","9",0,0,0,"","Y","6a/6b",4,0,0,0,""
"Harrington South",2010-07-01,"Y","9:00","18",0,0,0,"","Y","3",1,0,1,0,""
"Harrington South",2010-07-01,"Y","9:00","18",0,0,0,"","Y","6a/6b",4,0,0,0,""
"Harrington South",2010-07-01,"Y","7:30","18",0,0,0,"","Y","3",1,0,1,0,""
"Harrington South",2010-07-01,"Y","7:30","18",0,0,0,"","Y","6a/6b",4,0,0,0,""
"Harrington South",2010-07-08,"Y","5:40","26",0,0,0,"","Y","6b",0,1,0,0,""
"Harrington South",2010-07-08,"Y","5:40","26",0,0,0,"","Y","6a",3,1,0,0,""
"Harrington South",2010-07-08,"Y","5:40","26",0,0,0,"","Y","25",2,0,0,0,""
"Harrington South",2010-07-08,"Y","10:10","16",0,0,0,"","Y","6b",0,1,0,0,""
"Harrington South",2010-07-08,"Y","10:10","16",0,0,0,"","Y","6a",3,1,0,0,""
"Harrington South",2010-07-08,"Y","10:10","16",0,0,0,"","Y","25",2,0,0,0,""
"Harrington South",2010-07-08,"Y","7:40","10",0,0,0,"","Y","6b",0,1,0,0,""
"Harrington South",2010-07-08,"Y","7:40","10",0,0,0,"","Y","6a",3,1,0,0,""
"Harrington South",2010-07-08,"Y","7:40","10",0,0,0,"","Y","25",2,0,0,0,""
"Harrington South",2010-07-08,"Y","6:10","21",0,0,0,"","Y","6b",0,1,0,0,""
"Harrington South",2010-07-08,"Y","6:10","21",0,0,0,"","Y","6a",3,1,0,0,""
"Harrington South",2010-07-08,"Y","6:10","21",0,0,0,"","Y","25",2,0,0,0,""
"Harrington South",2010-07-08,"Y","8:10","10",0,0,0,"","Y","6b",0,1,0,0,""
"Harrington South",2010-07-08,"Y","8:10","10",0,0,0,"","Y","6a",3,1,0,0,""
"Harrington South",2010-07-08,"Y","8:10","10",0,0,0,"","Y","25",2,0,0,0,""
"Harrington South",2010-07-08,"Y","10:20","14",0,0,0,"","Y","6b",0,1,0,0,""
"Harrington South",2010-07-08,"Y","10:20","14",0,0,0,"","Y","6a",3,1,0,0,""
"Harrington South",2010-07-08,"Y","10:20","14",0,0,0,"","Y","25",2,0,0,0,""
"Harrington South",2010-07-08,"Y","7:10","14",0,0,0,"","Y","6b",0,1,0,0,""
"Harrington South",2010-07-08,"Y","7:10","14",0,0,0,"","Y","6a",3,1,0,0,""
"Harrington South",2010-07-08,"Y","7:10","14",0,0,0,"","Y","25",2,0,0,0,""
"Harrington South",2010-07-08,"Y","8:40","20",0,0,0,"","Y","6b",0,1,0,0,""
"Harrington South",2010-07-08,"Y","8:40","20",0,0,0,"","Y","6a",3,1,0,0,""
"Harrington South",2010-07-08,"Y","8:40","20",0,0,0,"","Y","25",2,0,0,0,""
"Harrington South",2010-07-08,"Y","6:40","21",0,0,0,"","Y","6b",0,1,0,0,""
"Harrington South",2010-07-08,"Y","6:40","21",0,0,0,"","Y","6a",3,1,0,0,""
"Harrington South",2010-07-08,"Y","6:40","21",0,0,0,"","Y","25",2,0,0,0,""
"Harrington South",2010-07-08,"Y","9:10","10",0,0,0,"","Y","6b",0,1,0,0,""
"Harrington South",2010-07-08,"Y","9:10","10",0,0,0,"","Y","6a",3,1,0,0,""
"Harrington South",2010-07-08,"Y","9:10","10",0,0,0,"","Y","25",2,0,0,0,""
"Harrington South",2010-07-08,"Y","9:40","28",0,0,0,"","Y","6b",0,1,0,0,""
"Harrington South",2010-07-08,"Y","9:40","28",0,0,0,"","Y","6a",3,1,0,0,""
"Harrington South",2010-07-08,"Y","9:40","28",0,0,0,"","Y","25",2,0,0,0,""
"Harrington South",2010-07-15,"Y","6:25","25",0,0,0,"","Y","6a",6,1,0,0,""
"Harrington South",2010-07-15,"Y","6:25","25",0,0,0,"","Y","2",2,1,0,0,""
"Harrington South",2010-07-15,"Y","5:55","15",0,0,0,"","Y","6a",6,1,0,0,""
"Harrington South",2010-07-15,"Y","5:55","15",0,0,0,"","Y","2",2,1,0,0,""
"Harrington South",2010-07-15,"Y","5:25","20",0,0,0,"","Y","6a",6,1,0,0,""
"Harrington South",2010-07-15,"Y","5:25","20",0,0,0,"","Y","2",2,1,0,0,""
"Harrington South",2010-07-15,"Y","7:55","16",0,0,0,"","Y","6a",6,1,0,0,""
