"year","site","burrow_name","study_day","burrow_visit","tot_prey","prey_start","prey_end","bv_start","bv_end","prey_days","bv_days","capt_hist"
2009,"Lagoon South","B",10,1,0,NA,NA,10,15,NA,6,3
2009,"Lagoon South","B",21,0,0,NA,NA,10,15,NA,6,4
2009,"Lagoon South","C",21,1,0,NA,NA,21,21,NA,1,3
2009,"Lagoon South","D",50,0,1,21,50,21,29,30,9,2
2009,"Lagoon South","D",29,2,1,21,50,21,29,30,9,2
2009,"Lagoon South","D",21,1,1,21,50,21,29,30,9,2
2009,"Lagoon South","E",29,1,0,NA,NA,21,29,NA,9,3
2009,"Lagoon South","E",21,1,0,NA,NA,21,29,NA,9,3
2009,"Ledgewood","1",14,5,1,8,36,8,36,29,29,2
2009,"Ledgewood","1",30,5,1,8,36,8,36,29,29,2
2009,"Ledgewood","1",24,4,4,8,36,8,36,29,29,2
2009,"Ledgewood","1",8,1,1,8,36,8,36,29,29,2
2009,"Ledgewood","1",36,6,2,8,36,8,36,29,29,2
2009,"Ledgewood","10",24,2,1,14,24,14,24,11,11,2
2009,"Ledgewood","10",14,7,2,14,24,14,24,11,11,2
2009,"Ledgewood","12",36,5,2,14,36,14,36,23,23,2
2009,"Ledgewood","12",24,4,3,14,36,14,36,23,23,2
2009,"Ledgewood","12",14,3,1,14,36,14,36,23,23,2
2009,"Ledgewood","13",14,1,1,14,30,14,30,17,17,2
2009,"Ledgewood","13",30,3,1,14,30,14,30,17,17,2
2009,"Ledgewood","14",14,3,0,NA,NA,14,14,NA,1,3
2009,"Ledgewood","15",36,1,1,36,64,36,64,29,29,2
2009,"Ledgewood","15",56,1,1,36,64,36,64,29,29,2
2009,"Ledgewood","15",49,1,1,36,64,36,64,29,29,2
2009,"Ledgewood","15",46,0,1,36,64,36,64,29,29,2
2009,"Ledgewood","15",64,2,2,36,64,36,64,29,29,2
2009,"Ledgewood","2",46,1,1,24,49,14,49,26,36,2
2009,"Ledgewood","2",30,3,0,24,49,14,49,26,36,3
2009,"Ledgewood","2",14,4,0,24,49,14,49,26,36,1
2009,"Ledgewood","2",36,5,0,24,49,14,49,26,36,3
2009,"Ledgewood","2",24,1,1,24,49,14,49,26,36,2
2009,"Ledgewood","2",49,1,1,24,49,14,49,26,36,2
2009,"Ledgewood","3",30,2,0,8,24,8,36,17,29,3
2009,"Ledgewood","3",14,5,1,8,24,8,36,17,29,2
2009,"Ledgewood","3",24,2,2,8,24,8,36,17,29,2
2009,"Ledgewood","3",36,3,0,8,24,8,36,17,29,3
2009,"Ledgewood","3",8,1,1,8,24,8,36,17,29,2
2009,"Ledgewood","4",8,1,1,8,30,8,36,23,29,2
2009,"Ledgewood","4",30,4,1,8,30,8,36,23,29,2
2009,"Ledgewood","4",14,4,0,8,30,8,36,23,29,3
2009,"Ledgewood","4",36,5,0,8,30,8,36,23,29,3
2009,"Ledgewood","5",14,2,0,NA,NA,14,14,NA,1,3
2009,"Ledgewood","7",14,1,0,36,49,14,49,14,36,1
2009,"Ledgewood","7",49,1,1,36,49,14,49,14,36,2
2009,"Ledgewood","7",36,5,3,36,49,14,49,14,36,2
2009,"Ledgewood","8",14,1,0,NA,NA,14,14,NA,1,3
2009,"Ledgewood","9",14,2,0,NA,NA,14,14,NA,1,3
2009,"Limpet Lane","1",27,0,2,21,40,54,54,20,1,2
2009,"Limpet Lane","1",40,0,1,21,40,54,54,20,1,2
2009,"Limpet Lane","1",54,2,0,21,40,54,54,20,1,3
2009,"Limpet Lane","1",21,0,1,21,40,54,54,20,1,2
2009,"Limpet Lane","2",27,0,1,21,35,21,21,15,1,2
2009,"Limpet Lane","2",35,0,1,21,35,21,21,15,1,2
2009,"Limpet Lane","2",21,1,2,21,35,21,21,15,1,2
2009,"Limpet Lane","3",27,0,1,27,27,NA,NA,1,NA,2
2009,"Malmo Bluff","1",24,0,1,17,38,17,45,22,29,2
2009,"Malmo Bluff","1",17,1,1,17,38,17,45,22,29,2
2009,"Malmo Bluff","1",45,1,0,17,38,17,45,22,29,3
2009,"Malmo Bluff","1",38,1,2,17,38,17,45,22,29,2
2009,"Malmo Bluff","10",45,0,1,45,45,NA,NA,1,NA,2
2009,"Malmo Bluff","11",61,0,1,61,61,45,45,1,1,2
2009,"Malmo Bluff","11",45,2,0,61,61,45,45,1,1,1
2009,"Malmo Bluff","12",45,0,2,45,45,NA,NA,1,NA,2
2009,"Malmo Bluff","2",45,0,1,17,45,NA,NA,29,NA,2
2009,"Malmo Bluff","2",17,0,1,17,45,NA,NA,29,NA,2
2009,"Malmo Bluff","3",32,0,1,24,38,24,24,15,1,2
2009,"Malmo Bluff","3",24,1,1,24,38,24,24,15,1,2
2009,"Malmo Bluff","3",38,0,1,24,38,24,24,15,1,2
2009,"Malmo Bluff","4",24,3,1,24,45,24,24,22,1,2
2009,"Malmo Bluff","4",45,0,1,24,45,24,24,22,1,2
2009,"Malmo Bluff","5",32,0,1,32,38,45,45,7,1,2
2009,"Malmo Bluff","5",38,0,2,32,38,45,45,7,1,2
2009,"Malmo Bluff","5",45,1,0,32,38,45,45,7,1,3
2009,"Malmo Bluff","6",32,0,1,32,38,45,45,7,1,2
2009,"Malmo Bluff","6",45,1,0,32,38,45,45,7,1,3
2009,"Malmo Bluff","6",38,0,1,32,38,45,45,7,1,2
2009,"Malmo Bluff","7",32,0,1,32,32,NA,NA,1,NA,2
2009,"Malmo Bluff","8",45,2,0,32,32,45,45,1,1,3
2009,"Malmo Bluff","8",32,0,1,32,32,45,45,1,1,2
2009,"Malmo Bluff","9",45,2,1,38,45,45,45,8,1,2
2009,"Malmo Bluff","9",38,0,1,38,45,45,45,8,1,2
2009,"Maylor Point","1",21,0,1,21,21,NA,NA,1,NA,2
2009,"Maylor Point","2",21,0,1,21,21,NA,NA,1,NA,2
2009,"Maylor Point","3",21,0,2,21,21,NA,NA,1,NA,2
2009,"Maylor Point","4",42,0,2,21,42,NA,NA,22,NA,2
2009,"Maylor Point","4",34,0,4,21,42,NA,NA,22,NA,2
2009,"Maylor Point","4",21,0,2,21,42,NA,NA,22,NA,2
2009,"Maylor Point","4a",34,0,3,34,42,NA,NA,9,NA,2
2009,"Maylor Point","4a",42,0,1,34,42,NA,NA,9,NA,2
2009,"Monroe Landing","1",32,0,0,NA,NA,NA,NA,NA,NA,4
2009,"Monroe Landing","1",18,0,0,NA,NA,NA,NA,NA,NA,4
2009,"Monroe Landing","2",24,0,2,24,24,NA,NA,1,NA,2
2009,"Monroe Landing","2",32,0,0,24,24,NA,NA,1,NA,4
2009,"Monroe Landing","3",32,0,1,24,46,NA,NA,23,NA,2
2009,"Monroe Landing","3",46,0,1,24,46,NA,NA,23,NA,2
2009,"Monroe Landing","3",44,0,1,24,46,NA,NA,23,NA,2
2009,"Monroe Landing","3",24,0,1,24,46,NA,NA,23,NA,2
2009,"Monroe Landing","4",32,2,0,NA,NA,32,32,NA,1,3
2009,"Monroe Landing","5",32,0,0,NA,NA,NA,NA,NA,NA,4
2009,"Mutiny Sands","1",35,0,1,35,35,NA,NA,1,NA,2
2009,"Mutiny Sands","10",22,0,1,22,45,45,45,24,1,2
2009,"Mutiny Sands","10",35,0,1,22,45,45,45,24,1,2
2009,"Mutiny Sands","10",45,2,3,22,45,45,45,24,1,2
2009,"Mutiny Sands","11",45,0,2,45,45,NA,NA,1,NA,2
2009,"Mutiny Sands","2",22,0,1,22,22,NA,NA,1,NA,2
2009,"Mutiny Sands","3",35,1,1,22,45,35,45,24,11,2
2009,"Mutiny Sands","3",22,0,2,22,45,35,45,24,11,2
2009,"Mutiny Sands","3",45,1,1,22,45,35,45,24,11,2
2009,"Mutiny Sands","4",15,0,1,8,22,NA,NA,15,NA,2
2009,"Mutiny Sands","4",22,0,1,8,22,NA,NA,15,NA,2
2009,"Mutiny Sands","4",8,0,2,8,22,NA,NA,15,NA,2
2009,"Mutiny Sands","5",45,1,0,22,28,45,45,7,1,3
2009,"Mutiny Sands","5",22,0,2,22,28,45,45,7,1,2
2009,"Mutiny Sands","5",28,0,1,22,28,45,45,7,1,2
2009,"Mutiny Sands","7",22,0,1,22,22,NA,NA,1,NA,2
2009,"Mutiny Sands","8",35,0,1,22,35,NA,NA,14,NA,2
2009,"Mutiny Sands","8",22,0,1,22,35,NA,NA,14,NA,2
2009,"Possession Point","E1",12,0,1,5,12,5,33,8,29,2
2009,"Possession Point","E1",33,2,0,5,12,5,33,8,29,3
2009,"Possession Point","E1",5,2,1,5,12,5,33,8,29,2
2009,"Possession Point","E2",33,1,0,40,52,19,33,13,15,1
2009,"Possession Point","E2",26,1,0,40,52,19,33,13,15,1
2009,"Possession Point","E2",19,1,0,40,52,19,33,13,15,1
2009,"Possession Point","E2",52,0,1,40,52,19,33,13,15,2
2009,"Possession Point","E2",40,0,1,40,52,19,33,13,15,2
2009,"Possession Point","P1",12,0,3,5,12,5,5,8,1,2
2009,"Possession Point","P1",5,1,1,5,12,5,5,8,1,2
2009,"Possession Point","S2",19,1,4,5,40,19,19,36,1,2
2009,"Possession Point","S2",40,0,1,5,40,19,19,36,1,2
2009,"Possession Point","S2",12,0,2,5,40,19,19,36,1,2
2009,"Possession Point","S2",26,0,1,5,40,19,19,36,1,2
2009,"Possession Point","S2",5,0,1,5,40,19,19,36,1,2
2009,"Possession Point","S2",33,0,1,5,40,19,19,36,1,2
2009,"Possession Point","S5",19,2,0,NA,NA,19,19,NA,1,3
2009,"Possession Point","S6",26,1,0,NA,NA,26,26,NA,1,3
2009,"Possession Point","S8",12,0,2,5,26,33,33,22,1,2
2009,"Possession Point","S8",19,0,1,5,26,33,33,22,1,2
2009,"Possession Point","S8",26,0,1,5,26,33,33,22,1,2
2009,"Possession Point","S8",33,1,0,5,26,33,33,22,1,3
2009,"Possession Point","S8",5,0,2,5,26,33,33,22,1,2
2009,"Pratts Bluff","10",11,2,0,NA,NA,11,25,NA,15,3
2009,"Pratts Bluff","10",25,2,0,NA,NA,11,25,NA,15,3
2009,"Pratts Bluff","11",25,1,0,NA,NA,25,25,NA,1,3
2009,"Pratts Bluff","12",25,1,3,25,25,25,25,1,1,2
2009,"Pratts Bluff","13",18,0,1,18,18,NA,NA,1,NA,2
2009,"Pratts Bluff","14",11,1,2,11,18,11,18,8,8,2
2009,"Pratts Bluff","14",18,1,1,11,18,11,18,8,8,2
2009,"Pratts Bluff","15",11,0,1,11,32,32,46,22,15,2
2009,"Pratts Bluff","15",32,20,4,11,32,32,46,22,15,2
2009,"Pratts Bluff","15",46,1,0,11,32,32,46,22,15,3
2009,"Pratts Bluff","3",32,2,0,NA,NA,32,32,NA,1,3
2009,"Pratts Bluff","4",32,2,1,32,32,32,32,1,1,2
2009,"Pratts Bluff","5",53,0,1,32,53,32,32,22,1,2
2009,"Pratts Bluff","5",32,1,2,32,53,32,32,22,1,2
2009,"Pratts Bluff","5",46,0,1,32,53,32,32,22,1,2
2009,"Pratts Bluff","6",25,2,1,5,25,5,25,21,21,2
2009,"Pratts Bluff","6",5,7,1,5,25,5,25,21,21,2
2009,"Pratts Bluff","7",46,0,1,18,46,18,25,29,8,2
2009,"Pratts Bluff","7",25,2,0,18,46,18,25,29,8,3
2009,"Pratts Bluff","7",32,0,2,18,46,18,25,29,8,2
2009,"Pratts Bluff","7",18,1,2,18,46,18,25,29,8,2
2009,"Pratts Bluff","8",53,0,1,25,53,32,32,29,1,2
2009,"Pratts Bluff","8",46,0,2,25,53,32,32,29,1,2
2009,"Pratts Bluff","8",32,2,0,25,53,32,32,29,1,3
2009,"Pratts Bluff","8",25,0,1,25,53,32,32,29,1,2
2009,"Pratts Bluff","9",18,0,1,18,32,25,25,15,1,2
2009,"Pratts Bluff","9",32,0,3,18,32,25,25,15,1,2
2009,"Pratts Bluff","9",25,7,1,18,32,25,25,15,1,2
2009,"Rolling Hills #1","1",9,1,0,NA,NA,9,9,NA,1,3
2009,"Rolling Hills #1","10",9,1,0,30,30,9,23,1,15,1
2009,"Rolling Hills #1","10",30,0,1,30,30,9,23,1,15,2
2009,"Rolling Hills #1","10",23,1,0,30,30,9,23,1,15,1
2009,"Rolling Hills #1","12",45,1,0,NA,NA,45,45,NA,1,3
2009,"Rolling Hills #1","14",45,2,0,NA,NA,9,45,NA,37,3
2009,"Rolling Hills #1","14",23,2,0,NA,NA,9,45,NA,37,3
2009,"Rolling Hills #1","14",15,1,0,NA,NA,9,45,NA,37,3
2009,"Rolling Hills #1","14",9,1,0,NA,NA,9,45,NA,37,3
2009,"Rolling Hills #1","14",30,3,0,NA,NA,9,45,NA,37,3
2009,"Rolling Hills #1","15",23,1,0,NA,NA,23,45,NA,23,3
2009,"Rolling Hills #1","15",45,1,0,NA,NA,23,45,NA,23,3
2009,"Rolling Hills #1","16",45,2,0,NA,NA,45,45,NA,1,3
2009,"Rolling Hills #1","2",23,1,0,15,30,9,38,16,30,3
2009,"Rolling Hills #1","2",38,1,0,15,30,9,38,16,30,3
2009,"Rolling Hills #1","2",9,1,0,15,30,9,38,16,30,1
2009,"Rolling Hills #1","2",30,0,2,15,30,9,38,16,30,2
2009,"Rolling Hills #1","2",15,3,1,15,30,9,38,16,30,2
2009,"Rolling Hills #1","4",45,3,2,45,45,23,45,1,23,2
2009,"Rolling Hills #1","4",23,2,0,45,45,23,45,1,23,1
2009,"Rolling Hills #1","5",45,1,0,23,23,15,45,1,31,3
2009,"Rolling Hills #1","5",23,0,1,23,23,15,45,1,31,2
2009,"Rolling Hills #1","5",15,1,0,23,23,15,45,1,31,1
2009,"Rolling Hills #1","6",23,1,0,NA,NA,23,23,NA,1,3
2009,"Rolling Hills #1","7",38,1,1,38,38,9,38,1,30,2
2009,"Rolling Hills #1","7",9,1,0,38,38,9,38,1,30,1
2009,"Rolling Hills #1","8",45,4,0,NA,NA,45,45,NA,1,3
2009,"Rolling Hills #1","9",45,4,0,23,23,15,45,1,31,3
2009,"Rolling Hills #1","9",23,1,1,23,23,15,45,1,31,2
2009,"Rolling Hills #1","9",15,2,0,23,23,15,45,1,31,1
2009,"Rolling Hills #2","15",21,3,0,14,28,21,28,15,8,3
2009,"Rolling Hills #2","15",28,2,2,14,28,21,28,15,8,2
2009,"Rolling Hills #2","15",14,0,2,14,28,21,28,15,8,2
2009,"Rolling Hills #2","16",21,3,0,NA,NA,7,21,NA,15,3
2009,"Rolling Hills #2","16",7,1,0,NA,NA,7,21,NA,15,3
2009,"Rolling Hills #2","19",21,0,2,7,28,28,28,22,1,2
2009,"Rolling Hills #2","19",28,1,1,7,28,28,28,22,1,2
2009,"Rolling Hills #2","19",7,0,1,7,28,28,28,22,1,2
2009,"Rolling Hills #2","21",7,0,1,7,7,NA,NA,1,NA,2
2009,"Rolling Hills #2","23",7,1,0,28,28,7,28,1,22,1
2009,"Rolling Hills #2","23",21,1,0,28,28,7,28,1,22,1
2009,"Rolling Hills #2","23",28,1,1,28,28,7,28,1,22,2
2009,"Rolling Hills #2","24",14,0,1,14,14,NA,NA,1,NA,2
2009,"Rolling Hills #2","25",21,1,0,14,14,21,35,1,15,3
2009,"Rolling Hills #2","25",14,0,2,14,14,21,35,1,15,2
2009,"Rolling Hills #2","25",35,1,0,14,14,21,35,1,15,3
2009,"Rolling Hills #2","27",21,0,3,14,21,NA,NA,8,NA,2
2009,"Rolling Hills #2","27",14,0,1,14,21,NA,NA,8,NA,2
2009,"Rolling Hills #2","31",21,1,0,NA,NA,21,21,NA,1,3
2009,"Rolling Hills #2","32",14,0,4,7,21,7,35,15,29,2
2009,"Rolling Hills #2","32",7,1,1,7,21,7,35,15,29,2
2009,"Rolling Hills #2","32",35,1,0,7,21,7,35,15,29,3
2009,"Rolling Hills #2","32",21,0,1,7,21,7,35,15,29,2
2009,"Rolling Hills #2","33",21,1,0,NA,NA,21,21,NA,1,3
2009,"Rolling Hills #2","33",21,1,0,NA,NA,21,21,NA,1,3
2009,"Rolling Hills #2","35",28,0,1,28,28,NA,NA,1,NA,2
2009,"Shore Meadows","10",42,0,1,7,49,7,7,43,1,2
2009,"Shore Meadows","10",35,0,3,7,49,7,7,43,1,2
2009,"Shore Meadows","10",7,1,1,7,49,7,7,43,1,2
2009,"Shore Meadows","10",21,0,6,7,49,7,7,43,1,2
2009,"Shore Meadows","10",49,0,1,7,49,7,7,43,1,2
2009,"Shore Meadows","11",21,1,0,35,35,21,56,1,36,1
2009,"Shore Meadows","11",56,1,0,35,35,21,56,1,36,3
2009,"Shore Meadows","11",35,0,1,35,35,21,56,1,36,2
2009,"Shore Meadows","12",42,2,0,7,21,42,42,15,1,3
2009,"Shore Meadows","12",21,0,1,7,21,42,42,15,1,2
2009,"Shore Meadows","12",7,0,1,7,21,42,42,15,1,2
2009,"Shore Meadows","15",21,0,1,21,42,28,42,22,15,2
2009,"Shore Meadows","15",28,1,0,21,42,28,42,22,15,3
2009,"Shore Meadows","15",42,2,0,21,42,28,42,22,15,3
2009,"Shore Meadows","15",42,0,2,21,42,28,42,22,15,2
2009,"Shore Meadows","17",42,1,0,NA,NA,42,42,NA,1,3
2009,"Shore Meadows","18",42,1,2,42,42,42,42,1,1,2
2009,"Shore Meadows","19",21,1,0,NA,NA,21,21,NA,1,3
2009,"Shore Meadows","2",21,0,1,21,56,NA,NA,36,NA,2
2009,"Shore Meadows","2",56,0,1,21,56,NA,NA,36,NA,2
2009,"Shore Meadows","20",21,1,0,NA,NA,21,21,NA,1,3
2009,"Shore Meadows","21",21,1,0,NA,NA,21,21,NA,1,3
2009,"Shore Meadows","22",21,1,0,NA,NA,21,21,NA,1,3
2009,"Shore Meadows","23",21,0,1,21,21,NA,NA,1,NA,2
2009,"Shore Meadows","24",28,2,0,NA,NA,28,28,NA,1,3
2009,"Shore Meadows","3",21,0,1,7,21,NA,NA,15,NA,2
2009,"Shore Meadows","3",7,0,1,7,21,NA,NA,15,NA,2
2009,"Shore Meadows","30",42,1,2,28,42,42,42,15,1,2
2009,"Shore Meadows","30",28,0,1,28,42,42,42,15,1,2
2009,"Shore Meadows","31",56,0,1,56,56,NA,NA,1,NA,2
2009,"Shore Meadows","5",56,0,2,49,56,NA,NA,8,NA,2
2009,"Shore Meadows","5",49,0,2,49,56,NA,NA,8,NA,2
2009,"Shore Meadows","6",21,1,0,NA,NA,21,21,NA,1,3
2009,"Shore Meadows","8",28,0,2,21,35,NA,NA,15,NA,2
2009,"Shore Meadows","8",35,0,3,21,35,NA,NA,15,NA,2
2009,"Shore Meadows","8",21,0,2,21,35,NA,NA,15,NA,2
2009,"Shore Meadows","9",49,1,2,49,49,21,49,1,29,2
2009,"Shore Meadows","9",21,5,0,49,49,21,49,1,29,1
2009,"Swantown","1",36,3,1,9,46,24,46,38,23,2
2009,"Swantown","1",24,1,0,9,46,24,46,38,23,3
2009,"Swantown","1",31,0,1,9,46,24,46,38,23,2
2009,"Swantown","1",9,0,1,9,46,24,46,38,23,2
2009,"Swantown","1",46,3,1,9,46,24,46,38,23,2
2009,"Swantown","2",46,2,0,9,31,17,46,23,30,3
2009,"Swantown","2",9,0,1,9,31,17,46,23,30,2
2009,"Swantown","2",31,0,1,9,31,17,46,23,30,2
2009,"Swantown","2",17,2,0,9,31,17,46,23,30,3
2009,"Swantown","3",17,2,0,NA,NA,17,17,NA,1,3
2009,"Swantown","4",46,7,1,24,46,9,46,23,38,2
2009,"Swantown","4",36,0,1,24,46,9,46,23,38,2
2009,"Swantown","4",9,1,0,24,46,9,46,23,38,1
2009,"Swantown","4",31,0,3,24,46,9,46,23,38,2
2009,"Swantown","4",24,2,1,24,46,9,46,23,38,2
2009,"Swantown","5",46,5,0,36,36,36,46,1,11,3
2009,"Swantown","5",36,1,1,36,36,36,46,1,11,2
2009,"Swantown","6",46,1,0,36,36,46,46,1,1,3
2009,"Swantown","6",36,0,1,36,36,46,46,1,1,2
2010,"Cliffside","1",7,1,0,12,14,7,7,3,1,1
2010,"Cliffside","1",12,0,1,12,14,7,7,3,1,2
2010,"Cliffside","1",14,0,1,12,14,7,7,3,1,2
2010,"Cliffside","3",14,0,1,14,14,NA,NA,1,NA,2
2010,"Cliffside","5",12,0,1,12,12,NA,NA,1,NA,2
2010,"Cliffside","6",30,0,1,12,30,NA,NA,19,NA,2
2010,"Cliffside","6",12,0,2,12,30,NA,NA,19,NA,2
2010,"Double Bluff South","A1",23,0,1,23,37,10,37,15,28,2
2010,"Double Bluff South","A1",10,3,0,23,37,10,37,15,28,1
2010,"Double Bluff South","A1",37,1,1,23,37,10,37,15,28,2
2010,"Double Bluff South","A2",65,0,2,65,65,10,10,1,1,2
2010,"Double Bluff South","A2",10,2,0,65,65,10,10,1,1,1
2010,"Double Bluff South","A3",44,0,1,44,44,10,30,1,21,2
2010,"Double Bluff South","A3",30,2,0,44,44,10,30,1,21,1
2010,"Double Bluff South","A3",10,1,0,44,44,10,30,1,21,1
2010,"Double Bluff South","A4",23,2,0,NA,NA,23,23,NA,1,3
2010,"Double Bluff South","A5",44,0,1,44,44,23,23,1,1,2
2010,"Double Bluff South","A5",23,1,0,44,44,23,23,1,1,1
2010,"Double Bluff South","A6",37,1,0,NA,NA,37,37,NA,1,3
2010,"Double Bluff South","A7",37,1,0,NA,NA,37,37,NA,1,3
2010,"Double Bluff South","B1",10,1,2,10,30,10,37,21,28,2
2010,"Double Bluff South","B1",23,0,1,10,30,10,37,21,28,2
2010,"Double Bluff South","B1",37,2,0,10,30,10,37,21,28,3
2010,"Double Bluff South","B1",30,0,2,10,30,10,37,21,28,2
2010,"Double Bluff South","B2",30,0,1,16,44,NA,NA,29,NA,2
2010,"Double Bluff South","B2",44,0,1,16,44,NA,NA,29,NA,2
2010,"Double Bluff South","B2",23,0,2,16,44,NA,NA,29,NA,2
2010,"Double Bluff South","B2",16,0,1,16,44,NA,NA,29,NA,2
2010,"Double Bluff South","B3",37,1,1,16,37,10,37,22,28,2
2010,"Double Bluff South","B3",10,1,0,16,37,10,37,22,28,1
2010,"Double Bluff South","B3",16,0,1,16,37,10,37,22,28,2
2010,"Double Bluff South","B4",10,2,0,NA,NA,10,10,NA,1,3
2010,"Double Bluff South","B5",10,1,0,NA,NA,10,10,NA,1,3
2010,"Double Bluff South","B6",16,1,0,37,37,16,16,1,1,1
2010,"Double Bluff South","B6",37,0,3,37,37,16,16,1,1,2
2010,"Double Bluff South","B7",37,1,1,37,37,23,37,1,15,2
2010,"Double Bluff South","B7",30,2,0,37,37,23,37,1,15,1
2010,"Double Bluff South","B7",23,1,0,37,37,23,37,1,15,1
2010,"Double Bluff South","B8",23,0,1,23,23,NA,NA,1,NA,2
2010,"Double Bluff South","B9",44,0,1,44,44,NA,NA,1,NA,2
2010,"Double Bluff South","C1",30,0,1,30,30,10,37,1,28,2
2010,"Double Bluff South","C1",10,2,0,30,30,10,37,1,28,1
2010,"Double Bluff South","C1",16,1,0,30,30,10,37,1,28,1
2010,"Double Bluff South","C1",37,3,0,30,30,10,37,1,28,3
2010,"Double Bluff South","C2",30,3,0,NA,NA,10,37,NA,28,3
2010,"Double Bluff South","C2",10,1,0,NA,NA,10,37,NA,28,3
2010,"Double Bluff South","C2",16,1,0,NA,NA,10,37,NA,28,3
2010,"Double Bluff South","C2",37,1,0,NA,NA,10,37,NA,28,3
2010,"Double Bluff South","C3",10,2,0,NA,NA,10,23,NA,14,3
2010,"Double Bluff South","C3",23,1,0,NA,NA,10,23,NA,14,3
2010,"Double Bluff South","C4",10,3,0,NA,NA,10,10,NA,1,3
2010,"Double Bluff South","C5",30,0,1,30,30,10,10,1,1,2
2010,"Double Bluff South","C5",10,2,0,30,30,10,10,1,1,1
2010,"Double Bluff South","C6",16,2,0,23,37,16,37,15,22,1
2010,"Double Bluff South","C6",23,0,2,23,37,16,37,15,22,2
2010,"Double Bluff South","C6",37,1,2,23,37,16,37,15,22,2
2010,"Double Bluff South","C7",23,2,1,23,44,16,37,22,22,2
2010,"Double Bluff South","C7",16,1,0,23,44,16,37,22,22,1
2010,"Double Bluff South","C7",44,0,1,23,44,16,37,22,22,2
2010,"Double Bluff South","C7",30,1,3,23,44,16,37,22,22,2
2010,"Double Bluff South","C7",37,2,3,23,44,16,37,22,22,2
2010,"Double Bluff South","C8",37,2,0,NA,NA,37,37,NA,1,3
2010,"Double Bluff South","C9",58,0,1,58,58,NA,NA,1,NA,2
2010,"Double Bluff South","D1",44,1,1,16,51,10,44,36,35,2
2010,"Double Bluff South","D1",51,0,6,16,51,10,44,36,35,2
2010,"Double Bluff South","D1",16,0,1,16,51,10,44,36,35,2
2010,"Double Bluff South","D1",37,1,2,16,51,10,44,36,35,2
2010,"Double Bluff South","D1",10,3,0,16,51,10,44,36,35,1
2010,"Double Bluff South","D1",30,0,1,16,51,10,44,36,35,2
2010,"Double Bluff South","D10",58,0,2,58,58,NA,NA,1,NA,2
2010,"Double Bluff South","D11",58,0,1,58,58,NA,NA,1,NA,2
2010,"Double Bluff South","D2",37,0,2,16,51,10,51,36,42,2
2010,"Double Bluff South","D2",16,0,2,16,51,10,51,36,42,2
2010,"Double Bluff South","D2",30,0,2,16,51,10,51,36,42,2
2010,"Double Bluff South","D2",44,1,1,16,51,10,51,36,42,2
2010,"Double Bluff South","D2",51,1,2,16,51,10,51,36,42,2
2010,"Double Bluff South","D2",10,2,0,16,51,10,51,36,42,1
2010,"Double Bluff South","D3",51,1,0,16,44,10,51,29,42,3
2010,"Double Bluff South","D3",16,0,1,16,44,10,51,29,42,2
2010,"Double Bluff South","D3",44,0,1,16,44,10,51,29,42,2
2010,"Double Bluff South","D3",37,0,1,16,44,10,51,29,42,2
2010,"Double Bluff South","D3",10,3,0,16,44,10,51,29,42,1
2010,"Double Bluff South","D4",10,2,0,NA,NA,10,10,NA,1,3
2010,"Double Bluff South","D5",10,1,0,NA,NA,10,37,NA,28,3
2010,"Double Bluff South","D5",37,1,0,NA,NA,10,37,NA,28,3
2010,"Double Bluff South","D6",10,1,0,NA,NA,10,10,NA,1,3
2010,"Double Bluff South","D7",10,2,0,NA,NA,10,10,NA,1,3
2010,"Double Bluff South","D8",37,1,1,37,51,37,44,15,8,2
2010,"Double Bluff South","D8",44,1,0,37,51,37,44,15,8,3
2010,"Double Bluff South","D8",51,0,1,37,51,37,44,15,8,2
2010,"Double Bluff South","D9",44,0,1,44,44,37,37,1,1,2
2010,"Double Bluff South","D9",37,2,0,44,44,37,37,1,1,1
2010,"Forbes Point","1",64,0,1,36,64,NA,NA,29,NA,2
2010,"Forbes Point","1",49,0,1,36,64,NA,NA,29,NA,2
2010,"Forbes Point","1",36,0,1,36,64,NA,NA,29,NA,2
2010,"Forbes Point","1",55,0,2,36,64,NA,NA,29,NA,2
2010,"Forbes Point","2",27,1,0,55,55,27,27,1,1,1
2010,"Forbes Point","2",55,0,1,55,55,27,27,1,1,2
2010,"Forbes Point","3",27,1,0,NA,NA,27,27,NA,1,3
2010,"Forbes Point","4",36,1,0,NA,NA,36,36,NA,1,3
2010,"Forbes Point","5",36,0,1,36,64,NA,NA,29,NA,2
2010,"Forbes Point","5",55,0,1,36,64,NA,NA,29,NA,2
2010,"Forbes Point","5",49,0,1,36,64,NA,NA,29,NA,2
2010,"Forbes Point","5",64,0,2,36,64,NA,NA,29,NA,2
2010,"Fort Casey","1",6,0,2,6,23,NA,NA,18,NA,2
2010,"Fort Casey","1",23,0,1,6,23,NA,NA,18,NA,2
2010,"Fort Casey","2",33,0,1,23,33,NA,NA,11,NA,2
2010,"Fort Casey","2",23,0,1,23,33,NA,NA,11,NA,2
2010,"Fort Casey","3",41,3,0,16,23,41,41,8,1,3
2010,"Fort Casey","3",23,0,1,16,23,41,41,8,1,2
2010,"Fort Casey","3",16,0,2,16,23,41,41,8,1,2
2010,"Fort Casey","4",23,1,0,NA,NA,23,41,NA,19,3
2010,"Fort Casey","4",41,3,0,NA,NA,23,41,NA,19,3
