"year","site","burrow_name","study_day","burrow_visit","tot_prey","prey_start","prey_end","bv_start","bv_end","prey_days","bv_days","capt_hist"
2011,"Possession Point","S2",45,2,2,9,45,11,45,37,35,2
2011,"Possession Point","S2",18,0,2,9,45,11,45,37,35,2
2011,"Possession Point","S2",9,0,1,9,45,11,45,37,35,2
2011,"Possession Point","S2",39,0,5,9,45,11,45,37,35,2
2011,"Possession Point","S2",11,1,0,9,45,11,45,37,35,3
2011,"Possession Point","S3",53,1,0,NA,NA,53,53,NA,1,3
2011,"Possession Point","S6",45,0,3,32,45,18,18,14,1,2
2011,"Possession Point","S6",32,0,1,32,45,18,18,14,1,2
2011,"Possession Point","S6",18,1,0,32,45,18,18,14,1,1
2011,"Pratts Bluff","1",9,0,1,9,37,23,37,29,15,2
2011,"Pratts Bluff","1",37,3,1,9,37,23,37,29,15,2
2011,"Pratts Bluff","1",23,1,1,9,37,23,37,29,15,2
2011,"Pratts Bluff","11",51,1,0,NA,NA,23,51,NA,29,3
2011,"Pratts Bluff","11",23,2,0,NA,NA,23,51,NA,29,3
2011,"Pratts Bluff","13",37,2,0,NA,NA,37,37,NA,1,3
2011,"Pratts Bluff","14",44,0,1,44,44,9,17,1,9,2
2011,"Pratts Bluff","14",9,1,0,44,44,9,17,1,9,1
2011,"Pratts Bluff","14",17,1,0,44,44,9,17,1,9,1
2011,"Pratts Bluff","2",23,0,3,23,51,37,51,29,15,2
2011,"Pratts Bluff","2",37,4,0,23,51,37,51,29,15,3
2011,"Pratts Bluff","2",51,4,1,23,51,37,51,29,15,2
2011,"Pratts Bluff","2",44,0,1,23,51,37,51,29,15,2
2011,"Pratts Bluff","3",37,3,0,9,44,9,51,36,43,3
2011,"Pratts Bluff","3",23,1,0,9,44,9,51,36,43,3
2011,"Pratts Bluff","3",17,1,0,9,44,9,51,36,43,3
2011,"Pratts Bluff","3",51,6,0,9,44,9,51,36,43,3
2011,"Pratts Bluff","3",9,1,1,9,44,9,51,36,43,2
2011,"Pratts Bluff","3",44,0,1,9,44,9,51,36,43,2
2011,"Pratts Bluff","4",37,2,0,23,44,23,51,22,29,3
2011,"Pratts Bluff","4",51,1,0,23,44,23,51,22,29,3
2011,"Pratts Bluff","4",23,4,1,23,44,23,51,22,29,2
2011,"Pratts Bluff","4",44,0,1,23,44,23,51,22,29,2
2011,"Pratts Bluff","5",44,0,2,44,44,37,51,1,15,2
2011,"Pratts Bluff","5",51,1,0,44,44,37,51,1,15,3
2011,"Pratts Bluff","5",37,3,0,44,44,37,51,1,15,1
2011,"Pratts Bluff","6",9,2,0,23,23,9,23,1,15,1
2011,"Pratts Bluff","6",23,1,1,23,23,9,23,1,15,2
2011,"Pratts Bluff","6",17,1,0,23,23,9,23,1,15,1
2011,"Pratts Bluff","7",44,0,1,30,44,17,37,15,21,2
2011,"Pratts Bluff","7",30,0,1,30,44,17,37,15,21,2
2011,"Pratts Bluff","7",37,3,0,30,44,17,37,15,21,3
2011,"Pratts Bluff","7",17,1,0,30,44,17,37,15,21,1
2011,"Pratts Bluff","7",23,2,0,30,44,17,37,15,21,1
2011,"Pratts Bluff","8",37,1,0,NA,NA,37,37,NA,1,3
2011,"Pratts Bluff","9",37,4,0,NA,NA,37,37,NA,1,3
2011,"Rolling Hills #1","11",23,1,0,NA,NA,23,23,NA,1,3
2011,"Rolling Hills #1","14",23,0,1,23,44,NA,NA,22,NA,2
2011,"Rolling Hills #1","14",44,0,1,23,44,NA,NA,22,NA,2
2011,"Rolling Hills #1","14",30,0,1,23,44,NA,NA,22,NA,2
2011,"Rolling Hills #1","14b",58,0,1,30,58,NA,NA,29,NA,2
2011,"Rolling Hills #1","14b",51,0,1,30,58,NA,NA,29,NA,2
2011,"Rolling Hills #1","14b",44,0,2,30,58,NA,NA,29,NA,2
2011,"Rolling Hills #1","14b",30,0,1,30,58,NA,NA,29,NA,2
2011,"Rolling Hills #1","14b",37,0,1,30,58,NA,NA,29,NA,2
2011,"Rolling Hills #1","15",23,0,2,23,30,30,30,8,1,2
2011,"Rolling Hills #1","15",30,2,3,23,30,30,30,8,1,2
2011,"Rolling Hills #1","2",37,0,1,16,37,30,30,22,1,2
2011,"Rolling Hills #1","2",16,0,1,16,37,30,30,22,1,2
2011,"Rolling Hills #1","2",23,0,1,16,37,30,30,22,1,2
2011,"Rolling Hills #1","2",30,1,1,16,37,30,30,22,1,2
2011,"Rolling Hills #1","3",30,1,4,23,51,16,30,29,15,2
2011,"Rolling Hills #1","3",51,0,2,23,51,16,30,29,15,2
2011,"Rolling Hills #1","3",23,0,1,23,51,16,30,29,15,2
2011,"Rolling Hills #1","3",44,0,5,23,51,16,30,29,15,2
2011,"Rolling Hills #1","3",16,1,0,23,51,16,30,29,15,1
2011,"Rolling Hills #1","4",1,0,1,1,30,NA,NA,30,NA,2
2011,"Rolling Hills #1","4",30,0,2,1,30,NA,NA,30,NA,2
2011,"Rolling Hills #1","5",51,0,1,16,51,NA,NA,36,NA,2
2011,"Rolling Hills #1","5",30,0,2,16,51,NA,NA,36,NA,2
2011,"Rolling Hills #1","5",16,0,3,16,51,NA,NA,36,NA,2
2011,"Rolling Hills #1","5",23,0,3,16,51,NA,NA,36,NA,2
2011,"Rolling Hills #1","6",1,1,0,NA,NA,1,1,NA,1,3
2011,"Rolling Hills #1","7",9,0,3,9,23,NA,NA,15,NA,2
2011,"Rolling Hills #1","7",23,0,2,9,23,NA,NA,15,NA,2
2011,"Rolling Hills #1","8",30,0,2,30,30,NA,NA,1,NA,2
2011,"Rolling Hills #1","9",23,1,0,NA,NA,1,23,NA,23,3
2011,"Rolling Hills #1","9",1,1,0,NA,NA,1,23,NA,23,3
2011,"Rolling Hills #1","S",16,0,1,16,16,NA,NA,1,NA,2
2011,"Rolling Hills #2","24",17,0,2,17,32,25,25,16,1,2
2011,"Rolling Hills #2","24",25,1,5,17,32,25,25,16,1,2
2011,"Rolling Hills #2","24",32,0,3,17,32,25,25,16,1,2
2011,"Rolling Hills #2","32",25,0,6,10,32,NA,NA,23,NA,2
2011,"Rolling Hills #2","32",10,0,4,10,32,NA,NA,23,NA,2
2011,"Rolling Hills #2","32",32,0,4,10,32,NA,NA,23,NA,2
2011,"Rolling Hills #2","32",17,0,3,10,32,NA,NA,23,NA,2
2011,"Rolling Hills #2","35",17,0,1,17,17,NA,NA,1,NA,2
2011,"Rolling Hills #2","50",32,0,5,17,45,NA,NA,29,NA,2
2011,"Rolling Hills #2","50",17,0,3,17,45,NA,NA,29,NA,2
2011,"Rolling Hills #2","50",38,0,1,17,45,NA,NA,29,NA,2
2011,"Rolling Hills #2","50",25,0,1,17,45,NA,NA,29,NA,2
2011,"Rolling Hills #2","50",45,0,1,17,45,NA,NA,29,NA,2
2011,"Rolling Hills #2","51",25,0,1,17,25,NA,NA,9,NA,2
2011,"Rolling Hills #2","51",17,0,1,17,25,NA,NA,9,NA,2
2011,"Rolling Hills #2","52",47,0,3,38,52,NA,NA,15,NA,2
2011,"Rolling Hills #2","52",45,0,4,38,52,NA,NA,15,NA,2
2011,"Rolling Hills #2","52",38,0,2,38,52,NA,NA,15,NA,2
2011,"Rolling Hills #2","52",52,0,5,38,52,NA,NA,15,NA,2
2011,"Shore Meadows","1",17,1,0,NA,NA,5,17,NA,13,3
2011,"Shore Meadows","1",5,1,0,NA,NA,5,17,NA,13,3
2011,"Shore Meadows","11",17,2,0,NA,NA,17,17,NA,1,3
2011,"Shore Meadows","2",11,7,0,NA,NA,11,11,NA,1,3
2011,"Shore Meadows","21",17,0,3,17,38,NA,NA,22,NA,2
2011,"Shore Meadows","21",24,0,1,17,38,NA,NA,22,NA,2
2011,"Shore Meadows","21",38,0,7,17,38,NA,NA,22,NA,2
2011,"Shore Meadows","22",38,1,2,38,53,17,38,16,22,2
2011,"Shore Meadows","22",17,1,0,38,53,17,38,16,22,1
2011,"Shore Meadows","22",46,0,1,38,53,17,38,16,22,2
2011,"Shore Meadows","22",53,0,2,38,53,17,38,16,22,2
2011,"Shore Meadows","23",17,1,0,24,38,17,17,15,1,1
2011,"Shore Meadows","23",24,0,1,24,38,17,17,15,1,2
2011,"Shore Meadows","23",38,0,2,24,38,17,17,15,1,2
2011,"Shore Meadows","24",38,1,4,38,38,38,38,1,1,2
2011,"Shore Meadows","25",17,1,0,NA,NA,17,46,NA,30,3
2011,"Shore Meadows","25",46,1,0,NA,NA,17,46,NA,30,3
2011,"Shore Meadows","26",17,1,0,NA,NA,17,17,NA,1,3
2011,"Shore Meadows","27",17,0,1,17,17,NA,NA,1,NA,2
2011,"Shore Meadows","29",46,0,2,46,46,NA,NA,1,NA,2
2011,"Shore Meadows","3",11,2,0,NA,NA,11,38,NA,28,3
2011,"Shore Meadows","3",38,1,0,NA,NA,11,38,NA,28,3
2011,"Shore Meadows","4",46,0,1,38,53,NA,NA,16,NA,2
2011,"Shore Meadows","4",53,0,3,38,53,NA,NA,16,NA,2
2011,"Shore Meadows","4",38,0,2,38,53,NA,NA,16,NA,2
2011,"Shore Meadows","54",24,0,1,24,24,NA,NA,1,NA,2
2011,"Shore Meadows","55",24,0,1,24,24,NA,NA,1,NA,2
2011,"Shore Meadows","60",46,0,2,46,46,38,38,1,1,2
2011,"Shore Meadows","60",38,2,0,46,46,38,38,1,1,1
2011,"Shore Meadows","61",38,0,1,38,38,NA,NA,1,NA,2
2011,"Shore Meadows","66",38,0,1,38,38,NA,NA,1,NA,2
2011,"Shore Meadows","8",53,0,1,38,53,38,38,16,1,2
2011,"Shore Meadows","8",38,1,3,38,53,38,38,16,1,2
2011,"Shore Meadows","8",46,0,2,38,53,38,38,16,1,2
2011,"Shore Meadows","9",11,5,0,NA,NA,11,11,NA,1,3
2011,"Swantown","1",21,1,0,55,55,21,21,1,1,1
2011,"Swantown","1",55,0,1,55,55,21,21,1,1,2
2011,"Swantown","2",63,0,1,55,63,NA,NA,9,NA,2
2011,"Swantown","2",55,0,3,55,63,NA,NA,9,NA,2
2012,"Cliffside","1",9,1,0,NA,NA,9,9,NA,1,3
2012,"Cliffside","2",9,1,0,NA,NA,9,23,NA,15,3
2012,"Cliffside","2",23,1,0,NA,NA,9,23,NA,15,3
2012,"Cliffside","2",16,1,0,NA,NA,9,23,NA,15,3
2012,"Cliffside","3",16,1,0,NA,NA,16,23,NA,8,3
2012,"Cliffside","3",23,1,0,NA,NA,16,23,NA,8,3
2012,"Cliffside","4",52,0,2,30,52,NA,NA,23,NA,2
2012,"Cliffside","4",30,0,1,30,52,NA,NA,23,NA,2
2012,"Cliffside","5",44,1,0,NA,NA,44,44,NA,1,3
2012,"Cliffside","6",44,1,0,NA,NA,44,44,NA,1,3
2012,"Cliffside","7",44,1,0,NA,NA,44,44,NA,1,3
2012,"Double Bluff North","C1",40,1,0,28,28,20,40,1,21,3
2012,"Double Bluff North","C1",28,3,3,28,28,20,40,1,21,2
2012,"Double Bluff North","C1",20,1,0,28,28,20,40,1,21,1
2012,"Double Bluff North","C2",20,1,1,20,40,20,20,21,1,2
2012,"Double Bluff North","C2",40,0,1,20,40,20,20,21,1,2
2012,"Double Bluff North","C2",34,0,2,20,40,20,20,21,1,2
2012,"Double Bluff North","C2",28,0,2,20,40,20,20,21,1,2
2012,"Double Bluff North","C3",20,1,0,28,34,20,40,7,21,1
2012,"Double Bluff North","C3",40,1,0,28,34,20,40,7,21,3
2012,"Double Bluff North","C3",34,0,1,28,34,20,40,7,21,2
2012,"Double Bluff North","C3",28,0,2,28,34,20,40,7,21,2
2012,"Double Bluff North","C4",62,0,2,40,62,28,28,23,1,2
2012,"Double Bluff North","C4",40,0,1,40,62,28,28,23,1,2
2012,"Double Bluff North","C4",28,1,0,40,62,28,28,23,1,1
2012,"Double Bluff North","D1",34,1,0,40,62,34,34,23,1,1
2012,"Double Bluff North","D1",40,0,1,40,62,34,34,23,1,2
2012,"Double Bluff North","D1",62,0,1,40,62,34,34,23,1,2
2012,"Double Bluff North","D2",28,0,2,20,28,20,20,9,1,2
2012,"Double Bluff North","D2",20,0,2,20,28,20,20,9,1,2
2012,"Double Bluff North","D2",20,3,2,20,28,20,20,9,1,2
2012,"Double Bluff North","D3",34,0,1,20,34,20,20,15,1,2
2012,"Double Bluff North","D3",28,0,3,20,34,20,20,15,1,2
2012,"Double Bluff North","D3",20,2,0,20,34,20,20,15,1,3
2012,"Double Bluff North","D3",20,0,1,20,34,20,20,15,1,2
2012,"Double Bluff North","D4",40,0,1,28,40,20,20,13,1,2
2012,"Double Bluff North","D4",28,0,1,28,40,20,20,13,1,2
2012,"Double Bluff North","D4",20,2,0,28,40,20,20,13,1,1
2012,"Double Bluff North","D5",20,3,0,NA,NA,20,20,NA,1,3
2012,"Double Bluff North","D6",20,3,0,NA,NA,20,20,NA,1,3
2012,"Double Bluff North","D7",20,3,0,NA,NA,20,20,NA,1,3
2012,"Double Bluff North","D8",20,5,0,NA,NA,20,20,NA,1,3
2012,"Double Bluff North","E1",20,2,0,NA,NA,20,20,NA,1,3
2012,"Double Bluff North","E2",20,0,1,20,20,NA,NA,1,NA,2
2012,"Double Bluff South","1",31,1,3,31,31,16,31,1,16,2
2012,"Double Bluff South","1",16,2,0,31,31,16,31,1,16,1
2012,"Double Bluff South","2",16,1,0,NA,NA,16,16,NA,1,3
2012,"Forbes Point","1",11,2,0,3,24,3,11,22,9,3
2012,"Forbes Point","1",17,0,3,3,24,3,11,22,9,2
2012,"Forbes Point","1",3,3,1,3,24,3,11,22,9,2
2012,"Forbes Point","1",24,0,3,3,24,3,11,22,9,2
2012,"Forbes Point","2",11,4,0,NA,NA,3,11,NA,9,3
2012,"Forbes Point","2",3,2,0,NA,NA,3,11,NA,9,3
2012,"Forbes Point","3",3,1,0,17,17,3,24,1,22,1
2012,"Forbes Point","3",24,1,0,17,17,3,24,1,22,3
2012,"Forbes Point","3",11,4,0,17,17,3,24,1,22,1
2012,"Forbes Point","3",17,0,1,17,17,3,24,1,22,2
2012,"Forbes Point","4",17,0,2,11,24,24,24,14,1,2
2012,"Forbes Point","4",24,1,1,11,24,24,24,14,1,2
2012,"Forbes Point","4",11,0,1,11,24,24,24,14,1,2
2012,"Forbes Point","5",24,1,1,11,37,17,37,27,21,2
2012,"Forbes Point","5",17,1,0,11,37,17,37,27,21,3
2012,"Forbes Point","5",11,0,1,11,37,17,37,27,21,2
2012,"Forbes Point","5",37,1,1,11,37,17,37,27,21,2
2012,"Fort Casey","10",28,1,0,NA,NA,28,28,NA,1,3
2012,"Fort Casey","11",34,0,1,34,34,28,28,1,1,2
2012,"Fort Casey","11",28,1,0,34,34,28,28,1,1,1
2012,"Fort Casey","12",34,0,1,34,34,NA,NA,1,NA,2
2012,"Fort Casey","3",34,1,1,34,34,34,34,1,1,2
2012,"Fort Casey","3 S",21,1,0,NA,NA,21,21,NA,1,3
2012,"Fort Casey","4 S",11,1,1,11,11,11,11,1,1,2
2012,"Fort Casey","5",43,0,1,21,43,NA,NA,23,NA,2
2012,"Fort Casey","5",21,0,1,21,43,NA,NA,23,NA,2
2012,"Fort Casey","6",43,0,1,21,43,21,21,23,1,2
2012,"Fort Casey","6",21,1,1,21,43,21,21,23,1,2
2012,"Fort Casey","7",21,1,1,21,21,21,21,1,1,2
2012,"Fort Casey","8",21,2,0,NA,NA,21,28,NA,8,3
2012,"Fort Casey","8",28,1,0,NA,NA,21,28,NA,8,3
2012,"Fort Casey","9",21,1,1,21,21,21,21,1,1,2
2012,"Fort Casey","S",2,1,0,NA,NA,2,2,NA,1,3
2012,"Hancock Lake","1",40,1,0,NA,NA,4,40,NA,37,3
2012,"Hancock Lake","1",33,1,0,NA,NA,4,40,NA,37,3
2012,"Hancock Lake","1",4,3,0,NA,NA,4,40,NA,37,3
2012,"Hancock Lake","1",11,1,0,NA,NA,4,40,NA,37,3
2012,"Hancock Lake","10",4,2,0,NA,NA,4,4,NA,1,3
2012,"Hancock Lake","11",40,3,3,28,47,4,54,20,51,2
2012,"Hancock Lake","11",54,4,0,28,47,4,54,20,51,3
2012,"Hancock Lake","11",16,1,0,28,47,4,54,20,51,1
2012,"Hancock Lake","11",28,2,1,28,47,4,54,20,51,2
2012,"Hancock Lake","11",47,0,1,28,47,4,54,20,51,2
2012,"Hancock Lake","11",4,3,0,28,47,4,54,20,51,1
2012,"Hancock Lake","11",33,1,3,28,47,4,54,20,51,2
2012,"Hancock Lake","12",4,2,0,NA,NA,4,4,NA,1,3
2012,"Hancock Lake","13",4,3,0,NA,NA,4,54,NA,51,3
2012,"Hancock Lake","13",40,2,0,NA,NA,4,54,NA,51,3
2012,"Hancock Lake","13",54,2,0,NA,NA,4,54,NA,51,3
2012,"Hancock Lake","14",28,2,0,NA,NA,4,40,NA,37,3
2012,"Hancock Lake","14",40,2,0,NA,NA,4,40,NA,37,3
2012,"Hancock Lake","14",4,1,0,NA,NA,4,40,NA,37,3
2012,"Hancock Lake","14",16,3,0,NA,NA,4,40,NA,37,3
2012,"Hancock Lake","15",28,2,0,NA,NA,4,28,NA,25,3
2012,"Hancock Lake","15",4,1,0,NA,NA,4,28,NA,25,3
2012,"Hancock Lake","16",11,3,0,NA,NA,4,54,NA,51,3
2012,"Hancock Lake","16",28,5,0,NA,NA,4,54,NA,51,3
2012,"Hancock Lake","16",54,1,0,NA,NA,4,54,NA,51,3
2012,"Hancock Lake","16",47,3,0,NA,NA,4,54,NA,51,3
2012,"Hancock Lake","16",4,1,0,NA,NA,4,54,NA,51,3
2012,"Hancock Lake","17",11,1,0,40,40,11,40,1,30,1
2012,"Hancock Lake","17",28,1,0,40,40,11,40,1,30,1
2012,"Hancock Lake","17",33,1,0,40,40,11,40,1,30,1
2012,"Hancock Lake","17",40,1,1,40,40,11,40,1,30,2
2012,"Hancock Lake","18",11,3,0,33,40,11,54,8,44,1
2012,"Hancock Lake","18",47,1,0,33,40,11,54,8,44,3
2012,"Hancock Lake","18",54,2,0,33,40,11,54,8,44,3
2012,"Hancock Lake","18",33,0,2,33,40,11,54,8,44,2
2012,"Hancock Lake","18",40,0,1,33,40,11,54,8,44,2
2012,"Hancock Lake","18",28,1,0,33,40,11,54,8,44,1
2012,"Hancock Lake","19",40,1,0,16,47,28,54,32,27,3
2012,"Hancock Lake","19",54,1,0,16,47,28,54,32,27,3
2012,"Hancock Lake","19",28,2,0,16,47,28,54,32,27,3
2012,"Hancock Lake","19",47,1,1,16,47,28,54,32,27,2
2012,"Hancock Lake","19",16,0,1,16,47,28,54,32,27,2
2012,"Hancock Lake","2",28,2,2,16,33,4,40,18,37,2
2012,"Hancock Lake","2",40,2,0,16,33,4,40,18,37,3
2012,"Hancock Lake","2",33,1,2,16,33,4,40,18,37,2
2012,"Hancock Lake","2",16,0,1,16,33,4,40,18,37,2
2012,"Hancock Lake","2",4,4,0,16,33,4,40,18,37,1
2012,"Hancock Lake","20",28,2,0,NA,NA,28,28,NA,1,3
2012,"Hancock Lake","21",28,3,0,NA,NA,28,28,NA,1,3
2012,"Hancock Lake","22",28,1,0,NA,NA,28,28,NA,1,3
2012,"Hancock Lake","23",54,3,0,NA,NA,28,54,NA,27,3
2012,"Hancock Lake","23",40,1,0,NA,NA,28,54,NA,27,3
2012,"Hancock Lake","23",28,4,0,NA,NA,28,54,NA,27,3
2012,"Hancock Lake","23",47,1,0,NA,NA,28,54,NA,27,3
2012,"Hancock Lake","24",28,4,0,NA,NA,28,28,NA,1,3
2012,"Hancock Lake","25",28,1,0,NA,NA,28,40,NA,13,3
2012,"Hancock Lake","25",40,1,0,NA,NA,28,40,NA,13,3
2012,"Hancock Lake","26",40,1,0,NA,NA,40,40,NA,1,3
2012,"Hancock Lake","27",62,0,1,54,62,NA,NA,9,NA,2
2012,"Hancock Lake","27",54,0,1,54,62,NA,NA,9,NA,2
2012,"Hancock Lake","3",54,1,0,11,28,4,54,18,51,3
2012,"Hancock Lake","3",33,1,0,11,28,4,54,18,51,3
2012,"Hancock Lake","3",16,0,1,11,28,4,54,18,51,2
2012,"Hancock Lake","3",11,0,1,11,28,4,54,18,51,2
2012,"Hancock Lake","3",40,2,0,11,28,4,54,18,51,3
2012,"Hancock Lake","3",4,2,0,11,28,4,54,18,51,1
2012,"Hancock Lake","3",28,3,3,11,28,4,54,18,51,2
2012,"Hancock Lake","4",54,1,0,28,40,4,54,13,51,3
2012,"Hancock Lake","4",4,1,0,28,40,4,54,13,51,1
2012,"Hancock Lake","4",28,3,1,28,40,4,54,13,51,2
2012,"Hancock Lake","4",40,1,1,28,40,4,54,13,51,2
2012,"Hancock Lake","4",33,4,2,28,40,4,54,13,51,2
2012,"Hancock Lake","5",40,4,2,33,40,4,54,8,51,2
2012,"Hancock Lake","5",33,2,4,33,40,4,54,8,51,2
2012,"Hancock Lake","5",47,2,0,33,40,4,54,8,51,3
2012,"Hancock Lake","5",54,3,0,33,40,4,54,8,51,3
2012,"Hancock Lake","5",4,4,0,33,40,4,54,8,51,1
2012,"Hancock Lake","5",28,4,0,33,40,4,54,8,51,1
2012,"Hancock Lake","5",11,1,0,33,40,4,54,8,51,1
2012,"Hancock Lake","6",33,4,1,28,54,4,54,27,51,2
2012,"Hancock Lake","6",47,1,2,28,54,4,54,27,51,2
2012,"Hancock Lake","6",4,4,0,28,54,4,54,27,51,1
2012,"Hancock Lake","6",28,4,4,28,54,4,54,27,51,2
2012,"Hancock Lake","6",40,6,3,28,54,4,54,27,51,2
2012,"Hancock Lake","6",16,2,0,28,54,4,54,27,51,1
2012,"Hancock Lake","6",54,3,2,28,54,4,54,27,51,2
2012,"Hancock Lake","7",40,1,1,33,47,4,47,15,44,2
2012,"Hancock Lake","7",47,1,1,33,47,4,47,15,44,2
2012,"Hancock Lake","7",33,2,1,33,47,4,47,15,44,2
2012,"Hancock Lake","7",28,1,0,33,47,4,47,15,44,1
2012,"Hancock Lake","7",4,2,0,33,47,4,47,15,44,1
2012,"Hancock Lake","8",28,1,0,NA,NA,4,28,NA,25,3
2012,"Hancock Lake","8",4,2,0,NA,NA,4,28,NA,25,3
2012,"Hancock Lake","9",4,1,0,NA,NA,4,28,NA,25,3
2012,"Hancock Lake","9",28,2,0,NA,NA,4,28,NA,25,3
2012,"Harrington North","11",4,1,1,4,4,4,4,1,1,2
2012,"Harrington North","12",39,0,4,12,39,NA,NA,28,NA,2
2012,"Harrington North","12",12,0,2,12,39,NA,NA,28,NA,2
2012,"Harrington North","12",32,0,3,12,39,NA,NA,28,NA,2
2012,"Harrington North","12",18,0,2,12,39,NA,NA,28,NA,2
2012,"Harrington North","12",26,0,1,12,39,NA,NA,28,NA,2
2012,"Harrington North","4",4,0,1,4,4,NA,NA,1,NA,2
2012,"Harrington North","7",12,0,2,12,39,32,32,28,1,2
2012,"Harrington North","7",39,0,1,12,39,32,32,28,1,2
2012,"Harrington North","7",32,1,1,12,39,32,32,28,1,2
2012,"Harrington North","RM",4,1,0,12,32,4,4,21,1,1
2012,"Harrington North","RM",12,0,3,12,32,4,4,21,1,2
2012,"Harrington North","RM",18,0,2,12,32,4,4,21,1,2
2012,"Harrington North","RM",32,0,4,12,32,4,4,21,1,2
2012,"Harrington South","25",28,0,2,10,28,NA,NA,19,NA,2
2012,"Harrington South","25",17,0,1,10,28,NA,NA,19,NA,2
2012,"Harrington South","25",10,0,1,10,28,NA,NA,19,NA,2
2012,"Harrington South","27",1,3,0,NA,NA,1,1,NA,1,3
2012,"Harrington South","29",17,1,0,37,37,1,17,1,17,1
2012,"Harrington South","29",37,0,1,37,37,1,17,1,17,2
2012,"Harrington South","29",1,1,0,37,37,1,17,1,17,1
2012,"Harrington South","29",10,1,0,37,37,1,17,1,17,1
2012,"Harrington South","3",1,0,2,1,1,NA,NA,1,NA,2
2012,"Harrington South","30",1,2,1,1,1,1,1,1,1,2
2012,"Harrington South","6a",1,2,2,1,28,1,1,28,1,2
2012,"Harrington South","6a",17,0,1,1,28,1,1,28,1,2
2012,"Harrington South","6a",28,0,1,1,28,1,1,28,1,2
2012,"Hastie Lake","1",4,1,0,NA,NA,4,4,NA,1,3
2012,"Hastie Lake","2",4,1,0,12,26,4,33,15,30,1
2012,"Hastie Lake","2",19,0,1,12,26,4,33,15,30,2
2012,"Hastie Lake","2",12,0,2,12,26,4,33,15,30,2
2012,"Hastie Lake","2",26,0,2,12,26,4,33,15,30,2
2012,"Hastie Lake","2",33,1,0,12,26,4,33,15,30,3
2012,"Hastie Lake","3",12,0,1,12,12,4,4,1,1,2
2012,"Hastie Lake","3",4,2,0,12,12,4,4,1,1,1
2012,"Hastie Lake","4",12,0,1,12,26,NA,NA,15,NA,2
2012,"Hastie Lake","4",26,0,2,12,26,NA,NA,15,NA,2
2012,"Hastie Lake","4",19,0,1,12,26,NA,NA,15,NA,2
2012,"Hastie Lake","5",26,0,2,26,68,NA,NA,43,NA,2
2012,"Hastie Lake","5",33,0,2,26,68,NA,NA,43,NA,2
2012,"Hastie Lake","5",68,0,2,26,68,NA,NA,43,NA,2
2012,"Hastie Lake","5",47,0,2,26,68,NA,NA,43,NA,2
2012,"Hastie Lake","5",54,0,2,26,68,NA,NA,43,NA,2
2012,"Hastie Lake North","1",16,1,0,38,38,16,16,1,1,1
2012,"Hastie Lake North","1",38,0,1,38,38,16,16,1,1,2
2012,"Hastie Lake North","2",45,3,0,NA,NA,16,45,NA,30,3
2012,"Hastie Lake North","2",16,1,0,NA,NA,16,45,NA,30,3
2012,"Hastie Lake North","3",45,4,1,45,45,45,45,1,1,2
2012,"Hastie Lake North","4",45,1,1,45,45,45,45,1,1,2
2012,"Keystone","1",11,0,2,4,46,20,20,43,1,2
2012,"Keystone","1",20,1,0,4,46,20,20,43,1,3
2012,"Keystone","1",39,0,1,4,46,20,20,43,1,2
2012,"Keystone","1",4,0,1,4,46,20,20,43,1,2
2012,"Keystone","1",46,0,1,4,46,20,20,43,1,2
2012,"Keystone","2",11,0,2,11,32,NA,NA,22,NA,2
2012,"Keystone","2",20,0,5,11,32,NA,NA,22,NA,2
2012,"Keystone","2",26,0,3,11,32,NA,NA,22,NA,2
2012,"Keystone","2",32,0,2,11,32,NA,NA,22,NA,2
2012,"Keystone","3",20,0,1,11,46,NA,NA,36,NA,2
2012,"Keystone","3",26,0,3,11,46,NA,NA,36,NA,2
2012,"Keystone","3",46,0,1,11,46,NA,NA,36,NA,2
2012,"Keystone","3",11,0,1,11,46,NA,NA,36,NA,2
2012,"Keystone","3",39,0,1,11,46,NA,NA,36,NA,2
2012,"Keystone","4",26,0,1,11,26,NA,NA,16,NA,2
2012,"Keystone","4",11,0,1,11,26,NA,NA,16,NA,2
2012,"Keystone","4",20,0,3,11,26,NA,NA,16,NA,2
2012,"Keystone","5",20,0,1,20,32,NA,NA,13,NA,2
2012,"Keystone","5",26,0,3,20,32,NA,NA,13,NA,2
2012,"Keystone","5",32,0,2,20,32,NA,NA,13,NA,2
2012,"Keystone","6",32,0,2,26,32,NA,NA,7,NA,2
2012,"Keystone","6",26,0,2,26,32,NA,NA,7,NA,2
2012,"Keystone","7",53,0,1,26,53,NA,NA,28,NA,2
2012,"Keystone","7",26,0,2,26,53,NA,NA,28,NA,2
2012,"Keystone","7",32,0,1,26,53,NA,NA,28,NA,2
2012,"Lagoon North #1","1",20,1,0,13,48,5,20,36,16,3
2012,"Lagoon North #1","1",13,0,1,13,48,5,20,36,16,2
2012,"Lagoon North #1","1",48,0,3,13,48,5,20,36,16,2
2012,"Lagoon North #1","1",5,1,0,13,48,5,20,36,16,1
2012,"Lagoon North #1","1A",44,1,2,44,55,44,44,12,1,2
2012,"Lagoon North #1","1A",55,0,1,44,55,44,44,12,1,2
2012,"Lagoon North #1","1B",55,0,1,55,55,NA,NA,1,NA,2
2012,"Lagoon North #1","2",48,0,1,48,48,5,34,1,30,2
2012,"Lagoon North #1","2",20,1,0,48,48,5,34,1,30,1
