"year","site","week","PG_count"
2009,"Possession Point",26,21
2009,"Possession Point",27,18
2009,"Possession Point",28,22
2009,"Possession Point",29,20
2009,"Possession Point",30,26
2009,"Possession Point",31,16
2009,"Possession Point",33,15
2009,"Pratts Bluff",26,18
2009,"Pratts Bluff",27,15
2009,"Pratts Bluff",28,22
2009,"Pratts Bluff",29,30
2009,"Pratts Bluff",31,18
2009,"Pratts Bluff",32,16
2009,"Rolling Hills",27,52
2009,"Rolling Hills",28,55
2009,"Rolling Hills",29,50
2009,"Rolling Hills",30,74
2009,"Rolling Hills",31,61
2009,"Rolling Hills",32,58
2009,"Rolling Hills",33,75
2009,"Shore Meadows",26,56
2009,"Shore Meadows",30,65
2009,"Shore Meadows",27,73
2009,"Shore Meadows",28,71
2009,"Shore Meadows",29,67
2009,"Shore Meadows",33,57
2009,"Shore Meadows",31,82
2009,"Shore Meadows",31,44
2009,"Shore Meadows",32,63
2009,"Shore Meadows",35,74
2009,"Swantown",27,20
2009,"Swantown",28,26
2009,"Swantown",29,25
2009,"Swantown",30,24
2009,"Swantown",31,24
2009,"Swantown",32,22
2009,"Swantown",33,20
2010,"Cliffside",26,23
2010,"Cliffside",27,38
2010,"Double Bluff North",26,99
2010,"Double Bluff North",28,79
2010,"Double Bluff North",29,72
2010,"Double Bluff North",30,105
2010,"Double Bluff North",31,99
2010,"Double Bluff North",32,63
2010,"Forbes Point",26,18
2010,"Forbes Point",27,17
2010,"Forbes Point",28,20
2010,"Forbes Point",28,16
2010,"Forbes Point",30,18
2010,"Forbes Point",31,17
2010,"Forbes Point",31,13
2010,"Forbes Point",33,22
2010,"Fort Casey",25,50
2010,"Fort Casey",28,50
2010,"Fort Casey",29,40
2010,"Fort Casey",31,43
2010,"Fort Casey",30,50
2010,"Hancock Lake",28,66
2010,"Hancock Lake",29,65
2010,"Hancock Lake",29,47
2010,"Hancock Lake",32,42
2010,"Hancock Lake",25,69
