"site","date","burrow_name","Gunnel","Sculpin","Other","burrow_visit","intern_data","qaqc_concern","year"
"Lake Hancock",2013-07-30,"13",0,0,0,3,"",NA,"2013"
"Lake Hancock",2013-07-30,"14",1,0,0,0,"",NA,"2013"
"Lake Hancock",2013-07-30,"16",1,1,0,0,"",NA,"2013"
"Lake Hancock",2013-07-30,"18",0,0,0,3,"",NA,"2013"
"Lake Hancock",2013-07-30,"19",1,0,0,0,"",NA,"2013"
"Lake Hancock",2013-07-30,"20",0,0,0,5,"",NA,"2013"
"Lake Hancock",2013-08-06,"1",0,0,0,1,"",NA,"2013"
"Lake Hancock",2013-08-06,"2",0,0,0,1,"",NA,"2013"
"Lake Hancock",2013-08-06,"3",0,1,0,7,"",NA,"2013"
"Lake Hancock",2013-08-06,"4",0,0,0,1,"",NA,"2013"
"Lake Hancock",2013-08-06,"5",2,1,0,3,"",NA,"2013"
"Lake Hancock",2013-08-06,"6",0,0,0,5,"",NA,"2013"
"Lake Hancock",2013-08-06,"7",0,0,0,7,"",NA,"2013"
"Lake Hancock",2013-08-06,"8",1,0,0,5,"",NA,"2013"
"Lake Hancock",2013-08-06,"9",0,0,0,1,"",NA,"2013"
"Lake Hancock",2013-08-06,"11",0,0,0,2,"",NA,"2013"
"Lake Hancock",2013-08-06,"12",0,1,0,6,"",NA,"2013"
"Lake Hancock",2013-08-06,"16",0,1,0,0,"",NA,"2013"
"Lake Hancock",2013-08-06,"17",0,0,0,1,"",NA,"2013"
"Lake Hancock",2013-08-06,"18",0,0,0,2,"",NA,"2013"
"Lake Hancock",2013-08-06,"19",0,0,0,3,"",NA,"2013"
"Lake Hancock",2013-08-06,"20",0,0,0,1,"",NA,"2013"
"Lake Hancock",2013-08-06,"21",0,0,0,1,"",NA,"2013"
"Lake Hancock",2013-08-16,"5",1,0,0,1,"",NA,"2013"
"Lake Hancock",2013-08-16,"7",2,0,0,0,"",NA,"2013"
"Lake Hancock",2013-08-16,"8",2,0,0,0,"",NA,"2013"
"Lake Hancock",2013-08-16,"9",2,2,0,0,"",NA,"2013"
"Lake Hancock",2013-08-16,"10",1,0,0,0,"",NA,"2013"
"Lake Hancock",2013-08-16,"16",0,1,0,0,"",NA,"2013"
"Lake Hancock",2013-08-16,"22",1,0,0,0,"",NA,"2013"
"Lake Hancock",2013-08-16,"23",0,0,0,1,"",NA,"2013"
"Lake Hancock",2013-08-22,"5",1,0,0,0,"",NA,"2013"
"Lake Hancock",2013-08-22,"7",1,0,0,0,"",NA,"2013"
"Lake Hancock",2013-08-22,"8",1,0,0,0,"",NA,"2013"
"Lake Hancock",2013-08-22,"12",1,2,0,0,"",NA,"2013"
"Lake Hancock",2013-08-22,"13",0,0,0,1,"",NA,"2013"
"Lake Hancock",2013-08-22,"23",0,1,0,0,"",NA,"2013"
"Lake Hancock",2013-08-28,"8",2,1,1,0,"",NA,"2013"
"Lake Hancock",2013-08-28,"11",1,2,0,0,"",NA,"2013"
"Lake Hancock",2013-08-28,"22",2,0,0,0,"",NA,"2013"
"Lake Hancock",2013-08-28,"23",2,1,0,0,"",NA,"2013"
"Lake Hancock",2013-09-04,"8",1,0,0,0,"",NA,"2013"
"Lake Hancock",2008-07-01,"1",0,0,2,0,"",NA,"2008"
"Lake Hancock",2008-07-01,"2",0,0,1,0,"",NA,"2008"
"Lake Hancock",2008-07-01,"3",0,0,0,1,"",NA,"2008"
"Lake Hancock",2008-07-11,"1",0,0,0,6,"",NA,"2008"
"Lake Hancock",2008-07-11,"2",0,0,0,5,"",NA,"2008"
"Lake Hancock",2008-07-11,"3",0,0,0,3,"",NA,"2008"
"Lake Hancock",2008-07-11,"4",0,0,0,3,"",NA,"2008"
"Lake Hancock",2008-07-11,"5",0,0,0,6,"",NA,"2008"
"Lake Hancock",2008-07-11,"6",0,0,0,5,"",NA,"2008"
"Lake Hancock",2008-07-11,"7",0,0,0,2,"",NA,"2008"
"Lake Hancock",2008-07-16,"1",0,0,0,5,"",NA,"2008"
"Lake Hancock",2008-07-16,"2",0,0,0,6,"",NA,"2008"
"Lake Hancock",2008-07-16,"4",0,0,0,3,"",NA,"2008"
"Lake Hancock",2008-07-16,"5",0,0,0,3,"",NA,"2008"
"Lake Hancock",2008-07-16,"6",0,0,0,8,"",NA,"2008"
"Lake Hancock",2008-07-16,"7",0,0,0,2,"",NA,"2008"
"Lake Hancock",2008-07-16,"8",2,0,0,5,"",NA,"2008"
"Lake Hancock",2008-07-16,"9",1,0,0,4,"",NA,"2008"
"Lake Hancock",2008-07-16,"10",0,0,0,2,"",NA,"2008"
"Lake Hancock",2008-07-16,"11",0,0,0,3,"",NA,"2008"
"Lake Hancock",2008-07-16,"12",0,0,0,1,"",NA,"2008"
"Lake Hancock",2008-07-16,"13",0,0,0,2,"",NA,"2008"
"Lake Hancock",2008-07-16,"14",0,0,0,1,"",NA,"2008"
"Lake Hancock",2008-07-16,"15",0,0,0,1,"",NA,"2008"
"Lake Hancock",2008-07-16,"1",1,0,1,5,"",NA,"2008"
"Lake Hancock",2008-07-16,"2",0,0,0,6,"",NA,"2008"
"Lake Hancock",2008-07-16,"4",0,0,1,3,"",NA,"2008"
"Lake Hancock",2008-07-16,"5",0,0,0,2,"",NA,"2008"
"Lake Hancock",2008-07-16,"6",0,0,0,8,"",NA,"2008"
"Lake Hancock",2008-07-16,"7",0,0,0,2,"",NA,"2008"
"Lake Hancock",2008-07-16,"8",2,0,0,5,"",NA,"2008"
"Lake Hancock",2008-07-16,"9",1,0,0,4,"",NA,"2008"
"Lake Hancock",2008-07-16,"10",0,0,0,2,"",NA,"2008"
"Lake Hancock",2008-07-16,"11",0,0,0,3,"",NA,"2008"
"Lake Hancock",2008-07-16,"12",0,0,0,1,"",NA,"2008"
"Lake Hancock",2008-07-16,"13",0,0,0,2,"",NA,"2008"
"Lake Hancock",2008-07-16,"14",0,0,0,1,"",NA,"2008"
"Lake Hancock",2008-07-16,"15",0,0,0,1,"",NA,"2008"
"Lake Hancock",2008-07-25,"1",0,0,0,1,"",NA,"2008"
"Lake Hancock",2008-07-25,"4",0,0,0,1,"",NA,"2008"
"Lake Hancock",2008-07-25,"8",0,0,0,1,"",NA,"2008"
"Lake Hancock",2008-07-25,"12",1,1,0,0,"",NA,"2008"
"Lake Hancock",2008-07-25,"16",0,0,0,1,"",NA,"2008"
"Lake Hancock",2008-07-30,"1",0,0,0,3,"",NA,"2008"
"Lake Hancock",2008-07-30,"2",0,0,0,4,"",NA,"2008"
"Lake Hancock",2008-07-30,"4",0,0,0,3,"",NA,"2008"
"Lake Hancock",2008-07-30,"5",1,0,0,5,"",NA,"2008"
"Lake Hancock",2008-07-30,"6",0,0,0,15,"",NA,"2008"
"Lake Hancock",2008-07-30,"7",1,0,0,4,"",NA,"2008"
"Lake Hancock",2008-07-30,"8",1,0,0,2,"",NA,"2008"
"Lake Hancock",2008-07-30,"9",0,0,0,1,"",NA,"2008"
"Lake Hancock",2008-07-30,"11",0,0,0,3,"",NA,"2008"
"Lake Hancock",2008-07-30,"12",0,0,1,9,"",NA,"2008"
"Lake Hancock",2008-07-30,"15",1,0,0,6,"",NA,"2008"
"Lake Hancock",2008-07-30,"17",0,0,0,2,"",NA,"2008"
"Lake Hancock",2008-08-04,"1",0,0,0,4,"",NA,"2008"
"Lake Hancock",2008-08-04,"2",0,0,1,5,"",NA,"2008"
"Lake Hancock",2008-08-04,"3",0,0,0,3,"",NA,"2008"
"Lake Hancock",2008-08-04,"4",0,0,0,2,"",NA,"2008"
"Lake Hancock",2008-08-04,"5",0,0,0,4,"",NA,"2008"
"Lake Hancock",2008-08-04,"6",0,0,1,6,"",NA,"2008"
"Lake Hancock",2008-08-04,"7",0,0,0,8,"",NA,"2008"
"Lake Hancock",2008-08-04,"8",0,0,0,14,"",NA,"2008"
"Lake Hancock",2008-08-04,"9",0,0,0,4,"",NA,"2008"
"Lake Hancock",2008-08-04,"11",0,0,0,8,"",NA,"2008"
"Lake Hancock",2008-08-04,"12",0,0,0,4,"",NA,"2008"
"Lake Hancock",2008-08-04,"15",0,0,0,6,"",NA,"2008"
"Lake Hancock",2008-08-04,"16",0,0,0,5,"",NA,"2008"
"Lake Hancock",2008-08-04,"17",0,0,0,2,"",NA,"2008"
"Ledgewood",2009-07-01,"1",1,0,0,1,"",NA,"2009"
"Ledgewood",2009-07-01,"3",1,0,0,1,"",NA,"2009"
"Ledgewood",2009-07-01,"4",0,1,0,1,"",NA,"2009"
"Ledgewood",2009-07-07,"1",1,0,0,5,"",NA,"2009"
"Ledgewood",2009-07-07,"2",0,0,0,4,"",NA,"2009"
"Ledgewood",2009-07-07,"3",1,0,0,5,"",NA,"2009"
"Ledgewood",2009-07-07,"4",0,0,0,4,"",NA,"2009"
"Ledgewood",2009-07-07,"5",0,0,0,2,"",NA,"2009"
"Ledgewood",2009-07-07,"7",0,0,0,1,"",NA,"2009"
"Ledgewood",2009-07-07,"8",0,0,0,1,"",NA,"2009"
"Ledgewood",2009-07-07,"9",0,0,0,2,"",NA,"2009"
"Ledgewood",2009-07-07,"10",0,2,0,7,"",NA,"2009"
"Ledgewood",2009-07-07,"12",1,0,0,3,"",NA,"2009"
"Ledgewood",2009-07-07,"13",1,0,0,1,"",NA,"2009"
"Ledgewood",2009-07-07,"14",0,0,0,3,"",NA,"2009"
"Ledgewood",2009-07-17,"1",4,0,0,4,"",NA,"2009"
"Ledgewood",2009-07-17,"2",0,0,1,1,"",NA,"2009"
"Ledgewood",2009-07-17,"3",0,2,0,2,"",NA,"2009"
"Ledgewood",2009-07-17,"10",1,0,0,2,"",NA,"2009"
"Ledgewood",2009-07-17,"12",2,1,0,4,"",NA,"2009"
"Ledgewood",2009-07-23,"1",1,0,0,5,"",NA,"2009"
"Ledgewood",2009-07-23,"2",0,0,0,3,"",NA,"2009"
"Ledgewood",2009-07-23,"3",0,0,0,2,"",NA,"2009"
"Ledgewood",2009-07-23,"4",1,0,0,4,"",NA,"2009"
"Ledgewood",2009-07-23,"13",1,0,0,3,"",NA,"2009"
"Ledgewood",2009-07-29,"1",1,1,0,6,"",NA,"2009"
"Ledgewood",2009-07-29,"2",0,0,0,5,"",NA,"2009"
"Ledgewood",2009-07-29,"3",0,0,0,3,"",NA,"2009"
"Ledgewood",2009-07-29,"4",0,0,0,5,"",NA,"2009"
"Ledgewood",2009-07-29,"7",3,0,0,5,"",NA,"2009"
"Ledgewood",2009-07-29,"12",2,0,0,5,"",NA,"2009"
"Ledgewood",2009-07-29,"15",1,0,0,1,"",NA,"2009"
"Ledgewood",2009-08-08,"2",1,0,0,1,"",NA,"2009"
"Ledgewood",2009-08-08,"15",1,0,0,0,"",NA,"2009"
"Ledgewood",2009-08-11,"2",0,1,0,1,"",NA,"2009"
"Ledgewood",2009-08-11,"7",1,0,0,1,"",NA,"2009"
"Ledgewood",2009-08-11,"15",1,0,0,1,"",NA,"2009"
"Ledgewood",2009-08-18,"15",1,0,0,1,"",NA,"2009"
"Ledgewood",2009-08-26,"15",2,0,0,2,"",NA,"2009"
"Ledgewood",2008-06-27,"1",1,0,0,1,"",NA,"2008"
"Ledgewood",2008-07-03,"4",0,0,0,1,"",NA,"2008"
"Ledgewood",2008-07-03,"6",0,0,0,1,"",NA,"2008"
"Ledgewood",2008-07-03,"7",0,0,0,1,"",NA,"2008"
"Ledgewood",2008-07-11,"2",0,0,0,2,"",NA,"2008"
"Ledgewood",2008-07-11,"3",0,1,1,4,"",NA,"2008"
"Ledgewood",2008-07-11,"4",0,0,0,2,"",NA,"2008"
"Ledgewood",2008-07-11,"5",0,0,0,2,"",NA,"2008"
"Ledgewood",2008-07-11,"6",1,0,0,3,"",NA,"2008"
"Ledgewood",2008-07-11,"7",0,0,0,4,"",NA,"2008"
"Ledgewood",2008-07-11,"8",0,1,0,2,"",NA,"2008"
"Ledgewood",2008-07-11,"9",1,0,0,6,"",NA,"2008"
"Ledgewood",2008-07-11,"10",0,0,0,1,"",NA,"2008"
"Ledgewood",2008-07-11,"11",0,0,0,2,"",NA,"2008"
"Ledgewood",2008-07-15,"1",0,1,0,1,"",NA,"2008"
"Ledgewood",2008-07-15,"2",0,1,0,1,"",NA,"2008"
"Ledgewood",2008-07-15,"4",2,0,0,2,"",NA,"2008"
"Ledgewood",2008-07-15,"7",1,1,0,2,"",NA,"2008"
"Ledgewood",2008-07-15,"8",0,0,0,2,"",NA,"2008"
"Ledgewood",2008-07-15,"9",1,0,0,1,"",NA,"2008"
"Ledgewood",2008-07-15,"10",0,1,1,2,"",NA,"2008"
"Ledgewood",2008-07-25,"1",1,0,0,1,"",NA,"2008"
"Ledgewood",2008-07-25,"2",0,1,1,1,"",NA,"2008"
"Ledgewood",2008-07-25,"3",1,0,1,3,"",NA,"2008"
"Ledgewood",2008-07-25,"4",1,0,0,6,"",NA,"2008"
"Ledgewood",2008-07-25,"7",1,0,0,1,"",NA,"2008"
"Ledgewood",2008-07-25,"8",3,0,0,3,"",NA,"2008"
"Ledgewood",2008-07-25,"9",4,0,0,2,"",NA,"2008"
"Ledgewood",2008-07-25,"10",1,0,0,3,"",NA,"2008"
"Ledgewood",2008-07-25,"11",0,0,0,2,"",NA,"2008"
"Ledgewood",2008-07-25,"12",0,0,0,2,"",NA,"2008"
"Ledgewood",2008-07-30,"2",1,0,0,2,"",NA,"2008"
"Ledgewood",2008-07-30,"3",1,1,0,2,"",NA,"2008"
"Ledgewood",2008-07-30,"4",1,0,0,6,"",NA,"2008"
"Ledgewood",2008-08-02,"1",0,0,0,2,"",NA,"2008"
"Ledgewood",2008-08-02,"2",0,0,0,3,"",NA,"2008"
"Ledgewood",2008-08-02,"3",0,0,0,3,"",NA,"2008"
"Ledgewood",2008-08-02,"4",0,0,0,4,"",NA,"2008"
"Ledgewood",2008-08-02,"5",0,0,0,5,"",NA,"2008"
"Ledgewood",2008-08-02,"7",1,0,0,1,"",NA,"2008"
"Ledgewood",2008-08-02,"8",0,0,0,2,"",NA,"2008"
"Ledgewood",2008-08-02,"9",0,0,0,4,"",NA,"2008"
"Ledgewood",2008-08-02,"10",1,0,0,3,"",NA,"2008"
"Ledgewood",2008-08-02,"11",0,0,0,2,"",NA,"2008"
"Ledgewood",2008-08-02,"12",0,0,0,1,"",NA,"2008"
"Ledgewood",2008-08-02,"13",0,0,2,2,"",NA,"2008"
"Ledgewood",2008-08-09,"2",1,0,0,2,"",NA,"2008"
"Ledgewood",2008-08-09,"3",1,0,0,3,"",NA,"2008"
"Ledgewood",2008-08-09,"4",2,0,0,5,"",NA,"2008"
"Ledgewood",2008-08-09,"5",0,0,0,2,"",NA,"2008"
"Ledgewood",2008-08-09,"7",2,0,0,3,"",NA,"2008"
"Ledgewood",2008-08-09,"8",1,0,0,1,"",NA,"2008"
"Ledgewood",2008-08-09,"9",3,0,0,3,"",NA,"2008"
"Ledgewood",2008-08-09,"10",1,0,0,1,"",NA,"2008"
"Ledgewood",2008-08-09,"12",1,0,0,1,"",NA,"2008"
"Ledgewood",2008-08-09,"13",1,0,0,1,"",NA,"2008"
"Ledgewood",2008-08-14,"9",0,1,0,1,"",NA,"2008"
"Ledgewood",2008-08-14,"14",1,0,0,1,"",NA,"2008"
"Ledgewood",2010-06-29,"1",0,1,0,0,"",NA,"2010"
"Ledgewood",2010-06-29,"4",0,1,0,0,"",NA,"2010"
"Ledgewood",2010-06-29,"12",2,0,0,0,"",NA,"2010"
"Ledgewood",2010-07-09,"1",0,1,0,0,"",NA,"2010"
"Ledgewood",2010-07-09,"12",2,0,0,0,"",NA,"2010"
"Ledgewood",2010-07-09,"4",1,1,0,0,"",NA,"2010"
"Ledgewood",2010-07-09,"8",1,0,0,0,"",NA,"2010"
"Ledgewood",2010-07-13,"1",0,2,0,0,"",NA,"2010"
"Ledgewood",2010-07-13,"4",1,1,1,0,"",NA,"2010"
"Ledgewood",2010-07-13,"8",0,0,0,1,"",NA,"2010"
"Ledgewood",2010-07-19,"12",1,0,0,0,"",NA,"2010"
"Ledgewood",2010-07-19,"8",1,0,0,1,"",NA,"2010"
"Ledgewood",2010-07-19,"13",1,0,0,0,"",NA,"2010"
"Ledgewood",2010-07-26,"1",2,1,0,0,"",NA,"2010"
"Ledgewood",2010-07-26,"4",2,0,1,0,"",NA,"2010"
"Ledgewood",2010-07-26,"12",1,0,2,0,"",NA,"2010"
"Ledgewood",2010-07-26,"13",2,0,0,0,"",NA,"2010"
"Ledgewood",2010-08-05,"4",1,1,0,0,"",NA,"2010"
"Ledgewood",2010-08-11,"13",2,0,0,0,"",NA,"2010"
"Ledgewood",2011-06-23,"1",1,0,0,2,"",NA,"2011"
"Ledgewood",2011-07-01,"1",0,1,0,1,"",NA,"2011"
"Ledgewood",2011-07-01,"12",4,0,0,4,"",NA,"2011"
"Ledgewood",2011-07-09,"12",1,0,0,1,"",NA,"2011"
"Ledgewood",2011-07-14,"1",1,0,0,1,"",NA,"2011"
"Ledgewood",2011-07-14,"12",3,0,0,3,"",NA,"2011"
"Ledgewood",2011-07-20,"1",1,0,0,2,"",NA,"2011"
"Ledgewood",2011-07-20,"12",0,0,1,1,"",NA,"2011"
"Ledgewood",2013-06-26,"1",0,0,0,1,"",NA,"2013"
"Ledgewood",2013-06-26,"2",0,0,0,1,"",NA,"2013"
"Ledgewood",2013-06-26,"3",0,0,0,1,"",NA,"2013"
"Ledgewood",2013-06-26,"4",0,0,0,2,"",NA,"2013"
"Ledgewood",2013-06-26,"5",0,0,0,4,"",NA,"2013"
"Ledgewood",2013-06-26,"6",0,0,0,3,"",NA,"2013"
"Ledgewood",2013-06-26,"8",0,0,0,2,"",NA,"2013"
"Ledgewood",2013-06-26,"8",0,0,0,1,"",NA,"2013"
"Ledgewood",2013-07-03,"10",0,1,0,0,"",NA,"2013"
"Ledgewood",2013-07-03,"7",0,0,0,1,"",NA,"2013"
"Ledgewood",2013-07-09,"3",0,0,0,1,"",NA,"2013"
"Ledgewood",2013-07-09,"5",0,0,0,2,"",NA,"2013"
"Ledgewood",2013-07-09,"7",0,0,0,1,"",NA,"2013"
"Ledgewood",2013-07-09,"8",0,0,0,2,"",NA,"2013"
"Ledgewood",2013-07-09,"12",1,0,0,0,"",NA,"2013"
"Ledgewood",2013-07-15,"7",0,0,1,0,"",NA,"2013"
"Ledgewood",2013-07-15,"8",2,1,0,1,"",NA,"2013"
"Ledgewood",2013-07-15,"10",0,1,0,0,"",NA,"2013"
"Ledgewood",2013-07-15,"12",1,0,0,0,"",NA,"2013"
"Ledgewood",2013-07-24,"4",1,0,0,0,"",NA,"2013"
"Ledgewood",2013-07-24,"8",2,0,0,0,"",NA,"2013"
"Ledgewood",2013-07-24,"10",0,1,0,0,"",NA,"2013"
"Ledgewood",2013-07-24,"12",0,3,0,0,"",NA,"2013"
"Ledgewood",2013-07-31,"4",1,0,0,0,"",NA,"2013"
"Ledgewood",2013-07-31,"8",0,0,0,1,"",NA,"2013"
"Ledgewood",2013-07-31,"12",3,0,0,0,"",NA,"2013"
"Ledgewood",2013-08-09,"12",3,0,0,0,"",NA,"2013"
"Ledgewood",2013-08-09,"12",3,0,0,0,"",NA,"2013"
"Ledgewood",2013-08-15,"1",1,0,0,0,"",NA,"2013"
"Ledgewood",2013-08-15,"4",2,1,0,0,"",NA,"2013"
"Ledgewood",2013-08-15,"16",2,0,0,0,"",NA,"2013"
"Ledgewood",2013-08-23,"1",1,0,0,0,"",NA,"2013"
"Ledgewood",2013-08-23,"4",3,0,0,0,"",NA,"2013"
"Ledgewood",2013-08-31,"1",0,2,0,0,"",NA,"2013"
"Ledgewood",2013-08-31,"4",0,2,0,0,"",NA,"2013"
"Ledgewood",2014-06-19,"7",0,0,0,2,"",NA,"2014"
"Ledgewood",2014-06-19,"12",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-06-25,"17",0,0,0,2,"",NA,"2014"
"Ledgewood",2014-06-25,"7",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-06-25,"8",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-06-25,"10",0,1,0,0,"",NA,"2014"
"Ledgewood",2014-06-25,"1",0,0,2,0,"",NA,"2014"
"Ledgewood",2014-07-04,"2",0,1,0,1,"",NA,"2014"
"Ledgewood",2014-07-04,"1",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-07-04,"12",0,2,0,0,"",NA,"2014"
"Ledgewood",2014-07-04,"10",0,1,0,0,"",NA,"2014"
"Ledgewood",2014-07-04,"7",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-07-08,"1",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-07-08,"2",0,1,0,0,"",NA,"2014"
"Ledgewood",2014-07-08,"3",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-07-08,"10",0,0,1,0,"",NA,"2014"
"Ledgewood",2014-07-08,"12",0,1,0,0,"",NA,"2014"
"Ledgewood",2014-07-08,"16",0,0,1,0,"",NA,"2014"
"Ledgewood",2014-07-14,"1",1,1,0,0,"",NA,"2014"
"Ledgewood",2014-07-14,"2",0,1,0,0,"",NA,"2014"
"Ledgewood",2014-07-14,"12",0,1,0,0,"",NA,"2014"
"Ledgewood",2014-07-14,"5",0,0,0,3,"",NA,"2014"
"Ledgewood",2014-07-14,"11",0,0,0,3,"",NA,"2014"
"Ledgewood",2014-07-14,"7",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-07-14,"6",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-07-14,"10",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-07-25,"2",0,2,0,1,"",NA,"2014"
"Ledgewood",2014-07-25,"16",0,1,0,0,"",NA,"2014"
"Ledgewood",2014-07-25,"11",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-07-25,"1",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-07-29,"10",0,0,1,3,"",NA,"2014"
"Ledgewood",2014-07-29,"7",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-07-29,"16",0,1,0,0,"",NA,"2014"
"Ledgewood",2014-08-05,"5",0,0,0,4,"",NA,"2014"
"Ledgewood",2014-08-05,"6",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-08-05,"7",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-08-05,"8",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-08-05,"11",0,0,0,1,"",NA,"2014"
"Ledgewood",2014-08-05,"13",0,1,0,0,"",NA,"2014"
"Limpet Lane",2009-07-14,"1",1,0,0,0,"",NA,"2009"
"Limpet Lane",2009-07-14,"2",2,0,0,1,"",NA,"2009"
"Limpet Lane",2009-07-20,"1",0,2,0,0,"",NA,"2009"
"Limpet Lane",2009-07-20,"2",0,1,0,0,"",NA,"2009"
"Limpet Lane",2009-07-20,"3",1,0,0,0,"",NA,"2009"
"Limpet Lane",2009-07-28,"2",0,0,1,0,"",NA,"2009"
"Limpet Lane",2009-08-02,"1",0,0,1,0,"",NA,"2009"
"Limpet Lane",2009-08-16,"1",0,0,0,2,"",NA,"2009"
"Limpet Lane",2008-07-09,"1",0,0,2,0,"",NA,"2008"
"Limpet Lane",2008-07-09,"2",1,0,1,0,"",NA,"2008"
"Limpet Lane",2008-07-14,"1",0,0,2,0,"",NA,"2008"
"Limpet Lane",2008-07-21,"1",1,0,0,2,"",NA,"2008"
"Limpet Lane",2008-07-21,"2",2,0,0,1,"",NA,"2008"
"Limpet Lane",2008-07-21,"3",2,0,0,1,"",NA,"2008"
"Limpet Lane",2008-07-21,"4",0,0,0,1,"",NA,"2008"
"Limpet Lane",2008-07-28,"1",0,2,0,0,"",NA,"2008"
"Limpet Lane",2008-08-07,"1",1,2,1,0,"",NA,"2008"
"Limpet Lane",2008-08-07,"2",0,1,3,0,"",NA,"2008"
"Limpet Lane",2008-08-07,"3",0,1,0,2,"",NA,"2008"
"Limpet Lane",2008-08-07,"4",0,1,0,4,"",NA,"2008"
"Limpet Lane",2008-08-07,"5",0,1,0,0,"",NA,"2008"
"Limpet Lane",2008-08-07,"6",1,0,1,0,"",NA,"2008"
"Limpet Lane",2010-06-30,"1",0,0,0,1,"",NA,"2010"
"Limpet Lane",2010-06-30,"2",0,0,0,1,"",NA,"2010"
"Limpet Lane",2010-07-14,"1",0,1,0,0,"",NA,"2010"
"Limpet Lane",2010-07-14,"3",0,0,0,1,"",NA,"2010"
"Limpet Lane",2010-07-14,"4",0,0,0,1,"",NA,"2010"
"Limpet Lane",2010-07-21,"3",0,0,0,2,"",NA,"2010"
"Limpet Lane",2010-07-21,"4",0,0,0,2,"",NA,"2010"
"Limpet Lane",2010-07-28,"1",0,1,0,0,"",NA,"2010"
"Limpet Lane",2010-07-28,"4",0,0,1,0,"",NA,"2010"
"Limpet Lane",2010-08-06,"4",2,0,0,2,"",NA,"2010"
"Limpet Lane",2010-08-06,"5",0,1,1,0,"",NA,"2010"
"Limpet Lane",2010-08-06,"1",0,0,0,1,"",NA,"2010"
"Limpet Lane",2010-08-15,"4",0,0,0,1,"",NA,"2010"
"Limpet Lane",2010-08-15,"5",0,0,0,1,"",NA,"2010"
"Limpet Lane",2010-08-15,"6",0,0,0,1,"",NA,"2010"
"Limpet Lane",2011-07-13,"1",1,1,0,0,"",NA,"2011"
"Limpet Lane",2011-07-13,"2",0,0,1,0,"",NA,"2011"
"Limpet Lane",2011-07-22,"1",2,0,2,0,"",NA,"2011"
"Limpet Lane",2011-07-22,"2",0,1,0,0,"",NA,"2011"
"Limpet Lane",2011-08-05,"3",1,0,0,0,"",NA,"2011"
"Limpet Lane",2011-08-05,"4",1,0,0,0,"",NA,"2011"
"Limpet Lane",2011-08-05,"5",1,0,0,0,"",NA,"2011"
"Limpet Lane",2011-08-11,"3",1,0,0,0,"",NA,"2011"
"Limpet Lane",2011-08-11,"5",1,0,0,0,"",NA,"2011"
"Limpet Lane",2011-08-17,"3",1,1,0,0,"",NA,"2011"
"Limpet Lane",2011-08-17,"6",1,0,0,0,"",NA,"2011"
"Limpet Lane",2012-07-06,"1",0,0,0,4,"",NA,"2012"
"Limpet Lane",2012-07-06,"2",0,0,0,3,"",NA,"2012"
"Limpet Lane",2012-07-13,"2",0,0,0,1,"",NA,"2012"
"Limpet Lane",2012-07-16,"1",0,0,0,1,"",NA,"2012"
"Limpet Lane",2012-07-27,"2",1,1,0,0,"",NA,"2012"
"Limpet Lane",2012-07-27,"3",0,0,0,2,"",NA,"2012"
"Limpet Lane",2012-07-27,"4",1,0,0,0,"",NA,"2012"
"Limpet Lane",2012-08-03,"4",1,0,0,0,"",NA,"2012"
"Limpet Lane",2012-08-03,"2",0,0,0,2,"",NA,"2012"
"Limpet Lane",2012-08-03,"3",0,0,0,1,"",NA,"2012"
"Limpet Lane",2012-08-07,"4",1,1,0,0,"",NA,"2012"
"Limpet Lane",2012-08-07,"5",1,1,0,0,"",NA,"2012"
"Limpet Lane",2012-08-07,"6",0,1,0,0,"",NA,"2012"
"Limpet Lane",2012-08-07,"8",1,1,0,0,"",NA,"2012"
"Limpet Lane",2012-08-10,"5",1,2,0,0,"",NA,"2012"
"Limpet Lane",2012-08-10,"7",1,2,0,0,"",NA,"2012"
"Limpet Lane",2012-08-10,"3",1,0,0,0,"",NA,"2012"
"Limpet Lane",2012-08-10,"2",0,1,0,0,"",NA,"2012"
"Limpet Lane",2012-08-10,"8",1,1,0,0,"",NA,"2012"
"Limpet Lane",2013-07-01,"1",1,0,0,1,"",NA,"2013"
"Limpet Lane",2013-07-08,"1",2,0,1,0,"",NA,"2013"
"Limpet Lane",2013-07-24,"1",0,0,0,2,"",NA,"2013"
"Limpet Lane",2013-07-24,"2",0,1,0,1,"",NA,"2013"
"Limpet Lane",2013-07-24,"3",0,0,0,2,"",NA,"2013"
"Limpet Lane",2013-07-24,"4",1,0,0,5,"",NA,"2013"
