"site","date","burrow_name","Gunnel","Sculpin","Other","burrow_visit","intern_data","qaqc_concern","year"
"Harrington North",2009-07-01,"11",1,0,0,0,"",NA,"2009"
"Harrington North",2009-07-01,"12",1,0,0,0,"",NA,"2009"
"Harrington North",2009-07-01,"13",0,1,0,0,"",NA,"2009"
"Harrington North",2009-07-08,"3",1,1,0,1,"",NA,"2009"
"Harrington North",2009-07-08,"8",0,0,0,2,"",NA,"2009"
"Harrington North",2009-07-08,"11",0,0,1,4,"",NA,"2009"
"Harrington North",2009-07-15,"5",0,0,2,0,"",NA,"2009"
"Harrington North",2009-07-15,"8",0,1,0,0,"",NA,"2009"
"Harrington North",2009-07-15,"9",3,0,0,0,"",NA,"2009"
"Harrington North",2009-07-22,"5",2,0,0,0,"",NA,"2009"
"Harrington North",2009-07-29,"5",1,0,1,0,"",NA,"2009"
"Harrington North",2009-07-29,"9",1,0,0,0,"",NA,"2009"
"Harrington North",2008-06-24,"A ",2,0,0,0,"",NA,"2008"
"Harrington North",2008-06-24,"B",0,1,0,0,"",NA,"2008"
"Harrington North",2008-06-24,"C ",0,0,0,1,"",NA,"2008"
"Harrington North",2008-07-03,"C",1,0,0,0,"",NA,"2008"
"Harrington North",2008-07-03,"D",1,0,0,0,"",NA,"2008"
"Harrington North",2008-07-03,"E",2,0,0,0,"",NA,"2008"
"Harrington North",2008-07-09,"2",3,0,0,0,"",NA,"2008"
"Harrington North",2008-07-09,"3",1,1,0,0,"",NA,"2008"
"Harrington North",2008-07-09,"4",4,0,0,0,"",NA,"2008"
"Harrington North",2008-07-18,"1",2,0,0,0,"",NA,"2008"
"Harrington North",2008-07-18,"3",1,0,0,0,"",NA,"2008"
"Harrington North",2008-07-18,"4",2,0,0,0,"",NA,"2008"
"Harrington North",2008-07-18,"5",1,0,0,0,"",NA,"2008"
"Harrington North",2008-07-18,"7",1,0,0,0,"",NA,"2008"
"Harrington North",2008-07-25,"1",2,1,0,0,"",NA,"2008"
"Harrington North",2008-07-25,"2",1,2,0,0,"",NA,"2008"
"Harrington North",2008-07-25,"4",1,0,0,1,"",NA,"2008"
"Harrington North",2008-07-25,"5",0,1,0,0,"",NA,"2008"
"Harrington North",2008-07-25,"6",1,2,0,0,"",NA,"2008"
"Harrington North",2008-07-25,"7",1,0,0,0,"",NA,"2008"
"Harrington North",2010-06-29,"8",0,0,0,2,"",NA,"2010"
"Harrington North",2010-06-29,"12",0,0,0,2,"",NA,"2010"
"Harrington North",2010-06-29,"11",0,0,0,1,"",NA,"2010"
"Harrington North",2010-06-29,"7",0,0,0,1,"",NA,"2010"
"Harrington North",2010-07-26,"10",0,0,0,1,"",NA,"2010"
"Harrington North",2010-07-26,"6",0,1,0,2,"",NA,"2010"
"Harrington North",2010-07-13,"6",0,1,0,2,"",NA,"2010"
"Harrington North",2010-07-13,"3",0,0,0,1,"",NA,"2010"
"Harrington North",2010-07-13,"9",0,1,0,2,"",NA,"2010"
"Harrington North",2010-07-20,"3",0,0,0,2,"",NA,"2010"
"Harrington North",2010-07-20,"8",0,0,0,1,"",NA,"2010"
"Harrington North",2010-07-20,"6",0,1,0,1,"",NA,"2010"
"Harrington North",2010-07-20,"2",1,0,0,0,"",NA,"2010"
"Harrington North",2010-07-15,"6A",3,0,0,0,"",NA,"2010"
"Harrington North",2010-07-22,"6A",0,1,0,4,"",NA,"2010"
"Harrington North",2010-07-29,"1",0,0,0,2,"",NA,"2010"
"Harrington North",2010-08-12,"M",1,0,1,0,"",NA,"2010"
"Harrington North",2011-07-01,"4",1,0,0,0,"",NA,"2011"
"Harrington North",2011-07-08,"12",0,0,0,1,"",NA,"2011"
"Harrington North",2011-07-12,"7",1,0,0,0,"",NA,"2011"
"Harrington North",2011-07-21,"7",1,0,1,0,"",NA,"2011"
"Harrington North",2011-07-21,"M",0,0,3,0,"",NA,"2011"
"Harrington North",2011-07-28,"M",2,1,0,0,"",NA,"2011"
"Harrington North",2011-07-28,"7",1,0,0,0,"",NA,"2011"
"Harrington North",2013-06-28,"7",2,0,0,0,"",NA,"2013"
"Harrington North",2013-06-28,"RM",0,0,1,0,"",NA,"2013"
"Harrington North",2013-07-03,"RM",0,2,0,0,"",NA,"2013"
"Harrington North",2013-07-11,"7",2,0,0,1,"",NA,"2013"
"Harrington North",2013-07-11,"12",0,0,0,1,"",NA,"2013"
"Harrington North",2013-07-17,"7",2,0,0,0,"",NA,"2013"
"Harrington North",2013-07-17,"RM",0,1,0,0,"",NA,"2013"
"Harrington North",2013-07-24,"7",1,0,0,0,"",NA,"2013"
"Harrington North",2013-07-30,"RM",1,0,0,0,"",NA,"2013"
"Harrington North",2014-07-09,"RM",1,0,0,0,"",NA,"2014"
"Harrington North",2014-07-09,"7",0,1,0,0,"",NA,"2014"
"Harrington North",2014-07-16,"7",1,0,0,0,"",NA,"2014"
"Harrington North",2014-07-29,"7",1,1,0,0,"",NA,"2014"
"Harrington North",2014-08-06,"7",0,1,0,0,"",NA,"2014"
"Harrington South",2012-06-24,"3",2,0,0,0,"",NA,"2012"
"Harrington South",2012-06-24,"6a",2,0,0,2,"",NA,"2012"
"Harrington South",2012-06-24,"29",0,0,0,1,"",NA,"2012"
"Harrington South",2012-06-24,"30",0,0,1,2,"",NA,"2012"
"Harrington South",2012-06-24,"27",0,0,0,3,"",NA,"2012"
"Harrington South",2012-07-03,"29",0,0,0,1,"",NA,"2012"
"Harrington South",2012-07-03,"25",1,0,0,0,"",NA,"2012"
"Harrington South",2012-07-10,"6a",1,0,0,0,"",NA,"2012"
"Harrington South",2012-07-10,"25",1,0,0,0,"",NA,"2012"
"Harrington South",2012-07-10,"29",0,0,0,1,"",NA,"2012"
"Harrington South",2012-07-21,"25",2,0,0,0,"",NA,"2012"
"Harrington South",2012-07-21,"6a",1,0,0,0,"",NA,"2012"
"Harrington South",2012-07-30,"29",1,0,0,0,"",NA,"2012"
"Harrington South",2009-07-02,"4",2,0,0,0,"",NA,"2009"
"Harrington South",2009-07-02,"6A",1,0,0,0,"",NA,"2009"
"Harrington South",2009-07-02,"6B",0,0,0,1,"",NA,"2009"
"Harrington South",2009-07-10,"2",1,0,0,0,"",NA,"2009"
"Harrington South",2009-07-10,"3",1,0,0,0,"",NA,"2009"
"Harrington South",2009-07-10,"6A",3,0,0,0,"",NA,"2009"
"Harrington South",2009-07-17,"1",1,0,0,0,"",NA,"2009"
"Harrington South",2009-07-17,"2",0,0,0,1,"",NA,"2009"
"Harrington South",2009-07-17,"3",0,1,0,0,"",NA,"2009"
"Harrington South",2009-07-17,"4",1,0,0,0,"",NA,"2009"
"Harrington South",2009-07-17,"6B",1,1,0,0,"",NA,"2009"
"Harrington South",2009-07-27,"5",0,0,0,1,"",NA,"2009"
"Harrington South",2009-07-27,"7",0,1,0,0,"",NA,"2009"
"Harrington South",2009-07-27,"6B",2,0,0,0,"",NA,"2009"
"Harrington South",2009-07-27,"8",0,0,1,0,"",NA,"2009"
"Harrington South",2009-08-03,"5",3,0,0,0,"",NA,"2009"
"Harrington South",2009-08-03,"6B",2,0,0,0,"",NA,"2009"
"Harrington South",2009-08-10,"5",2,0,0,0,"",NA,"2009"
"Harrington South",2009-08-10,"6B",0,2,0,0,"",NA,"2009"
"Harrington South",2009-08-16,"5",4,0,0,0,"",NA,"2009"
"Harrington South",2009-08-16,"6B",2,1,0,0,"",NA,"2009"
"Harrington South",2009-08-16,"8",0,0,0,1,"",NA,"2009"
"Harrington South",2008-06-24,"H",0,0,1,1,"",NA,"2008"
"Harrington South",2008-07-02,"J",0,0,0,1,"",NA,"2008"
"Harrington South",2008-07-02,"L",0,0,1,0,"",NA,"2008"
"Harrington South",2008-07-11,"D",0,1,0,0,"",NA,"2008"
"Harrington South",2008-07-11,"H",1,0,0,0,"",NA,"2008"
"Harrington South",2008-07-11,"I",1,0,0,1,"",NA,"2008"
"Harrington South",2008-07-11,"L",0,0,2,0,"",NA,"2008"
"Harrington South",2008-07-11,"N",0,0,1,0,"",NA,"2008"
"Harrington South",2008-07-18,"B",0,0,1,0,"",NA,"2008"
"Harrington South",2008-07-18,"D",0,0,1,0,"",NA,"2008"
"Harrington South",2008-07-18,"G",0,0,1,0,"",NA,"2008"
"Harrington South",2008-07-18,"H",2,0,0,2,"",NA,"2008"
"Harrington South",2008-07-18,"L",4,0,0,2,"",NA,"2008"
"Harrington South",2008-07-18,"M",0,0,0,2,"",NA,"2008"
"Harrington South",2008-07-25,"D",2,1,0,1,"",NA,"2008"
"Harrington South",2008-07-25,"L",3,1,0,1,"",NA,"2008"
"Harrington South",2008-07-25,"N",1,0,0,0,"",NA,"2008"
"Harrington South",2008-07-30,"D",1,0,0,3,"",NA,"2008"
"Harrington South",2008-07-30,"G",0,0,0,4,"",NA,"2008"
"Harrington South",2008-07-30,"H",0,0,0,5,"",NA,"2008"
"Harrington South",2008-07-30,"K",0,0,0,4,"",NA,"2008"
"Harrington South",2008-07-30,"N",1,0,2,5,"",NA,"2008"
"Harrington South",2010-08-12,"3",0,0,0,3,"",NA,"2010"
"Harrington South",2010-08-12,"6B",0,0,0,3,"",NA,"2010"
"Harrington South",2010-08-12,"2",0,0,0,2,"",NA,"2010"
"Harrington South",2010-08-12,"4",0,0,0,3,"",NA,"2010"
"Harrington South",2010-08-12,"25",0,0,0,3,"",NA,"2010"
"Harrington South",2010-08-12,"25",0,2,0,0,"",NA,"2010"
"Harrington South",2010-08-05,"1",0,0,0,2,"",NA,"2010"
"Harrington South",2010-08-12,"4",0,0,0,1,"",NA,"2010"
"Harrington South",2010-08-12,"1",2,1,0,0,"",NA,"2010"
"Harrington South",2010-07-06,"2",0,0,1,0,"",NA,"2010"
"Harrington South",2010-07-06,"3",0,0,1,0,"",NA,"2010"
"Harrington South",2010-07-06,"4",0,0,1,0,"",NA,"2010"
"Harrington South",2011-06-29,"6B",1,0,0,0,"",NA,"2011"
"Harrington South",2011-07-06,"6A",1,0,0,0,"",NA,"2011"
"Harrington South",2011-07-06,"27",0,0,0,3,"",NA,"2011"
"Harrington South",2011-07-06,"28",0,0,0,2,"",NA,"2011"
"Harrington South",2011-07-06,"25",0,0,0,1,"",NA,"2011"
"Harrington South",2011-07-06,"6B",0,0,0,1,"",NA,"2011"
"Harrington South",2011-07-06,"26",0,0,0,1,"",NA,"2011"
"Harrington South",2011-07-14,"29",1,0,0,0,"",NA,"2011"
"Harrington South",2011-07-21,"6A",1,0,0,0,"",NA,"2011"
"Harrington South",2013-07-01,"25",0,0,0,1,"",NA,"2013"
"Harrington South",2013-07-01,"3",0,0,0,1,"",NA,"2013"
"Harrington South",2013-07-01,"6A",0,0,0,1,"",NA,"2013"
"Harrington South",2013-07-07,"25",0,1,0,0,"",NA,"2013"
"Harrington South",2013-07-15,"25",1,1,0,0,"",NA,"2013"
"Harrington South",2013-07-22,"6A",3,1,0,0,"",NA,"2013"
"Harrington South",2013-07-22,"25",1,2,0,0,"",NA,"2013"
"Harrington South",2013-08-05,"25",0,3,0,0,"",NA,"2013"
"Harrington South",2014-06-18,"6",0,0,0,1,"",NA,"2014"
"Harrington South",2014-06-18,"7",0,0,0,1,"",NA,"2014"
"Harrington South",2014-07-01,"8",0,0,2,2,"",NA,"2014"
"Harrington South",2014-07-22,"8",0,1,0,0,"",NA,"2014"
"Harrington South",2014-07-28,"5",0,0,0,2,"",NA,"2014"
"Harrington South",2014-07-28,"1",0,0,0,1,"",NA,"2014"
"Harrington South",2014-07-28,"7",0,0,0,1,"",NA,"2014"
"Harrington South",2014-07-28,"4",0,0,0,1,"",NA,"2014"
"Harrington South",2014-07-28,"8",0,1,0,4,"",NA,"2014"
"Hastie Lake",2009-06-30,"1",0,0,0,1,"",NA,"2009"
"Hastie Lake",2009-06-30,"2",0,0,0,1,"",NA,"2009"
"Hastie Lake",2009-06-30,"3",0,0,0,1,"",NA,"2009"
"Hastie Lake",2009-06-30,"4",0,0,0,1,"",NA,"2009"
"Hastie Lake",2009-06-30,"5",0,0,0,1,"",NA,"2009"
"Hastie Lake",2009-07-16,"5",1,0,0,0,"",NA,"2009"
"Hastie Lake",2009-07-16,"6",0,0,0,1,"",NA,"2009"
"Hastie Lake",2009-07-21,"6",1,0,0,0,"",NA,"2009"
"Hastie Lake",2009-07-29,"6",0,0,0,3,"",NA,"2009"
"Hastie Lake",2009-07-29,"7",0,0,0,2,"",NA,"2009"
"Hastie Lake",2009-07-29,"8",0,0,0,4,"",NA,"2009"
"Hastie Lake",2009-08-03,"9",0,0,0,1,"",NA,"2009"
"Hastie Lake",2009-08-15,"9",0,0,0,1,"",NA,"2009"
"Hastie Lake",2008-06-29,"1",1,0,0,0,"",NA,"2008"
"Hastie Lake",2008-07-06,"2",1,0,0,0,"",NA,"2008"
"Hastie Lake",2008-07-06,"3",0,0,0,2,"",NA,"2008"
"Hastie Lake",2008-07-12,"2",0,0,0,1,"",NA,"2008"
"Hastie Lake",2008-07-16,"2",0,0,0,1,"",NA,"2008"
"Hastie Lake",2008-07-23,"2",0,1,0,1,"",NA,"2008"
"Hastie Lake",2010-06-24,"1",0,0,0,2,"",NA,"2010"
"Hastie Lake",2010-07-08,"1",2,0,0,2,"",NA,"2010"
"Hastie Lake",2010-07-08,"N1",0,0,3,0,"",NA,"2010"
"Hastie Lake",2010-07-08,"1",0,0,1,0,"",NA,"2010"
"Hastie Lake",2010-08-07,"S2",1,0,0,0,"",NA,"2010"
"Hastie Lake",2010-08-07,"N1",0,0,1,0,"",NA,"2010"
"Hastie Lake",2010-08-07,"4",0,1,0,0,"",NA,"2010"
"Hastie Lake",2010-08-07,"2",0,0,2,0,"",NA,"2010"
"Hastie Lake",2010-08-14,"N1",0,0,3,0,"",NA,"2010"
"Hastie Lake",2010-08-14,"1",0,0,1,0,"",NA,"2010"
"Hastie Lake",2010-08-12,"2",0,0,0,1,"",NA,"2010"
"Hastie Lake",2010-08-12,"1A",0,1,0,0,"",NA,"2010"
"Hastie Lake",2010-07-22,"2",0,0,0,1,"",NA,"2010"
"Hastie Lake",2010-07-22,"3",0,0,0,2,"",NA,"2010"
"Hastie Lake",2010-07-22,"4",1,0,0,0,"",NA,"2010"
"Hastie Lake",2010-07-29,"5",0,0,1,1,"",NA,"2010"
"Hastie Lake",2010-08-19,"1A",0,1,0,0,"",NA,"2010"
"Hastie Lake",2010-08-26,"1A",2,0,0,0,"",NA,"2010"
"Hastie Lake",2011-07-07,"1",0,0,0,1,"",NA,"2011"
"Hastie Lake",2011-07-14,"2",2,0,0,0,"",NA,"2011"
"Hastie Lake",2011-07-21,"1",1,0,1,0,"",NA,"2011"
"Hastie Lake",2011-07-21,"2",1,0,1,0,"",NA,"2011"
"Hastie Lake",2011-07-28,"1",2,0,1,0,"",NA,"2011"
"Hastie Lake",2011-07-28,"2",4,0,1,0,"",NA,"2011"
"Hastie Lake",2011-08-04,"1",1,2,0,0,"",NA,"2011"
"Hastie Lake",2011-08-04,"2",1,1,0,0,"",NA,"2011"
"Hastie Lake",2011-08-10,"1",1,0,0,0,"",NA,"2011"
"Hastie Lake",2011-08-18,"1",0,1,0,0,"",NA,"2011"
"Hastie Lake North",2012-07-09,"1",0,0,0,1,"",NA,"2012"
"Hastie Lake North",2012-07-09,"2",0,0,0,1,"",NA,"2012"
"Hastie Lake North",2012-07-31,"1",1,0,0,0,"",NA,"2012"
"Hastie Lake North",2012-08-07,"2",0,0,0,3,"",NA,"2012"
"Hastie Lake North",2012-08-07,"3",1,0,0,4,"",NA,"2012"
"Hastie Lake North",2012-08-07,"4",1,0,0,1,"",NA,"2012"
"Hastie Lake North",2013-07-10,"1",0,0,0,1,"",NA,"2013"
"Hastie Lake North",2013-07-10,"2",0,0,0,1,"",NA,"2013"
"Hastie Lake North",2013-07-10,"3",1,0,0,0,"",NA,"2013"
"Hastie Lake North",2013-07-17,"1",0,0,0,1,"",NA,"2013"
"Hastie Lake North",2013-07-24,"1",2,0,0,0,"",NA,"2013"
"Hastie Lake North",2013-07-24,"2",1,0,0,0,"",NA,"2013"
"Hastie Lake North",2013-07-31,"1",0,0,0,1,"",NA,"2013"
"Hastie Lake North",2013-08-07,"1",2,0,0,0,"",NA,"2013"
"Hastie Lake North",2013-08-07,"2",0,1,0,0,"",NA,"2013"
"Hastie Lake North",2014-06-18,"1",0,0,0,1,"",NA,"2014"
"Hastie Lake North",2014-06-18,"2",0,0,0,1,"",NA,"2014"
"Hastie Lake North",2014-06-18,"3",0,0,0,1,"",NA,"2014"
"Hastie Lake North",2014-07-16,"1",0,0,0,4,"",NA,"2014"
"Hastie Lake North",2014-07-16,"2",0,0,0,3,"",NA,"2014"
"Hastie Lake South",2012-06-27,"1",0,0,0,1,"",NA,"2012"
"Hastie Lake South",2012-06-27,"2",0,0,0,1,"",NA,"2012"
"Hastie Lake South",2012-06-27,"3",0,0,0,2,"",NA,"2012"
"Hastie Lake South",2012-07-05,"2",0,2,0,0,"",NA,"2012"
"Hastie Lake South",2012-07-05,"3",0,0,1,0,"",NA,"2012"
"Hastie Lake South",2012-07-05,"4",0,1,0,0,"",NA,"2012"
"Hastie Lake South",2012-07-12,"2",0,1,0,0,"",NA,"2012"
"Hastie Lake South",2012-07-12,"4",1,0,0,0,"",NA,"2012"
"Hastie Lake South",2012-07-19,"2",1,0,1,0,"",NA,"2012"
"Hastie Lake South",2012-07-19,"4",2,0,0,0,"",NA,"2012"
"Hastie Lake South",2012-07-19,"5",1,0,1,0,"",NA,"2012"
"Hastie Lake South",2012-07-26,"2",0,0,0,1,"",NA,"2012"
"Hastie Lake South",2012-07-26,"5",2,0,0,0,"",NA,"2012"
"Hastie Lake South",2012-08-09,"5",0,0,2,0,"",NA,"2012"
"Hastie Lake South",2012-08-16,"5",0,2,0,0,"",NA,"2012"
"Hastie Lake South",2012-08-30,"5",2,0,0,0,"",NA,"2012"
"Hastie Lake South",2013-06-30,"1",1,0,0,0,"",NA,"2013"
"Hastie Lake South",2013-07-03,"1",0,0,1,0,"",NA,"2013"
"Hastie Lake South",2013-07-03,"2",0,0,0,1,"",NA,"2013"
"Hastie Lake South",2013-07-03,"3",0,0,0,1,"",NA,"2013"
"Hastie Lake South",2013-07-03,"4",0,0,1,0,"",NA,"2013"
"Hastie Lake South",2013-07-11,"1",0,1,0,3,"",NA,"2013"
"Hastie Lake South",2013-07-11,"2",0,0,0,4,"",NA,"2013"
"Hastie Lake South",2013-07-11,"3",0,0,0,3,"",NA,"2013"
"Hastie Lake South",2013-07-11,"5",0,0,0,2,"",NA,"2013"
"Hastie Lake South",2013-07-11,"6",1,0,0,0,"",NA,"2013"
"Hastie Lake South",2013-07-18,"1",0,0,1,0,"",NA,"2013"
"Hastie Lake South",2013-07-18,"2",0,0,0,1,"",NA,"2013"
"Hastie Lake South",2013-07-18,"5",1,0,0,0,"",NA,"2013"
"Hastie Lake South",2013-07-18,"6",0,0,0,1,"",NA,"2013"
"Hastie Lake South",2013-07-25,"3",0,0,1,0,"",NA,"2013"
"Hastie Lake South",2013-07-25,"5",1,1,0,0,"",NA,"2013"
"Hastie Lake South",2013-08-01,"5",1,1,0,1,"",NA,"2013"
"Hastie Lake South",2013-08-01,"7",1,1,0,0,"",NA,"2013"
"Hastie Lake South",2013-08-14,"6",0,0,1,0,"",NA,"2013"
"Hastie Lake South",2013-08-14,"7",4,0,1,0,"",NA,"2013"
"Hastie Lake South",2013-08-14,"8",1,0,0,0,"",NA,"2013"
"Hastie Lake South",2013-08-29,"8",3,0,0,0,"",NA,"2013"
"Hastie Lake South",2014-06-26,"3",1,0,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-03,"2",1,0,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-03,"3",1,0,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-09,"3",2,0,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-09,"4",0,0,0,2,"",NA,"2014"
"Hastie Lake South",2014-07-09,"5",0,0,1,0,"",NA,"2014"
"Hastie Lake South",2014-07-09,"6",0,0,0,1,"",NA,"2014"
"Hastie Lake South",2014-07-09,"7",0,2,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-09,"8",0,0,0,1,"",NA,"2014"
"Hastie Lake South",2014-07-17,"3",0,1,0,1,"",NA,"2014"
"Hastie Lake South",2014-07-17,"4",0,0,3,1,"",NA,"2014"
"Hastie Lake South",2014-07-17,"5",0,2,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-17,"6",1,0,0,2,"",NA,"2014"
"Hastie Lake South",2014-07-17,"9",0,0,2,2,"",NA,"2014"
"Hastie Lake South",2014-07-17,"10",0,0,1,0,"",NA,"2014"
"Hastie Lake South",2014-07-25,"3",0,1,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-25,"4",0,2,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-25,"5",0,1,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-25,"9",0,2,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-25,"10",1,0,1,0,"",NA,"2014"
"Hastie Lake South",2014-07-25,"11",1,0,1,0,"",NA,"2014"
"Hastie Lake South",2014-07-25,"6",0,1,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-31,"6",0,1,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-31,"9",1,0,0,0,"",NA,"2014"
"Hastie Lake South",2014-07-31,"11",0,5,0,1,"",NA,"2014"
"Hastie Lake South",2014-08-05,"5",0,1,0,0,"",NA,"2014"
"Hastie Lake South",2014-08-05,"6",0,1,0,0,"",NA,"2014"
"Hastie Lake South",2014-08-05,"9",0,1,0,0,"",NA,"2014"
"Hastie Lake South",2014-08-05,"11",0,1,0,0,"",NA,"2014"
"Hastie Lake South",2014-08-16,"6",1,0,0,0,"",NA,"2014"
"Hastie Lake South",2014-08-16,"9",0,0,0,2,"",NA,"2014"
"Keystone",2009-07-01,"1",1,0,0,0,"",NA,"2009"
"Keystone",2009-07-10,"2",1,0,0,0,"",NA,"2009"
"Keystone",2009-07-10,"3",2,0,0,0,"",NA,"2009"
"Keystone",2009-07-10,"4",1,0,0,0,"",NA,"2009"
"Keystone",2009-07-10,"5",1,0,0,0,"",NA,"2009"
"Keystone",2009-07-15,"1",0,0,0,1,"",NA,"2009"
"Keystone",2009-07-15,"2",0,0,1,0,"",NA,"2009"
"Keystone",2009-07-15,"3",0,0,0,1,"",NA,"2009"
"Keystone",2009-07-15,"4",0,0,2,0,"",NA,"2009"
"Keystone",2009-07-25,"3",0,0,1,0,"",NA,"2009"
"Keystone",2009-07-25,"4",0,0,1,0,"",NA,"2009"
"Keystone",2009-07-31,"3",1,0,1,0,"",NA,"2009"
"Keystone",2009-07-31,"4",2,0,1,0,"",NA,"2009"
"Keystone",2009-07-31,"5",0,0,1,0,"",NA,"2009"
"Keystone",2010-07-15,"1",0,0,0,2,"",NA,"2010"
"Keystone",2010-07-15,"2",0,0,0,2,"",NA,"2010"
"Keystone",2010-07-15,"3",1,0,0,0,"",NA,"2010"
"Keystone",2010-07-15,"4",0,0,1,0,"",NA,"2010"
"Keystone",2010-07-15,"5",3,0,0,0,"",NA,"2010"
"Keystone",2010-07-15,"1",1,0,0,0,"",NA,"2010"
"Keystone",2010-07-19,"3",0,0,1,0,"",NA,"2010"
"Keystone",2010-07-19,"5",0,1,1,0,"",NA,"2010"
"Keystone",2010-07-19,"6",0,1,2,0,"",NA,"2010"
"Keystone",2010-07-19,"7",0,0,1,0,"",NA,"2010"
"Keystone",2010-07-19,"8",1,0,0,0,"",NA,"2010"
"Keystone",2010-07-19,"1",2,2,0,1,"",NA,"2010"
"Keystone",2010-07-28,"2",0,1,0,0,"",NA,"2010"
"Keystone",2010-07-28,"3",0,3,0,0,"",NA,"2010"
"Keystone",2010-07-28,"5",1,1,1,0,"",NA,"2010"
"Keystone",2010-07-28,"6",4,1,0,0,"",NA,"2010"
"Keystone",2010-07-28,"8",0,0,1,0,"",NA,"2010"
"Keystone",2010-07-28,"8",0,0,0,1,"",NA,"2010"
"Keystone",2010-08-04,"9",0,0,0,1,"",NA,"2010"
"Keystone",2010-08-12,"2",1,0,0,0,"",NA,"2010"
"Keystone",2010-08-12,"5",0,0,1,0,"",NA,"2010"
"Keystone",2010-08-24,"5",0,2,0,0,"",NA,"2010"
"Keystone",2011-06-26,"1",2,0,1,1,"",NA,"2011"
"Keystone",2011-07-04,"2",0,1,0,0,"",NA,"2011"
"Keystone",2011-07-04,"3",1,0,0,0,"",NA,"2011"
"Keystone",2011-07-12,"1",1,0,0,0,"",NA,"2011"
"Keystone",2011-07-12,"3",0,1,0,0,"",NA,"2011"
"Keystone",2011-07-12,"4",0,1,0,0,"",NA,"2011"
"Keystone",2011-07-12,"5",1,0,0,0,"",NA,"2011"
"Keystone",2011-07-19,"1",1,0,2,0,"",NA,"2011"
"Keystone",2011-07-19,"2",0,0,1,0,"",NA,"2011"
"Keystone",2011-07-19,"6",1,0,0,0,"",NA,"2011"
"Keystone",2011-07-19,"7",1,0,1,0,"",NA,"2011"
"Keystone",2011-07-27,"1",1,1,0,0,"",NA,"2011"
"Keystone",2011-07-27,"3",1,0,0,0,"",NA,"2011"
"Keystone",2011-07-27,"5",0,1,0,0,"",NA,"2011"
"Keystone",2011-07-27,"8",1,0,1,0,"",NA,"2011"
"Keystone",2011-08-01,"1",3,1,0,0,"",NA,"2011"
"Keystone",2011-08-01,"9",0,0,1,0,"",NA,"2011"
"Keystone",2011-08-08,"1",1,0,0,0,"",NA,"2011"
"Keystone",2011-08-08,"4",0,0,1,0,"",NA,"2011"
"Keystone",2011-08-08,"5",0,0,1,0,"",NA,"2011"
"Keystone",2011-08-08,"7",0,3,0,0,"",NA,"2011"
"Keystone",2011-08-08,"9",0,2,0,0,"",NA,"2011"
"Keystone",2011-08-08,"10",0,0,1,0,"",NA,"2011"
"Keystone",2011-08-15,"1",0,0,1,0,"",NA,"2011"
"Keystone",2011-08-15,"9",0,1,0,0,"",NA,"2011"
"Keystone",2011-08-22,"5",0,0,1,0,"",NA,"2011"
"Keystone",2012-06-27,"1",1,0,0,0,"",NA,"2012"
"Keystone",2012-07-04,"1",1,0,1,0,"",NA,"2012"
"Keystone",2012-07-04,"2",1,1,0,0,"",NA,"2012"
"Keystone",2012-07-04,"3",0,1,0,0,"",NA,"2012"
"Keystone",2012-07-04,"4",0,1,0,0,"",NA,"2012"
"Keystone",2012-07-13,"1",0,0,0,1,"",NA,"2012"
"Keystone",2012-07-13,"2",1,4,0,0,"",NA,"2012"
"Keystone",2012-07-13,"3",0,1,0,0,"",NA,"2012"
"Keystone",2012-07-13,"4",2,1,0,0,"",NA,"2012"
"Keystone",2012-07-13,"5",0,1,0,0,"",NA,"2012"
"Keystone",2012-07-19,"2",3,0,0,0,"",NA,"2012"
"Keystone",2012-07-19,"3",1,1,1,0,"",NA,"2012"
"Keystone",2012-07-19,"4",1,0,0,0,"",NA,"2012"
"Keystone",2012-07-19,"5",2,1,0,0,"",NA,"2012"
"Keystone",2012-07-19,"6",1,1,0,0,"",NA,"2012"
"Keystone",2012-07-19,"7",2,0,0,0,"",NA,"2012"
"Keystone",2012-07-25,"2",1,0,1,0,"",NA,"2012"
"Keystone",2012-07-25,"5",0,1,1,0,"",NA,"2012"
"Keystone",2012-07-25,"6",1,0,1,0,"",NA,"2012"
"Keystone",2012-07-25,"7",1,0,0,0,"",NA,"2012"
"Keystone",2012-08-01,"1",1,0,0,0,"",NA,"2012"
"Keystone",2012-08-01,"3",0,0,1,0,"",NA,"2012"
"Keystone",2012-08-08,"1",1,0,0,0,"",NA,"2012"
"Keystone",2012-08-08,"3",0,1,0,0,"",NA,"2012"
"Keystone",2012-08-15,"7",1,0,0,0,"",NA,"2012"
"Keystone",2013-07-11,"1",1,0,1,0,"",NA,"2013"
