"site","year","date","week","yday","region.x","burrow_name","burrow_visit","Gunnel","Sculpin","Other","tot_prey","intern_data","region.y","id"
"Amsterdam Bay","2015",2015-06-08,24,159,NA,NA,NA,NA,NA,NA,NA,NA,"SS",1
"Amsterdam Bay","2015",2015-06-16,25,167,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2
"Amsterdam Bay","2015",2015-06-23,26,174,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3
"Amsterdam Bay","2015",2015-06-30,27,181,NA,NA,NA,NA,NA,NA,NA,NA,"SS",4
"Amsterdam Bay","2015",2015-07-02,27,183,"South Sound","1",2,1,0,0,1,"","SS",5
"Amsterdam Bay","2015",2015-07-09,28,190,"South Sound","2",3,2,1,0,3,"","SS",6
"Amsterdam Bay","2015",2015-07-09,28,190,"South Sound","1",2,1,1,0,2,"","SS",7
"Amsterdam Bay","2015",2015-07-09,28,190,"South Sound","3",2,2,0,0,2,"","SS",8
"Amsterdam Bay","2015",2015-07-21,30,202,"South Sound","2",1,1,0,0,1,"","SS",9
"Amsterdam Bay","2015",2015-07-29,31,210,"South Sound","2",1,1,0,0,1,"","SS",10
"Amsterdam Bay","2015",2015-08-04,32,216,NA,NA,NA,NA,NA,NA,NA,NA,"SS",11
"Amsterdam Bay","2015",2015-08-09,32,221,NA,NA,NA,NA,NA,NA,NA,NA,"SS",12
"Andys Marine Park South","2017",2017-06-06,23,157,NA,NA,NA,NA,NA,NA,NA,NA,"SS",13
"Andys Marine Park South","2017",2017-06-13,24,164,NA,NA,NA,NA,NA,NA,NA,NA,"SS",14
"Andys Marine Park South","2017",2017-06-17,24,168,NA,NA,NA,NA,NA,NA,NA,NA,"SS",15
"Andys Marine Park South","2017",2017-06-20,25,171,NA,NA,NA,NA,NA,NA,NA,NA,"SS",16
"Andys Marine Park South","2017",2017-06-24,25,175,"South Sound","1",1,0,0,0,0,"","SS",17
"Andys Marine Park South","2017",2017-07-01,26,182,"South Sound","2",1,1,0,0,1,"","SS",18
"Andys Marine Park South","2017",2017-07-01,26,182,"South Sound","3",1,0,0,0,0,"","SS",19
"Andys Marine Park South","2017",2017-07-04,27,185,NA,NA,NA,NA,NA,NA,NA,NA,"SS",20
"Andys Marine Park South","2017",2017-07-08,27,189,"South Sound","1",1,1,0,0,1,"","SS",21
"Andys Marine Park South","2017",2017-07-08,27,189,"South Sound","3",1,1,0,0,1,"","SS",22
"Andys Marine Park South","2017",2017-07-11,28,192,NA,NA,NA,NA,NA,NA,NA,NA,"SS",23
"Andys Marine Park South","2017",2017-07-15,28,196,"South Sound","1",1,0,1,0,1,"","SS",24
"Andys Marine Park South","2017",2017-07-15,28,196,"South Sound","2",1,1,0,0,1,"","SS",25
"Andys Marine Park South","2017",2017-07-22,29,203,"South Sound","1",1,1,0,0,1,"","SS",26
"Andys Marine Park South","2017",2017-07-22,29,203,"South Sound","3",1,1,1,0,2,"","SS",27
"Andys Marine Park South","2017",2017-07-29,30,210,"South Sound","3",1,0,1,0,1,"","SS",28
"Andys Marine Park South","2017",2017-07-29,30,210,"South Sound","1",1,1,1,0,2,"","SS",29
"Andys Marine Park South","2017",2017-08-05,31,217,"South Sound","1",1,0,1,0,1,"","SS",30
"Andys Marine Park South","2017",2017-08-12,32,224,"South Sound","1",1,0,1,0,1,"","SS",31
"Andys Marine Park South","2017",2017-08-12,32,224,"South Sound","3",1,1,0,0,1,"","SS",32
"Andys Marine Park South","2017",2017-08-19,33,231,"South Sound","3",1,0,0,0,0,"","SS",33
"Andys Marine Park South","2017",2017-08-19,33,231,"South Sound","2",1,0,0,0,0,"","SS",34
"Andys Marine Park South","2017",2017-08-26,34,238,NA,NA,NA,NA,NA,NA,NA,NA,"SS",35
"Andys Marine Park West","2015",2015-06-09,24,160,NA,NA,NA,NA,NA,NA,NA,NA,"SS",36
"Andys Marine Park West","2015",2015-06-27,26,178,NA,NA,NA,NA,NA,NA,NA,NA,"SS",37
"Andys Marine Park West","2015",2015-07-11,28,192,NA,NA,NA,NA,NA,NA,NA,NA,"SS",38
"Andys Marine Park West","2015",2015-07-18,29,199,"South Sound","1",2,0,0,0,0,"","SS",39
"Andys Marine Park West","2015",2015-07-25,30,206,NA,NA,NA,NA,NA,NA,NA,NA,"SS",40
"Andys Marine Park West","2015",2015-08-08,32,220,NA,NA,NA,NA,NA,NA,NA,NA,"SS",41
"Andys Marine Park West","2017",2017-06-06,23,157,NA,NA,NA,NA,NA,NA,NA,NA,"SS",42
"Andys Marine Park West","2017",2017-06-13,24,164,NA,NA,NA,NA,NA,NA,NA,NA,"SS",43
"Andys Marine Park West","2017",2017-06-20,25,171,NA,NA,NA,NA,NA,NA,NA,NA,"SS",44
"Andys Marine Park West","2017",2017-07-04,27,185,"South Sound","1",2,0,0,0,0,"","SS",45
"Andys Marine Park West","2017",2017-07-11,28,192,"South Sound","1",0,2,0,0,2,"","SS",46
"Andys Marine Park West","2017",2017-07-18,29,199,"South Sound","1",0,1,0,0,1,"","SS",47
"Andys Marine Park West","2017",2017-07-25,30,206,"South Sound","1",1,0,1,0,1,"","SS",48
"Andys Marine Park West","2017",2017-08-04,31,216,NA,NA,NA,NA,NA,NA,NA,NA,"SS",49
"Andys Marine Park West","2017",2017-08-08,32,220,NA,NA,NA,NA,NA,NA,NA,NA,"SS",50
"Andys Marine Park West","2017",2017-08-15,33,227,NA,NA,NA,NA,NA,NA,NA,NA,"SS",51
"Beachcrest","2015",2015-06-22,26,173,"South Sound","1",2,0,0,0,0,"","SS",52
"Beachcrest","2015",2015-07-04,27,185,NA,NA,NA,NA,NA,NA,NA,NA,"SS",53
"Beachcrest","2015",2015-07-07,28,188,NA,NA,NA,NA,NA,NA,NA,NA,"SS",54
"Beachcrest","2015",2015-07-13,29,194,NA,NA,NA,NA,NA,NA,NA,NA,"SS",55
"Beachcrest","2015",2015-07-24,30,205,NA,NA,NA,NA,NA,NA,NA,NA,"SS",56
"Beachcrest","2015",2015-07-28,31,209,NA,NA,NA,NA,NA,NA,NA,NA,"SS",57
"Beachcrest","2015",2015-08-04,32,216,NA,NA,NA,NA,NA,NA,NA,NA,"SS",58
"Beachcrest","2016",2016-06-08,23,160,NA,NA,NA,NA,NA,NA,NA,NA,"SS",59
"Beachcrest","2016",2016-06-15,24,167,NA,NA,NA,NA,NA,NA,NA,NA,"SS",60
"Beachcrest","2016",2016-06-22,25,174,NA,NA,NA,NA,NA,NA,NA,NA,"SS",61
"Beachcrest","2016",2016-06-28,26,180,NA,NA,NA,NA,NA,NA,NA,NA,"SS",62
"Beachcrest","2016",2016-07-06,27,188,NA,NA,NA,NA,NA,NA,NA,NA,"SS",63
"Beachcrest","2016",2016-07-20,29,202,NA,NA,NA,NA,NA,NA,NA,NA,"SS",64
"Beachcrest","2016",2016-07-27,30,209,NA,NA,NA,NA,NA,NA,NA,NA,"SS",65
"Beachcrest","2016",2016-08-03,31,216,NA,NA,NA,NA,NA,NA,NA,NA,"SS",66
"Beachcrest","2016",2016-08-10,32,223,NA,NA,NA,NA,NA,NA,NA,NA,"SS",67
"Beachcrest","2017",2017-07-24,30,205,"South Sound","1",0,1,0,0,1,"","SS",68
"Beachcrest","2017",2017-08-02,31,214,"South Sound","1",0,3,0,0,3,"","SS",69
"Beachcrest","2017",2017-08-09,32,221,"South Sound","1",0,4,0,0,4,"","SS",70
"Beachcrest","2017",2017-08-16,33,228,NA,NA,NA,NA,NA,NA,NA,NA,"SS",71
"Beachcrest","2017",2017-08-23,34,235,NA,NA,NA,NA,NA,NA,NA,NA,"SS",72
"Big Fish Trap","2015",2015-06-11,24,162,NA,NA,NA,NA,NA,NA,NA,NA,"SS",73
"Big Fish Trap","2015",2015-06-18,25,169,"South Sound","A",3,0,0,0,0,"","SS",74
"Big Fish Trap","2015",2015-07-02,27,183,"South Sound","A",2,2,2,1,5,"","SS",75
"Big Fish Trap","2015",2015-07-09,28,190,"South Sound","A",1,1,0,0,1,"","SS",76
"Big Fish Trap","2015",2015-07-16,29,197,"South Sound","A",4,3,1,0,4,"","SS",77
"Big Fish Trap","2015",2015-07-23,30,204,"South Sound","A",0,1,0,0,1,"","SS",78
"Big Fish Trap","2015",2015-07-30,31,211,NA,NA,NA,NA,NA,NA,NA,NA,"SS",79
"Big Fish Trap","2015",2015-08-06,32,218,NA,NA,NA,NA,NA,NA,NA,NA,"SS",80
"Big Fish Trap","2015",2015-08-13,33,225,NA,NA,NA,NA,NA,NA,NA,NA,"SS",81
"Big Fish Trap","2015",2015-08-20,34,232,NA,NA,NA,NA,NA,NA,NA,NA,"SS",82
"Big Fish Trap","2016",2016-06-12,23,164,"South Sound","1",1,0,0,0,0,"","SS",83
"Big Fish Trap","2016",2016-06-15,24,167,NA,NA,NA,NA,NA,NA,NA,NA,"SS",84
"Big Fish Trap","2016",2016-06-21,25,173,NA,NA,NA,NA,NA,NA,NA,NA,"SS",85
"Big Fish Trap","2016",2016-06-24,25,176,NA,NA,NA,NA,NA,NA,NA,NA,"SS",86
"Big Fish Trap","2016",2016-06-28,26,180,NA,NA,NA,NA,NA,NA,NA,NA,"SS",87
"Big Fish Trap","2016",2016-07-05,27,187,NA,NA,NA,NA,NA,NA,NA,NA,"SS",88
"Big Fish Trap","2016",2016-07-12,28,194,"South Sound","",1,0,0,0,0,"","SS",89
"Big Fish Trap","2016",2016-07-19,29,201,NA,NA,NA,NA,NA,NA,NA,NA,"SS",90
"Big Fish Trap","2016",2016-07-29,30,211,NA,NA,NA,NA,NA,NA,NA,NA,"SS",91
"Big Fish Trap","2016",2016-08-02,31,215,NA,NA,NA,NA,NA,NA,NA,NA,"SS",92
"Big Fish Trap","2016",2016-08-12,32,225,NA,NA,NA,NA,NA,NA,NA,NA,"SS",93
"Big Fish Trap","2017",2017-06-06,23,157,NA,NA,NA,NA,NA,NA,NA,NA,"SS",94
"Big Fish Trap","2017",2017-06-14,24,165,NA,NA,NA,NA,NA,NA,NA,NA,"SS",95
"Big Fish Trap","2017",2017-06-20,25,171,NA,NA,NA,NA,NA,NA,NA,NA,"SS",96
"Big Fish Trap","2017",2017-06-28,26,179,NA,NA,NA,NA,NA,NA,NA,NA,"SS",97
"Big Fish Trap","2017",2017-07-05,27,186,NA,NA,NA,NA,NA,NA,NA,NA,"SS",98
"Big Fish Trap","2017",2017-07-13,28,194,NA,NA,NA,NA,NA,NA,NA,NA,"SS",99
"Big Fish Trap","2017",2017-07-19,29,200,NA,NA,NA,NA,NA,NA,NA,NA,"SS",100
"Big Fish Trap","2017",2017-07-28,30,209,NA,NA,NA,NA,NA,NA,NA,NA,"SS",101
"Big Fish Trap","2017",2017-08-02,31,214,NA,NA,NA,NA,NA,NA,NA,NA,"SS",102
"Big Fish Trap","2017",2017-08-12,32,224,NA,NA,NA,NA,NA,NA,NA,NA,"SS",103
"Briscoe Pt","2016",2016-06-11,23,163,"South Sound","1",0,0,1,0,1,"","SS",104
"Briscoe Pt","2016",2016-06-18,24,170,"South Sound","1",1,3,0,0,3,"","SS",105
"Briscoe Pt","2016",2016-06-18,24,170,"South Sound","3",2,0,0,0,0,"","SS",106
"Briscoe Pt","2016",2016-06-18,24,170,"South Sound","2",2,0,1,0,1,"","SS",107
"Briscoe Pt","2016",2016-06-18,24,170,"South Sound","4",2,0,0,0,0,"","SS",108
"Briscoe Pt","2016",2016-06-25,25,177,"South Sound","4",0,0,1,0,1,"","SS",109
"Briscoe Pt","2016",2016-06-25,25,177,"South Sound","3",1,0,2,0,2,"","SS",110
"Briscoe Pt","2016",2016-07-02,26,184,"South Sound","4",0,1,0,1,2,"","SS",111
"Briscoe Pt","2016",2016-07-02,26,184,"South Sound","3",0,0,1,1,2,"","SS",112
"Briscoe Pt","2016",2016-07-02,26,184,"South Sound","1",0,0,1,0,1,"","SS",113
"Briscoe Pt","2016",2016-07-09,27,191,"South Sound","2",0,0,4,0,4,"","SS",114
"Briscoe Pt","2016",2016-07-09,27,191,"South Sound","7",1,0,0,0,0,"","SS",115
"Briscoe Pt","2016",2016-07-09,27,191,"South Sound","4",1,0,1,0,1,"","SS",116
"Briscoe Pt","2016",2016-07-09,27,191,"South Sound","6",2,0,0,0,0,"","SS",117
"Briscoe Pt","2016",2016-07-27,30,209,NA,NA,NA,NA,NA,NA,NA,NA,"SS",118
"Briscoe Pt","2016",2016-08-04,31,217,"South Sound","8",2,0,0,0,0,"","SS",119
"Briscoe Pt","2016",2016-08-04,31,217,"South Sound","3",1,0,0,0,0,"","SS",120
"Briscoe Pt","2016",2016-08-04,31,217,"South Sound","2",3,0,0,0,0,"","SS",121
"Briscoe Pt","2016",2016-08-04,31,217,"South Sound","7",1,0,0,0,0,"","SS",122
"Briscoe Pt","2016",2016-08-04,31,217,"South Sound","4",1,0,0,0,0,"","SS",123
"Briscoe Pt","2016",2016-08-04,31,217,"South Sound","5",1,0,0,0,0,"","SS",124
"Briscoe Pt","2016",2016-08-08,32,221,NA,NA,NA,NA,NA,NA,NA,NA,"SS",125
"Briscoe Pt","2016",2016-08-17,33,230,NA,NA,NA,NA,NA,NA,NA,NA,"SS",126
"Briscoe Pt","2016",2016-08-31,35,244,NA,NA,NA,NA,NA,NA,NA,NA,"SS",127
"Briscoe Pt","2017",2017-06-11,23,162,"South Sound","2",2,0,0,0,0,"","SS",128
"Briscoe Pt","2017",2017-06-11,23,162,"South Sound","1",2,0,0,0,0,"","SS",129
"Briscoe Pt","2017",2017-06-11,23,162,"South Sound","3",3,0,0,0,0,"","SS",130
"Briscoe Pt","2017",2017-06-18,24,169,"South Sound","4",1,0,0,0,0,"","SS",131
"Briscoe Pt","2017",2017-06-18,24,169,"South Sound","5",2,0,0,0,0,"","SS",132
"Briscoe Pt","2017",2017-06-24,25,175,"South Sound","6",2,0,0,0,0,"","SS",133
"Briscoe Pt","2017",2017-06-24,25,175,"South Sound","4",2,0,0,0,0,"","SS",134
"Briscoe Pt","2017",2017-06-24,25,175,"South Sound","7",2,0,0,0,0,"","SS",135
"Briscoe Pt","2017",2017-06-24,25,175,"South Sound","5",2,0,0,0,0,"","SS",136
"Briscoe Pt","2017",2017-06-24,25,175,"South Sound","3",1,0,0,0,0,"","SS",137
"Briscoe Pt","2017",2017-07-02,26,183,"South Sound","8",1,0,0,0,0,"","SS",138
"Briscoe Pt","2017",2017-07-02,26,183,"South Sound","5",1,0,0,0,0,"","SS",139
"Briscoe Pt","2017",2017-07-02,26,183,"South Sound","4",1,0,0,0,0,"","SS",140
"Briscoe Pt","2017",2017-07-02,26,183,"South Sound","9",1,0,0,0,0,"","SS",141
"Briscoe Pt","2017",2017-07-02,26,183,"South Sound","10",0,0,1,1,2,"","SS",142
"Briscoe Pt","2017",2017-07-09,27,190,"South Sound","4",5,0,0,0,0,"","SS",143
"Briscoe Pt","2017",2017-07-09,27,190,"South Sound","10",1,0,0,0,0,"","SS",144
"Briscoe Pt","2017",2017-07-09,27,190,"South Sound","9",4,1,1,0,2,"","SS",145
"Briscoe Pt","2017",2017-07-09,27,190,"South Sound","3",2,0,1,0,1,"","SS",146
"Briscoe Pt","2017",2017-07-09,27,190,"South Sound","5",10,0,0,0,0,"","SS",147
"Briscoe Pt","2017",2017-07-09,27,190,"South Sound","6",1,0,0,0,0,"","SS",148
"Briscoe Pt","2017",2017-07-16,28,197,"South Sound","5",1,0,0,0,0,"","SS",149
"Briscoe Pt","2017",2017-07-16,28,197,"South Sound","3",0,0,1,0,1,"","SS",150
"Briscoe Pt","2017",2017-07-16,28,197,"South Sound","4",0,0,1,0,1,"","SS",151
"Briscoe Pt","2017",2017-07-22,29,203,"South Sound","10",0,0,1,0,1,"","SS",152
"Briscoe Pt","2017",2017-07-22,29,203,"South Sound","9",2,0,0,0,0,"","SS",153
"Briscoe Pt","2017",2017-07-22,29,203,"South Sound","4",2,0,0,0,0,"","SS",154
"Briscoe Pt","2017",2017-07-22,29,203,"South Sound","3",2,0,0,0,0,"","SS",155
"Briscoe Pt","2017",2017-07-22,29,203,"South Sound","5",4,0,0,0,0,"","SS",156
"Briscoe Pt","2017",2017-07-22,29,203,"South Sound","7",1,0,0,0,0,"","SS",157
"Briscoe Pt","2017",2017-07-29,30,210,"South Sound","4",1,0,0,0,0,"","SS",158
"Briscoe Pt","2017",2017-07-29,30,210,"South Sound","10",2,0,0,0,0,"","SS",159
"Briscoe Pt","2017",2017-07-29,30,210,"South Sound","7",1,0,0,0,0,"","SS",160
"Briscoe Pt","2017",2017-07-29,30,210,"South Sound","5",3,0,0,0,0,"","SS",161
"Briscoe Pt","2017",2017-07-29,30,210,"South Sound","3",2,0,0,0,0,"","SS",162
"Briscoe Pt","2017",2017-08-06,31,218,"South Sound","10",6,0,0,0,0,"","SS",163
"Briscoe Pt","2017",2017-08-13,32,225,NA,NA,NA,NA,NA,NA,NA,NA,"SS",164
"Burfoot Extended","2017",2017-07-22,29,203,"South Sound","1",1,7,3,2,12,"","SS",165
"Burfoot Extended","2017",2017-07-22,29,203,"South Sound","5",6,0,0,0,0,"","SS",166
"Burfoot Extended","2017",2017-07-22,29,203,"South Sound","3",2,0,3,2,5,"","SS",167
"Burfoot Extended","2017",2017-07-22,29,203,"South Sound","2",2,0,0,0,0,"","SS",168
"Burfoot Park","2015",2015-06-08,24,159,"South Sound","3",1,0,0,0,0,"","SS",169
"Burfoot Park","2015",2015-06-08,24,159,"South Sound","2",1,0,0,0,0,"","SS",170
"Burfoot Park","2015",2015-06-08,24,159,"South Sound","4",1,0,0,0,0,"","SS",171
"Burfoot Park","2015",2015-06-08,24,159,"South Sound","1",1,0,0,0,0,"","SS",172
"Burfoot Park","2015",2015-06-15,25,166,"South Sound","3",1,0,0,0,0,"","SS",173
"Burfoot Park","2015",2015-06-15,25,166,"South Sound","2",2,0,0,0,0,"","SS",174
"Burfoot Park","2015",2015-06-15,25,166,"South Sound","5",1,0,0,0,0,"","SS",175
"Burfoot Park","2015",2015-06-22,26,173,"South Sound","3",0,1,1,0,2,"","SS",176
"Burfoot Park","2015",2015-06-22,26,173,"South Sound","4",0,2,0,0,2,"","SS",177
"Burfoot Park","2015",2015-06-29,27,180,"South Sound","3",1,2,0,0,2,"","SS",178
"Burfoot Park","2015",2015-06-29,27,180,"South Sound","6",0,2,0,0,2,"","SS",179
"Burfoot Park","2015",2015-06-29,27,180,"South Sound","4",0,4,0,0,4,"","SS",180
"Burfoot Park","2015",2015-06-29,27,180,"South Sound","5",1,0,0,0,0,"","SS",181
"Burfoot Park","2015",2015-07-06,28,187,"South Sound","4",0,1,0,0,1,"","SS",182
"Burfoot Park","2015",2015-07-13,29,194,"South Sound","3",1,0,0,0,0,"","SS",183
"Burfoot Park","2015",2015-07-13,29,194,"South Sound","5",0,1,0,0,1,"","SS",184
"Burfoot Park","2015",2015-07-13,29,194,"South Sound","2",1,0,0,0,0,"","SS",185
"Burfoot Park","2015",2015-07-13,29,194,"South Sound","6",0,1,0,0,1,"","SS",186
"Burfoot Park","2015",2015-07-20,30,201,"South Sound","5",0,2,0,0,2,"","SS",187
"Burfoot Park","2015",2015-07-20,30,201,"South Sound","6",1,2,0,0,2,"","SS",188
"Burfoot Park","2015",2015-07-20,30,201,"South Sound","2",1,0,0,0,0,"","SS",189
"Burfoot Park","2015",2015-07-29,31,210,"South Sound","5",0,2,0,0,2,"","SS",190
"Burfoot Park","2015",2015-07-29,31,210,"South Sound","6",0,2,0,0,2,"","SS",191
"Burfoot Park","2015",2015-08-03,32,215,"South Sound","4",1,0,0,0,0,"","SS",192
"Burfoot Park","2015",2015-08-03,32,215,"South Sound","3",2,0,0,0,0,"","SS",193
"Burfoot Park","2015",2015-08-03,32,215,"South Sound","6",2,0,0,0,0,"","SS",194
"Burfoot Park","2015",2015-08-03,32,215,"South Sound","2",3,0,0,0,0,"","SS",195
"Burfoot Park","2015",2015-08-03,32,215,"South Sound","5",4,0,1,0,1,"","SS",196
"Burfoot Park","2015",2015-08-03,32,215,"South Sound","1",3,0,0,0,0,"","SS",197
"Burfoot Park","2015",2015-08-10,33,222,"South Sound","2",0,0,1,0,1,"","SS",198
"Burfoot Park","2015",2015-08-17,34,229,NA,NA,NA,NA,NA,NA,NA,NA,"SS",199
"Burfoot Park","2016",2016-06-07,23,159,NA,NA,NA,NA,NA,NA,NA,NA,"SS",200
"Burfoot Park","2016",2016-06-14,24,166,"South Sound","2",2,0,0,0,0,"","SS",201
"Burfoot Park","2016",2016-06-14,24,166,"South Sound","1",1,0,0,0,0,"","SS",202
"Burfoot Park","2016",2016-06-21,25,173,"South Sound","3",0,0,1,0,1,"","SS",203
"Burfoot Park","2016",2016-06-21,25,173,"South Sound","1",1,0,0,0,0,"","SS",204
"Burfoot Park","2016",2016-06-28,26,180,"South Sound","3",0,2,2,0,4,"","SS",205
"Burfoot Park","2016",2016-06-28,26,180,"South Sound","1",0,2,0,0,2,"","SS",206
"Burfoot Park","2016",2016-06-28,26,180,"South Sound","2",0,2,0,0,2,"","SS",207
"Burfoot Park","2016",2016-07-05,27,187,"South Sound","3",0,0,1,0,1,"","SS",208
"Burfoot Park","2016",2016-07-05,27,187,"South Sound","2",1,0,1,0,1,"","SS",209
"Burfoot Park","2016",2016-07-05,27,187,"South Sound","1",3,0,1,0,1,"","SS",210
"Burfoot Park","2016",2016-07-12,28,194,"South Sound","2",0,0,1,0,1,"","SS",211
"Burfoot Park","2016",2016-07-19,29,201,"South Sound","2",0,1,0,0,1,"","SS",212
"Burfoot Park","2016",2016-07-19,29,201,"South Sound","4",1,0,0,0,0,"","SS",213
"Burfoot Park","2016",2016-07-19,29,201,"South Sound","1",1,0,0,0,0,"","SS",214
"Burfoot Park","2016",2016-07-19,29,201,"South Sound","3",1,0,0,0,0,"","SS",215
"Burfoot Park","2016",2016-07-26,30,208,NA,NA,NA,NA,NA,NA,NA,NA,"SS",216
"Burfoot Park","2016",2016-08-02,31,215,NA,NA,NA,NA,NA,NA,NA,NA,"SS",217
"Burfoot Park","2016",2016-08-09,32,222,NA,NA,NA,NA,NA,NA,NA,NA,"SS",218
"Burfoot Park","2016",2016-08-16,33,229,NA,NA,NA,NA,NA,NA,NA,NA,"SS",219
"Burfoot Park","2017",2017-06-06,23,157,"South Sound","1",1,0,0,0,0,"","SS",220
"Burfoot Park","2017",2017-06-08,23,159,NA,NA,NA,NA,NA,NA,NA,NA,"SS",221
"Burfoot Park","2017",2017-06-13,24,164,"South Sound","2",0,1,0,0,1,"","SS",222
"Burfoot Park","2017",2017-06-20,25,171,"South Sound","1",1,0,0,0,0,"","SS",223
"Burfoot Park","2017",2017-06-20,25,171,"South Sound","4",1,0,0,0,0,"","SS",224
"Burfoot Park","2017",2017-06-20,25,171,"South Sound","2",1,2,0,0,2,"","SS",225
"Burfoot Park","2017",2017-06-20,25,171,"South Sound","3",0,1,0,0,1,"","SS",226
"Burfoot Park","2017",2017-06-27,26,178,"South Sound","1",2,0,0,0,0,"","SS",227
"Burfoot Park","2017",2017-06-27,26,178,"South Sound","3",1,1,0,0,1,"","SS",228
"Burfoot Park","2017",2017-06-27,26,178,"South Sound","2",1,0,1,1,2,"","SS",229
"Burfoot Park","2017",2017-06-27,26,178,"South Sound","4",5,0,0,0,0,"","SS",230
"Burfoot Park","2017",2017-07-05,27,186,"South Sound","1",0,1,0,0,1,"","SS",231
"Burfoot Park","2017",2017-07-05,27,186,"South Sound","3",0,1,0,0,1,"","SS",232
"Burfoot Park","2017",2017-07-11,28,192,"South Sound","2",1,1,1,0,2,"","SS",233
"Burfoot Park","2017",2017-07-11,28,192,"South Sound","1",1,0,1,0,1,"","SS",234
"Burfoot Park","2017",2017-07-11,28,192,"South Sound","5",1,1,0,0,1,"","SS",235
"Burfoot Park","2017",2017-07-11,28,192,"South Sound","3",0,2,1,0,3,"","SS",236
"Burfoot Park","2017",2017-07-18,29,199,"South Sound","1",0,0,1,0,1,"","SS",237
"Burfoot Park","2017",2017-07-25,30,206,"South Sound","1",1,0,1,0,1,"","SS",238
"Burfoot Park","2017",2017-08-01,31,213,NA,NA,NA,NA,NA,NA,NA,NA,"SS",239
"Burfoot Park","2017",2017-08-08,32,220,NA,NA,NA,NA,NA,NA,NA,NA,"SS",240
"Bush Point Dock","2016",2016-06-06,23,158,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",241
"Bush Point Dock","2016",2016-06-14,24,166,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",242
"Bush Point Dock","2016",2016-06-20,25,172,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",243
"Bush Point Dock","2016",2016-06-27,26,179,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",244
"Bush Point Dock","2016",2016-07-07,27,189,"Whidbey","1",1,1,0,0,1,"","Whidbey",245
"Bush Point Dock","2016",2016-07-14,28,196,"Whidbey","1",0,0,1,0,1,"","Whidbey",246
"Bush Point Dock","2016",2016-07-21,29,203,"Whidbey","1",2,0,0,0,0,"","Whidbey",247
"Bush Point Dock","2016",2016-07-28,30,210,"Whidbey","1",2,0,0,0,0,"","Whidbey",248
"Bush Point Dock","2016",2016-08-04,31,217,"Whidbey","1",3,0,0,0,0,"","Whidbey",249
"Bush Point Dock","2016",2016-08-12,32,225,"Whidbey","1",1,0,0,0,0,"","Whidbey",250
"Bush Point Dock","2016",2016-08-19,33,232,"Whidbey","1",2,0,1,0,1,"","Whidbey",251
"Bush Point Dock","2016",2016-08-26,34,239,"Whidbey","1",2,0,0,0,0,"","Whidbey",252
"Bush Point Dock","2017",2017-06-15,24,166,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",253
"Bush Point Dock","2017",2017-06-22,25,173,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",254
"Bush Point Dock","2017",2017-06-29,26,180,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",255
"Bush Point Dock","2017",2017-07-06,27,187,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",256
"Bush Point Dock","2017",2017-07-13,28,194,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",257
"Bush Point Dock","2017",2017-07-20,29,201,"Whidbey","2",4,0,0,0,0,"","Whidbey",258
"Bush Point Dock","2017",2017-07-27,30,208,"Whidbey","2",3,0,0,0,0,"","Whidbey",259
"Bush Point Dock","2017",2017-08-03,31,215,"Whidbey","2",2,0,0,0,0,"","Whidbey",260
"Bush Point Dock","2017",2017-08-17,33,229,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",261
"Bush Point Dock","2017",2017-08-24,34,236,"Whidbey","2",2,0,0,0,0,"","Whidbey",262
"Bush Point Dock","2017",2017-08-31,35,243,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",263
"Butterball Cove South A","2015",2015-06-11,24,162,NA,NA,NA,NA,NA,NA,NA,NA,"SS",264
"Butterball Cove South A","2015",2015-06-18,25,169,NA,NA,NA,NA,NA,NA,NA,NA,"SS",265
"Butterball Cove South A","2015",2015-06-25,26,176,NA,NA,NA,NA,NA,NA,NA,NA,"SS",266
"Butterball Cove South A","2015",2015-07-02,27,183,NA,NA,NA,NA,NA,NA,NA,NA,"SS",267
"Butterball Cove South A","2015",2015-07-09,28,190,NA,NA,NA,NA,NA,NA,NA,NA,"SS",268
"Butterball Cove South A","2015",2015-07-15,29,196,NA,NA,NA,NA,NA,NA,NA,NA,"SS",269
"Butterball Cove South A","2015",2015-07-23,30,204,NA,NA,NA,NA,NA,NA,NA,NA,"SS",270
"Butterball Cove South A","2015",2015-08-06,32,218,NA,NA,NA,NA,NA,NA,NA,NA,"SS",271
"Butterball Cove South A","2015",2015-08-27,35,239,NA,NA,NA,NA,NA,NA,NA,NA,"SS",272
"Butterball Cove South A","2016",2016-06-11,23,163,"South Sound","1",1,0,0,0,0,"","SS",273
