"site","year","date","week","yday","region.x","burrow_name","burrow_visit","Gunnel","Sculpin","Other","tot_prey","intern_data","region.y","id"
"Mill Bight A","2015",2015-08-14,33,226,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5313
"Mill Bight A","2015",2015-08-21,34,233,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5314
"Mill Bight A","2015",2015-08-28,35,240,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5315
"Mill Bight A","2016",2016-06-10,23,162,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5316
"Mill Bight A","2016",2016-06-13,24,165,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5317
"Mill Bight A","2016",2016-06-20,25,172,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5318
"Mill Bight A","2016",2016-06-28,26,180,"South Sound","VB",2,0,0,0,0,"","SS",5319
"Mill Bight A","2016",2016-06-28,26,180,"South Sound","FB",0,0,0,1,1,"","SS",5320
"Mill Bight A","2016",2016-07-04,27,186,"South Sound","FB",0,2,0,0,2,"","SS",5321
"Mill Bight A","2016",2016-07-12,28,194,"South Sound","FB",0,3,0,0,3,"","SS",5322
"Mill Bight A","2016",2016-07-19,29,201,"South Sound","FB",0,1,0,0,1,"","SS",5323
"Mill Bight A","2016",2016-07-26,30,208,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5324
"Mill Bight A","2016",2016-08-01,31,214,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5325
"Mill Bight A","2016",2016-08-09,32,222,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5326
"Mill Bight A","2016",2016-08-16,33,229,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5327
"Mill Bight A","2016",2016-08-30,35,243,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5328
"Mill Bight A","2017",2017-06-05,23,156,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5329
"Mill Bight A","2017",2017-06-16,24,167,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5330
"Mill Bight A","2017",2017-06-19,25,170,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5331
"Mill Bight A","2017",2017-06-26,26,177,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5332
"Mill Bight A","2017",2017-06-29,26,180,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5333
"Mill Bight A","2017",2017-07-07,27,188,"South Sound","1",0,0,0,1,1,"","SS",5334
"Mill Bight A","2017",2017-07-15,28,196,"South Sound","1",0,1,0,0,1,"","SS",5335
"Mill Bight A","2017",2017-07-21,29,202,"South Sound","1",0,3,0,0,3,"","SS",5336
"Mill Bight A","2017",2017-07-28,30,209,"South Sound","1",0,4,0,0,4,"","SS",5337
"Mill Bight A","2017",2017-08-04,31,216,"South Sound","1",0,1,0,0,1,"","SS",5338
"Mill Bight A","2017",2017-08-13,32,225,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5339
"Mill Bight A","2017",2017-08-17,33,229,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5340
"Mill Bight A","2017",2017-08-24,34,236,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5341
"Mill Bight B","2015",2015-06-16,25,167,"South Sound","3",1,0,0,0,0,"","SS",5342
"Mill Bight B","2015",2015-07-02,27,183,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5343
"Mill Bight B","2015",2015-07-10,28,191,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5344
"Mill Bight B","2015",2015-07-24,30,205,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5345
"Mill Bight B","2015",2015-08-08,32,220,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5346
"Mill Bight B","2015",2015-08-21,34,233,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5347
"Mill Bight B","2016",2016-06-10,23,162,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5348
"Mill Bight B","2016",2016-06-13,24,165,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5349
"Mill Bight B","2016",2016-06-20,25,172,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5350
"Mill Bight B","2016",2016-06-28,26,180,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5351
"Mill Bight B","2016",2016-07-04,27,186,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5352
"Mill Bight B","2016",2016-07-12,28,194,"South Sound","2",1,0,0,0,0,"","SS",5353
"Mill Bight B","2016",2016-07-12,28,194,"South Sound","1",1,0,0,0,0,"","SS",5354
"Mill Bight B","2016",2016-07-19,29,201,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5355
"Mill Bight B","2016",2016-07-26,30,208,"South Sound","2",0,0,0,1,1,"","SS",5356
"Mill Bight B","2016",2016-08-01,31,214,"South Sound","2",0,0,0,1,1,"","SS",5357
"Mill Bight B","2016",2016-08-09,32,222,"South Sound","2",1,2,0,0,2,"","SS",5358
"Mill Bight B","2016",2016-08-09,32,222,"South Sound","1",0,2,0,0,2,"","SS",5359
"Mill Bight B","2016",2016-08-16,33,229,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5360
"Mill Bight B","2017",2017-06-05,23,156,"South Sound","1",1,0,0,0,0,"","SS",5361
"Mill Bight B","2017",2017-06-16,24,167,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5362
"Mill Bight B","2017",2017-06-19,25,170,"South Sound","2",1,0,0,0,0,"","SS",5363
"Mill Bight B","2017",2017-06-29,26,180,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5364
"Mill Bight B","2017",2017-07-07,27,188,"South Sound","1",1,0,0,0,0,"","SS",5365
"Mill Bight B","2017",2017-07-15,28,196,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5366
"Mill Bight B","2017",2017-07-21,29,202,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5367
"Mill Bight B","2017",2017-07-22,29,203,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5368
"Mill Bight B","2017",2017-07-29,30,210,"South Sound","2",0,1,0,2,3,"","SS",5369
"Mill Bight B","2017",2017-07-29,30,210,"South Sound","1",0,7,0,0,7,"","SS",5370
"Mill Bight B","2017",2017-08-04,31,216,"South Sound","1",0,8,0,0,8,"","SS",5371
"Mill Bight B","2017",2017-08-04,31,216,"South Sound","2",0,1,0,0,1,"","SS",5372
"Mill Bight B","2017",2017-08-13,32,225,"South Sound","2",0,7,0,0,7,"","SS",5373
"Mill Bight B","2017",2017-08-17,33,229,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5374
"Mill Bight B Extended","2017",2017-08-13,32,225,"South Sound","2",0,10,1,0,11,"","SS",5375
"Mill Bight C","2015",2015-06-12,24,163,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5376
"Mill Bight C","2015",2015-06-26,26,177,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5377
"Mill Bight C","2015",2015-07-02,27,183,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5378
"Mill Bight C","2015",2015-07-10,28,191,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5379
"Mill Bight C","2015",2015-07-24,30,205,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5380
"Mill Bight C","2015",2015-07-31,31,212,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5381
"Mill Bight C","2015",2015-08-08,32,220,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5382
"Mill Bight C","2015",2015-08-14,33,226,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5383
"Mill Bight C","2016",2016-06-10,23,162,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5384
"Mill Bight C","2016",2016-06-13,24,165,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5385
"Mill Bight C","2016",2016-06-20,25,172,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5386
"Mill Bight C","2016",2016-06-28,26,180,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5387
"Mill Bight C","2016",2016-07-04,27,186,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5388
"Mill Bight C","2016",2016-07-12,28,194,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5389
"Mill Bight C","2016",2016-07-19,29,201,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5390
"Mill Bight C","2016",2016-07-26,30,208,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5391
"Mill Bight C","2016",2016-08-01,31,214,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5392
"Mill Bight C","2016",2016-08-09,32,222,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5393
"Mill Bight C","2016",2016-08-16,33,229,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5394
"Mill Bight C","2017",2017-07-15,28,196,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5395
"Mill Bight C","2017",2017-08-04,31,216,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5396
"Mill Bight C","2017",2017-08-13,32,225,NA,NA,NA,NA,NA,NA,NA,NA,"SS",5397
"Monroe Landing","2008",2008-06-28,26,180,"Whidbey","1",1,0,0,0,0,"","Whidbey",5398
"Monroe Landing","2008",2008-07-04,27,186,"Whidbey","2",0,1,0,0,1,"","Whidbey",5399
"Monroe Landing","2008",2008-07-04,27,186,"Whidbey","1",0,1,0,0,1,"","Whidbey",5400
"Monroe Landing","2008",2008-07-11,28,193,"Whidbey","1",0,1,1,0,2,"","Whidbey",5401
"Monroe Landing","2008",2008-07-19,29,201,"Whidbey","1",0,0,0,2,2,"","Whidbey",5402
"Monroe Landing","2008",2008-07-19,29,201,"Whidbey","2",0,0,0,1,1,"","Whidbey",5403
"Monroe Landing","2008",2008-08-02,31,215,"Whidbey","1",3,0,0,3,3,"","Whidbey",5404
"Monroe Landing","2008",2008-08-09,32,222,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5405
"Monroe Landing","2009",2009-07-03,27,184,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5406
"Monroe Landing","2009",2009-07-11,28,192,"Whidbey","1",0,0,0,0,0,"","Whidbey",5407
"Monroe Landing","2009",2009-07-17,29,198,"Whidbey","3",0,1,0,0,1,"",NA,5408
"Monroe Landing","2009",2009-07-17,29,198,"Whidbey","2",0,0,0,2,2,"",NA,5409
"Monroe Landing","2009",2009-07-18,29,199,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5410
"Monroe Landing","2009",2009-07-25,30,206,"Whidbey","1",0,0,0,0,0,"","Whidbey",5411
"Monroe Landing","2009",2009-07-25,30,206,"Whidbey","2",0,0,0,0,0,"","Whidbey",5412
"Monroe Landing","2009",2009-07-25,30,206,"Whidbey","5",0,0,0,0,0,"","Whidbey",5413
"Monroe Landing","2009",2009-07-25,30,206,"Whidbey","4",2,0,0,0,0,"","Whidbey",5414
"Monroe Landing","2009",2009-07-25,30,206,"Whidbey","3",0,1,0,0,1,"","Whidbey",5415
"Monroe Landing","2009",2009-08-06,32,218,"Whidbey","3",0,1,0,0,1,"","Whidbey",5416
"Monroe Landing","2009",2009-08-08,32,220,"Whidbey","3",0,1,0,0,1,"","Whidbey",5417
"Monroe Landing","2009",2009-08-15,33,227,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5418
"Monroe Landing","2009",2009-08-22,34,234,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5419
"Monroe Landing","2010",2010-06-28,26,179,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5420
"Monroe Landing","2010",2010-07-05,27,186,"Whidbey","3",0,1,0,0,1,"","Whidbey",5421
"Monroe Landing","2010",2010-07-06,27,187,"Whidbey","2",0,1,0,0,1,"","Whidbey",5422
"Monroe Landing","2010",2010-07-17,28,198,"Whidbey","2",0,1,0,0,1,"","Whidbey",5423
"Monroe Landing","2010",2010-07-17,28,198,"Whidbey","1",0,1,0,0,1,"","Whidbey",5424
"Monroe Landing","2010",2010-07-17,28,198,"Whidbey","3",1,0,0,0,0,"","Whidbey",5425
"Monroe Landing","2010",2010-07-19,29,200,"Whidbey","2",0,1,0,0,1,"","Whidbey",5426
"Monroe Landing","2010",2010-07-19,29,200,"Whidbey","1",0,1,0,0,1,"","Whidbey",5427
"Monroe Landing","2010",2010-07-19,29,200,"Whidbey","3",0,1,0,0,1,"","Whidbey",5428
"Monroe Landing","2010",2010-08-02,31,214,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5429
"Monroe Landing","2011",2011-07-01,26,182,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5430
"Monroe Landing","2011",2011-07-08,27,189,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5431
"Monroe Landing","2011",2011-07-15,28,196,"Whidbey","1",0,1,0,0,1,"","Whidbey",5432
"Monroe Landing","2011",2011-07-21,29,202,"Whidbey","2",0,0,1,0,1,"","Whidbey",5433
"Monroe Landing","2011",2011-07-21,29,202,"Whidbey","1",0,1,0,0,1,"","Whidbey",5434
"Monroe Landing","2011",2011-08-04,31,216,"Whidbey","2",0,0,0,1,1,"","Whidbey",5435
"Monroe Landing","2011",2011-08-04,31,216,"Whidbey","1",0,0,0,1,1,"","Whidbey",5436
"Monroe Landing","2011",2011-08-13,32,225,"Whidbey","1",0,1,0,0,1,"","Whidbey",5437
"Monroe Landing","2011",2011-08-13,32,225,"Whidbey","3",0,1,0,0,1,"","Whidbey",5438
"Monroe Landing","2011",2011-08-17,33,229,"Whidbey","3",5,0,0,0,0,"","Whidbey",5439
"Monroe Landing","2011",2011-08-23,34,235,"Whidbey","1",0,0,0,1,1,"",NA,5440
"Monroe Landing","2011",2011-08-23,34,235,"Whidbey","2",0,0,1,0,1,"",NA,5441
"Monroe Landing","2011",2011-08-23,34,235,"Whidbey","3",0,1,0,0,1,"",NA,5442
"Monroe Landing","2011",2011-08-24,34,236,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5443
"Monroe Landing","2012",2012-06-26,26,178,"Whidbey","4",1,0,0,0,0,"","Whidbey",5444
"Monroe Landing","2012",2012-07-04,27,186,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5445
"Monroe Landing","2012",2012-07-11,28,193,"Whidbey","4",0,3,0,0,3,"","Whidbey",5446
"Monroe Landing","2012",2012-07-18,29,200,"Whidbey","4",0,1,0,0,1,"","Whidbey",5447
"Monroe Landing","2012",2012-07-24,30,206,"Whidbey","4",0,1,0,0,1,"","Whidbey",5448
"Monroe Landing","2012",2012-07-31,31,213,"Whidbey","4",0,2,0,0,2,"","Whidbey",5449
"Monroe Landing","2012",2012-08-07,32,220,"Whidbey","4",0,1,0,0,1,"","Whidbey",5450
"Monroe Landing","2012",2012-08-14,33,227,"Whidbey","4",0,2,0,0,2,"","Whidbey",5451
"Monroe Landing","2012",2012-08-21,34,234,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5452
"Monroe Landing","2012",2012-08-28,35,241,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5453
"Monroe Landing","2013",2013-06-25,26,176,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5454
"Monroe Landing","2013",2013-07-01,27,182,"Whidbey","4",1,1,0,0,1,"","Whidbey",5455
"Monroe Landing","2013",2013-07-01,27,182,"Whidbey","12",0,1,0,0,1,"","Whidbey",5456
"Monroe Landing","2013",2013-07-11,28,192,"Whidbey","4",0,3,0,0,3,"","Whidbey",5457
"Monroe Landing","2013",2013-07-11,28,192,"Whidbey","12",0,1,0,0,1,"","Whidbey",5458
"Monroe Landing","2013",2013-07-17,29,198,"Whidbey","4",0,1,0,0,1,"","Whidbey",5459
"Monroe Landing","2013",2013-07-17,29,198,"Whidbey","12",0,1,0,0,1,"","Whidbey",5460
"Monroe Landing","2013",2013-07-24,30,205,"Whidbey","4",0,2,0,0,2,"","Whidbey",5461
"Monroe Landing","2013",2013-07-31,31,212,"Whidbey","4",0,1,0,0,1,"","Whidbey",5462
"Monroe Landing","2013",2013-08-06,32,218,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5463
"Monroe Landing","2013",2013-08-13,33,225,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5464
"Monroe Landing","2014",2014-06-20,25,171,"Whidbey","1",1,0,0,0,0,"","Whidbey",5465
"Monroe Landing","2014",2014-06-24,26,175,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5466
"Monroe Landing","2014",2014-06-27,26,178,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5467
"Monroe Landing","2014",2014-07-10,28,191,"Whidbey","1",0,0,1,0,1,"","Whidbey",5468
"Monroe Landing","2014",2014-07-16,29,197,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5469
"Monroe Landing","2014",2014-07-25,30,206,"Whidbey","1",0,0,1,0,1,"","Whidbey",5470
"Monroe Landing","2014",2014-07-31,31,212,"Whidbey","1",0,1,1,1,3,"","Whidbey",5471
"Monroe Landing","2014",2014-08-05,32,217,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5472
"Monroe Landing","2014",2014-08-19,34,231,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5473
"Monroe Landing","2015",2015-06-17,25,168,"Whidbey","12",1,0,0,0,0,"","Whidbey",5474
"Monroe Landing","2015",2015-06-24,26,175,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5475
"Monroe Landing","2015",2015-07-01,27,182,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5476
"Monroe Landing","2015",2015-07-08,28,189,"Whidbey","#3",0,1,0,0,1,"","Whidbey",5477
"Monroe Landing","2015",2015-07-15,29,196,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5478
"Monroe Landing","2015",2015-07-21,30,202,"Whidbey","#3",0,2,0,0,2,"","Whidbey",5479
"Monroe Landing","2015",2015-07-28,31,209,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5480
"Monroe Landing","2015",2015-08-04,32,216,"Whidbey","#3",0,1,0,0,1,"","Whidbey",5481
"Monroe Landing","2015",2015-08-11,33,223,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5482
"Monroe Landing","2015",2015-08-17,34,229,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5483
"Monroe Landing","2016",2016-06-06,23,158,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5484
"Monroe Landing","2016",2016-06-13,24,165,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5485
"Monroe Landing","2016",2016-06-20,25,172,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5486
"Monroe Landing","2016",2016-06-27,26,179,"Whidbey","1",0,2,0,0,2,"","Whidbey",5487
"Monroe Landing","2016",2016-07-04,27,186,"Whidbey","1",0,1,0,1,2,"","Whidbey",5488
"Monroe Landing","2016",2016-07-12,28,194,"Whidbey","1",0,2,0,0,2,"","Whidbey",5489
"Monroe Landing","2016",2016-07-23,29,205,"Whidbey","1",0,2,0,1,3,"","Whidbey",5490
"Monroe Landing","2016",2016-07-27,30,209,"Whidbey","1",0,3,1,0,4,"","Whidbey",5491
"Monroe Landing","2016",2016-08-01,31,214,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5492
"Monroe Landing","2016",2016-08-08,32,221,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5493
"Monroe Landing","2016",2016-08-15,33,228,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5494
"Mutiny Sands","2008",2008-06-26,26,178,"Whidbey","7",1,0,0,0,0,"","Whidbey",5495
"Mutiny Sands","2008",2008-06-26,26,178,"Whidbey","1",1,0,0,0,0,"","Whidbey",5496
"Mutiny Sands","2008",2008-06-26,26,178,"Whidbey","2",1,0,0,0,0,"","Whidbey",5497
"Mutiny Sands","2008",2008-07-10,28,192,"Whidbey","1",0,1,0,0,1,"","Whidbey",5498
"Mutiny Sands","2008",2008-07-16,29,198,"Whidbey","7",2,0,2,0,2,"","Whidbey",5499
"Mutiny Sands","2008",2008-07-16,29,198,"Whidbey","8",0,1,0,0,1,"","Whidbey",5500
"Mutiny Sands","2008",2008-07-16,29,198,"Whidbey","2",3,0,0,0,0,"","Whidbey",5501
"Mutiny Sands","2008",2008-07-16,29,198,"Whidbey","1",0,3,2,0,5,"","Whidbey",5502
"Mutiny Sands","2008",2008-07-24,30,206,"Whidbey","8",0,1,1,0,2,"","Whidbey",5503
"Mutiny Sands","2008",2008-07-24,30,206,"Whidbey","5",1,0,0,0,0,"","Whidbey",5504
"Mutiny Sands","2008",2008-07-24,30,206,"Whidbey","3",1,0,0,0,0,"","Whidbey",5505
"Mutiny Sands","2008",2008-07-24,30,206,"Whidbey","6",1,0,2,0,2,"","Whidbey",5506
"Mutiny Sands","2008",2008-07-24,30,206,"Whidbey","4",1,0,0,0,0,"","Whidbey",5507
"Mutiny Sands","2008",2008-07-24,30,206,"Whidbey","2",0,0,0,1,1,"","Whidbey",5508
"Mutiny Sands","2008",2008-07-24,30,206,"Whidbey","9",0,0,1,0,1,"","Whidbey",5509
"Mutiny Sands","2008",2008-07-24,30,206,"Whidbey","7",2,0,0,0,0,"","Whidbey",5510
"Mutiny Sands","2008",2008-07-24,30,206,"Whidbey","1",1,2,1,0,3,"","Whidbey",5511
"Mutiny Sands","2009",2009-07-01,27,182,"Whidbey","4",0,1,1,0,2,"","Whidbey",5512
"Mutiny Sands","2009",2009-07-08,28,189,"Whidbey","4",0,1,0,0,1,"","Whidbey",5513
"Mutiny Sands","2009",2009-07-15,29,196,"Whidbey","4",0,1,0,0,1,"","Whidbey",5514
"Mutiny Sands","2009",2009-07-15,29,196,"Whidbey","2",0,1,0,0,1,"","Whidbey",5515
"Mutiny Sands","2009",2009-07-15,29,196,"Whidbey","8",0,1,0,0,1,"","Whidbey",5516
"Mutiny Sands","2009",2009-07-15,29,196,"Whidbey","7",0,1,0,0,1,"","Whidbey",5517
"Mutiny Sands","2009",2009-07-15,29,196,"Whidbey","10",0,1,0,0,1,"","Whidbey",5518
"Mutiny Sands","2009",2009-07-15,29,196,"Whidbey","3",0,2,0,0,2,"","Whidbey",5519
"Mutiny Sands","2009",2009-07-15,29,196,"Whidbey","5",0,2,0,0,2,"","Whidbey",5520
"Mutiny Sands","2009",2009-07-21,30,202,"Whidbey","5",0,1,0,0,1,"","Whidbey",5521
"Mutiny Sands","2009",2009-07-28,31,209,"Whidbey","3",1,1,0,0,1,"","Whidbey",5522
"Mutiny Sands","2009",2009-07-28,31,209,"Whidbey","1",0,1,0,0,1,"","Whidbey",5523
"Mutiny Sands","2009",2009-07-28,31,209,"Whidbey","10",0,1,0,0,1,"","Whidbey",5524
"Mutiny Sands","2009",2009-07-28,31,209,"Whidbey","8",0,1,0,0,1,"","Whidbey",5525
"Mutiny Sands","2009",2009-08-07,32,219,"Whidbey","5",1,0,0,0,0,"","Whidbey",5526
"Mutiny Sands","2009",2009-08-07,32,219,"Whidbey","3",1,1,0,0,1,"","Whidbey",5527
"Mutiny Sands","2009",2009-08-07,32,219,"Whidbey","11",0,2,0,0,2,"","Whidbey",5528
"Mutiny Sands","2009",2009-08-07,32,219,"Whidbey","10",2,1,0,2,3,"","Whidbey",5529
"Mutiny Sands","2009",2009-08-18,34,230,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",5530
"Mutiny Sands","2010",2010-06-21,25,172,"Whidbey","4",0,4,1,0,5,"Y",NA,5531
"Mutiny Sands","2010",2010-06-28,26,179,"Whidbey","A",0,4,0,0,4,"Y",NA,5532
"Mutiny Sands","2010",2010-06-28,26,179,"Whidbey","6a",0,0,5,0,5,"Y",NA,5533
"Mutiny Sands","2010",2010-06-28,26,179,"Whidbey","4",0,2,1,3,6,"Y",NA,5534
"Mutiny Sands","2010",2010-06-29,26,180,"Whidbey","11",1,0,0,0,0,"","Whidbey",5535
"Mutiny Sands","2010",2010-06-29,26,180,"Whidbey","9",1,0,0,0,0,"","Whidbey",5536
"Mutiny Sands","2010",2010-06-29,26,180,"Whidbey","6A",1,0,0,0,0,"","Whidbey",5537
"Mutiny Sands","2010",2010-06-29,26,180,"Whidbey","A",2,1,0,0,1,"","Whidbey",5538
"Mutiny Sands","2010",2010-06-29,26,180,"Whidbey","4",2,0,0,0,0,"","Whidbey",5539
"Mutiny Sands","2010",2010-06-29,26,180,"Whidbey","2",1,0,0,0,0,"","Whidbey",5540
"Mutiny Sands","2010",2010-07-05,27,186,"Whidbey","6a",0,4,6,0,10,"Y",NA,5541
"Mutiny Sands","2010",2010-07-05,27,186,"Whidbey","25",0,1,5,0,6,"Y",NA,5542
"Mutiny Sands","2010",2010-07-05,27,186,"Whidbey","5",0,9,3,0,12,"Y",NA,5543
"Mutiny Sands","2010",2010-07-05,27,186,"Whidbey","A",0,4,1,0,5,"Y",NA,5544
"Mutiny Sands","2010",2010-07-05,27,186,"Whidbey","4",0,1,0,0,1,"Y",NA,5545
"Mutiny Sands","2010",2010-07-05,27,186,"Whidbey","7",0,1,2,0,3,"Y",NA,5546
"Mutiny Sands","2010",2010-07-05,27,186,"Whidbey","9",0,1,0,0,1,"Y",NA,5547
"Mutiny Sands","2010",2010-07-05,27,186,"Whidbey","2",0,0,0,1,1,"Y",NA,5548
"Mutiny Sands","2010",2010-07-06,27,187,"Whidbey","11",1,0,2,0,2,"","Whidbey",5549
"Mutiny Sands","2010",2010-07-06,27,187,"Whidbey","10",0,0,0,1,1,"","Whidbey",5550
"Mutiny Sands","2010",2010-07-06,27,187,"Whidbey","8",0,0,1,0,1,"","Whidbey",5551
"Mutiny Sands","2010",2010-07-12,28,193,"Whidbey","7",0,3,0,1,4,"Y",NA,5552
"Mutiny Sands","2010",2010-07-12,28,193,"Whidbey","6a",0,1,5,0,6,"Y",NA,5553
"Mutiny Sands","2010",2010-07-12,28,193,"Whidbey","26",0,2,1,0,3,"Y",NA,5554
"Mutiny Sands","2010",2010-07-12,28,193,"Whidbey","11",0,3,0,0,3,"Y",NA,5555
"Mutiny Sands","2010",2010-07-12,28,193,"Whidbey","A",0,2,1,0,3,"Y",NA,5556
"Mutiny Sands","2010",2010-07-12,28,193,"Whidbey","5",0,3,2,0,5,"Y",NA,5557
"Mutiny Sands","2010",2010-07-13,28,194,"Whidbey","4",1,0,0,0,0,"","Whidbey",5558
"Mutiny Sands","2010",2010-07-13,28,194,"Whidbey","11",1,0,0,0,0,"","Whidbey",5559
"Mutiny Sands","2010",2010-07-13,28,194,"Whidbey","1",0,1,0,0,1,"","Whidbey",5560
"Mutiny Sands","2010",2010-07-13,28,194,"Whidbey","5",0,2,0,0,2,"","Whidbey",5561
"Mutiny Sands","2010",2010-07-13,28,194,"Whidbey","2",0,1,0,0,1,"","Whidbey",5562
"Mutiny Sands","2010",2010-07-13,28,194,"Whidbey","6A",1,0,0,0,0,"","Whidbey",5563
"Mutiny Sands","2010",2010-07-19,29,200,"Whidbey","6a",0,3,5,0,8,"Y",NA,5564
"Mutiny Sands","2010",2010-07-19,29,200,"Whidbey","25",0,3,2,0,5,"Y",NA,5565
"Mutiny Sands","2010",2010-07-19,29,200,"Whidbey","26",0,0,2,1,3,"Y",NA,5566
"Mutiny Sands","2010",2010-07-19,29,200,"Whidbey","5",0,1,1,0,2,"Y",NA,5567
"Mutiny Sands","2010",2010-07-19,29,200,"Whidbey","A",0,9,3,0,12,"Y",NA,5568
"Mutiny Sands","2010",2010-07-19,29,200,"Whidbey","2",0,1,0,0,1,"Y",NA,5569
"Mutiny Sands","2010",2010-07-19,29,200,"Whidbey","7",0,1,0,0,1,"Y",NA,5570
"Mutiny Sands","2010",2010-07-21,29,202,"Whidbey","5",0,1,0,0,1,"","Whidbey",5571
"Mutiny Sands","2010",2010-07-26,30,207,"Whidbey","27",0,1,2,1,4,"Y",NA,5572
