"region","site","date","start_time","end_time","PG_count","burrow_count","burrow_visit","intern_data","qaqc","mult_count","year","week","yday","id"
"Whidbey","Bush Point Dock",2016-06-06,"","",2,0,0,"","","",2016,23,158,1
"Whidbey","Bush Point Dock",2016-06-14,"","",3,0,0,"","","",2016,24,166,2
"Whidbey","Bush Point Dock",2016-06-20,"","",6,0,0,"","","",2016,25,172,3
"Whidbey","Bush Point Dock",2016-06-27,"","",2,0,0,"","","",2016,26,179,4
"Whidbey","Bush Point Dock",2016-07-07,"","",3,1,2,"","","",2016,27,189,5
"Whidbey","Bush Point Dock",2016-07-14,"","",2,1,1,"","","",2016,28,196,6
"Whidbey","Bush Point Dock",2016-07-21,"","",4,1,2,"","","",2016,29,203,7
"Whidbey","Bush Point Dock",2016-07-28,"","",5,1,2,"","","",2016,30,210,8
"Whidbey","Bush Point Dock",2016-08-04,"","",3,1,3,"","","",2016,31,217,9
"Whidbey","Bush Point Dock",2016-08-12,"","",6,1,1,"","","",2016,32,225,10
"Whidbey","Bush Point Dock",2016-08-19,"","",3,1,3,"","","",2016,33,232,11
"Whidbey","Bush Point Dock",2016-08-26,"","",3,1,2,"","","",2016,34,239,12
"Whidbey","Bush Point Dock",2016-09-02,"","",0,1,0,"","","",2016,35,246,13
"Whidbey","Bush Point Dock",2017-06-15,"","",6,0,0,"","","",2017,24,166,14
"Whidbey","Bush Point Dock",2017-06-22,"","",10,0,0,"","","",2017,25,173,15
"Whidbey","Bush Point Dock",2017-06-29,"","",3,0,0,"","","",2017,26,180,16
"Whidbey","Bush Point Dock",2017-07-06,"","",3,0,0,"","","",2017,27,187,17
"Whidbey","Bush Point Dock",2017-07-13,"","",7,0,0,"","","",2017,28,194,18
"Whidbey","Bush Point Dock",2017-07-20,"","",3,1,4,"","","",2017,29,201,19
"Whidbey","Bush Point Dock",2017-07-27,"","",4,1,3,"","","",2017,30,208,20
"Whidbey","Bush Point Dock",2017-08-03,"","",3,1,2,"","","",2017,31,215,21
"Whidbey","Bush Point Dock",2017-08-17,"","",6,0,0,"","","",2017,33,229,22
"Whidbey","Bush Point Dock",2017-08-24,"","",3,1,2,"","","",2017,34,236,23
"Whidbey","Bush Point Dock",2017-08-31,"","",1,0,0,"","","",2017,35,243,24
"Whidbey","Cliffside",2017-06-13,"","",29,0,0,"Y","","Y",2017,24,164,25
"Whidbey","Cliffside",2017-06-15,"","",26,0,0,"Y","","Y",2017,24,166,26
"Whidbey","Cliffside",2017-06-19,"","",21,0,0,"Y","","Y",2017,25,170,27
"Whidbey","Cliffside",2017-06-21,"","",13,0,0,"Y","","Y",2017,25,172,28
"Whidbey","Cliffside",2017-06-23,"","",32,1,2,"Y","","Y",2017,25,174,29
"Whidbey","Cliffside",2017-06-27,"","",42,1,2,"Y","","Y",2017,26,178,30
"Whidbey","Cliffside",2017-06-29,"","",35,1,2,"Y","","Y",2017,26,180,31
"Whidbey","Cliffside",2017-07-03,"","",11,1,3,"Y","","Y",2017,27,184,32
"Whidbey","Cliffside",2017-07-05,"","",28,1,1,"Y","","Y",2017,27,186,33
"Whidbey","Cliffside",2017-07-07,"","",12,1,1,"Y","","Y",2017,27,188,34
"Whidbey","Cliffside",2017-07-11,"","",27,3,6,"Y","","Y",2017,28,192,35
"Whidbey","Cliffside",2017-07-13,"","",31,2,4,"Y","","Y",2017,28,194,36
"Whidbey","Cliffside",2017-07-17,"","",33,3,8,"Y","","Y",2017,29,198,37
"Whidbey","Cliffside",2017-07-19,"","",18,2,3,"Y","","Y",2017,29,200,38
"Whidbey","Cliffside",2017-07-21,"","",28,3,3,"Y","","Y",2017,29,202,39
"Whidbey","Cliffside",2017-07-25,"","",39,4,14,"Y","","Y",2017,30,206,40
"Whidbey","Cliffside",2017-07-27,"","",35,3,8,"Y","","Y",2017,30,208,41
"Whidbey","Cliffside",2017-07-31,"","",31,4,9,"Y","","Y",2017,31,212,42
"Whidbey","Cliffside",2017-08-02,"","",24,4,9,"Y","","Y",2017,31,214,43
"Whidbey","Cliffside",2017-08-04,"","",28,11,6,"Y","","Y",2017,31,216,44
"Whidbey","Cliffside",2017-08-08,"","",27,4,17,"Y","","Y",2017,32,220,45
"Whidbey","Cliffside",2017-08-10,"","",42,2,8,"Y","","Y",2017,32,222,46
"Whidbey","Cliffside",2017-08-14,"","",38,2,15,"Y","","Y",2017,33,226,47
"Whidbey","Cliffside",2017-08-16,"","",35,2,7,"Y","","Y",2017,33,228,48
"Whidbey","Cliffside",2017-08-18,"","",29,2,4,"Y","","Y",2017,33,230,49
"Whidbey","Cliffside",2017-08-28,"","",3,1,5,"Y","","Y",2017,35,240,50
"Whidbey","Cliffside",2014-06-16,"8:00","9:00",39,3,3,"","","",2014,25,167,51
"Whidbey","Cliffside",2014-06-23,"7:30","8:30",13,3,0,"","","",2014,26,174,52
"Whidbey","Cliffside",2014-06-30,"7:45","8:45",6,4,4,"","","",2014,27,181,53
"Whidbey","Cliffside",2014-07-07,"7:10","8:10",14,6,5,"","","",2014,28,188,54
"Whidbey","Cliffside",2014-07-14,"7:40","8:40",15,6,6,"","","",2014,29,195,55
"Whidbey","Cliffside",2014-07-21,"7:30","8:30",16,7,7,"","","",2014,30,202,56
"Whidbey","Cliffside",2014-07-28,"7:45","8:45",12,7,0,"","","",2014,31,209,57
"Whidbey","Cliffside",2014-08-04,"7:10","8:10",5,7,0,"","","",2014,32,216,58
"Whidbey","Cliffside",2014-08-11,"7:25","8:25",13,7,0,"","","",2014,33,223,59
"Whidbey","Cliffside",2014-08-18,"7:10","8:10",4,7,0,"","","",2014,34,230,60
"Whidbey","Cliffside",2014-08-26,"7:45","8:45",0,7,0,"","","",2014,35,238,61
"Whidbey","Cliffside",2010-06-28,"8:00","9:10",10,6,1,"","","",2010,26,179,62
"Whidbey","Cliffside",2010-07-03,"8:15","9:30",23,6,0,"","","",2010,26,184,63
"Whidbey","Cliffside",2010-07-05,"8:15","9:15",38,6,0,"","","",2010,27,186,64
"Whidbey","Cliffside",2010-07-13,"10:00","11:05",2,6,0,"","","",2010,28,194,65
"Whidbey","Cliffside",2010-07-21,"8:30","9:40",1,0,0,"","","",2010,29,202,66
"Whidbey","Cliffside",2011-06-28,"7:40","8:40",23,3,3,"","","",2011,26,179,67
"Whidbey","Cliffside",2011-07-06,"8:05","9:05",18,5,5,"","","",2011,27,187,68
"Whidbey","Cliffside",2011-07-12,"8:30","9:30",23,0,0,"","","",2011,28,193,69
"Whidbey","Cliffside",2011-07-18,"8:10","9:10",15,5,0,"","","",2011,29,199,70
"Whidbey","Cliffside",2011-07-29,"8:00","9:00",5,5,0,"","","",2011,30,210,71
"Whidbey","Cliffside",2011-08-03,"8:00","9:00",33,7,8,"","","",2011,31,215,72
"Whidbey","Cliffside",2011-08-11,"7:45","9:00",12,7,0,"","","",2011,32,223,73
"Whidbey","Cliffside",2011-08-15,"8:00","9:00",22,7,2,"","","",2011,33,227,74
"Whidbey","Cliffside",2012-06-25,"7:30","8:30",23,0,0,"","","",2012,26,177,75
"Whidbey","Cliffside",2012-07-02,"7:30","8:30",9,2,2,"","","",2012,27,184,76
"Whidbey","Cliffside",2012-07-09,"7:00","8:00",29,3,3,"","","",2012,28,191,77
"Whidbey","Cliffside",2012-07-16,"7:45","8:45",6,3,2,"","","",2012,29,198,78
"Whidbey","Cliffside",2012-07-23,"8:00","9:00",21,4,0,"","","",2012,30,205,79
"Whidbey","Cliffside",2012-07-31,"7:20","8:20",1,4,0,"","","",2012,31,213,80
"Whidbey","Cliffside",2012-08-06,"7:20","8:20",29,7,3,"","","",2012,32,219,81
"Whidbey","Cliffside",2012-08-14,"7:45","8:45",6,7,0,"","","",2012,33,227,82
"Whidbey","Cliffside",2012-08-21,"7:30","8:30",11,7,0,"","","",2012,34,234,83
"Whidbey","Cliffside",2012-08-27,"7:35","8:35",0,7,0,"","","",2012,35,240,84
"Whidbey","Cliffside",2013-06-25,"7:30","8:30",15,1,2,"","","",2013,26,176,85
"Whidbey","Cliffside",2013-07-02,"7:45","8:45",14,1,1,"","","",2013,27,183,86
"Whidbey","Cliffside",2013-07-10,"7:10","8:10",7,1,1,"","","",2013,28,191,87
"Whidbey","Cliffside",2013-07-15,"7:10","8:10",17,3,3,"","","",2013,29,196,88
"Whidbey","Cliffside",2013-07-22,"7:20","8:20",7,6,4,"","","",2013,30,203,89
"Whidbey","Cliffside",2013-07-29,"7:30","8:30",21,6,8,"","","",2013,31,210,90
"Whidbey","Cliffside",2013-08-09,"7:45","8:45",26,8,7,"","","",2013,32,221,91
"Whidbey","Cliffside",2013-08-12,"7:30","8:30",29,9,7,"","","",2013,33,224,92
"Whidbey","Cliffside",2013-08-19,"7:40","8:40",11,9,2,"","","",2013,34,231,93
"Whidbey","Cliffside",2013-08-26,"7:30","8:30",14,9,1,"","","",2013,35,238,94
"Whidbey","Cliffside",2009-06-28,"8:15","9:15",35,9,0,"","","",2009,26,179,95
"Whidbey","Cliffside",2009-07-06,"8:30","9:30",10,11,0,"","","",2009,28,187,96
"Whidbey","Cliffside",2009-07-13,"8:42","9:42",41,13,0,"","","",2009,29,194,97
"Whidbey","Cliffside",2009-07-21,"8:20","9:20",30,13,0,"","","",2009,30,202,98
"Whidbey","Cliffside",2009-08-05,"8:25","9:25",18,13,0,"","","",2009,32,217,99
"Whidbey","Cliffside",2009-08-11,"8:35","9:35",48,13,0,"","","",2009,33,223,100
"Whidbey","Cliffside",2009-08-17,"8:15","9:15",0,0,0,"","","",2009,34,229,101
"Whidbey","Cliffside",2008-06-23,"8:50","9:50",47,3,0,"","","",2008,26,175,102
"Whidbey","Cliffside",2008-06-30,"8:30","9:30",6,6,0,"","","",2008,27,182,103
"Whidbey","Cliffside",2008-07-07,"8:36","9:36",41,7,0,"","","",2008,28,189,104
"Whidbey","Cliffside",2008-07-11,"8:45","9:45",18,11,0,"","","",2008,28,193,105
"Whidbey","Cliffside",2008-07-21,"8:35","9:35",51,11,0,"","","",2008,30,203,106
"Whidbey","Cliffside",2008-07-28,"8:35","9:35",6,11,0,"","","",2008,31,210,107
"Whidbey","Cliffside",2008-08-04,"8:43","9:43",23,0,0,"","","",2008,32,217,108
"Whidbey","Cliffside",2015-06-22,"","",16,2,3,"","","",2015,26,173,109
"Whidbey","Cliffside",2015-06-29,"","",9,2,3,"","","",2015,27,180,110
"Whidbey","Cliffside",2015-07-06,"","",33,5,9,"","","",2015,28,187,111
"Whidbey","Cliffside",2015-07-14,"","",8,2,3,"","","",2015,29,195,112
"Whidbey","Cliffside",2015-07-20,"","",27,2,2,"","","",2015,30,201,113
"Whidbey","Cliffside",2015-07-28,"","",12,2,3,"","","",2015,31,209,114
"Whidbey","Cliffside",2015-08-04,"","",28,0,0,"","","",2015,32,216,115
"Whidbey","Cliffside",2015-08-10,"","",14,3,4,"","","",2015,33,222,116
"Whidbey","Cliffside",2015-08-17,"","",6,0,0,"","","",2015,34,229,117
"Whidbey","Cliffside",2015-08-24,"","",0,0,0,"","","",2015,35,236,118
"Whidbey","Cliffside",2016-06-07,"","",22,5,8,"","","",2016,23,159,119
"Whidbey","Cliffside",2016-06-13,"","",26,3,3,"","","",2016,24,165,120
"Whidbey","Cliffside",2016-06-20,"","",22,4,4,"","","",2016,25,172,121
"Whidbey","Cliffside",2016-06-27,"","",27,0,0,"","","",2016,26,179,122
"Whidbey","Cliffside",2016-07-04,"","",11,0,0,"","","",2016,27,186,123
"Whidbey","Cliffside",2016-07-11,"","",23,7,4,"","","",2016,28,193,124
"Whidbey","Cliffside",2016-07-18,"","",7,0,0,"","","",2016,29,200,125
"Whidbey","Cliffside",2016-07-25,"","",21,2,4,"","","",2016,30,207,126
"Whidbey","Cliffside",2016-08-01,"","",8,1,1,"","","",2016,31,214,127
"Whidbey","Cliffside",2016-08-08,"","",18,3,2,"","","",2016,32,221,128
"Whidbey","Cliffside",2016-08-15,"","",2,0,0,"","","",2016,33,228,129
"Whidbey","Cliffside",2016-08-22,"","",16,0,0,"","","",2016,34,235,130
"Whidbey","Cliffside",2017-06-13,"","",15,1,1,"","","",2017,24,164,131
"Whidbey","Cliffside",2017-06-20,"","",9,0,0,"","","",2017,25,171,132
"Whidbey","Cliffside",2017-06-27,"","",37,2,2,"","","",2017,26,178,133
"Whidbey","Cliffside",2017-07-04,"","",22,1,2,"","","",2017,27,185,134
"Whidbey","Cliffside",2017-07-11,"","",20,2,2,"","","",2017,28,192,135
"Whidbey","Cliffside",2017-07-18,"","",19,2,4,"","","",2017,29,199,136
"Whidbey","Cliffside",2017-07-25,"","",22,9,13,"","","",2017,30,206,137
"Whidbey","Cliffside",2017-08-01,"","",22,2,3,"","","",2017,31,213,138
"Whidbey","Cliffside",2017-08-08,"","",15,3,7,"","","",2017,32,220,139
"Whidbey","Cliffside",2017-08-16,"","",15,2,5,"","","",2017,33,228,140
"Whidbey","Cliffside",2017-08-22,"","",3,1,1,"","","",2017,34,234,141
"Whidbey","Cliffside",2017-08-29,"","",3,1,1,"","","",2017,35,241,142
"Whidbey","Cliffside",2017-09-05,"","",0,0,0,"","","",2017,36,248,143
"Whidbey","Cliffside",2017-09-14,"","",0,0,0,"","","",2017,37,257,144
"Whidbey","Clinton Ferry",2016-06-16,"","",15,1,1,"","","",2016,24,168,145
"Whidbey","Clinton Ferry",2016-06-17,"","",6,1,1,"","","",2016,24,169,146
"Whidbey","Clinton Ferry",2016-06-24,"","",7,2,4,"","","",2016,25,176,147
"Whidbey","Clinton Ferry",2016-07-01,"","",4,0,0,"","","",2016,26,183,148
"Whidbey","Clinton Ferry",2016-07-08,"","",15,2,3,"","","",2016,27,190,149
"Whidbey","Clinton Ferry",2016-07-19,"","",3,1,4,"","","",2016,29,201,150
"Whidbey","Clinton Ferry",2016-07-26,"","",14,4,4,"","","",2016,30,208,151
"Whidbey","Clinton Ferry",2016-07-29,"","",6,2,4,"","","",2016,30,211,152
"Whidbey","Clinton Ferry",2016-08-05,"","",4,1,2,"","","",2016,31,218,153
"Whidbey","Clinton Ferry",2016-08-12,"","",6,2,4,"","","",2016,32,225,154
"Whidbey","Clinton Ferry",2016-08-22,"","",2,0,0,"","","",2016,34,235,155
"Whidbey","Clinton Ferry",2016-08-26,"","",3,1,1,"","","",2016,34,239,156
"Whidbey","Clinton Ferry",2017-06-17,"","",12,4,10,"","","",2017,24,168,157
"Whidbey","Clinton Ferry",2017-06-25,"","",11,4,18,"","","",2017,25,176,158
"Whidbey","Clinton Ferry",2017-07-01,"","",8,1,4,"","","",2017,26,182,159
"Whidbey","Clinton Ferry",2017-07-15,"","",8,4,11,"","","",2017,28,196,160
"Whidbey","Clinton Ferry",2017-07-22,"","",7,4,35,"","","",2017,29,203,161
"Whidbey","Clinton Ferry",2017-07-29,"","",5,6,24,"","","",2017,30,210,162
"Whidbey","Clinton Ferry",2017-08-05,"","",9,4,4,"","","",2017,31,217,163
"Whidbey","Clinton Ferry",2017-08-13,"","",14,1,4,"","","",2017,32,225,164
"Whidbey","Clinton Ferry",2017-08-19,"","",4,2,14,"","","",2017,33,231,165
"Whidbey","Coupeville Wharf",2013-06-24,"7:30","8:30",6,1,1,"","","",2013,26,175,166
"Whidbey","Coupeville Wharf",2013-07-02,"8:00","9:00",9,1,0,"","","",2013,27,183,167
"Whidbey","Coupeville Wharf",2013-07-10,"7:55","8:55",8,4,9,"","","",2013,28,191,168
"Whidbey","Coupeville Wharf",2013-07-16,"8:10","9:10",11,4,5,"","","",2013,29,197,169
"Whidbey","Coupeville Wharf",2013-07-25,"8:15","9:15",11,4,2,"","","",2013,30,206,170
"Whidbey","Coupeville Wharf",2013-07-30,"7:45","8:45",15,4,1,"","","",2013,31,211,171
"Whidbey","Coupeville Wharf",2013-08-06,"8:00","9:00",12,4,0,"","","",2013,32,218,172
"Whidbey","Coupeville Wharf",2013-08-12,"7:45","8:45",10,4,0,"","","",2013,33,224,173
"Whidbey","Coupeville Wharf",2013-08-19,"7:45","8:45",5,4,0,"","","",2013,34,231,174
"Whidbey","Coupeville Wharf",2015-06-25,"","",8,0,0,"","","",2015,26,176,175
"Whidbey","Coupeville Wharf",2015-07-02,"","",7,0,0,"","","",2015,27,183,176
"Whidbey","Coupeville Wharf",2015-07-07,"","",8,0,0,"","","",2015,28,188,177
"Whidbey","Coupeville Wharf",2015-07-14,"","",4,0,0,"","","",2015,29,195,178
"Whidbey","Coupeville Wharf",2016-06-16,"","",5,0,0,"","","",2016,24,168,179
"Whidbey","Coupeville Wharf",2016-06-23,"","",6,0,0,"","","",2016,25,175,180
"Whidbey","Coupeville Wharf",2017-06-18,"","",6,0,0,"","","",2017,24,169,181
"Whidbey","Coupeville Wharf",2017-06-25,"","",3,1,1,"","","",2017,25,176,182
"Whidbey","Coupeville Wharf",2017-07-02,"","",5,0,0,"","","",2017,26,183,183
"Whidbey","Coupeville Wharf",2017-07-09,"","",4,0,0,"","","",2017,27,190,184
"Whidbey","Coupeville Wharf",2017-07-16,"","",5,1,1,"","","",2017,28,197,185
"Whidbey","Coupeville Wharf",2017-07-23,"","",5,0,0,"","","",2017,29,204,186
"Whidbey","Coupeville Wharf",2017-07-30,"","",6,1,2,"","","",2017,30,211,187
"Whidbey","Coupeville Wharf",2017-08-06,"","",6,1,1,"","","",2017,31,218,188
"Whidbey","Coupeville Wharf",2017-08-12,"","",8,1,3,"","","",2017,32,224,189
"Whidbey","Coupeville Wharf",2017-08-20,"","",8,0,0,"","","",2017,33,232,190
"Whidbey","Coupeville Wharf",2017-08-27,"","",2,0,0,"","","",2017,34,239,191
"Whidbey","Coupeville Wharf",2017-09-03,"","",0,0,0,"","","",2017,35,246,192
"Whidbey","Crescent Harbor",2011-06-29,"7:50","9:00",15,0,0,"","","",2011,26,180,193
"Whidbey","Crescent Harbor",2011-07-05,"7:20","8:30",12,0,0,"","","",2011,27,186,194
"Whidbey","Crescent Harbor",2011-07-12,"7:30","8:30",4,0,0,"","","",2011,28,193,195
"Whidbey","Crescent Harbor",2009-06-29,"8:20","9:50",10,1,0,"","","",2009,27,180,196
"Whidbey","Crescent Harbor",2009-07-06,"8:30","9:30",5,2,0,"","","",2009,28,187,197
"Whidbey","Crescent Harbor",2009-07-14,"7:50","8:52",18,2,0,"","","",2009,29,195,198
"Whidbey","Crescent Harbor",2009-07-20,"8:30","9:30",10,3,0,"","","",2009,30,201,199
"Whidbey","Crescent Harbor",2009-07-27,"8:05","9:05",15,3,0,"","","",2009,31,208,200
"Whidbey","Crescent Harbor",2009-08-03,"8:00","9:00",7,3,0,"","","",2009,32,215,201
"Whidbey","Crescent Harbor",2009-08-10,"8:05","9:05",6,3,0,"","","",2009,33,222,202
"Whidbey","Crescent Harbor",2009-08-17,"8:08","9:10",9,3,0,"","","",2009,34,229,203
"Whidbey","Crescent Harbor",2008-06-28,"6:30","7:30",14,9,0,"","","",2008,26,180,204
"Whidbey","Crescent Harbor",2008-07-05,"7:00","8:00",11,9,0,"","","",2008,27,187,205
"Whidbey","Crescent Harbor",2008-07-14,"8:00","9:00",12,9,0,"","","",2008,29,196,206
"Whidbey","Crescent Harbor",2008-07-19,"8:00","9:00",8,9,0,"","","",2008,29,201,207
"Whidbey","Crescent Harbor",2008-07-30,"7:00","8:00",10,9,0,"","","",2008,31,212,208
"Whidbey","Crescent Harbor",2008-08-06,"7:00","8:00",12,0,0,"","","",2008,32,219,209
"Whidbey","Double Bluff North",2014-06-20,"8:25","9:31",52,10,26,"","","",2014,25,171,210
"Whidbey","Double Bluff North",2014-06-27,"8:28","9:35",25,12,1,"","","",2014,26,178,211
"Whidbey","Double Bluff North",2014-07-03,"7:40","8:47",63,15,3,"","","",2014,27,184,212
"Whidbey","Double Bluff North",2014-07-11,"8:10","9:20",19,15,0,"","","",2014,28,192,213
"Whidbey","Double Bluff North",2014-07-18,"8:15","9:24",71,18,12,"","","",2014,29,199,214
"Whidbey","Double Bluff North",2014-07-25,"8:14","8:15",19,18,0,"","","",2014,30,206,215
"Whidbey","Double Bluff North",2014-08-01,"8:10","9:22",80,18,5,"","","",2014,31,213,216
"Whidbey","Double Bluff North",2014-08-07,"8:15","9:25",16,19,0,"","","",2014,32,219,217
"Whidbey","Double Bluff North",2014-08-14,"8:20","9:28",63,19,0,"","","",2014,33,226,218
"Whidbey","Double Bluff North",2014-08-21,"8:15","9:22",1,19,0,"","","",2014,34,233,219
"Whidbey","Double Bluff North",2010-07-01,"8:35","9:46",99,20,36,"","","",2010,26,182,220
"Whidbey","Double Bluff North",2010-07-10,"8:30","9:40",48,23,5,"","","",2010,27,191,221
"Whidbey","Double Bluff North",2010-07-14,"8:20","9:25",79,28,11,"","","",2010,28,195,222
"Whidbey","Double Bluff North",2010-07-21,"8:25","9:31",72,29,8,"","","",2010,29,202,223
"Whidbey","Double Bluff North",2010-07-28,"8:45","10:00",105,32,20,"","","",2010,30,209,224
"Whidbey","Double Bluff North",2010-08-04,"8:25","9:31",99,33,2,"","","",2010,31,216,225
"Whidbey","Double Bluff North",2010-08-11,"8:30","9:43",63,33,2,"","","",2010,32,223,226
"Whidbey","Double Bluff North",2010-08-18,"8:25","9:28",12,36,0,"","","",2010,33,230,227
"Whidbey","Double Bluff North",2010-08-25,"8:23","9:30",34,36,0,"","","",2010,34,237,228
"Whidbey","Double Bluff North",2011-07-01,"8:25","9:35",14,2,1,"","","",2011,26,182,229
"Whidbey","Double Bluff North",2011-07-07,"8:28","940",90,11,17,"","","",2011,27,188,230
"Whidbey","Double Bluff North",2011-07-14,"8:25","9:38",64,19,6,"","","",2011,28,195,231
"Whidbey","Double Bluff North",2011-07-21,"8:20","9:25",87,23,1,"","","",2011,29,202,232
"Whidbey","Double Bluff North",2011-07-28,"8:25","9:33",78,24,0,"","","",2011,30,209,233
"Whidbey","Double Bluff North",2011-08-04,"8:35","9:48",89,26,22,"","","",2011,31,216,234
"Whidbey","Double Bluff North",2011-08-11,"8:05","9:20",44,27,1,"","","",2011,32,223,235
"Whidbey","Double Bluff North",2011-08-18,"8:15","9:20",101,28,10,"","","",2011,33,230,236
"Whidbey","Double Bluff North",2011-08-25,"8:15","9:18",10,28,0,"","","",2011,34,237,237
"Whidbey","Double Bluff North",2011-09-01,"8:25","9:25",5,28,0,"","","",2011,35,244,238
"Whidbey","Double Bluff North",2012-06-27,"8:30","9:35",83,4,6,"","","",2012,26,179,239
"Whidbey","Double Bluff North",2012-07-06,"8:18","9:30",86,13,26,"","","",2012,27,188,240
"Whidbey","Double Bluff North",2012-07-13,"8:25","9:35",77,14,2,"","","",2012,28,195,241
"Whidbey","Double Bluff North",2012-07-21,"8:15","9:28",83,14,10,"","","",2012,29,203,242
"Whidbey","Double Bluff North",2012-07-27,"8:15","9:10",54,14,1,"","","",2012,30,209,243
"Whidbey","Double Bluff North",2012-08-02,"8:23","9:36",26,14,2,"","","",2012,31,215,244
"Whidbey","Double Bluff North",2012-08-10,"8:16","9:30",60,14,0,"","","",2012,32,223,245
"Whidbey","Double Bluff North",2012-08-16,"8:12","9:12",22,15,0,"","","",2012,33,229,246
"Whidbey","Double Bluff North",2012-08-24,"8:15","9:15",20,15,0,"","","",2012,34,237,247
"Whidbey","Double Bluff North",2012-08-31,"8:15","9:18",5,15,0,"","","",2012,35,244,248
"Whidbey","Double Bluff North",2013-06-26,"8:30","9:39",45,3,3,"","","",2013,26,177,249
"Whidbey","Double Bluff North",2013-07-03,"8:20","9:30",61,14,11,"","","",2013,27,184,250
"Whidbey","Double Bluff North",2013-07-10,"8:20","9:26",45,19,7,"","","",2013,28,191,251
"Whidbey","Double Bluff North",2013-07-17,"8:15","9:20",40,20,3,"","","",2013,29,198,252
"Whidbey","Double Bluff North",2013-07-24,"8:24","9:25",42,20,21,"","","",2013,30,205,253
"Whidbey","Double Bluff North",2013-07-31,"8:10","9:15",40,21,4,"","","",2013,31,212,254
"Whidbey","Double Bluff North",2013-08-07,"8:10","9:15",61,21,1,"","","",2013,32,219,255
"Whidbey","Double Bluff North",2013-08-14,"8:10","9:20",42,21,0,"","","",2013,33,226,256
"Whidbey","Double Bluff North",2013-08-21,"8:19","9:20",13,21,0,"","","",2013,34,233,257
"Whidbey","Double Bluff North",2009-06-30,"8:50","10:20",72,23,0,"","","",2009,27,181,258
"Whidbey","Double Bluff North",2009-07-07,"8:45","10:00",93,27,0,"","","",2009,28,188,259
"Whidbey","Double Bluff North",2009-07-14,"8:45","9:53",117,33,0,"","","",2009,29,195,260
"Whidbey","Double Bluff North",2009-07-20,"8:30","9:40",65,36,0,"","","",2009,30,201,261
"Whidbey","Double Bluff North",2009-07-30,"8:37","9:50",110,37,0,"","","",2009,31,211,262
"Whidbey","Double Bluff North",2009-08-05,"8:44","9:52",56,37,0,"","","",2009,32,217,263
"Whidbey","Double Bluff North",2009-08-11,"7:45","8:55",118,37,0,"","","",2009,33,223,264
"Whidbey","Double Bluff North",2009-08-19,"8:35","9:42",35,37,0,"","","",2009,34,231,265
"Whidbey","Double Bluff North",2008-06-26,"8:15","10:45",66,7,0,"","","",2008,26,178,266
"Whidbey","Double Bluff North",2008-07-03,"8:00","9:30",25,10,0,"","","",2008,27,185,267
"Whidbey","Double Bluff North",2008-07-10,"8:15","10:30",101,19,0,"","","",2008,28,192,268
"Whidbey","Double Bluff North",2008-07-18,"8:30","12:45",67,21,0,"","","",2008,29,200,269
"Whidbey","Double Bluff North",2008-07-24,"8:15","10:25",95,24,0,"","","",2008,30,206,270
"Whidbey","Double Bluff North",2008-07-30,"8:00","9:55",84,25,0,"","","",2008,31,212,271
"Whidbey","Double Bluff North",2008-08-07,"7:55","9:30",93,25,0,"","","",2008,32,220,272
"Whidbey","Double Bluff North",2008-08-15,"7:55","9:50",24,27,0,"","","",2008,33,228,273
"Whidbey","Double Bluff North",2015-06-24,"","",40,7,11,"","","",2015,26,175,274
"Whidbey","Double Bluff North",2015-07-03,"","",41,3,2,"","","",2015,27,184,275
"Whidbey","Double Bluff North",2015-07-10,"","",52,0,0,"","","",2015,28,191,276
"Whidbey","Double Bluff North",2015-07-17,"","",57,3,5,"","","",2015,29,198,277
"Whidbey","Double Bluff North",2015-07-24,"","",51,7,15,"","","",2015,30,205,278
"Whidbey","Double Bluff North",2015-07-31,"","",35,3,5,"","","",2015,31,212,279
"Whidbey","Double Bluff North",2015-08-07,"","",43,0,0,"","","",2015,32,219,280
"Whidbey","Double Bluff North",2015-08-13,"","",28,0,0,"","","",2015,33,225,281
"Whidbey","Double Bluff North",2015-08-21,"","",10,0,0,"","","",2015,34,233,282
"Whidbey","Double Bluff North",2016-06-10,"","",39,0,0,"","","",2016,23,162,283
"Whidbey","Double Bluff North",2016-06-17,"","",9,0,0,"","","",2016,24,169,284
"Whidbey","Double Bluff North",2016-06-24,"","",39,5,7,"","","",2016,25,176,285
"Whidbey","Double Bluff North",2016-07-01,"","",38,4,4,"","","",2016,26,183,286
"Whidbey","Double Bluff North",2016-07-08,"","",45,8,13,"","","",2016,27,190,287
"Whidbey","Double Bluff North",2016-07-15,"","",45,0,0,"","","",2016,28,197,288
"Whidbey","Double Bluff North",2016-07-22,"","",62,14,39,"","","",2016,29,204,289
"Whidbey","Double Bluff North",2016-07-29,"","",45,3,3,"","","",2016,30,211,290
"Whidbey","Double Bluff North",2016-08-05,"","",62,4,5,"","","",2016,31,218,291
"Whidbey","Double Bluff North",2016-08-12,"","",21,0,0,"","","",2016,32,225,292
"Whidbey","Double Bluff North",2016-08-19,"","",29,0,0,"","","",2016,33,232,293
"Whidbey","Double Bluff North",2017-06-16,"","",66,13,23,"","","",2017,24,167,294
"Whidbey","Double Bluff North",2017-06-23,"","",24,0,0,"","","",2017,25,174,295
"Whidbey","Double Bluff North",2017-06-30,"","",38,7,11,"","","",2017,26,181,296
"Whidbey","Double Bluff North",2017-07-07,"","",30,0,0,"","","",2017,27,188,297
