site,ymd,start_time,pg_count,count_type,internOnly,week,site_id,visit_id
Mutiny Sands- INTERN,7/14/18,6:00,51,pg0,on,28,39,1382
Mutiny Sands- INTERN,7/14/18,6:00,53,pg30,on,28,39,1382
Mutiny Sands- INTERN,7/14/18,6:00,35,pg60,on,28,39,1382
Mutiny Sands- INTERN,7/14/18,6:00,41,pg90,on,28,39,1382
Mutiny Sands- INTERN,7/14/18,6:00,38,pg120,on,28,39,1382
Mutiny Sands- INTERN,7/14/18,6:00,32,pg150,on,28,39,1382
Mutiny Sands- INTERN,7/14/18,6:00,19,pg180,on,28,39,1382
Mutiny Sands- INTERN,7/14/18,6:00,24,pg210,on,28,39,1382
Mutiny Sands- INTERN,7/14/18,6:00,6,pg240,on,28,39,1382
Monroe Landing,7/23/18,7:00,14,pg,,30,20,1383
Monroe Landing,7/23/18,7:00,11,pg0,,30,20,1383
Monroe Landing,7/23/18,7:00,12,pg30,,30,20,1383
Monroe Landing,7/23/18,7:00,14,pg60,,30,20,1383
Mutiny Sands- INTERN,7/18/18,6:00,46,pg,on,29,39,1384
Mutiny Sands- INTERN,7/18/18,6:00,42,pg0,on,29,39,1384
Mutiny Sands- INTERN,7/18/18,6:00,23,pg30,on,29,39,1384
Mutiny Sands- INTERN,7/18/18,6:00,42,pg60,on,29,39,1384
Mutiny Sands- INTERN,7/18/18,6:00,36,pg90,on,29,39,1384
Mutiny Sands- INTERN,7/18/18,6:00,40,pg120,on,29,39,1384
Mutiny Sands- INTERN,7/18/18,6:00,46,pg150,on,29,39,1384
Mutiny Sands- INTERN,7/18/18,6:00,36,pg180,on,29,39,1384
Mutiny Sands- INTERN,7/18/18,6:00,27,pg210,on,29,39,1384
Mutiny Sands- INTERN,7/18/18,6:00,31,pg240,on,29,39,1384
Mutiny Sands- INTERN,7/20/18,6:00,34,pg,on,29,39,1385
Mutiny Sands- INTERN,7/20/18,6:00,26,pg0,on,29,39,1385
Mutiny Sands- INTERN,7/20/18,6:00,34,pg30,on,29,39,1385
Mutiny Sands- INTERN,7/20/18,6:00,28,pg60,on,29,39,1385
Mutiny Sands- INTERN,7/20/18,6:00,28,pg90,on,29,39,1385
Mutiny Sands- INTERN,7/20/18,6:00,34,pg120,on,29,39,1385
Mutiny Sands- INTERN,7/20/18,6:00,33,pg150,on,29,39,1385
Mutiny Sands- INTERN,7/20/18,6:00,33,pg180,on,29,39,1385
Mutiny Sands- INTERN,7/20/18,6:00,28,pg210,on,29,39,1385
Mutiny Sands- INTERN,7/20/18,6:00,27,pg240,on,29,39,1385
Cliffside,7/9/18,8:23,5,pg,,28,1,1386
Cliffside,7/9/18,8:23,3,pg0,,28,1,1386
Cliffside,7/9/18,8:23,5,pg30,,28,1,1386
Cliffside,7/16/18,8:10,13,pg,,29,1,1387
Cliffside,7/16/18,8:10,13,pg0,,29,1,1387
Cliffside,7/16/18,8:10,4,pg30,,29,1,1387
Swantown,7/20/18,8:13,32,pg,,29,28,1389
Swantown,7/20/18,8:13,29,pg0,,29,28,1389
Swantown,7/20/18,8:13,32,pg30,,29,28,1389
Swantown,7/20/18,8:13,29,pg60,,29,28,1389
Langley Marina,7/24/18,6:30,5,pg,,30,43,1390
Langley Marina,7/24/18,6:30,2,pg0,,30,43,1390
Langley Marina,7/24/18,6:30,3,pg30,,30,43,1390
Langley Marina,7/24/18,6:30,2,pg60,,30,43,1390
Possession Point,7/23/18,7:45,4,pg,,30,22,1391
Possession Point,7/23/18,7:45,3,pg0,,30,22,1391
Possession Point,7/23/18,7:45,2,pg30,,30,22,1391
Possession Point,7/23/18,7:45,2,pg60,,30,22,1391
Rolling Hills #1 -- INTERN,7/11/18,6:00,45,pg,on,28,45,1392
Rolling Hills #1 -- INTERN,7/11/18,6:00,45,pg0,on,28,45,1392
Rolling Hills #1 -- INTERN,7/11/18,6:00,27,pg30,on,28,45,1392
Rolling Hills #1 -- INTERN,7/11/18,6:00,31,pg60,on,28,45,1392
Rolling Hills #1 -- INTERN,7/11/18,6:00,28,pg90,on,28,45,1392
Rolling Hills #1 -- INTERN,7/11/18,6:00,17,pg120,on,28,45,1392
Rolling Hills #1 -- INTERN,7/11/18,6:00,20,pg150,on,28,45,1392
Rolling Hills #1 -- INTERN,7/11/18,6:00,11,pg180,on,28,45,1392
Rolling Hills #1 -- INTERN,7/11/18,6:00,6,pg210,on,28,45,1392
Rolling Hills #1 -- INTERN,7/11/18,6:00,5,pg240,on,28,45,1392
Rolling Hills #1 -- INTERN,7/13/18,6:00,44,pg,on,28,45,1393
Rolling Hills #1 -- INTERN,7/13/18,6:00,44,pg0,on,28,45,1393
Rolling Hills #1 -- INTERN,7/13/18,6:00,25,pg30,on,28,45,1393
Rolling Hills #1 -- INTERN,7/13/18,6:00,30,pg60,on,28,45,1393
Rolling Hills #1 -- INTERN,7/13/18,6:00,34,pg90,on,28,45,1393
Rolling Hills #1 -- INTERN,7/13/18,6:00,25,pg120,on,28,45,1393
Rolling Hills #1 -- INTERN,7/13/18,6:00,24,pg150,on,28,45,1393
Rolling Hills #1 -- INTERN,7/13/18,6:00,18,pg180,on,28,45,1393
Rolling Hills #1 -- INTERN,7/13/18,6:00,15,pg210,on,28,45,1393
Rolling Hills #1 -- INTERN,7/13/18,6:00,19,pg240,on,28,45,1393
Rolling Hills #1 -- INTERN,7/17/18,6:00,38,pg,on,29,45,1394
Rolling Hills #1 -- INTERN,7/17/18,6:00,38,pg0,on,29,45,1394
Rolling Hills #1 -- INTERN,7/17/18,6:00,27,pg30,on,29,45,1394
Rolling Hills #1 -- INTERN,7/17/18,6:00,24,pg60,on,29,45,1394
Rolling Hills #1 -- INTERN,7/17/18,6:00,19,pg90,on,29,45,1394
Rolling Hills #1 -- INTERN,7/17/18,6:00,20,pg120,on,29,45,1394
Rolling Hills #1 -- INTERN,7/17/18,6:00,17,pg150,on,29,45,1394
Rolling Hills #1 -- INTERN,7/17/18,6:00,24,pg180,on,29,45,1394
Rolling Hills #1 -- INTERN,7/17/18,6:00,14,pg210,on,29,45,1394
Rolling Hills #1 -- INTERN,7/17/18,6:00,24,pg240,on,29,45,1394
Rolling Hills #1 -- INTERN,7/19/18,6:00,37,pg,on,29,45,1395
Rolling Hills #1 -- INTERN,7/19/18,6:00,32,pg0,on,29,45,1395
Rolling Hills #1 -- INTERN,7/19/18,6:00,29,pg30,on,29,45,1395
Rolling Hills #1 -- INTERN,7/19/18,6:00,31,pg60,on,29,45,1395
Rolling Hills #1 -- INTERN,7/19/18,6:00,33,pg90,on,29,45,1395
Rolling Hills #1 -- INTERN,7/19/18,6:00,24,pg120,on,29,45,1395
Rolling Hills #1 -- INTERN,7/19/18,6:00,34,pg150,on,29,45,1395
Rolling Hills #1 -- INTERN,7/19/18,6:00,37,pg180,on,29,45,1395
Rolling Hills #1 -- INTERN,7/19/18,6:00,29,pg210,on,29,45,1395
Rolling Hills #1 -- INTERN,7/19/18,6:00,30,pg240,on,29,45,1395
Rolling Hills #1 -- INTERN,7/21/18,6:00,35,pg,on,29,45,1396
Rolling Hills #1 -- INTERN,7/21/18,6:00,28,pg0,on,29,45,1396
Rolling Hills #1 -- INTERN,7/21/18,6:00,28,pg30,on,29,45,1396
Rolling Hills #1 -- INTERN,7/21/18,6:00,20,pg60,on,29,45,1396
Rolling Hills #1 -- INTERN,7/21/18,6:00,29,pg90,on,29,45,1396
Rolling Hills #1 -- INTERN,7/21/18,6:00,25,pg120,on,29,45,1396
Rolling Hills #1 -- INTERN,7/21/18,6:00,18,pg150,on,29,45,1396
Rolling Hills #1 -- INTERN,7/21/18,6:00,21,pg180,on,29,45,1396
Rolling Hills #1 -- INTERN,7/21/18,6:00,16,pg210,on,29,45,1396
Rolling Hills #1 -- INTERN,7/21/18,6:00,17,pg240,on,29,45,1396
Hastie Lake South,7/17/18,7:15,50,pg,,29,9,1397
Hastie Lake South,7/17/18,7:15,50,pg0,,29,9,1397
Hastie Lake South,7/17/18,7:15,28,pg30,,29,9,1397
Hastie Lake South,7/17/18,7:15,36,pg60,,29,9,1397
Hastie Lake South,7/24/18,7:10,20,pg,,30,9,1398
Hastie Lake South,7/24/18,7:10,13,pg0,,30,9,1398
Hastie Lake South,7/24/18,7:10,11,pg30,,30,9,1398
Hastie Lake South,7/24/18,7:10,20,pg60,,30,9,1398
Harrington North,7/18/18,8:25,11,pg,,29,6,1399
Harrington North,7/18/18,8:25,11,pg0,,29,6,1399
Harrington North,7/18/18,8:25,3,pg30,,29,6,1399
Harrington North,7/18/18,8:25,10,pg60,,29,6,1399
Lagoon Point South,7/24/18,7:30,35,pg,,30,14,1400
Lagoon Point South,7/24/18,7:30,35,pg0,,30,14,1400
Lagoon Point South,7/24/18,7:30,22,pg30,,30,14,1400
Lagoon Point South,7/24/18,7:30,27,pg60,,30,14,1400
Limpet Lane,7/25/18,7:30,28,pg,,30,38,1401
Limpet Lane,7/25/18,7:30,28,pg0,,30,38,1401
Limpet Lane,7/25/18,7:30,4,pg30,,30,38,1401
Limpet Lane,7/25/18,7:30,5,pg60,,30,38,1401
Rolling Hills #1,7/24/18,8:10,13,pg,,30,24,1402
Rolling Hills #1,7/24/18,8:10,10,pg0,,30,24,1402
Rolling Hills #1,7/24/18,8:10,9,pg30,,30,24,1402
Rolling Hills #1,7/24/18,8:10,6,pg60,,30,24,1402
Mutiny Sands,7/25/18,7:30,21,pg,,30,21,1403
Mutiny Sands,7/25/18,7:30,21,pg0,,30,21,1403
Mutiny Sands,7/25/18,7:30,12,pg30,,30,21,1403
Mutiny Sands,7/25/18,7:30,13,pg60,,30,21,1403
Malmo Bluff,7/24/18,6:55,22,pg,,30,18,1404
Malmo Bluff,7/24/18,6:55,22,pg0,,30,18,1404
Malmo Bluff,7/24/18,6:55,16,pg30,,30,18,1404
Malmo Bluff,7/24/18,6:55,20,pg60,,30,18,1404
Pratts Bluff,7/17/18,7:28,35,pg,,29,23,1405
Pratts Bluff,7/17/18,7:28,31,pg0,,29,23,1405
Pratts Bluff,7/17/18,7:28,23,pg30,,29,23,1405
Pratts Bluff,7/17/18,7:28,28,pg60,,29,23,1405
Pratts Bluff,7/23/18,7:15,30,pg,,30,23,1406
Pratts Bluff,7/23/18,7:15,25,pg0,,30,23,1406
Pratts Bluff,7/23/18,7:15,28,pg30,,30,23,1406
Pratts Bluff,7/23/18,7:15,30,pg60,,30,23,1406
Rolling Hills #3,7/19/18,8:40,12,pg,,29,26,1407
Rolling Hills #3,7/19/18,8:40,11,pg0,,29,26,1407
Rolling Hills #3,7/19/18,8:40,12,pg30,,29,26,1407
Rolling Hills #3,7/19/18,8:40,10,pg60,,29,26,1407
Lake Hancock North,7/24/18,7:20,68,pg,,30,16,1408
Lake Hancock North,7/24/18,7:20,68,pg0,,30,16,1408
Lake Hancock North,7/24/18,7:20,55,pg30,,30,16,1408
Lake Hancock North,7/24/18,7:20,50,pg60,,30,16,1408
Forbes Point,7/27/18,7:16,4,pg,,30,4,1409
Forbes Point,7/27/18,7:16,4,pg0,,30,4,1409
Forbes Point,7/27/18,7:16,4,pg30,,30,4,1409
Forbes Point,7/27/18,7:16,1,pg60,,30,4,1409
Harrington South,7/20/18,8:15,14,pg,,29,7,1410
Harrington South,7/20/18,8:15,14,pg0,,29,7,1410
Harrington South,7/20/18,8:15,13,pg30,,29,7,1410
Harrington South,7/20/18,8:15,13,pg60,,29,7,1410
Harrington South,7/27/18,8:20,16,pg,,30,7,1411
Harrington South,7/27/18,8:20,16,pg0,,30,7,1411
Harrington South,7/27/18,8:20,16,pg30,,30,7,1411
Harrington South,7/27/18,8:20,13,pg60,,30,7,1411
Bush Point Dock,6/22/18,7:20,9,pg,,25,41,1412
Bush Point Dock,6/22/18,7:20,9,pg0,,25,41,1412
Bush Point Dock,6/22/18,7:20,5,pg30,,25,41,1412
Bush Point Dock,6/22/18,7:20,4,pg60,,25,41,1412
Bush Point Dock,6/28/18,7:20,5,pg,,26,41,1413
Bush Point Dock,6/28/18,7:20,5,pg0,,26,41,1413
Bush Point Dock,6/28/18,7:20,3,pg30,,26,41,1413
Bush Point Dock,6/28/18,7:20,3,pg60,,26,41,1413
Bush Point Dock,7/5/18,7:30,5,pg,,27,41,1414
Bush Point Dock,7/5/18,7:30,5,pg0,,27,41,1414
Bush Point Dock,7/5/18,7:30,3,pg30,,27,41,1414
Bush Point Dock,7/12/18,7:05,8,pg,,28,41,1415
Bush Point Dock,7/12/18,7:05,4,pg0,,28,41,1415
Bush Point Dock,7/12/18,7:05,5,pg30,,28,41,1415
Bush Point Dock,7/12/18,7:05,8,pg60,,28,41,1415
Bush Point Dock,7/20/18,7:50,3,pg,,29,41,1416
Bush Point Dock,7/20/18,7:50,3,pg0,,29,41,1416
Bush Point Dock,7/20/18,7:50,2,pg60,,29,41,1416
Bush Point Dock,7/26/18,7:14,3,pg,,30,41,1417
Bush Point Dock,7/26/18,7:14,1,pg0,,30,41,1417
Bush Point Dock,7/26/18,7:14,3,pg30,,30,41,1417
Bush Point Dock,7/26/18,7:14,3,pg60,,30,41,1417
Cliffside,7/25/18,8:55,15,pg,,30,1,1418
Cliffside,7/25/18,8:55,15,pg0,,30,1,1418
Cliffside,7/25/18,8:55,6,pg30,,30,1,1418
Cliffside,7/25/18,8:55,7,pg60,,30,1,1418
Swantown,7/27/18,8:11,27,pg,,30,28,1419
Swantown,7/27/18,8:11,27,pg0,,30,28,1419
Swantown,7/27/18,8:11,23,pg30,,30,28,1419
Swantown,7/27/18,8:11,17,pg60,,30,28,1419
Fort Casey North,7/28/18,8:25,46,pg,,30,33,1420
Fort Casey North,7/28/18,8:25,46,pg0,,30,33,1420
Fort Casey North,7/28/18,8:25,10,pg30,,30,33,1420
Fort Casey North,7/28/18,8:25,26,pg60,,30,33,1420
Coupeville Wharf,7/29/18,7:06,11,pg,,30,29,1421
Coupeville Wharf,7/29/18,7:06,9,pg0,,30,29,1421
Coupeville Wharf,7/29/18,7:06,11,pg30,,30,29,1421
Coupeville Wharf,7/29/18,7:06,7,pg60,,30,29,1421
Langley Marina,7/29/18,7:40,3,pg,,30,43,1422
Langley Marina,7/29/18,7:40,3,pg0,,30,43,1422
Langley Marina,7/29/18,7:40,2,pg30,,30,43,1422
Langley Marina,7/29/18,7:40,3,pg60,,30,43,1422
Lake Hancock North,7/30/18,8:45,59,pg,,31,16,1423
Lake Hancock North,7/30/18,8:45,55,pg0,,31,16,1423
Lake Hancock North,7/30/18,8:45,40,pg30,,31,16,1423
Lake Hancock North,7/30/18,8:45,59,pg60,,31,16,1423
Rolling Hills #1,7/31/18,8:10,43,pg,,31,24,1424
Rolling Hills #1,7/31/18,8:10,43,pg0,,31,24,1424
Rolling Hills #1,7/31/18,8:10,33,pg30,,31,24,1424
Rolling Hills #1,7/31/18,8:10,26,pg60,,31,24,1424
Malmo Bluff,7/31/18,6:50,49,pg,,31,18,1425
Malmo Bluff,7/31/18,6:50,38,pg0,,31,18,1425
Malmo Bluff,7/31/18,6:50,49,pg30,,31,18,1425
Malmo Bluff,7/31/18,6:50,37,pg60,,31,18,1425
Lagoon North #0,7/29/18,8:00,30,pg,,30,13,1426
Lagoon North #0,7/29/18,8:00,21,pg0,,30,13,1426
Lagoon North #0,7/29/18,8:00,21,pg30,,30,13,1426
Lagoon North #0,7/29/18,8:00,28,pg60,,30,13,1426
Hastie Lake South,7/31/18,7:10,43,pg,,31,9,1427
Hastie Lake South,7/31/18,7:10,36,pg0,,31,9,1427
Hastie Lake South,7/31/18,7:10,30,pg30,,31,9,1427
Hastie Lake South,7/31/18,7:10,43,pg60,,31,9,1427
Ledgewood,7/27/18,7:27,46,pg,,30,15,1428
Ledgewood,7/27/18,7:27,44,pg0,,30,15,1428
Ledgewood,7/27/18,7:27,42,pg30,,30,15,1428
Ledgewood,7/27/18,7:27,46,pg60,,30,15,1428
Lagoon Point South,7/31/18,7:30,41,pg,,31,14,1429
Lagoon Point South,7/31/18,7:30,39,pg0,,31,14,1429
Lagoon Point South,7/31/18,7:30,41,pg30,,31,14,1429
Lagoon Point South,7/31/18,7:30,30,pg60,,31,14,1429
Mutiny Sands,8/1/18,7:30,56,pg,,31,21,1431
Mutiny Sands,8/1/18,7:30,48,pg0,,31,21,1431
Mutiny Sands,8/1/18,7:30,56,pg30,,31,21,1431
Mutiny Sands,8/1/18,7:30,34,pg60,,31,21,1431
Rolling Hills #1 -- INTERN,7/25/18,6:00,35,pg,on,30,45,1432
Rolling Hills #1 -- INTERN,7/25/18,6:00,35,pg0,on,30,45,1432
Rolling Hills #1 -- INTERN,7/25/18,6:00,34,pg30,on,30,45,1432
Rolling Hills #1 -- INTERN,7/25/18,6:00,39,pg60,on,30,45,1432
Rolling Hills #1 -- INTERN,7/25/18,6:00,11,pg90,on,30,45,1432
Rolling Hills #1 -- INTERN,7/25/18,6:00,6,pg120,on,30,45,1432
Rolling Hills #1 -- INTERN,7/25/18,6:00,7,pg150,on,30,45,1432
Rolling Hills #1 -- INTERN,7/25/18,6:00,6,pg180,on,30,45,1432
Rolling Hills #1 -- INTERN,7/25/18,6:00,2,pg210,on,30,45,1432
Rolling Hills #1 -- INTERN,7/25/18,6:00,3,pg240,on,30,45,1432
Rolling Hills #1 -- INTERN,7/27/18,6:00,32,pg,on,30,45,1433
Rolling Hills #1 -- INTERN,7/27/18,6:00,32,pg0,on,30,45,1433
Rolling Hills #1 -- INTERN,7/27/18,6:00,28,pg30,on,30,45,1433
Rolling Hills #1 -- INTERN,7/27/18,6:00,29,pg60,on,30,45,1433
Rolling Hills #1 -- INTERN,7/27/18,6:00,21,pg90,on,30,45,1433
Rolling Hills #1 -- INTERN,7/27/18,6:00,14,pg120,on,30,45,1433
Rolling Hills #1 -- INTERN,7/27/18,6:00,11,pg150,on,30,45,1433
Rolling Hills #1 -- INTERN,7/27/18,6:00,8,pg180,on,30,45,1433
Rolling Hills #1 -- INTERN,7/27/18,6:00,3,pg210,on,30,45,1433
Rolling Hills #1 -- INTERN,7/27/18,6:00,2,pg240,on,30,45,1433
Rolling Hills #1 -- INTERN,7/30/18,6:00,38,pg,on,31,45,1434
Rolling Hills #1 -- INTERN,7/30/18,6:00,38,pg0,on,31,45,1434
Rolling Hills #1 -- INTERN,7/30/18,6:00,30,pg30,on,31,45,1434
Rolling Hills #1 -- INTERN,7/30/18,6:00,31,pg60,on,31,45,1434
Rolling Hills #1 -- INTERN,7/30/18,6:00,25,pg90,on,31,45,1434
Rolling Hills #1 -- INTERN,7/30/18,6:00,26,pg120,on,31,45,1434
Rolling Hills #1 -- INTERN,7/30/18,6:00,30,pg150,on,31,45,1434
Rolling Hills #1 -- INTERN,7/30/18,6:00,20,pg180,on,31,45,1434
Rolling Hills #1 -- INTERN,7/30/18,6:00,4,pg210,on,31,45,1434
Rolling Hills #1 -- INTERN,7/30/18,6:00,2,pg240,on,31,45,1434
Mutiny Sands- INTERN,7/24/18,6:00,35,pg,on,30,39,1435
Mutiny Sands- INTERN,7/24/18,6:00,35,pg0,on,30,39,1435
Mutiny Sands- INTERN,7/24/18,6:00,25,pg30,on,30,39,1435
Mutiny Sands- INTERN,7/24/18,6:00,20,pg60,on,30,39,1435
Mutiny Sands- INTERN,7/24/18,6:00,14,pg90,on,30,39,1435
Mutiny Sands- INTERN,7/24/18,6:00,6,pg120,on,30,39,1435
Mutiny Sands- INTERN,7/24/18,6:00,9,pg150,on,30,39,1435
Mutiny Sands- INTERN,7/24/18,6:00,4,pg180,on,30,39,1435
Mutiny Sands- INTERN,7/24/18,6:00,4,pg210,on,30,39,1435
Mutiny Sands- INTERN,7/24/18,6:00,5,pg240,on,30,39,1435
Mutiny Sands- INTERN,7/26/18,6:00,50,pg,on,30,39,1436
Mutiny Sands- INTERN,7/26/18,6:00,46,pg0,on,30,39,1436
Mutiny Sands- INTERN,7/26/18,6:00,50,pg30,on,30,39,1436
Mutiny Sands- INTERN,7/26/18,6:00,33,pg60,on,30,39,1436
Mutiny Sands- INTERN,7/26/18,6:00,36,pg90,on,30,39,1436
Mutiny Sands- INTERN,7/26/18,6:00,38,pg120,on,30,39,1436
Mutiny Sands- INTERN,7/26/18,6:00,19,pg150,on,30,39,1436
Mutiny Sands- INTERN,7/26/18,6:00,7,pg180,on,30,39,1436
Mutiny Sands- INTERN,7/26/18,6:00,15,pg210,on,30,39,1436
Mutiny Sands- INTERN,7/26/18,6:00,5,pg240,on,30,39,1436
Mutiny Sands- INTERN,7/28/18,6:00,46,pg,on,30,39,1437
Mutiny Sands- INTERN,7/28/18,6:00,36,pg0,on,30,39,1437
Mutiny Sands- INTERN,7/28/18,6:00,46,pg30,on,30,39,1437
Mutiny Sands- INTERN,7/28/18,6:00,42,pg60,on,30,39,1437
Mutiny Sands- INTERN,7/28/18,6:00,36,pg90,on,30,39,1437
Mutiny Sands- INTERN,7/28/18,6:00,24,pg120,on,30,39,1437
Mutiny Sands- INTERN,7/28/18,6:00,30,pg150,on,30,39,1437
Mutiny Sands- INTERN,7/28/18,6:00,34,pg180,on,30,39,1437
Mutiny Sands- INTERN,7/28/18,6:00,26,pg210,on,30,39,1437
Mutiny Sands- INTERN,7/28/18,6:00,11,pg240,on,30,39,1437
Mutiny Sands- INTERN,7/31/18,6:00,57,pg,on,31,39,1438
Mutiny Sands- INTERN,7/31/18,6:00,37,pg0,on,31,39,1438
Mutiny Sands- INTERN,7/31/18,6:00,53,pg30,on,31,39,1438
Mutiny Sands- INTERN,7/31/18,6:00,57,pg60,on,31,39,1438
Mutiny Sands- INTERN,7/31/18,6:00,27,pg90,on,31,39,1438
Mutiny Sands- INTERN,7/31/18,6:00,37,pg120,on,31,39,1438
Mutiny Sands- INTERN,7/31/18,6:00,37,pg150,on,31,39,1438
Mutiny Sands- INTERN,7/31/18,6:00,18,pg180,on,31,39,1438
Mutiny Sands- INTERN,7/31/18,6:00,33,pg210,on,31,39,1438
Mutiny Sands- INTERN,7/31/18,6:00,29,pg240,on,31,39,1438
Possession Point,7/30/18,7:25,6,pg,,31,22,1439
Possession Point,7/30/18,7:25,4,pg0,,31,22,1439
Possession Point,7/30/18,7:25,6,pg30,,31,22,1439
Possession Point,7/30/18,7:25,5,pg60,,31,22,1439
Pratts Bluff,7/30/18,7:18,32,pg,,31,23,1440
Pratts Bluff,7/30/18,7:18,32,pg0,,31,23,1440
Pratts Bluff,7/30/18,7:18,31,pg30,,31,23,1440
Pratts Bluff,7/30/18,7:18,31,pg60,,31,23,1440
Monroe Landing,7/31/18,6:50,17,pg,,31,20,1441
Monroe Landing,7/31/18,6:50,16,pg0,,31,20,1441
Monroe Landing,7/31/18,6:50,13,pg30,,31,20,1441
Monroe Landing,7/31/18,6:50,14,pg60,,31,20,1441
Forbes Point,8/3/18,7:16,15,pg,,31,4,1442
Forbes Point,8/3/18,7:16,5,pg0,,31,4,1442
Forbes Point,8/3/18,7:16,14,pg30,,31,4,1442
Forbes Point,8/3/18,7:16,15,pg60,,31,4,1442
Harrington South,8/3/18,8:25,19,pg,,31,7,1443
Harrington South,8/3/18,8:25,17,pg0,,31,7,1443
Harrington South,8/3/18,8:25,19,pg30,,31,7,1443
Harrington South,8/3/18,8:25,22,pg60,,31,7,1443
Shore Meadows,7/30/18,7:00,80,pg,,31,27,1444
Shore Meadows,7/30/18,7:00,80,pg0,,31,27,1444
Shore Meadows,7/30/18,7:00,63,pg30,,31,27,1444
Shore Meadows,7/30/18,7:00,74,pg60,,31,27,1444
Keystone,7/24/18,7:45,27,pg,,30,10,1445
Keystone,7/24/18,7:45,27,pg0,,30,10,1445
Keystone,7/24/18,7:45,23,pg30,,30,10,1445
Keystone,7/24/18,7:45,27,pg60,,30,10,1445
Keystone,7/31/18,8:00,31,pg,,31,10,1446
Keystone,7/31/18,8:00,23,pg0,,31,10,1446
Keystone,7/31/18,8:00,29,pg30,,31,10,1446
Keystone,7/31/18,8:00,30,pg60,,31,10,1446
Limpet Lane,8/1/18,7:55,32,pg,,31,38,1447
Limpet Lane,8/1/18,7:55,32,pg0,,31,38,1447
Limpet Lane,8/1/18,7:55,30,pg30,,31,38,1447
Limpet Lane,8/1/18,7:55,28,pg60,,31,38,1447
Lagoon North #1,8/4/18,8:01,58,pg,,31,11,1448
Lagoon North #1,8/4/18,8:01,52,pg0,,31,11,1448
Lagoon North #1,8/4/18,8:01,58,pg30,,31,11,1448
Lagoon North #1,8/4/18,8:01,24,pg60,,31,11,1448
Double Bluff North,7/27/18,8:24,39,pg,,30,2,1449
Double Bluff North,7/27/18,8:24,15,pg0,,30,2,1449
Double Bluff North,7/27/18,8:24,33,pg30,,30,2,1449
Double Bluff North,7/27/18,8:24,4,pg60,,30,2,1449
Double Bluff North,8/3/18,8:16,77,pg,,31,2,1450
Double Bluff North,8/3/18,8:16,58,pg0,,31,2,1450
Double Bluff North,8/3/18,8:16,72,pg30,,31,2,1450
Double Bluff North,8/3/18,8:16,76,pg60,,31,2,1450
Swantown,7/30/18,8:13,32,pg,,31,28,1451
Swantown,7/30/18,8:13,18,pg0,,31,28,1451
Swantown,7/30/18,8:13,32,pg30,,31,28,1451
Swantown,7/30/18,8:13,23,pg60,,31,28,1451
Langley Marina,8/6/18,7:15,4,pg,,32,43,1452
Langley Marina,8/6/18,7:15,1,pg0,,32,43,1452
Langley Marina,8/6/18,7:15,2,pg30,,32,43,1452
Langley Marina,8/6/18,7:15,2,pg60,,32,43,1452
Fort Casey North,8/4/18,8:15,49,pg,,31,33,1453
Fort Casey North,8/4/18,8:15,44,pg0,,31,33,1453
Fort Casey North,8/4/18,8:15,49,pg30,,31,33,1453
Fort Casey North,8/4/18,8:15,42,pg60,,31,33,1453
Lagoon Point South,8/7/18,7:30,16,pg,,32,14,1454
Lagoon Point South,8/7/18,7:30,16,pg0,,32,14,1454
Lagoon Point South,8/7/18,7:30,7,pg30,,32,14,1454
Lagoon North #1,8/7/18,8:03,14,pg,,32,11,1455
Lagoon North #1,8/7/18,8:03,14,pg0,,32,11,1455
Lagoon North #1,8/7/18,8:03,11,pg30,,32,11,1455
Lagoon North #1,8/7/18,8:03,9,pg60,,32,11,1455
Bush Point Dock,8/2/18,7:25,7,pg,,31,41,1456
Bush Point Dock,8/2/18,7:25,3,pg0,,31,41,1456
Bush Point Dock,8/2/18,7:25,5,pg30,,31,41,1456
Bush Point Dock,8/2/18,7:25,7,pg60,,31,41,1456
Cliffside,7/29/18,8:50,26,pg,,30,1,1457
Cliffside,7/29/18,8:50,18,pg0,,30,1,1457
Cliffside,7/29/18,8:50,23,pg30,,30,1,1457
Cliffside,7/29/18,8:50,4,pg60,,30,1,1457
Lagoon North #0,8/4/18,8:05,25,pg,,31,13,1458
Lagoon North #0,8/4/18,8:05,25,pg0,,31,13,1458
Lagoon North #0,8/4/18,8:05,25,pg30,,31,13,1458
Lagoon North #0,8/4/18,8:05,20,pg60,,31,13,1458
Malmo Bluff,8/7/18,6:55,22,pg,,32,18,1459
Malmo Bluff,8/7/18,6:55,22,pg0,,32,18,1459
Malmo Bluff,8/7/18,6:55,21,pg30,,32,18,1459
Malmo Bluff,8/7/18,6:55,18,pg60,,32,18,1459
Shore Meadows,8/6/18,7:00,73,pg,,32,27,1460
Shore Meadows,8/6/18,7:00,68,pg0,,32,27,1460
Shore Meadows,8/6/18,7:00,73,pg30,,32,27,1460
Shore Meadows,8/6/18,7:00,56,pg60,,32,27,1460
Mutiny Sands,8/8/18,7:30,24,pg,,32,21,1461
Mutiny Sands,8/8/18,7:30,15,pg0,,32,21,1461
Mutiny Sands,8/8/18,7:30,24,pg30,,32,21,1461
Mutiny Sands,8/8/18,7:30,12,pg60,,32,21,1461
Cliffside,8/8/18,8:10,25,pg,,32,1,1462
Cliffside,8/8/18,8:10,25,pg0,,32,1,1462
Cliffside,8/8/18,8:10,33,pg30,,32,1,1462
