site,date,start_time,end_time,PG_count,burrow_count,burrow_visit,intern_data,qaqc
Cliffside,6/16/14,8:00,9:00,39,3,3,,
Cliffside,6/23/14,7:30,8:30,13,3,,,
Cliffside,6/30/14,7:45,8:45,6,4,4,,
Cliffside,7/7/14,7:10,8:10,14,6,5,,
Cliffside,7/14/14,7:40,8:40,15,6,6,,
Cliffside,7/21/14,7:30,8:30,16,7,7,,
Cliffside,7/28/14,7:45,8:45,12,7,,,
Cliffside,8/4/14,7:10,8:10,5,7,,,
Cliffside,8/11/14,7:25,8:25,13,7,,,
Cliffside,8/18/14,7:10,8:10,4,7,,,
Cliffside,8/26/14,7:45,8:45,0,7,,,
Double Bluff North,6/20/14,8:25,9:31,52,10,26,,
Double Bluff North,6/27/14,8:28,9:35,25,12,1,,
Double Bluff North,7/3/14,7:40,8:47,63,15,3,,
Double Bluff North,7/11/14,8:10,9:20,19,15,,,
Double Bluff North,7/18/14,8:15,9:24,71,18,12,,
Double Bluff North,7/25/14,8:14,8:15,19,18,,,
Double Bluff North,8/1/14,8:10,9:22,80,18,5,,
Double Bluff North,8/7/14,8:15,9:25,16,19,,,
Double Bluff North,8/14/14,8:20,9:28,63,19,,,
Double Bluff North,8/21/14,8:15,9:22,1,19,,,
Double Bluff South,6/19/14,8:00,9:00,6,0,,,
Double Bluff South,6/28/14,7:45,8:45,5,0,,,
Double Bluff South,7/4/14,8:00,9:00,8,1,,,
Double Bluff South,7/9/14,8:30,9:30,7,2,1,,
Double Bluff South,7/16/14,7:45,9:05,13,2,,,
Double Bluff South,7/23/14,8:15,9:30,16,3,,,
Double Bluff South,7/30/14,7:45,9:15,13,3,1,,
Double Bluff South,8/6/14,8:30,9:30,13,3,,,
Double Bluff South,8/15/14,8:00,9:00,7,3,,,
Forbes Point,7/21/14,8:27,9:27,18,3,1,,
Forbes Point,7/30/14,8:38,9:38,13,5,1,,
Forbes Point,8/4/14,8:35,9:35,20,5,,,
Forbes Point,8/14/14,8:33,9:33,19,5,1,,
Forbes Point,8/19/14,8:30,9:30,1,5,,,
Fort Casey North,6/20/14,8:40,9:45,40,0,,,
Fort Casey North,6/27/14,8:45,9:45,35,1,,,
Fort Casey North,7/4/14,9:45,10:00,36,3,,,
Fort Casey North,7/13/14,,,26,5,,,
Fort Casey North,7/18/14,8:35,9:40,32,8,4,,
Fort Casey North,7/24/14,9:00,10:00,35,10,,,
Fort Casey North,8/3/14,8:45,9:45,40,11,2,,
Fort Casey North,8/8/14,8:40,9:43,44,15,2,,
Fort Casey North,8/15/14,8:05,9:05,36,15,1,,
Fort Casey North,8/23/14,8:50,9:50,4,15,,,
Harrington North,6/18/14,7:15,8:15,26,0,,,
Harrington North,6/24/14,6:45,7:45,12,0,,,
Harrington North,7/2/14,8:05,9:10,11,0,,,
Harrington North,7/9/14,7:40,8:40,13,2,,,
Harrington North,7/16/14,8:45,9:45,9,2,,,
Harrington North,7/22/14,7:50,8:50,11,2,,,
Harrington North,7/29/14,7:12,8:12,20,2,,,
Harrington North,8/6/14,7:49,8:49,11,2,,,
Harrington North,8/15/14,7:40,8:40,11,2,,,
Harrington North,8/20/14,8:40,9:40,0,2,,,
Harrington South,6/18/14,8:30,9:30,23,2,2,,
Harrington South,6/23/14,8:15,9:15,8,2,,,
Harrington South,7/1/14,7:30,8:30,13,2,3,,
Harrington South,7/7/14,8:05,9:05,13,3,,,
Harrington South,7/13/14,7:50,8:50,15,3,,,
Harrington South,7/22/14,8:05,9:05,11,3,,,
Harrington South,7/28/14,7:25,8:25,17,6,9,,
Harrington South,8/4/14,7:45,8:45,18,6,,,
Harrington South,8/12/14,8:05,9:05,14,6,,,
Hastie Lake North,6/18/14,7:30,8:30,21,3,3,,
Hastie Lake North,6/25/14,7:30,8:30,4,3,,,
Hastie Lake North,7/2/14,7:30,8:30,21,3,,,
Hastie Lake North,7/9/14,7:30,8:30,0,3,,,
Hastie Lake North,7/16/14,7:30,8:30,16,3,7,,
Hastie Lake North,7/23/14,7:30,7:45,0,3,,,
Hastie Lake North,7/30/14,7:30,8:30,10,3,,,
Hastie Lake North,8/6/14,7:30,8:30,2,3,,,
Hastie Lake South,6/18/14,7:10,8:10,18,0,,,
Hastie Lake South,6/26/14,7:45,8:45,8,1,,,
Hastie Lake South,7/3/14,8:10,9:10,16,2,,,
Hastie Lake South,7/9/14,8:08,9:08,6,7,4,,
Hastie Lake South,7/17/14,8:15,9:15,19,9,7,,
Hastie Lake South,7/25/14,8:06,9:06,24,10,,,
Hastie Lake South,7/31/14,8:00,9:00,29,10,1,,
Hastie Lake South,8/5/14,7:55,8:55,22,10,,,
Hastie Lake South,8/16/14,7:45,8:45,21,10,2,,
Hastie Lake South,8/21/14,7:50,8:50,11,10,,,
Hastie Lake South,8/28/14,7:55,8:55,5,10,,,
Keystone,6/16/14,8:05,9:05,47,,,,
Keystone,6/24/14,6:35,7:35,46,1,,,
Keystone,6/30/14,8:10,9:10,44,1,,,
Keystone,7/7/14,8:00,9:00,50,2,,,
Keystone,7/14/14,8:40,9:40,30,4,,,
Keystone,7/21/14,8:10,9:10,33,4,,,
Keystone,7/28/14,8:00,9:00,49,4,,,
Keystone,8/4/14,8:00,9:00,27,4,,,
Keystone,8/11/14,8:06,9:05,40,5,,,
Keystone,8/18/14,7:55,8:55,14,5,,,
Keystone,8/26/14,8:00,9:00,8,5,,,
Keystone,9/2/14,8:25,9:25,3,5,,,
Lagoon North #1,6/19/14,8:45,9:45,66,8,14,,
Lagoon North #1,6/26/14,9:00,10:00,66,8,,,
Lagoon North #1,7/13/14,7:30,9:30,71,8,1,,
Lagoon North #1,7/18/14,7:00,8:30,67,10,1,,
Lagoon North #1,7/29/14,7:30,8:30,66,10,,,
Lagoon North #1,8/1/14,7:30,9:30,,10,,,
Lagoon North #1,8/7/14,7:00,8:30,11,10,,,
Lagoon North #1,8/15/14,7:30,8:30,62,10,,,
Lagoon North #1,8/24/14,8:30,9:30,20,10,,,
Lagoon North #1,8/31/14,7:30,8:10,0,10,,,
Lagoon North #2,6/20/14,8:30,9:30,12,1,1,,
Lagoon North #2,6/26/14,8:40,9:40,6,1,,,
Lagoon North #2,7/3/14,8:20,9:20,14,1,,,
Lagoon North #2,7/10/14,8:30,9:30,20,1,1,,
Lagoon North #2,7/17/14,8:45,9:45,5,1,,,
Lagoon North #2,7/25/14,8:45,9:45,7,1,,,
Lagoon North #2,7/30/14,8:00,9:00,5,1,,,
Lagoon North #2,8/6/14,,,5,1,,,
Lagoon North #2,8/12/14,,,5,1,,,
Lagoon North #2,8/20/14,,,5,1,,,
Lagoon North #3,6/18/14,8:45,9:05,,1,1,,
Lagoon North #3,6/27/14,8:40,10:00,23,4,3,,
Lagoon North #3,7/3/14,7:20,8:20,20,8,9,,
Lagoon North #3,7/8/14,7:20,8:20,33,8,,,
Lagoon North #3,7/19/14,8:50,9:50,50,8,4,,
Lagoon North #3,7/25/14,7:40,8:45,22,11,12,,
Lagoon North #3,8/1/14,7:30,8:30,21,11,,,
Lagoon North #3,8/8/14,7:25,8:25,30,11,,,
Lagoon North #3,8/22/14,7:45,8:45,14,11,,,
Lagoon North #3,8/28/14,7:40,8:10,1,11,,,
Lagoon South,6/20/14,8:40,9:10,35,0,,,
Lagoon South,6/27/14,8:45,10:00,8,1,,,
Lagoon South,7/4/14,8:45,10:15,29,15,57,,
Lagoon South,7/11/14,8:45,10:05,8,15,,,
Lagoon South,7/18/14,8:45,10:10,38,15,4,,
Lagoon South,7/25/14,8:45,10:05,20,15,1,,
Lagoon South,8/1/14,8:40,10:10,41,17,21,,
Lagoon South,8/8/14,8:45,10:00,10,17,,,
Lagoon South,8/15/14,8:40,10:00,25,17,,,
Ledgewood,6/19/14,8:05,9:10,47,2,3,,
Ledgewood,6/25/14,8:10,9:10,47,6,4,,
Ledgewood,7/4/14,7:48,8:48,38,7,3,,
Ledgewood,7/8/14,8:00,9:00,21,9,2,,
Ledgewood,7/14/14,7:45,8:45,45,9,9,,
Ledgewood,7/25/14,8:15,9:15,27,12,3,,
Ledgewood,7/29/14,7:30,8:30,47,12,4,,
Ledgewood,8/5/14,7:30,8:30,47,13,8,,
Ledgewood,8/16/14,7:45,8:45,33,13,,,
Ledgewood,8/21/14,7:45,8:45,29,13,,,
Ledgewood,8/28/14,8:35,9:35,12,13,,,
Hancock North,6/18/14,8:00,9:00,63,,,,
Hancock North,6/24/14,8:00,9:00,60,,,,
Hancock North,7/8/14,8:43,9:43,32,5,5,,
Hancock North,7/11/14,8:39,9:30,42,7,5,,
Hancock North,7/18/14,7:39,8:39,67,12,42,,
Hancock North,7/25/14,8:32,9:32,57,12,5,,
Hancock North,8/3/14,7:38,8:38,67,13,29,,
Hancock North,8/9/14,7:55,8:55,70,13,,,
Hancock North,8/17/14,8:15,9:15,28,13,,,
Hancock South,7/9/14,7:45,8:45,21,1,,,
Hancock South,7/16/14,8:30,9:30,21,2,4,,
Hancock South,7/26/14,7:45,8:45,15,3,1,,
Hancock South,7/31/14,8:00,9:00,9,4,,,
Hancock South,8/7/14,8:00,9:00,6,4,1,,
Hancock South,8/13/14,8:00,9:00,0,4,,,
Hancock South,8/14/14,8:00,9:00,0,4,,,
Malmo Bluff,6/19/14,8:40,9:40,35,4,2,,
Malmo Bluff,6/24/14,8:20,9:20,24,12,15,,
Malmo Bluff,6/30/14,8:30,9:30,34,15,12,,
Malmo Bluff,7/10/14,8:15,9:15,27,20,32,,
Malmo Bluff,7/15/14,8:30,9:30,27,21,8,,
Malmo Bluff,7/24/14,8:15,9:15,39,21,35,,
Malmo Bluff,7/30/14,8:15,9:15,39,21,2,,
Malmo Bluff,8/7/14,8:15,9:15,16,21,,,
Malmo Bluff,8/14/14,8:18,9:18,39,21,,,
Malmo Bluff,8/21/14,8:10,9:10,10,21,,,
Malmo Bluff,8/20/14,8:00,9:00,0,21,,,
Maylor Point,6/27/14,7:29,8:29,9,3,1,,
Maylor Point,7/1/14,7:29,8:29,25,3,,,
Maylor Point,7/7/14,7:17,8:17,17,3,,,
Maylor Point,7/14/14,7:24,8:24,22,5,6,,
Maylor Point,7/21/14,6:50,7:50,17,5,,,
Maylor Point,7/30/14,6:50,7:50,26,5,,,
Maylor Point,8/4/14,6:56,7:56,20,6,,,
Maylor Point,8/14/14,6:54,7:54,4,6,,,
Maylor Point,8/19/14,7:02,8:02,2,6,,,
Monroe Landing,6/20/14,7:30,8:30,5,1,1,,
Monroe Landing,6/24/14,7:15,8:15,8,1,,,
Monroe Landing,6/27/14,7:40,8:40,5,1,,,
Monroe Landing,7/10/14,8:02,9:02,7,1,,,
Monroe Landing,7/16/14,8:00,9:00,8,1,,,
Monroe Landing,7/25/14,8:40,9:40,11,1,,,
Monroe Landing,7/31/14,8:35,9:35,11,1,,,
Monroe Landing,8/5/14,8:25,9:25,11,1,,,
Monroe Landing,8/19/14,7:55,9:00,11,1,,,
Mutiny Sands,6/19/14,8:15,9:15,34,1,1,,
Mutiny Sands,6/25/14,8:05,9:05,11,3,2,,
Mutiny Sands,7/3/14,8:10,9:10,44,4,2,,
Mutiny Sands,7/10/14,8:00,9:00,7,5,2,,
Mutiny Sands,7/17/14,8:00,9:00,41,11,5,,
Mutiny Sands,7/24/14,8:05,9:05,30,11,1,,
Mutiny Sands,7/31/14,8:00,9:00,56,13,24,,
Mutiny Sands,8/7/14,7:50,8:50,4,13,1,,
Mutiny Sands,8/14/14,8:05,9:05,46,13,1,,
Mutiny Sands,8/21/14,7:54,8:54,2,13,,,
Mutiny Sands,8/28/14,7:40,8:40,1,13,,,
Mutiny Sands,9/4/14,7:49,8:15,0,13,,,
Possession Point,6/20/14,7:37,8:37,24,,,,
Possession Point,6/27/14,7:40,8:40,24,2,2,,
Possession Point,7/4/14,7:32,8:40,22,3,5,,
Possession Point,7/11/14,7:45,8:45,10,3,1,,
Possession Point,7/18/14,7:52,8:52,24,3,,,
Possession Point,7/25/14,7:20,8:29,16,3,1,,
Possession Point,8/1/14,7:42,8:47,21,3,,,
Possession Point,8/8/14,7:51,8:51,7,3,,,
Possession Point,8/15/14,7:40,8:40,21,3,,,
Possession Point,8/30/14,7:48,8:48,2,3,,,
Possession Point,8/22/14,7:45,8:45,4,3,,,
Possession Point,9/5/14,7:33,8:33,0,,,,
Pratts Bluff,6/20/14,8:15,9:15,26,2,,,
Pratts Bluff,6/26/14,7:49,8:49,13,11,23,,
Pratts Bluff,7/3/14,7:44,8:44,22,15,35,,
Pratts Bluff,7/10/14,7:48,8:48,,15,1,,
Pratts Bluff,7/17/14,7:40,8:40,18,15,2,,
Pratts Bluff,7/24/14,7:45,8:45,15,15,1,,
Pratts Bluff,7/31/14,7:40,8:40,26,15,,,
Pratts Bluff,8/7/14,7:34,8:40,25,15,,,
Pratts Bluff,8/14/14,7:35,8:35,25,15,,,
Rolling Hills #1,6/18/14,8:15,9:15,50,10,20,,
Rolling Hills #1,6/25/14,8:00,9:00,21,11,5,,
Rolling Hills #1,7/2/14,8:13,9:13,38,11,18,,
Rolling Hills #1,7/9/14,8:18,9:18,26,11,,,
Rolling Hills #1,7/16/14,8:18,9:18,43,11,11,,
Rolling Hills #1,7/23/14,8:15,9:15,16,12,2,,
Rolling Hills #1,7/30/14,8:00,9:00,40,14,63,,
Rolling Hills #1,8/6/14,8:06,9:06,20,14,,,
Rolling Hills #1,8/13/14,8:15,9:15,47,14,17,,
Rolling Hills #1,8/20/14,8:20,9:20,7,14,,,
Rolling Hills #1,8/27/14,8:10,9:10,2,14,,,
Rolling Hills #2,6/17/14,7:40,8:40,52,0,,,
Rolling Hills #2,6/23/14,7:05,8:05,28,0,,,
Rolling Hills #2,6/30/14,7:50,8:50,56,1,,,
Rolling Hills #2,7/7/14,8:35,9:25,46,1,,,
Rolling Hills #2,7/14/14,7:40,8:40,49,8,13,,
Rolling Hills #2,7/21/14,8:45,9:45,39,8,,,
Rolling Hills #2,7/28/14,7:35,8:35,54,8,2,,
Rolling Hills #2,8/11/14,7:00,8:00,55,8,9,,
Rolling Hills #2,8/22/14,7:42,8:42,44,8,,,
Rolling Hills #2,8/25/14,6:05,7:05,22,8,,,
Rolling Hills #2,9/1/14,7:45,8:45,0,8,,,
Rolling Hills #3,6/23/14,8:20,9:45,28,1,,,
Rolling Hills #3,6/30/14,8:35,9:50,38,3,,,
Rolling Hills #3,7/7/14,8:30,9:35,40,3,,,
Rolling Hills #3,7/15/14,8:45,9:45,60,3,,,
Rolling Hills #3,7/21/14,8:01,9:02,25,3,,,
Rolling Hills #3,8/5/14,8:25,9:25,45,3,,,
Rolling Hills #3,8/11/14,8:10,9:10,44,3,,,
Rolling Hills #3,8/18/14,8:45,9:45,51,3,,,
Shore Meadows,6/20/14,7:05,8:05,71,13,26,,
Shore Meadows,6/29/14,7:15,8:15,64,28,53,,
Shore Meadows,7/6/14,7:05,8:05,52,28,13,,
Shore Meadows,7/13/14,6:58,7:58,60,30,58,,
Shore Meadows,7/20/14,6:55,7:55,92,32,25,,
Shore Meadows,7/27/14,7:00,8:00,80,32,10,,
Shore Meadows,8/3/14,7:00,8:00,96,36,43,,
Shore Meadows,8/10/14,7:23,8:23,60,37,3,,
Shore Meadows,8/17/14,6:40,7:40,76,37,,,
Shore Meadows,8/24/14,7:10,8:10,22,37,,,
Shore Meadows,8/31/14,7:05,8:05,1,37,,,
Swantown,6/21/14,8:37,9:37,11,0,,,
Swantown,6/26/14,8:30,9:30,8,0,,,
Swantown,7/1/14,8:15,9:15,7,3,,,
Swantown,7/10/14,8:12,9:12,13,4,,,
Swantown,7/15/14,8:10,9:10,14,4,,,
Swantown,7/25/14,8:13,9:13,11,4,,,
Swantown,7/29/14,8:10,9:10,21,4,,,
Swantown,8/7/14,8:05,9:05,3,6,,,
Swantown,8/12/14,8:35,9:35,15,9,,,
Swantown,8/21/14,8:00,9:00,10,7,,,
Swantown,8/26/14,8:10,9:15,5,7,,,
Swantown,9/5/14,8:10,9:10,0,7,,,
Cliffside,6/28/10,8:00,9:10,10,6,1,,
Cliffside,7/3/10,8:15,9:30,23,6,,,
Cliffside,7/5/10,8:15,9:15,38,6,,,
Cliffside,7/13/10,10:00,11:05,2,6,,,
Cliffside,7/21/10,8:30,9:40,1,,,,
Double Bluff North,7/1/10,8:35,9:46,99,20,36,,
Double Bluff North,7/10/10,8:30,9:40,48,23,5,,
Double Bluff North,7/14/10,8:20,9:25,79,28,11,,
Double Bluff North,7/21/10,8:25,9:31,72,29,8,,
Double Bluff North,7/28/10,8:45,10:00,105,32,20,,
Double Bluff North,8/4/10,8:25,9:31,99,33,2,,
Double Bluff North,8/11/10,8:30,9:43,63,33,2,,
Double Bluff North,8/18/10,8:25,9:28,12,36,,,
Double Bluff North,8/25/10,8:23,9:30,34,36,,,
Forbes Point,6/28/10,8:30,9:30,18,,,,
Forbes Point,7/5/10,8:06,9:06,17,,,,
Forbes Point,7/12/10,7:25,8:25,20,2,,,
Forbes Point,7/18/10,7:43,8:43,16,3,2,,
Forbes Point,7/27/10,7:36,8:36,18,5,1,,
Forbes Point,8/2/10,7:56,8:56,17,5,,,
Forbes Point,8/7/10,7:26,8:26,13,5,,,
Forbes Point,8/16/10,7:28,8:28,22,5,,,
Forbes Point,8/24/10,7:44,8:44,9,5,,,
Fort Casey,6/27/10,8:40,10:10,50,1,,,
Fort Casey,7/7/10,8:40,9:45,20,4,1,,
Fort Casey,7/14/10,8:30,9:30,50,5,2,,
Fort Casey,7/24/10,8:30,9:30,40,7,1,,
Fort Casey,8/7/10,8:30,9:40,43,,,,
Fort Casey,8/1/10,8:30,9:30,50,10,27,,
Fort Casey,8/14/10,8:35,9:35,21,10,,,
Hastie Lake,6/24/10,8:45,9:45,23,1,1,,
Hastie Lake,7/8/10,8:45,9:45,41`,1,2,,
Hastie Lake,7/15/10,8:45,9:45,13,1,,,
Hastie Lake,7/22/10,8:30,9:45,29,4,2,,
Hastie Lake,7/29/10,8:30,9:45,32,5,1,,
Hastie Lake,8/5/10,8:30,9:30,16,5,,,
Hastie Lake,8/12/10,8:40,9:40,14,6,1,,
Hastie Lake,8/19/10,8:40,9:45,7,,,,
Hastie Lake,8/26/10,8:30,9:30,1,,,,
Hancock North,6/26/10,8:33,9:35,69,2,2,,
Hancock North,7/7/10,7:50,8:55,59,10,7,,
Hancock North,7/13/10,8:10,9:10,66,15,16,,
Hancock North,7/21/10,8:20,9:20,65,15,35,,
Hancock North,7/24/10,8:10,9:10,47,16,6,,
Hancock North,8/6/10,8:00,9:00,29,16,3,,
Hancock North,8/9/10,8:20,9:20,42,16,4,,
Hancock North,8/19/10,7:15,8:15,9,16,,,
Hancock North,8/24/10,8:42,9:42,3,,,,
Harrington North,6/29/10,7:08,9:20,27,4,6,,
Harrington North,7/6/10,7:20,8:20,32,4,,,
Harrington North,7/26/10,6:40,7:40,25,4,3,,
Harrington North,7/13/10,6:30,7:40,22,,1,,
Harrington North,7/20/10,6:20,7:30,24,,4,,
Harrington North,8/3/10,8:35,9:35,19,,,,
Harrington North,8/10/10,8:16,9:16,37,,,,
Harrington South,6/24/10,8:00,9:00,21,,,,
Harrington South,7/15/10,8:00,9:00,16,4,,,
Harrington South,7/22/10,8:00,9:00,13,4,,,
Harrington South,7/29/10,8:00,9:00,18,7,20,,
Harrington South,8/5/10,8:00,9:00,12,7,2,,
Harrington South,8/12/10,8:00,9:00,17,7,2,,
Keystone,6/28/10,8:00,9:05,45,,,,
Keystone,7/6/10,7:50,8:55,25,4,,,
Keystone,7/15/10,7:25,8:35,24,5,5,,
Keystone,7/19/10,8:18,9:30,24,8,,,
Keystone,7/28/10,7:40,8:45,25,8,1,,
Keystone,8/4/10,8:45,9:37,21,9,2,,
Keystone,8/18/10,7:50,8:50,20,,,,
Keystone,8/24/10,7:29,8:30,9,9,,,
Lagoon North #1,7/3/10,7:20,8:45,38,4,10,,
Lagoon North #1,7/10/10,6:45,7:50,53,4,3,,
Lagoon North #1,7/16/10,7:15,8:15,45,5,3,,
Lagoon North #1,7/20/10,7:20,8:20,49,7,5,,
Lagoon North #1,7/28/10,8:07,9:10,25,7,7,,
Lagoon North #1,8/13/10,7:10,8:10,49,,,,
Lagoon North #1,8/19/10,7:40,8:40,12,,,,
Lagoon North #2,6/29/10,8:30,9:45,8,1,,,
Lagoon North #2,7/6/10,8:00,9:30,9,2,,,
Lagoon North #2,7/16/10,8:20,9:45,9,2,,,
Lagoon North #2,7/22/10,8:20,9:25,14,2,,,
Lagoon North #2,7/30/10,8:30,8:35,12,2,,,
Lagoon North #2,8/3/10,8:35,9:40,9,2,,,
Lagoon North #3,7/1/10,,,18,0,,,
Lagoon North #3,7/6/10,,,23,5,,,
Lagoon North #3,7/14/10,,,28,5,16,,
Lagoon North #3,7/24/10,,,23,5,9,,
Lagoon North #3,7/29/10,,,15,5,2,,
Lagoon North #3,8/4/10,,,9,5,1,,
Lagoon North #3,8/11/10,8:00,9:00,14,5,,,
Lagoon South,6/29/10,8:45,9:55,37,6,8,,
Lagoon South,7/8/10,8:50,10:15,8,,,,
Lagoon South,7/15/10,8:45,10:00,28,,3,,
Lagoon South,7/22/10,8:45,10:00,4,6,9,,
Lagoon South,7/28/09,8:45,10:15,35,6,3,,
Lagoon South,8/5/10,8:40,10:00,24,6,9,,
Lagoon South,8/12/10,8:40,,44,6,1,,
Lagoon South,8/18/10,8:40,9:40,15,,,,
Lagoon South,8/26/10,8:25,9:35,21,,,,
Ledgewood,6/29/10,8:30,9:45,37,3,,,
Ledgewood,7/9/10,8:40,9:40,31,4,,,
Ledgewood,7/13/10,8:30,9:40,29,4,1,,
Ledgewood,7/19/10,8:30,9:40,36,5,1,,
Ledgewood,7/26/10,8:35,9:35,41,5,,,
Ledgewood,8/5/10,8:30,9:30,33,5,,,
Ledgewood,8/11/10,8:35,9:35,5,5,,,
Ledgewood,8/18/10,8:30,9:25,10,5,,,
Limpet Lane,6/24/10,7:30,8:30,10,,,,
Limpet Lane,6/30/10,,,28,2,2,,
Limpet Lane,7/8/10,7:45,8:45,0,,,,
Limpet Lane,7/14/10,7:45,8:45,28,4,2,,
Limpet Lane,7/21/10,7:40,8:40,18,4,4,,
Limpet Lane,7/28/10,7:50,8:50,35,4,,,
Limpet Lane,8/6/10,7:40,8:40,12,5,3,,
Limpet Lane,8/15/10,7:45,8:45,25,,3,,
Limpet Lane,8/21/10,7:45,8:20,13,,,,
Malmo Bluff,6/28/10,8:10,9:20,32,6,5,,
Malmo Bluff,7/8/10,7:45,8:55,8,8,,,
Malmo Bluff,7/15/10,7:55,,33,9,4,,
Malmo Bluff,7/22/10,8:20,9:30,25,9,,,
Malmo Bluff,7/30/10,8:25,9:45,29,10,1,,
Malmo Bluff,8/4/10,8:00,9:10,18,10,,,
Malmo Bluff,8/11/10,7:00,,40,10,,,
Malmo Bluff,8/24/10,6:10,7:10,13,10,,,
Maylor Point,6/28/10,8:45,10:01,18,4,1,,
Maylor Point,7/5/10,8:45,10:00,22,5,1,,
Maylor Point,7/11/10,8:40,9:41,2,,,,
Maylor Point,7/19/10,8:30,9:45,22,5,,,
Maylor Point,7/26/10,8:39,9:40,8,5,2,,
Maylor Point,8/2/10,8:56,10:10,127,6,3,,
Maylor Point,8/9/10,8:25,9:30,2,,,,
Maylor Point,8/16/10,,,53,,,,
Monroe Landing,6/28/10,8:10,9:10,12,,,,
Monroe Landing,7/5/10,8:05,9:05,10,1,,,
Monroe Landing,7/6/10,8:00,9:00,10,2,,,
Monroe Landing,7/17/10,8:40,9:40,14,3,1,,
Monroe Landing,7/19/10,8:40,9:45,,3,,,
Monroe Landing,8/2/10,8:00,9:00,15,3,,,
Mutiny Sands,6/29/10,8:45,9:50,32,6,9,,
Mutiny Sands,7/6/10,6:45,7:45,24,8,1,,
Mutiny Sands,7/13/10,8:25,9:25,24,10,3,,
Mutiny Sands,7/21/10,8:10,9:10,6,10,,,
Mutiny Sands,7/27/10,8:15,9:15,26,,1,,
Mutiny Sands,8/3/10,8:40,9:40,32,,,,
Mutiny Sands,8/11/10,8:15,9:15,17,,,,
Mutiny Sands,8/18/10,8:30,9:30,6,,,,
Mutiny Sands,8/24/10,8:45,9:45,9,,,,
Possession Point,6/27/10,8:40,9:50,24,2,1,,
Possession Point,7/4/10,8:35,9:45,20,4,3,,
Possession Point,7/11/10,8:10,9:15,15,4,,,
Possession Point,7/18/10,8:11,9:23,20,6,7,,
Possession Point,7/25/10,8:40,10:10,5,6,,,
Possession Point,8/1/10,8:45,9:55,25,6,11,,
Possession Point,8/9/10,8:45,9:50,3,6,,,
Possession Point,8/15/10,8:16,9:20,17,6,,,
Pratts Bluff,7/2/10,8:02,9:10,37,6,,,
Pratts Bluff,7/8/10,7:46,8:46,20,6,,,
Pratts Bluff,7/15/10,7:45,8:45,30,6,,,
Pratts Bluff,7/22/10,7:50,8:50,12,7,,,
Pratts Bluff,7/29/10,7:45,8:45,27,7,3,,
Pratts Bluff,8/5/10,7:40,8:40,14,7,,,
Pratts Bluff,8/12/10,7:40,,24,7,2,,
Pratts Bluff,8/19/10,7:45,8:45,7,7,,,
Rolling Hills #1,6/22/10,8:30,9:30,40,1,,,
Rolling Hills #1,6/29/10,7:45,8:45,30,11,16,,
Rolling Hills #1,7/6/10,8:15,9:15,45,,8,,
Rolling Hills #1,7/13/10,8:25,8:25,30,,,,
Rolling Hills #1,7/18/10,8:15,9:15,50,,1,,
Rolling Hills #1,7/20/10,8:05,9:10,35,,,,
Rolling Hills #1,7/27/10,6:45,7:45,45,,1,,
Rolling Hills #1,7/27/10,8:45,9:45,35,,,,
Rolling Hills #1,8/3/10,7:40,8:40,30,15,1,,
Rolling Hills #1,8/19/10,8:10,9:10,40,,17,,
Rolling Hills #1,8/5/10,8:00,0:00,36,,,,
Rolling Hills #1,8/10/10,8:00,9:00,37,,2,,
Rolling Hills #1,8/17/10,8:20,9:20,3,,,,
Rolling Hills #1,8/24/10,7:50,8:50,5,,,,
Rolling Hills #2,6/29/10,7:45,8:45,39,5,15,,
Rolling Hills #2,7/5/10,8:20,10:00,39,,2,,
Rolling Hills #2,7/12/10,8:30,9:40,25,6,,,
Rolling Hills #2,7/19/10,8:45,10:00,51,6,,,
Rolling Hills #2,7/26/10,8:35,10:25,28,7,,,
Rolling Hills #2,8/4/10,8:00,9:00,31,7,,,
Rolling Hills #2,8/9/10,7:45,9:00,6,7,,,
Shore Meadows,6/24/109,7:35,,56,,,,
Shore Meadows,7/1/10,9:05,10:05,71,,2,,
Shore Meadows,7/8/10,8:20,9:20,47,,2,,
Shore Meadows,7/16/10,7:55,8:55,75,8,1,,
Shore Meadows,7/23/10,7:55,8:55,48,,1,,
Shore Meadows,7/29/10,8:25,9:25,60,9,,,
Shore Meadows,8/5/10,8:23,9:23,43,9,,,
Shore Meadows,6/28/10,8,9,71,4,7,,
Shore Meadows,7/5/10,8:00,9:10,57,,6,,
Shore Meadows,7/12/10,8:50,9:25,61,,1,,
Shore Meadows,7/19/10,7:45,9:15,72,,,,
Shore Meadows,7/23/10,8:00,9:00,41,,2,,
Shore Meadows,8/2/10,7:30,9:00,81,15,,,
Shore Meadows,8/9/10,7:40,9:00,56,,,,
Shore Meadows,8/12/10,,,55,,3,,
Shore Meadows,8/16/10,,,76,,,,
Shore Meadows,8/19/10,7:51,8:51,20,10,,,
Shore Meadows,8/26/09,7:56,8:56,10,10,,,
Swantown,7/1/10,8:45,9:45,27,,,,
Swantown,7/8/10,8:45,,9,1,,,
Swantown,7/14/10,8:40,9:45,21,2,,,
Swantown,7/21/1010,7:56,8:56,15,2,,,
Swantown,7/29/10,8:55,10:15,29,3,,,
Swantown,8/5/10,8:50,9:50,22,1,,,
Swantown,8/13/10,8:15,9:30,23,,,,
Swantown,8/19/10,8:35,9:45,7,,,,
