site,date,start_time,end_time,PG_count,burrow_count,burrow_visit,intern_data,qaqc
Swantown,7/31/15,,,12,3,6,,
Swantown,8/3/15,,,11,6,10,,
Swantown,8/13/15,,,9,3,4,,
Swantown,8/18/15,,,36,1,3,,
Swantown,8/24/15,,,1,1,1,,
Swantown,9/1/15,,,10,2,3,,
Swantown,9/11/15,,,5,0,0,,
Swantown,9/15/15,,,8,0,0,,
Rolling Hills #1,6/24/15,,,61,14,29,,
Rolling Hills #1,7/1/15,,,31,7,11,,
Rolling Hills #1,7/8/15,,,40,8,16,,
Rolling Hills #1,7/15/15,,,9,6,9,,
Rolling Hills #1,7/22/15,,,45,12,22,,
Rolling Hills #1,7/29/15,,,29,1,2,,
Rolling Hills #1,8/5/15,,,45,0,0,,
Rolling Hills #1,8/12/15,,,6,0,0,,
Malmo Bluff,6/22/15,,,25,1,1,,
Malmo Bluff,6/29/15,,,27,13,23,,
Malmo Bluff,7/11/15,,,24,3,4,,
Malmo Bluff,7/17/15,,,31,13,22,,
Malmo Bluff,7/23/15,,,32,6,17,,
Malmo Bluff,7/31/15,,,47,0,0,,
Malmo Bluff,8/5/15,,,44,4,9,,
Malmo Bluff,8/12/15,,,30,0,0,,
Malmo Bluff,8/20/15,,,17,1,7,,
Malmo Bluff,8/27/15,,,3,0,0,,
Rolling Hills #2,6/24/15,,,0,5,7,,pg count is na w/ prey dels
Rolling Hills #2,7/1/15,,,0,2,2,,pg count is na w/ prey dels
Rolling Hills #2,7/8/15,,,0,0,0,,pg count is na w/ prey dels
Rolling Hills #2,7/15/15,,,0,1,1,,pg count is na w/ prey dels
Rolling Hills #2,7/22/15,,,0,2,2,,pg count is na w/ prey dels
Rolling Hills #3,6/23/15,,,59,1,3,,
Rolling Hills #3,6/30/15,,,36,0,0,,
Rolling Hills #3,7/7/15,,,60,2,4,,
Rolling Hills #3,7/14/15,,,24,1,1,,
Rolling Hills #3,7/21/15,,,64,2,6,,
Rolling Hills #3,7/30/15,,,23,0,0,,
Rolling Hills #3,8/6/15,,,39,0,0,,
Rolling Hills #3,8/13/15,,,9,0,0,,
Possession Point,6/20/15,,,21,1,1,,
Possession Point,6/28/15,,,8,0,0,,
Possession Point,7/5/15,,,19,1,2,,
Possession Point,7/12/15,,,10,3,3,,
Possession Point,7/19/15,,,14,3,4,,
Possession Point,7/29/15,,,5,3,5,,
Possession Point,8/3/15,,,21,1,0,,
Possession Point,8/9/15,,,23,1,0,,
Possession Point,8/16/15,,,11,2,1,,
Possession Point,8/23/15,,,1,0,0,,
Mutiny Sands,6/22/15,,,39,2,3,Y,
Mutiny Sands,6/24/15,,,32,4,10,Y,
Mutiny Sands,6/26/15,,,29,4,7,Y,
Mutiny Sands,6/30/15,,,29,8,17,Y,
Mutiny Sands,7/2/15,,,38,0,0,Y,
Mutiny Sands,7/6/15,,,47,9,28,Y,
Mutiny Sands,7/8/15,,,45,7,30,Y,
Mutiny Sands,7/10/15,,,36,8,21,Y,
Mutiny Sands,7/14/15,,,40,6,16,Y,
Mutiny Sands,7/16/15,,,47,8,26,Y,
Mutiny Sands,7/20/15,,,47,4,10,Y,
Mutiny Sands,7/22/15,,,44,3,7,Y,
Mutiny Sands,7/24/15,,,38,2,2,Y,
Mutiny Sands,7/28/15,,,18,3,6,Y,
Mutiny Sands,7/30/15,,,54,2,3,Y,
Mutiny Sands,8/3/15,,,57,7,17,Y,
Mutiny Sands,8/5/15,,,44,4,5,Y,
Mutiny Sands,8/7/15,,,23,3,3,Y,
Mutiny Sands,8/11/15,,,4,1,2,Y,
Mutiny Sands,8/13/15,,,36,2,2,Y,
Mutiny Sands,8/17/15,,,4,2,3,Y,
Mutiny Sands,8/19/15,,,2,1,2,Y,
Mutiny Sands,8/21/15,,,5,1,3,Y,
Mutiny Sands,8/25/15,,,2,1,1,Y,
Mutiny Sands,8/27/15,,,2,0,0,Y,
Ledgewood,6/25/15,,,36,3,5,,
Ledgewood,7/3/15,,,43,6,10,,
Ledgewood,7/11/15,,,32,4,6,,
Ledgewood,7/16/15,,,35,7,13,,
Ledgewood,7/21/15,,,42,7,12,,
Ledgewood,7/29/15,,,26,4,8,,
Ledgewood,8/1/15,,,43,4,9,,
Ledgewood,8/6/15,,,43,4,7,,
Ledgewood,8/13/15,,,24,2,3,,
Ledgewood,8/22/15,,,17,0,0,,
Ledgewood,8/29/15,,,0,0,0,,
Shore Meadows,6/24/15,,,76,7,9,,
Shore Meadows,7/1/15,,,49,17,31,,
Shore Meadows,7/8/15,,,90,12,17,,
Shore Meadows,7/15/15,,,85,12,24,,
Shore Meadows,7/22/15,,,89,23,36,,
Shore Meadows,7/29/15,,,65,4,6,,
Shore Meadows,8/5/15,,,107,9,14,,
Shore Meadows,8/12/15,,,55,1,1,,
Shore Meadows,8/19/15,,,39,1,5,,
Shore Meadows,8/26/15,,,2,2,2,,
Shore Meadows,9/2/15,,,0,0,0,,
Pratts Bluff,6/23/15,,,25,2,2,,
Pratts Bluff,6/30/15,,,17,14,45,,
Pratts Bluff,7/7/15,,,33,2,5,,
Pratts Bluff,7/14/15,,,18,4,9,,
Pratts Bluff,7/21/15,,,30,8,20,,
Pratts Bluff,7/28/15,,,25,3,3,,
Pratts Bluff,8/4/15,,,27,0,0,,
Pratts Bluff,8/11/15,,,7,0,0,,
Pratts Bluff,6/23/15,,,26,5,7,Y,
Pratts Bluff,6/25/15,,,27,7,21,Y,
Pratts Bluff,6/29/15,,,23,12,47,Y,
Pratts Bluff,7/1/15,,,18,11,55,Y,
Pratts Bluff,7/3/15,,,28,12,24,Y,
Pratts Bluff,7/7/15,,,37,12,34,Y,
Pratts Bluff,7/9/15,,,29,10,22,Y,
Pratts Bluff,7/13/15,,,32,5,26,Y,
Pratts Bluff,7/15/15,,,25,15,41,Y,
Pratts Bluff,7/17/15,,,34,10,39,Y,
Pratts Bluff,7/21/15,,,42,11,32,Y,
Pratts Bluff,7/23/15,,,28,11,37,Y,
Pratts Bluff,7/27/15,,,26,3,7,Y,
Pratts Bluff,7/29/15,,,8,3,12,Y,
Pratts Bluff,8/4/15,,,35,0,0,Y,
Pratts Bluff,8/6/15,,,26,1,1,Y,
Pratts Bluff,8/10/15,,,13,1,2,Y,
Pratts Bluff,8/12/15,,,17,1,1,Y,
Pratts Bluff,8/14/15,,,3,0,0,Y,
Pratts Bluff,8/18/15,,,7,0,0,Y,
Pratts Bluff,8/20/15,,,2,0,0,Y,
Maylor Point,6/26/15,,,7,1,1,,
Maylor Point,7/3/15,,,13,2,1,,
Maylor Point,7/10/15,,,13,1,2,,
Maylor Point,7/13/15,,,6,1,1,,
Maylor Point,7/23/15,,,9,0,0,,
Maylor Point,7/13/15,,,4,0,0,,
Maylor Point,8/3/15,,,6,0,0,,
Lagoon North #1,7/16/15,,,57,6,8,,
Lagoon North #1,7/24/15,,,34,4,4,,
Lagoon North #1,7/28/15,,,40,2,3,,
Lagoon North #1,8/7/15,,,46,2,3,,
Lagoon North #1,8/14/15,,,43,2,2,,
Lagoon North #1,8/20/15,,,22,0,0,,
Lagoon North #1,8/27/15,,,4,0,0,,
Harrington South,6/25/15,,,12,2,1,,
Harrington South,7/1/15,,,15,6,3,,
Harrington South,7/6/15,,,18,5,5,,
Harrington South,7/13/15,,,21,1,1,,
Harrington South,7/19/15,,,14,1,1,,
Harrington South,7/27/15,,,17,1,2,,
Harrington South,8/3/15,,,22,1,1,,
Harrington South,8/13/15,,,19,0,0,,
Harrington South,8/18/15,,,14,0,0,,
Double Bluff South,6/24/15,,,4,1,1,,
Double Bluff South,7/1/15,,,3,0,0,,
Double Bluff South,7/7/15,,,8,2,3,,
Double Bluff South,7/15/15,,,11,2,4,,
Double Bluff South,7/22/15,,,11,1,2,,
Double Bluff South,7/30/15,,,14,0,0,,
Double Bluff South,8/5/15,,,10,0,0,,
Double Bluff South,8/11/15,,,8,0,0,,
Hastie Lake South,6/26/15,,,16,8,0,,
Hastie Lake South,7/3/15,,,27,3,3,,
Hastie Lake South,7/10/15,,,32,3,3,,
Hastie Lake South,7/18/15,,,37,5,0,,
Hastie Lake South,7/22/15,,,35,3,4,,
Hastie Lake South,7/29/15,,,9,0,0,,
Hastie Lake South,8/5/15,,,22,2,8,,
Hastie Lake South,8/11/15,,,21,3,2,,
Hastie Lake South,8/18/15,,,34,1,3,,
Hastie Lake South,8/25/15,,,7,1,2,,
Hastie Lake South,9/1/15,,,2,1,2,,
Hastie Lake South,9/8/15,,,2,1,2,,
Hastie Lake South,9/14/15,,,3,1,1,,
Hastie Lake South,9/22/15,,,0,0,0,,
Limpet Lane,7/2/15,,,0,0,0,,
Limpet Lane,8/9/15,,,15,0,0,,
Limpet Lane,8/14/15,,,18,0,0,,
Lagoon North #2,7/15/15,,,0,0,0,,
Lagoon North #2,7/24/15,,,26,2,0,,
Lagoon North #2,7/28/15,,,40,2,3,,
Lagoon North #2,8/7/15,,,0,0,0,,
Lagoon North #2,7/8/15,,,0,0,0,,
Forbes Point,6/26/15,,,13,1,1,,
Forbes Point,7/3/15,,,6,1,2,,
Forbes Point,7/10/15,,,17,1,1,,
Forbes Point,7/20/15,,,12,0,0,,
Forbes Point,7/31/15,,,6,0,0,,
Forbes Point,8/3/15,,,10,0,0,,
Forbes Point,8/14/15,,,10,0,0,,
Forbes Point,8/18/15,,,5,2,3,,
Forbes Point,8/28/15,,,4,0,0,,
Cliffside,6/22/15,,,16,2,3,,
Cliffside,6/29/15,,,9,2,3,,
Cliffside,7/6/15,,,33,5,9,,
Cliffside,7/14/15,,,8,2,3,,
Cliffside,7/20/15,,,27,2,2,,
Cliffside,7/28/15,,,12,2,3,,
Cliffside,8/4/15,,,28,0,0,,
Cliffside,8/10/15,,,14,3,4,,
Cliffside,8/17/15,,,6,0,0,,
Cliffside,8/24/15,,,0,0,0,,
Coupeville Wharf,6/25/15,,,8,0,0,,
Coupeville Wharf,7/2/15,,,7,0,0,,
Coupeville Wharf,7/7/15,,,8,0,0,,
Coupeville Wharf,7/14/15,,,4,0,0,,
Libby North,6/23/15,,,10,1,1,,
Libby North,7/1/15,,,13,1,0,,
Libby North,7/11/15,,,17,2,1,,
Libby North,7/17/15,,,15,2,1,,
Libby North,7/25/15,,,13,2,1,,
Libby North,8/1/15,,,10,0,0,,
Libby North,8/6/15,,,9,0,0,,
Libby North,8/15/15,,,5,0,0,,
Libby North,8/22/15,,,5,0,0,,
Harrington North,6/26/15,,,9,2,2,,
Harrington North,7/3/15,,,17,3,4,,
Harrington North,7/10/15,,,15,3,1,,
Harrington North,7/16/15,,,20,2,2,,
Harrington North,7/23/15,,,19,4,7,,
Harrington North,7/30/15,,,22,4,6,,
Harrington North,8/7/15,,,16,2,2,,
Harrington North,8/14/15,,,11,3,3,,
Harrington North,8/21/15,,,6,1,1,,
Harrington North,8/26/15,,,8,0,0,,
Harrington North,9/9/15,,,0,0,0,,
Lake Hancock North,6/20/15,,,47,5,16,,
Lake Hancock North,6/27/15,,,43,2,4,,
Lake Hancock North,7/4/15,,,58,10,5,,
Lake Hancock North,7/11/15,,,48,5,9,,
Lake Hancock North,7/18/15,,,49,2,4,,
Lake Hancock North,7/25/15,,,53,5,14,,
Lake Hancock North,8/1/15,,,56,14,70,,
Lake Hancock North,8/8/15,,,53,2,6,,
Lake Hancock North,8/15/15,,,65,0,0,,
Keystone,6/24/15,,,86,0,0,,
Keystone,7/1/15,,,39,0,0,,
Keystone,7/10/15,,,42,0,0,,
Keystone,7/17/15,,,67,0,0,,
Keystone,7/22/15,,,59,0,0,,
Keystone,7/31/15,,,25,0,0,,
Keystone,8/5/15,,,55,0,0,,
Keystone,8/12/15,,,11,0,0,,
Keystone,8/18/15,,,42,0,0,,
Fort Casey North,6/24/15,,,39,2,2,,
Fort Casey North,7/4/15,,,33,3,10,,
Fort Casey North,7/11/15,,,31,9,9,,
Fort Casey North,7/17/15,,,32,11,31,,
Fort Casey North,7/24/15,,,32,9,21,,
Fort Casey North,7/29/15,,,34,3,4,,
Fort Casey North,8/7/15,,,0,3,4,,
Fort Casey North,8/15/15,,,14,1,2,,
Fort Casey North,8/23/15,,,2,0,0,,
Fort Casey North,8/30/15,,,0,0,0,,
Monroe Landing,6/17/15,,,9,2,1,,
Monroe Landing,6/24/15,,,12,0,0,,
Monroe Landing,7/1/15,,,8,0,0,,
Monroe Landing,7/8/15,,,6,1,1,,
Monroe Landing,7/15/15,,,4,0,0,,
Monroe Landing,7/21/15,,,10,1,2,,
Monroe Landing,7/28/15,,,6,0,0,,
Monroe Landing,8/4/15,,,12,1,1,,
Monroe Landing,8/11/15,,,8,0,0,,
Monroe Landing,8/17/15,,,10,0,0,,
Double Bluff North,6/24/15,,,40,7,11,,
Double Bluff North,7/3/15,,,41,3,2,,
Double Bluff North,7/10/15,,,52,0,0,,
Double Bluff North,7/17/15,,,57,3,5,,
Double Bluff North,7/24/15,,,51,7,15,,
Double Bluff North,7/31/15,,,35,3,5,,
Double Bluff North,8/7/15,,,43,0,0,,
Double Bluff North,8/13/15,,,28,0,0,,
Double Bluff North,8/21/15,,,10,0,0,,
Lagoon Point South,6/25/15,,,29,2,2,,
Lagoon Point South,7/2/15,,,9,1,1,,
Lagoon Point South,7/9/15,,,39,7,8,,
Lagoon Point South,7/16/15,,,30,17,49,,
Lagoon Point South,7/23/15,,,36,20,33,,
Lagoon Point South,7/30/15,,,23,3,4,,
Lagoon Point South,8/6/15,,,44,1,3,,
Lagoon Point South,8/13/15,,,28,2,4,,
Lagoon Point South,8/20/15,,,11,0,0,,
Lagoon Point South,8/27/15,,,2,0,0,,
Lagoon Point South,7/13/15,,,27,14,27,,
Lagoon North #0,6/23/15,,,4,0,0,,
Lagoon North #0,7/10/15,,,30,1,1,,
Lagoon North #0,7/18/15,,,31,3,4,,
Lagoon North #0,7/26/15,,,25,4,6,,
Lagoon North #0,8/1/15,,,18,0,0,,
Lagoon North #0,8/7/15,,,22,0,0,,
Lagoon North #0,8/12/15,,,20,2,1,,
Lagoon North #0,8/28/15,,,5,0,0,,
