siteName,visitId,ymd,week,internOnly,burrow,prey,visits
Pratts Bluff- INTERN,106,6/29/15,27,on,b.5,noprey,5
Pratts Bluff- INTERN,106,6/29/15,27,on,b.11A,noprey,4
Pratts Bluff- INTERN,106,6/29/15,27,on,b.14,noprey,2
Pratts Bluff- INTERN,106,6/29/15,27,on,b.14,gunnels,1
Pratts Bluff- INTERN,106,6/29/15,27,on,b.2,noprey,3
Pratts Bluff- INTERN,106,6/29/15,27,on,b.2,sculpin,2
Pratts Bluff- INTERN,106,6/29/15,27,on,b.4,noprey,4
Pratts Bluff- INTERN,106,6/29/15,27,on,b.3,noprey,3
Pratts Bluff- INTERN,106,6/29/15,27,on,b.17,noprey,4
Pratts Bluff- INTERN,106,6/29/15,27,on,b.1,noprey,2
Pratts Bluff- INTERN,106,6/29/15,27,on,b.16,noprey,3
Pratts Bluff- INTERN,107,7/1/15,27,on,b.2,noprey,9
Pratts Bluff- INTERN,107,7/1/15,27,on,b.2,sculpin,1
Pratts Bluff- INTERN,107,7/1/15,27,on,b.14,noprey,3
Pratts Bluff- INTERN,107,7/1/15,27,on,b.14,sculpin,1
Pratts Bluff- INTERN,107,7/1/15,27,on,b.14,other,1
Pratts Bluff- INTERN,107,7/1/15,27,on,b.13A,noprey,2
Pratts Bluff- INTERN,107,7/1/15,27,on,b.13A,sculpin,2
Pratts Bluff- INTERN,107,7/1/15,27,on,b.13A,gunnels,2
Pratts Bluff- INTERN,107,7/1/15,27,on,b.4,noprey,5
Pratts Bluff- INTERN,107,7/1/15,27,on,b.4,sculpin,3
Pratts Bluff- INTERN,107,7/1/15,27,on,b.12B,noprey,2
Pratts Bluff- INTERN,107,7/1/15,27,on,b.12B,sculpin,1
Pratts Bluff- INTERN,107,7/1/15,27,on,b.12B,gunnels,1
Pratts Bluff- INTERN,107,7/1/15,27,on,b.12B,other,1
Pratts Bluff- INTERN,107,7/1/15,27,on,b.5,noprey,5
Pratts Bluff- INTERN,107,7/1/15,27,on,b.11A,noprey,6
Pratts Bluff- INTERN,107,7/1/15,27,on,b.17,noprey,3
Pratts Bluff- INTERN,107,7/1/15,27,on,b.3,noprey,5
Pratts Bluff- INTERN,107,7/1/15,27,on,b.16,noprey,1
Pratts Bluff- INTERN,107,7/1/15,27,on,b.12A,noprey,1
Pratts Bluff- INTERN,108,7/3/15,27,on,b.5,noprey,2
Pratts Bluff- INTERN,108,7/3/15,27,on,b.2,noprey,1
Pratts Bluff- INTERN,108,7/3/15,27,on,b.2,sculpin,1
Pratts Bluff- INTERN,108,7/3/15,27,on,b.18,noprey,3
Pratts Bluff- INTERN,108,7/3/15,27,on,b.18,sculpin,1
Pratts Bluff- INTERN,108,7/3/15,27,on,b.18,other,1
Pratts Bluff- INTERN,108,7/3/15,27,on,b.13A,noprey,2
Pratts Bluff- INTERN,108,7/3/15,27,on,b.14,noprey,1
Pratts Bluff- INTERN,108,7/3/15,27,on,b.17,noprey,1
Pratts Bluff- INTERN,108,7/3/15,27,on,b.16,noprey,2
Pratts Bluff- INTERN,108,7/3/15,27,on,b.13B,noprey,2
Pratts Bluff- INTERN,108,7/3/15,27,on,b.13B,other,2
Pratts Bluff- INTERN,108,7/3/15,27,on,b.11A,noprey,2
Pratts Bluff- INTERN,108,7/3/15,27,on,b.4,noprey,2
Pratts Bluff- INTERN,108,7/3/15,27,on,b.3,noprey,1
Pratts Bluff- INTERN,109,7/7/15,28,on,b.2,noprey,3
Pratts Bluff- INTERN,109,7/7/15,28,on,b.3,noprey,1
Pratts Bluff- INTERN,109,7/7/15,28,on,b.5,noprey,1
Pratts Bluff- INTERN,109,7/7/15,28,on,b.11A,noprey,3
Pratts Bluff- INTERN,109,7/7/15,28,on,b.12A,sculpin,1
Pratts Bluff- INTERN,109,7/7/15,28,on,b.12A,gunnels,1
Pratts Bluff- INTERN,109,7/7/15,28,on,b.13B,sculpin,3
Pratts Bluff- INTERN,109,7/7/15,28,on,b.13B,gunnels,1
Pratts Bluff- INTERN,109,7/7/15,28,on,b.4,noprey,4
Pratts Bluff- INTERN,109,7/7/15,28,on,b.4,sculpin,1
Pratts Bluff- INTERN,109,7/7/15,28,on,b.19,noprey,1
Pratts Bluff- INTERN,109,7/7/15,28,on,b.19,other,1
Pratts Bluff- INTERN,109,7/7/15,28,on,b.17,noprey,3
Pratts Bluff- INTERN,109,7/7/15,28,on,b.18,noprey,2
Pratts Bluff- INTERN,109,7/7/15,28,on,b.14,noprey,2
Pratts Bluff- INTERN,109,7/7/15,28,on,b.14,sculpin,3
Pratts Bluff- INTERN,109,7/7/15,28,on,b.14,other,1
Pratts Bluff- INTERN,109,7/7/15,28,on,b.12B,gunnels,2
Pratts Bluff- INTERN,110,7/9/15,28,on,b.13A,sculpin,1
Pratts Bluff- INTERN,110,7/9/15,28,on,b.12A,sculpin,2
Pratts Bluff- INTERN,110,7/9/15,28,on,b.12A,gunnels,1
Pratts Bluff- INTERN,110,7/9/15,28,on,b.12A,other,1
Pratts Bluff- INTERN,110,7/9/15,28,on,b.14,sculpin,3
Pratts Bluff- INTERN,110,7/9/15,28,on,b.14,gunnels,3
Pratts Bluff- INTERN,110,7/9/15,28,on,b.14,other,1
Pratts Bluff- INTERN,110,7/9/15,28,on,b.18,noprey,1
Pratts Bluff- INTERN,110,7/9/15,28,on,b.18,other,1
Pratts Bluff- INTERN,110,7/9/15,28,on,b.5,noprey,1
Pratts Bluff- INTERN,110,7/9/15,28,on,b.3,noprey,1
Pratts Bluff- INTERN,110,7/9/15,28,on,b.4,noprey,1
Pratts Bluff- INTERN,110,7/9/15,28,on,b.4,gunnels,1
Pratts Bluff- INTERN,110,7/9/15,28,on,b.2,noprey,1
Pratts Bluff- INTERN,110,7/9/15,28,on,b.17,noprey,1
Pratts Bluff- INTERN,110,7/9/15,28,on,b.19,noprey,2
Pratts Bluff- INTERN,111,7/13/15,29,on,b.12A,noprey,1
Pratts Bluff- INTERN,111,7/13/15,29,on,b.12A,sculpin,2
Pratts Bluff- INTERN,111,7/13/15,29,on,b.12A,gunnels,3
Pratts Bluff- INTERN,111,7/13/15,29,on,b.4,gunnels,2
Pratts Bluff- INTERN,111,7/13/15,29,on,b.4,other,1
Pratts Bluff- INTERN,111,7/13/15,29,on,b.13B,noprey,1
Pratts Bluff- INTERN,111,7/13/15,29,on,b.13B,sculpin,6
Pratts Bluff- INTERN,111,7/13/15,29,on,b.13B,gunnels,2
Pratts Bluff- INTERN,111,7/13/15,29,on,b.13B,other,1
Pratts Bluff- INTERN,111,7/13/15,29,on,b.14,noprey,1
Pratts Bluff- INTERN,111,7/13/15,29,on,b.14,sculpin,1
Pratts Bluff- INTERN,111,7/13/15,29,on,b.14,gunnels,2
Pratts Bluff- INTERN,111,7/13/15,29,on,b.14,other,2
Pratts Bluff- INTERN,111,7/13/15,29,on,b.18,noprey,1
Maylor Point,113,7/13/15,29,,b.1,gunnels,1
Monroe Landing,114,7/8/15,28,,b.#3,gunnels,1
Hastie Lake South,117,7/10/15,28,,b.2,noprey,1
Hastie Lake South,117,7/10/15,28,,b.6,gunnels,1
Hastie Lake South,117,7/10/15,28,,b.8,noprey,1
Hastie Lake South,118,7/3/15,27,,b.1,gunnels,1
Hastie Lake South,118,7/3/15,27,,b.6,gunnels,1
Hastie Lake South,118,7/3/15,27,,b.7,sculpin,1
Harrington South,121,7/19/15,29,,b.8,gunnels,1
Harrington South,121,7/19/15,29,,b.8,other,1
Fort Casey North,122,7/17/15,29,,b.8,noprey,1
Fort Casey North,122,7/17/15,29,,b.6,noprey,3
Fort Casey North,122,7/17/15,29,,b.6,sculpin,1
Fort Casey North,122,7/17/15,29,,b.1.5,noprey,3
Fort Casey North,122,7/17/15,29,,b.1.5,other,1
Fort Casey North,122,7/17/15,29,,b.7,gunnels,2
Fort Casey North,122,7/17/15,29,,b.2,noprey,8
Fort Casey North,122,7/17/15,29,,b.2,other,1
Fort Casey North,122,7/17/15,29,,b.9,noprey,2
Fort Casey North,122,7/17/15,29,,b.9,other,1
Fort Casey North,122,7/17/15,29,,b.10,noprey,3
Fort Casey North,122,7/17/15,29,,b.11,gunnels,1
Fort Casey North,122,7/17/15,29,,b.12,noprey,1
Fort Casey North,122,7/17/15,29,,b.1,noprey,1
Fort Casey North,122,7/17/15,29,,b.13,noprey,1
Fort Casey North,123,7/17/15,29,,b.10,gunnels,1
Fort Casey North,123,7/17/15,29,,b.13,noprey,1
Fort Casey North,123,7/17/15,29,,b.1,noprey,1
Fort Casey North,123,7/17/15,29,,b.1.5,noprey,3
Fort Casey North,123,7/17/15,29,,b.1.5,other,1
Fort Casey North,123,7/17/15,29,,b.2,noprey,8
Fort Casey North,123,7/17/15,29,,b.2,other,1
Fort Casey North,123,7/17/15,29,,b.8,noprey,1
Fort Casey North,123,7/17/15,29,,b.6,noprey,3
Fort Casey North,123,7/17/15,29,,b.6,sculpin,1
Fort Casey North,123,7/17/15,29,,b.7,gunnels,2
Fort Casey North,123,7/17/15,29,,b.9,noprey,2
Fort Casey North,123,7/17/15,29,,b.9,other,1
Fort Casey North,123,7/17/15,29,,b.11,noprey,4
Fort Casey North,123,7/17/15,29,,b.12,noprey,1
Mutiny Sands- INTERN,124,7/20/15,30,on,b.7A,gunnels,3
Mutiny Sands- INTERN,124,7/20/15,30,on,b.7A,other,1
Mutiny Sands- INTERN,124,7/20/15,30,on,b.6B,gunnels,2
Mutiny Sands- INTERN,124,7/20/15,30,on,b.6A,other,1
Mutiny Sands- INTERN,124,7/20/15,30,on,b.1,noprey,2
Mutiny Sands- INTERN,124,7/20/15,30,on,b.1,gunnels,1
Mutiny Sands- INTERN,125,7/6/15,28,on,b.6B,noprey,1
Mutiny Sands- INTERN,125,7/6/15,28,on,b.6B,sculpin,4
Mutiny Sands- INTERN,125,7/6/15,28,on,b.6B,gunnels,3
Mutiny Sands- INTERN,125,7/6/15,28,on,b.1,noprey,3
Mutiny Sands- INTERN,125,7/6/15,28,on,b.5,gunnels,1
Mutiny Sands- INTERN,125,7/6/15,28,on,b.5,other,2
Mutiny Sands- INTERN,125,7/6/15,28,on,b.5B,sculpin,1
Mutiny Sands- INTERN,125,7/6/15,28,on,b.5B,gunnels,1
Mutiny Sands- INTERN,125,7/6/15,28,on,b.2,sculpin,2
Mutiny Sands- INTERN,125,7/6/15,28,on,b.3,noprey,2
Mutiny Sands- INTERN,125,7/6/15,28,on,b.3,sculpin,2
Mutiny Sands- INTERN,125,7/6/15,28,on,b.3,gunnels,1
Mutiny Sands- INTERN,125,7/6/15,28,on,b.6A,noprey,1
Mutiny Sands- INTERN,125,7/6/15,28,on,b.6A,sculpin,1
Mutiny Sands- INTERN,125,7/6/15,28,on,b.6A,gunnels,1
Mutiny Sands- INTERN,125,7/6/15,28,on,b.4,noprey,1
Mutiny Sands- INTERN,125,7/6/15,28,on,b.8,noprey,1
Mutiny Sands- INTERN,126,7/8/15,28,on,b.2,noprey,2
Mutiny Sands- INTERN,126,7/8/15,28,on,b.2,sculpin,1
Mutiny Sands- INTERN,126,7/8/15,28,on,b.2,gunnels,1
Mutiny Sands- INTERN,126,7/8/15,28,on,b.6B,noprey,1
Mutiny Sands- INTERN,126,7/8/15,28,on,b.6B,sculpin,5
Mutiny Sands- INTERN,126,7/8/15,28,on,b.6B,gunnels,1
Mutiny Sands- INTERN,126,7/8/15,28,on,b.5,other,4
Mutiny Sands- INTERN,126,7/8/15,28,on,b.6A,sculpin,5
Mutiny Sands- INTERN,126,7/8/15,28,on,b.6A,gunnels,1
Mutiny Sands- INTERN,126,7/8/15,28,on,b.1,gunnels,1
Mutiny Sands- INTERN,126,7/8/15,28,on,b.4,noprey,2
Mutiny Sands- INTERN,126,7/8/15,28,on,b.4,sculpin,4
Mutiny Sands- INTERN,126,7/8/15,28,on,b.5B,sculpin,3
Swantown,127,7/20/15,30,,b.1,gunnels,2
Swantown,127,7/20/15,30,,b.1,other,1
Swantown,127,7/20/15,30,,b.2,noprey,3
Swantown,127,7/20/15,30,,b.2,gunnels,4
Swantown,127,7/20/15,30,,b.3,gunnels,1
Swantown,127,7/20/15,30,,b.3,other,1
Swantown,127,7/20/15,30,,b.7,gunnels,1
Swantown,127,7/20/15,30,,b.8,noprey,1
Swantown,127,7/20/15,30,,b.9,gunnels,2
Mutiny Sands- INTERN,128,7/10/15,28,on,b.6B,sculpin,3
Mutiny Sands- INTERN,128,7/10/15,28,on,b.6B,gunnels,1
Mutiny Sands- INTERN,128,7/10/15,28,on,b.2,sculpin,1
Mutiny Sands- INTERN,128,7/10/15,28,on,b.2,gunnels,1
Mutiny Sands- INTERN,128,7/10/15,28,on,b.2,other,1
Mutiny Sands- INTERN,128,7/10/15,28,on,b.5B,sculpin,1
Mutiny Sands- INTERN,128,7/10/15,28,on,b.7A,noprey,1
Mutiny Sands- INTERN,128,7/10/15,28,on,b.5,other,1
Mutiny Sands- INTERN,128,7/10/15,28,on,b.1,noprey,1
Mutiny Sands- INTERN,128,7/10/15,28,on,b.1,sculpin,1
Mutiny Sands- INTERN,128,7/10/15,28,on,b.1,gunnels,1
Mutiny Sands- INTERN,128,7/10/15,28,on,b.4,noprey,2
Mutiny Sands- INTERN,128,7/10/15,28,on,b.4,sculpin,4
Mutiny Sands- INTERN,128,7/10/15,28,on,b.4,other,2
Mutiny Sands- INTERN,129,7/14/15,29,on,b.1,gunnels,2
Mutiny Sands- INTERN,129,7/14/15,29,on,b.1,other,1
Mutiny Sands- INTERN,129,7/14/15,29,on,b.2,noprey,1
Mutiny Sands- INTERN,129,7/14/15,29,on,b.2,gunnels,1
Mutiny Sands- INTERN,129,7/14/15,29,on,b.6B,sculpin,3
Mutiny Sands- INTERN,129,7/14/15,29,on,b.6B,gunnels,2
Mutiny Sands- INTERN,129,7/14/15,29,on,b.6B,other,3
Mutiny Sands- INTERN,129,7/14/15,29,on,b.4,other,1
Mutiny Sands- INTERN,129,7/14/15,29,on,b.6A,other,1
Mutiny Sands- INTERN,129,7/14/15,29,on,b.7A,sculpin,1
Ledgewood,132,6/25/15,26,,b.1,noprey,2
Ledgewood,132,6/25/15,26,,b.12,gunnels,2
Ledgewood,132,6/25/15,26,,b.16,gunnels,1
Ledgewood,133,7/3/15,27,,b.2,gunnels,1
Ledgewood,133,7/3/15,27,,b.2,other,1
Ledgewood,133,7/3/15,27,,b.3,gunnels,1
Ledgewood,133,7/3/15,27,,b.12,gunnels,1
Ledgewood,133,7/3/15,27,,b.7,noprey,3
Ledgewood,133,7/3/15,27,,b.8,noprey,1
Ledgewood,133,7/3/15,27,,b.10,noprey,2
Ledgewood,134,7/11/15,28,,b.1,noprey,1
Ledgewood,134,7/11/15,28,,b.1,gunnels,1
Ledgewood,134,7/11/15,28,,b.18,gunnels,1
Ledgewood,134,7/11/15,28,,b.2,noprey,1
Ledgewood,134,7/11/15,28,,b.2,gunnels,1
Ledgewood,134,7/11/15,28,,b.12,gunnels,1
Ledgewood,135,7/16/15,29,,b.12,gunnels,2
Ledgewood,135,7/16/15,29,,b.3,gunnels,1
Ledgewood,135,7/16/15,29,,b.18,gunnels,1
Ledgewood,135,7/16/15,29,,b.11,noprey,1
Ledgewood,135,7/16/15,29,,b.5A,noprey,3
Ledgewood,135,7/16/15,29,,b.7,noprey,2
Ledgewood,135,7/16/15,29,,b.8,noprey,3
Ledgewood,136,7/21/15,30,,b.3,gunnels,3
Ledgewood,136,7/21/15,30,,b.2,gunnels,2
Ledgewood,136,7/21/15,30,,b.13,gunnels,2
Ledgewood,136,7/21/15,30,,b.5A,gunnels,1
Ledgewood,136,7/21/15,30,,b.7,noprey,2
Ledgewood,136,7/21/15,30,,b.8,noprey,1
Ledgewood,136,7/21/15,30,,b.10,noprey,1
Shore Meadows,137,7/22/15,30,,b.2,sculpin,1
Shore Meadows,137,7/22/15,30,,b.3,gunnels,1
Shore Meadows,137,7/22/15,30,,b.5,noprey,1
Shore Meadows,137,7/22/15,30,,b.5,other,1
Shore Meadows,137,7/22/15,30,,b.7,noprey,2
Shore Meadows,137,7/22/15,30,,b.8,noprey,4
Shore Meadows,137,7/22/15,30,,b.10,noprey,2
Shore Meadows,137,7/22/15,30,,b.11,noprey,1
Shore Meadows,137,7/22/15,30,,b.12,sculpin,1
Shore Meadows,137,7/22/15,30,,b.13,noprey,2
Shore Meadows,137,7/22/15,30,,b.14,noprey,2
Shore Meadows,137,7/22/15,30,,b.15,noprey,2
Shore Meadows,137,7/22/15,30,,b.16,noprey,1
Shore Meadows,137,7/22/15,30,,b.33,gunnels,2
Shore Meadows,137,7/22/15,30,,b.33,other,2
Shore Meadows,137,7/22/15,30,,b.41,noprey,1
Shore Meadows,137,7/22/15,30,,b.36,gunnels,1
Shore Meadows,137,7/22/15,30,,b.32,noprey,1
Shore Meadows,137,7/22/15,30,,b.38,noprey,1
Shore Meadows,137,7/22/15,30,,b.34,noprey,1
Shore Meadows,137,7/22/15,30,,b.39,noprey,1
Shore Meadows,137,7/22/15,30,,b.65,gunnels,1
Shore Meadows,137,7/22/15,30,,b.64,noprey,2
Shore Meadows,137,7/22/15,30,,b.66,noprey,1
Shore Meadows,137,7/22/15,30,,b.61,noprey,1
Hastie Lake South,139,7/22/15,30,,b.3,gunnels,1
Hastie Lake South,139,7/22/15,30,,b.7,sculpin,2
Hastie Lake South,139,7/22/15,30,,b.4,other,1
Mutiny Sands- INTERN,140,7/22/15,30,on,b.2,gunnels,2
Mutiny Sands- INTERN,140,7/22/15,30,on,b.1,noprey,1
Mutiny Sands- INTERN,140,7/22/15,30,on,b.1,gunnels,3
Mutiny Sands- INTERN,140,7/22/15,30,on,b.7A,noprey,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.13A,noprey,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.13A,sculpin,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.13A,gunnels,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.13A,other,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.16,noprey,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.16,sculpin,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.16,gunnels,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.12A,noprey,3
Pratts Bluff- INTERN,141,7/21/15,30,on,b.12A,sculpin,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.12A,gunnels,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.17,noprey,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.17,other,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.14,noprey,3
Pratts Bluff- INTERN,141,7/21/15,30,on,b.2,noprey,5
Pratts Bluff- INTERN,141,7/21/15,30,on,b.4,noprey,3
Pratts Bluff- INTERN,141,7/21/15,30,on,b.4,gunnels,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.18,noprey,2
Pratts Bluff- INTERN,141,7/21/15,30,on,b.3,noprey,2
Pratts Bluff- INTERN,141,7/21/15,30,on,b.5,noprey,1
Pratts Bluff- INTERN,141,7/21/15,30,on,b.12B,noprey,1
Pratts Bluff,143,7/21/15,30,,b.14,noprey,1
Pratts Bluff,143,7/21/15,30,,b.14,gunnels,1
Pratts Bluff,143,7/21/15,30,,b.13,noprey,1
Pratts Bluff,143,7/21/15,30,,b.13,gunnels,2
Pratts Bluff,143,7/21/15,30,,b.17,noprey,4
Pratts Bluff,143,7/21/15,30,,b.16,noprey,2
Pratts Bluff,143,7/21/15,30,,b.15,noprey,2
Pratts Bluff,143,7/21/15,30,,b.1,noprey,2
Pratts Bluff,143,7/21/15,30,,b.3,noprey,3
Pratts Bluff,143,7/21/15,30,,b.4,noprey,2
Mutiny Sands,144,6/23/15,26,,b.5A,gunnels,1
Mutiny Sands,144,6/23/15,26,,b.5A,other,1
Mutiny Sands,144,6/23/15,26,,b.8,noprey,1
Mutiny Sands,144,6/23/15,26,,b.9,noprey,1
Mutiny Sands,144,6/23/15,26,,b.4,noprey,1
Mutiny Sands,144,6/23/15,26,,b.7C,noprey,1
Mutiny Sands,145,6/30/15,27,,b.5A,sculpin,2
Mutiny Sands,145,6/30/15,27,,b.7A,noprey,1
Mutiny Sands,145,6/30/15,27,,b.7C,gunnels,1
Mutiny Sands,146,7/7/15,28,,b.3A,noprey,2
Mutiny Sands,146,7/7/15,28,,b.4,noprey,5
Mutiny Sands,146,7/7/15,28,,b.4,sculpin,1
Mutiny Sands,146,7/7/15,28,,b.4A,noprey,2
Mutiny Sands,146,7/7/15,28,,b.5A,sculpin,1
Mutiny Sands,146,7/7/15,28,,b.6A,sculpin,2
Mutiny Sands,146,7/7/15,28,,b.6A,gunnels,1
Mutiny Sands,146,7/7/15,28,,b.7C,other,1
Mutiny Sands,147,7/14/15,29,,b.1,gunnels,1
Mutiny Sands,147,7/14/15,29,,b.6A,sculpin,2
Mutiny Sands,147,7/14/15,29,,b.7A,other,1
Mutiny Sands,147,7/14/15,29,,b.7C,sculpin,1
Mutiny Sands,148,7/21/15,30,,b.2,sculpin,1
Mutiny Sands,148,7/21/15,30,,b.7A,gunnels,1
Rolling Hills #1,151,7/22/15,30,,b.3,sculpin,1
Rolling Hills #1,151,7/22/15,30,,b.4,noprey,1
Rolling Hills #1,151,7/22/15,30,,b.5,noprey,2
Rolling Hills #1,151,7/22/15,30,,b.8,noprey,1
Rolling Hills #1,151,7/22/15,30,,b.9,noprey,1
Rolling Hills #1,151,7/22/15,30,,b.11,noprey,3
Rolling Hills #1,151,7/22/15,30,,b.13,noprey,1
Rolling Hills #1,151,7/22/15,30,,b.17,noprey,2
Rolling Hills #1,151,7/22/15,30,,b.17,sculpin,1
Rolling Hills #1,151,7/22/15,30,,b.17,gunnels,4
Rolling Hills #1,151,7/22/15,30,,b.17,other,1
Rolling Hills #1,151,7/22/15,30,,b.18,noprey,1
Rolling Hills #1,151,7/22/15,30,,b.19,noprey,1
Rolling Hills #1,151,7/22/15,30,,b.20,noprey,1
Rolling Hills #1,151,7/22/15,30,,b.33,other,1
Rolling Hills #2,152,7/22/15,30,,b.20,noprey,1
Rolling Hills #2,152,7/22/15,30,,b.33,other,1
Mutiny Sands- INTERN,153,7/24/15,30,on,b.2,gunnels,2
Pratts Bluff- INTERN,154,7/23/15,30,on,b.16,noprey,1
Pratts Bluff- INTERN,154,7/23/15,30,on,b.16,sculpin,1
Pratts Bluff- INTERN,154,7/23/15,30,on,b.16,gunnels,2
Pratts Bluff- INTERN,154,7/23/15,30,on,b.12A,noprey,1
Pratts Bluff- INTERN,154,7/23/15,30,on,b.12A,gunnels,3
Pratts Bluff- INTERN,154,7/23/15,30,on,b.12A,other,1
Pratts Bluff- INTERN,154,7/23/15,30,on,b.13A,noprey,3
Pratts Bluff- INTERN,154,7/23/15,30,on,b.13A,gunnels,2
Pratts Bluff- INTERN,154,7/23/15,30,on,b.13A,other,3
Pratts Bluff- INTERN,154,7/23/15,30,on,b.17,noprey,3
Pratts Bluff- INTERN,154,7/23/15,30,on,b.5,noprey,4
Pratts Bluff- INTERN,154,7/23/15,30,on,b.5,other,1
Pratts Bluff- INTERN,154,7/23/15,30,on,b.14,noprey,2
Pratts Bluff- INTERN,154,7/23/15,30,on,b.3,noprey,4
Pratts Bluff- INTERN,154,7/23/15,30,on,b.18,noprey,1
Pratts Bluff- INTERN,154,7/23/15,30,on,b.11A,noprey,2
Pratts Bluff- INTERN,154,7/23/15,30,on,b.2,noprey,2
Pratts Bluff- INTERN,154,7/23/15,30,on,b.12B,noprey,1
Libby North/Sierra,156,7/25/15,30,,b.2,other,1
Lagoon Point South,157,7/23/15,30,,b.1-A,noprey,1
Lagoon Point South,157,7/23/15,30,,b.1-B,noprey,1
Lagoon Point South,157,7/23/15,30,,b.1-D,noprey,1
Lagoon Point South,157,7/23/15,30,,b.1-E,noprey,1
Lagoon Point South,157,7/23/15,30,,b.2-A,noprey,2
Lagoon Point South,157,7/23/15,30,,b.2-B,noprey,1
Lagoon Point South,157,7/23/15,30,,b.2-D,noprey,5
Lagoon Point South,157,7/23/15,30,,b.2-F,noprey,1
Lagoon Point South,157,7/23/15,30,,b.2-G,noprey,3
Lagoon Point South,157,7/23/15,30,,b.2-I,noprey,1
Lagoon Point South,157,7/23/15,30,,b.3-A,noprey,1
