region,site,date,intern_data,burrow_name,visit_type,visits
Whidbey,Lagoon North #1,7/16/15,,b.1b,noprey,1
Whidbey,Lagoon North #1,7/16/15,,b.1A,sculpin,1
Whidbey,Lagoon North #1,7/16/15,,b.1,noprey,1
Whidbey,Lagoon North #1,7/16/15,,b.A,noprey,1
Whidbey,Lagoon North #1,7/16/15,,b.A,sculpin,1
Whidbey,Lagoon North #1,7/16/15,,b.B,sculpin,1
Whidbey,Swantown,7/16/15,,b.1,other,1
Whidbey,Swantown,7/16/15,,b.2,gunnels,1
Whidbey,Swantown,6/7/16,,b.1,noprey,1
Whidbey,Swantown,6/7/16,,b.2,noprey,1
Whidbey,Harrington South,6/7/16,,b.1,noprey,1
Whidbey,Harrington South,6/7/16,,b.2,noprey,1
Whidbey,Malmo Bluff,6/9/16,,b.22,noprey,2
Whidbey,Lagoon North #1,6/6/16,,b.1A,noprey,1
Whidbey,Lagoon North #1,6/6/16,,b.4,noprey,1
Whidbey,Lagoon North #1,6/6/16,,b.1,noprey,1
Whidbey,Lagoon North #1,6/6/16,,b.5,noprey,1
Whidbey,Shore Meadows,6/10/16,,b.1,noprey,1
Whidbey,Shore Meadows,6/10/16,,b.31,noprey,1
Whidbey,Langley Marina,6/8/16,,b.2,noprey,1
Whidbey,Langley Marina,6/8/16,,b.1,noprey,1
Whidbey,Lagoon South,6/9/16,,b.1-A,noprey,1
Whidbey,Lagoon South,6/9/16,,b.1-B,noprey,1
Whidbey,Lagoon South,6/9/16,,b.1-C,noprey,1
Whidbey,Lagoon South,6/9/16,,b.1-D,noprey,1
Whidbey,Lagoon South,6/9/16,,b.3-A,noprey,3
Whidbey,Lagoon South,6/9/16,,b.3-B,noprey,2
Whidbey,Lagoon South,6/9/16,,b.3-C,noprey,1
Whidbey,Lagoon South,6/9/16,,b.3-D,noprey,3
Whidbey,Lagoon South,6/9/16,,b.3-E,noprey,1
Whidbey,Lagoon South,6/9/16,,b.3-F,noprey,1
Whidbey,Lagoon South,6/9/16,,b.4A,noprey,2
Whidbey,Lagoon South,6/9/16,,b.4B,noprey,2
Whidbey,Lagoon South,6/9/16,,b.4C,noprey,1
Whidbey,Lagoon South,6/9/16,,b.4D,noprey,2
Whidbey,Hancock Lake,6/7/16,,b.2,noprey,4
Whidbey,Hancock Lake,6/7/16,,b.12,noprey,2
Whidbey,Hancock Lake,6/7/16,,b.15,noprey,1
Whidbey,Hancock Lake,6/7/16,,b.S4,noprey,1
Whidbey,Hancock Lake,6/7/16,,b.S6,noprey,2
Whidbey,Hancock Lake,6/7/16,,b.S7,noprey,1
Whidbey,Fort Casey North,6/10/16,,b.15,noprey,1
Whidbey,Pratts Bluff,6/10/16,,b.5,noprey,1
Whidbey,Possession Point,6/5/16,,b.E1,noprey,2
Whidbey,Rolling Hills #1,6/7/16,,b.2,noprey,2
Whidbey,Rolling Hills #1,6/7/16,,b.3,noprey,1
Whidbey,Rolling Hills #1,6/7/16,,b.4,noprey,6
Whidbey,Rolling Hills #1,6/7/16,,b.5,noprey,1
Whidbey,Rolling Hills #1,6/7/16,,b.8,noprey,2
Whidbey,Rolling Hills #1,6/7/16,,b.8,gunnels,2
Whidbey,Rolling Hills #1,6/7/16,,b.15,noprey,1
Whidbey,Rolling Hills #1,6/7/16,,b.18,noprey,4
Whidbey,Rolling Hills #1,6/7/16,,b.19,gunnels,1
Whidbey,Rolling Hills #1,6/7/16,,b.25,other,1
Whidbey,Rolling Hills #1,6/7/16,,b.26,noprey,1
Whidbey,Rolling Hills #1,6/7/16,,b.32a,noprey,2
Whidbey,Rolling Hills #1,6/7/16,,b.28,noprey,1
Whidbey,Rolling Hills #1,6/7/16,,b.28,gunnels,2
Whidbey,Rolling Hills #1,6/7/16,,b.33,noprey,1
Whidbey,Rolling Hills #1,6/7/16,,b.9,noprey,2
Whidbey,Rolling Hills #1,6/14/16,,b.4,noprey,1
Whidbey,Rolling Hills #1,6/14/16,,b.8,gunnels,1
Whidbey,Rolling Hills #1,6/14/16,,b.15,gunnels,2
Whidbey,Rolling Hills #1,6/14/16,,b.19,gunnels,1
Whidbey,Rolling Hills #1,6/14/16,,b.25,sculpin,1
Whidbey,Rolling Hills #1,6/14/16,,b.28,gunnels,1
Whidbey,Langley Marina,6/15/16,,b.1,noprey,1
Whidbey,Hancock Lake,6/16/16,,b.S7,noprey,1
Whidbey,Hancock Lake,6/16/16,,b.S7,gunnels,1
Whidbey,Hancock Lake,6/16/16,,b.3,noprey,1
Whidbey,Ledgewood,6/9/16,,b.1,noprey,1
Whidbey,Ledgewood,6/16/16,,b.5,noprey,1
Whidbey,Ledgewood,6/16/16,,b.7,noprey,1
Whidbey,Ledgewood,6/16/16,,b.18,noprey,1
Whidbey,Lagoon South,6/16/16,,b.2A,noprey,1
Whidbey,Lagoon South,6/16/16,,b.3-A,noprey,1
Whidbey,Lagoon South,6/16/16,,b.3-B,noprey,2
Whidbey,Lagoon South,6/16/16,,b.3-C,noprey,1
Whidbey,Lagoon South,6/16/16,,b.3-E,noprey,2
Whidbey,Lagoon South,6/16/16,,b.3F,noprey,1
Whidbey,Lagoon South,6/16/16,,b.3G,noprey,2
Whidbey,Lagoon South,6/16/16,,b.4C,noprey,1
Whidbey,Lagoon South,6/16/16,,b.4D,noprey,1
Whidbey,Lagoon South,6/16/16,,b.4E,noprey,2
Whidbey,Lagoon South,6/16/16,,b.4F,noprey,1
Whidbey,Cliffside,6/13/16,,b.4,noprey,1
Whidbey,Cliffside,6/13/16,,b.6,noprey,1
Whidbey,Cliffside,6/13/16,,b.1,noprey,1
Whidbey,Mutiny Sands,6/9/16,,b.4,noprey,1
Whidbey,Mutiny Sands,6/9/16,,b.2,noprey,1
Whidbey,Mutiny Sands,6/9/16,,b.3,noprey,2
Whidbey,Mutiny Sands,6/9/16,,b.18,noprey,1
Whidbey,Pratts Bluff,6/17/16,,b.13,noprey,2
Whidbey,Pratts Bluff,6/17/16,,b.13,gunnels,1
Whidbey,Pratts Bluff,6/17/16,,b.4,noprey,2
Whidbey,Pratts Bluff,6/17/16,,b.4,gunnels,1
Whidbey,Pratts Bluff,6/17/16,,b.5,gunnels,1
Whidbey,Pratts Bluff,6/17/16,,b.12a,noprey,1
Whidbey,Pratts Bluff,6/17/16,,b.14,noprey,1
Whidbey,Pratts Bluff,6/17/16,,b.18,sculpin,1
Whidbey,Shore Meadows,6/17/16,,b.1,noprey,1
Whidbey,Shore Meadows,6/17/16,,b.2,noprey,1
Whidbey,Shore Meadows,6/17/16,,b.3,noprey,2
Whidbey,Shore Meadows,6/17/16,,b.4,noprey,2
Whidbey,Shore Meadows,6/17/16,,b.5,noprey,1
Whidbey,Shore Meadows,6/17/16,,b.6,noprey,1
Whidbey,Shore Meadows,6/17/16,,b.31,noprey,2
Whidbey,Shore Meadows,6/17/16,,b.32,noprey,1
Whidbey,Shore Meadows,6/17/16,,b.33,noprey,1
Whidbey,Shore Meadows,6/17/16,,b.34,noprey,1
Whidbey,Shore Meadows,6/17/16,,b.35,noprey,1
Whidbey,Shore Meadows,6/17/16,,b.51,noprey,1
Whidbey,Shore Meadows,6/17/16,,b.52,noprey,1
Whidbey,Malmo Bluff,6/16/16,,b.22,noprey,1
Whidbey,Malmo Bluff,6/16/16,,b.4,noprey,2
Whidbey,Malmo Bluff,6/16/16,,b.4,other,1
Whidbey,Malmo Bluff,6/16/16,,b.13,noprey,1
Whidbey,Malmo Bluff,6/16/16,,b.27,noprey,1
Whidbey,Harrington North,6/17/16,,b.8,noprey,1
Whidbey,Pratts Bluff- INTERN,6/14/16,on,b.14,sculpin,2
Whidbey,Pratts Bluff- INTERN,6/16/16,on,b.14,sculpin,3
Whidbey,Pratts Bluff- INTERN,6/16/16,on,b.4,sculpin,2
Whidbey,Pratts Bluff- INTERN,6/16/16,on,b.5,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/16/16,on,b.5,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/16/16,on,b.13,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/16/16,on,b.13,gunnels,2
Whidbey,Cliffside,6/20/16,,b.1,noprey,1
Whidbey,Cliffside,6/20/16,,b.3,noprey,1
Whidbey,Cliffside,6/20/16,,b.2,noprey,1
Whidbey,Cliffside,6/20/16,,b.6,noprey,1
Whidbey,Hancock Lake,6/21/16,,b.S6,noprey,2
Whidbey,Hancock Lake,6/21/16,,b.S7,noprey,3
Whidbey,Hancock Lake,6/21/16,,b.2,noprey,4
Whidbey,Hancock Lake,6/21/16,,b.3,noprey,3
Whidbey,Hancock Lake,6/21/16,,b.12,noprey,8
Whidbey,Hancock Lake,6/21/16,,b.4,noprey,2
Whidbey,Hancock Lake,6/21/16,,b.8,noprey,1
Whidbey,Hancock Lake,6/21/16,,b.10,noprey,3
Whidbey,Hancock Lake,6/21/16,,b.10,gunnels,1
Whidbey,Hancock Lake,6/21/16,,b.16,noprey,3
Whidbey,Hancock Lake,6/21/16,,b.S5,noprey,1
Whidbey,Fort Casey North,6/17/16,,b.1,noprey,1
Whidbey,Lagoon North #0,6/21/16,,b.1,noprey,1
Whidbey,Lagoon North #0,6/21/16,,b.1,gunnels,1
Whidbey,Lagoon North #0,6/21/16,,b.2,noprey,1
Whidbey,Swantown,6/21/16,,b.2,noprey,2
Whidbey,Swantown,6/21/16,,b.3,noprey,3
Whidbey,Rolling Hills #1,6/21/16,,b.3,gunnels,2
Whidbey,Rolling Hills #1,6/21/16,,b.4,noprey,5
Whidbey,Rolling Hills #1,6/21/16,,b.5,gunnels,2
Whidbey,Rolling Hills #1,6/21/16,,b.8,sculpin,1
Whidbey,Rolling Hills #1,6/21/16,,b.8,gunnels,3
Whidbey,Rolling Hills #1,6/21/16,,b.8,other,1
Whidbey,Rolling Hills #1,6/21/16,,b.13,other,1
Whidbey,Rolling Hills #1,6/21/16,,b.15,gunnels,1
Whidbey,Rolling Hills #1,6/21/16,,b.19,sculpin,2
Whidbey,Rolling Hills #1,6/21/16,,b.19,gunnels,2
Whidbey,Rolling Hills #1,6/21/16,,b.20,gunnels,1
Whidbey,Rolling Hills #1,6/21/16,,b.25,sculpin,1
Whidbey,Rolling Hills #1,6/21/16,,b.28,sculpin,1
Whidbey,Rolling Hills #1,6/21/16,,b.31a,sculpin,1
Whidbey,Rolling Hills #1,6/21/16,,b.33,gunnels,1
Whidbey,Double Bluff South,6/23/16,,b.1,sculpin,1
Whidbey,Mutiny Sands,6/23/16,,b.10,gunnels,1
Whidbey,Lagoon South,6/23/16,,b.3-C,gunnels,1
Whidbey,Malmo Bluff,6/23/16,,b.4,sculpin,1
Whidbey,Malmo Bluff,6/23/16,,b.4,gunnels,1
Whidbey,Malmo Bluff,6/23/16,,b.13,gunnels,1
Whidbey,Malmo Bluff,6/23/16,,b.14,noprey,1
Whidbey,Malmo Bluff,6/23/16,,b.24,gunnels,3
Whidbey,Malmo Bluff,6/23/16,,b.26,sculpin,1
Whidbey,Mutiny Sands- INTERN,6/21/16,on,b.6,gunnels,2
Whidbey,Mutiny Sands- INTERN,6/23/16,on,b.10,gunnels,3
Whidbey,Mutiny Sands- INTERN,6/23/16,on,b.4,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/20/16,on,b.13a,gunnels,2
Whidbey,Pratts Bluff- INTERN,6/20/16,on,b.13a,other,1
Whidbey,Pratts Bluff- INTERN,6/20/16,on,b.13b,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/20/16,on,b.13b,gunnels,2
Whidbey,Pratts Bluff- INTERN,6/20/16,on,b.4,sculpin,2
Whidbey,Pratts Bluff- INTERN,6/20/16,on,b.17,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/20/16,on,b.5,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/20/16,on,b.5,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/20/16,on,b.5,other,1
Whidbey,Pratts Bluff- INTERN,6/20/16,on,b.14,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/20/16,on,b.2,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/20/16,on,b.20,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/22/16,on,b.17,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/22/16,on,b.14,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/22/16,on,b.14,other,1
Whidbey,Pratts Bluff- INTERN,6/22/16,on,b.13a,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/22/16,on,b.13b,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/22/16,on,b.13b,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/22/16,on,b.13b,other,1
Whidbey,Pratts Bluff- INTERN,6/22/16,on,b.2,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/22/16,on,b.5,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/22/16,on,b.5,gunnels,2
Whidbey,Pratts Bluff- INTERN,6/22/16,on,b.18,gunnels,1
Whidbey,Lagoon North #1,6/23/16,,b.1,noprey,1
Whidbey,Shore Meadows,6/24/16,,b.8,gunnels,2
Whidbey,Shore Meadows,6/24/16,,b.1,sculpin,1
Whidbey,Shore Meadows,6/24/16,,b.5,noprey,1
Whidbey,Shore Meadows,6/24/16,,b.9,noprey,1
Whidbey,Shore Meadows,6/24/16,,b.34,noprey,3
Whidbey,Shore Meadows,6/24/16,,b.35,noprey,2
Whidbey,Forbes Point,6/11/16,,b.1,noprey,1
Whidbey,Forbes Point,6/18/16,,b.2,noprey,1
Whidbey,Forbes Point,6/23/16,,b.3,noprey,1
Whidbey,Forbes Point,6/23/16,,b.1,noprey,2
Whidbey,Forbes Point,6/23/16,,b.1,gunnels,2
Whidbey,Clinton Ferry Dock,6/16/16,,b.1,sculpin,1
Whidbey,Clinton Ferry Dock,6/17/16,,b.1,noprey,1
Whidbey,Clinton Ferry Dock,6/24/16,,b.1,noprey,3
Whidbey,Clinton Ferry Dock,6/24/16,,b.4,noprey,1
Whidbey,Rolling Hills #3,6/8/16,,b.52,noprey,2
Whidbey,Rolling Hills #3,6/15/16,,b.51,sculpin,1
Whidbey,Rolling Hills #3,6/15/16,,b.51,gunnels,1
Whidbey,Harrington North,6/25/16,,b.RM,noprey,1
Whidbey,Harrington North,6/10/16,,b.RM,noprey,1
Whidbey,Possession Point,6/26/16,,b.E2,noprey,1
Whidbey,Possession Point,6/26/16,,b.E1,noprey,3
Whidbey,Possession Point,6/26/16,,b.S2,noprey,1
Whidbey,Possession Point,6/26/16,,b.S5,noprey,1
Whidbey,Hastie Lake South,6/28/16,,b.1,sculpin,1
Whidbey,Hastie Lake South,6/28/16,,b.1,gunnels,1
Whidbey,Hastie Lake South,6/28/16,,b.2,noprey,3
Whidbey,Hastie Lake South,6/28/16,,b.6,noprey,1
Whidbey,Hastie Lake South,6/28/16,,b.7,noprey,1
Whidbey,Hastie Lake South,6/28/16,,b.8,noprey,1
Whidbey,Double Bluff North,6/24/16,,b.C-1,gunnels,1
Whidbey,Double Bluff North,6/24/16,,b.D-1,gunnels,1
Whidbey,Double Bluff North,6/24/16,,b.D-2,gunnels,1
Whidbey,Double Bluff North,6/24/16,,b.D-3,gunnels,1
Whidbey,Double Bluff North,6/24/16,,b.E-1,noprey,1
Whidbey,Double Bluff North,6/24/16,,b.E-1,gunnels,2
Whidbey,Cliffside,6/7/16,,b.1,noprey,1
Whidbey,Cliffside,6/7/16,,b.2,noprey,2
Whidbey,Cliffside,6/7/16,,b.3,noprey,1
Whidbey,Cliffside,6/7/16,,b.4,noprey,1
Whidbey,Cliffside,6/7/16,,b.5,noprey,3
Whidbey,Pratts Bluff,6/24/16,,b.4,noprey,1
Whidbey,Pratts Bluff,6/24/16,,b.4,gunnels,2
Whidbey,Pratts Bluff,6/24/16,,b.5,noprey,3
Whidbey,Pratts Bluff,6/24/16,,b.13,noprey,2
Whidbey,Pratts Bluff,6/24/16,,b.13,sculpin,2
Whidbey,Pratts Bluff,6/24/16,,b.14,gunnels,1
Whidbey,Pratts Bluff,6/24/16,,b.18,gunnels,2
Whidbey,Pratts Bluff,6/24/16,,b.15,gunnels,1
Whidbey,Pratts Bluff,6/24/16,,b.16.5,gunnels,1
Whidbey,Pratts Bluff,6/24/16,,b.21,gunnels,1
Whidbey,Lagoon North #0,6/28/16,,b.1,gunnels,2
Whidbey,Lagoon North #0,6/28/16,,b.2,other,1
Whidbey,Lagoon North #0,6/28/16,,b.0,other,2
Whidbey,Lagoon North #0,6/28/16,,b.3,noprey,1
Whidbey,Lagoon North #0,6/28/16,,b.4,other,1
Whidbey,Lagoon North #0,6/28/16,,b.5,noprey,1
Whidbey,Hastie Lake South,6/21/16,,b.2,noprey,2
Whidbey,Limpet Lane,6/29/16,,b.1,gunnels,2
Whidbey,Maylor Point,6/12/16,,b.B,noprey,1
Whidbey,Maylor Point,6/27/16,,b.CB,noprey,1
Whidbey,Maylor Point,6/27/16,,b.CB,gunnels,1
Whidbey,Monroe Landing,6/27/16,,b.1,gunnels,2
Whidbey,Hancock Lake,6/28/16,,b.10,noprey,1
Whidbey,Hancock Lake,6/28/16,,b.11,noprey,1
Whidbey,Hancock Lake,6/28/16,,b.16,noprey,4
Whidbey,Hancock Lake,6/28/16,,b.S6,noprey,1
Whidbey,Hancock Lake,6/28/16,,b.S7,sculpin,1
Whidbey,Hancock Lake,6/28/16,,b.S7,gunnels,1
Whidbey,Lagoon South,6/30/16,,b.3-B,sculpin,1
Whidbey,Lagoon South,6/30/16,,b.3F,noprey,1
Whidbey,Lagoon South,6/30/16,,b.4G,noprey,1
Whidbey,Rolling Hills #1,6/28/16,,b.3,noprey,1
Whidbey,Rolling Hills #1,6/28/16,,b.3,gunnels,1
Whidbey,Rolling Hills #1,6/28/16,,b.3,other,1
Whidbey,Rolling Hills #1,6/28/16,,b.5,gunnels,3
Whidbey,Rolling Hills #1,6/28/16,,b.8,gunnels,2
Whidbey,Rolling Hills #1,6/28/16,,b.9,gunnels,1
Whidbey,Rolling Hills #1,6/28/16,,b.11,noprey,1
Whidbey,Rolling Hills #1,6/28/16,,b.19,gunnels,2
Whidbey,Rolling Hills #1,6/28/16,,b.27a,sculpin,1
Whidbey,Rolling Hills #1,6/28/16,,b.27a,other,1
Whidbey,Rolling Hills #1,6/28/16,,b.33,gunnels,1
Whidbey,Mutiny Sands,6/30/16,,b.2,noprey,1
Whidbey,Mutiny Sands,6/30/16,,b.2,sculpin,1
Whidbey,Mutiny Sands,6/30/16,,b.2,gunnels,2
Whidbey,Mutiny Sands,6/30/16,,b.10,sculpin,1
Whidbey,Mutiny Sands,6/30/16,,b.4,gunnels,1
Whidbey,Mutiny Sands,6/30/16,,b.19,noprey,1
Whidbey,Mutiny Sands- INTERN,6/27/16,on,b.10a,sculpin,4
Whidbey,Mutiny Sands- INTERN,6/27/16,on,b.19,sculpin,3
Whidbey,Mutiny Sands- INTERN,6/27/16,on,b.10b,sculpin,3
Whidbey,Mutiny Sands- INTERN,6/27/16,on,b.5,sculpin,1
Whidbey,Mutiny Sands- INTERN,6/27/16,on,b.5,gunnels,2
Whidbey,Mutiny Sands- INTERN,6/27/16,on,b.2,sculpin,2
Whidbey,Mutiny Sands- INTERN,6/27/16,on,b.2,gunnels,1
Whidbey,Harrington South,6/28/16,,b.3,noprey,1
Whidbey,Shore Meadows,7/1/16,,b.5,sculpin,1
Whidbey,Malmo Bluff,6/30/16,,b.4,noprey,2
Whidbey,Malmo Bluff,6/30/16,,b.4,sculpin,1
Whidbey,Malmo Bluff,6/30/16,,b.4,gunnels,1
Whidbey,Malmo Bluff,6/30/16,,b.12,sculpin,1
Whidbey,Malmo Bluff,6/30/16,,b.14,other,1
Whidbey,Malmo Bluff,6/30/16,,b.17,gunnels,1
Whidbey,Lagoon North #1,7/1/16,,b.1C,noprey,1
Whidbey,Lagoon North #1,7/1/16,,b.1,noprey,1
Whidbey,Keystone,7/4/16,,b.3,gunnels,1
Whidbey,Double Bluff North,7/1/16,,b.C-1,gunnels,1
Whidbey,Double Bluff North,7/1/16,,b.B-1,gunnels,1
Whidbey,Double Bluff North,7/1/16,,b.B-2,noprey,1
Whidbey,Double Bluff North,7/1/16,,b.C-2,gunnels,1
Whidbey,Hastie Lake South,7/5/16,,b.1,sculpin,1
Whidbey,Hastie Lake South,7/5/16,,b.1,gunnels,2
Whidbey,Hastie Lake South,7/5/16,,b.6,noprey,1
Whidbey,Hastie Lake South,7/5/16,,b.8,noprey,1
Whidbey,Mutiny Sands- INTERN,6/29/16,on,b.5,sculpin,2
Whidbey,Mutiny Sands- INTERN,6/29/16,on,b.5,gunnels,1
Whidbey,Mutiny Sands- INTERN,6/29/16,on,b.10a,sculpin,3
Whidbey,Mutiny Sands- INTERN,6/29/16,on,b.10b,gunnels,1
Whidbey,Mutiny Sands- INTERN,6/29/16,on,b.4,sculpin,1
Whidbey,Mutiny Sands- INTERN,7/1/16,on,b.1,sculpin,1
Whidbey,Mutiny Sands- INTERN,7/1/16,on,b.2,sculpin,2
Whidbey,Mutiny Sands- INTERN,7/1/16,on,b.4,sculpin,3
Whidbey,Mutiny Sands- INTERN,7/1/16,on,b.4,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/1/16,on,b.5,sculpin,1
Whidbey,Mutiny Sands- INTERN,7/1/16,on,b.10a,sculpin,1
Whidbey,Mutiny Sands- INTERN,7/1/16,on,b.10b,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/1/16,on,b.19,sculpin,1
Whidbey,Mutiny Sands- INTERN,7/1/16,on,b.20,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.4,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.5,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.5,gunnels,2
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.13,sculpin,5
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.14,gunnels,2
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.14,other,2
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.2,gunnels,3
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.2,other,1
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.16.5,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.16.5,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.21,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.20,other,1
Whidbey,Pratts Bluff- INTERN,6/24/16,on,b.18,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.16.5,gunnels,2
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.13,sculpin,3
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.13,other,2
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.4,sculpin,3
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.4,gunnels,1
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.20,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.5,gunnels,2
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.14,gunnels,5
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.14,other,1
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.16,sculpin,1
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.2,sculpin,2
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.2,other,1
Whidbey,Pratts Bluff- INTERN,6/28/16,on,b.12,gunnels,1
Whidbey,Monroe Landing,7/4/16,,b.1,gunnels,1
Whidbey,Monroe Landing,7/4/16,,b.1,other,1
Whidbey,Harrington South,6/17/16,,b.3,noprey,1
Whidbey,Fort Casey North,7/2/16,,b.1,sculpin,1
Whidbey,Fort Casey North,7/2/16,,b.2,other,1
Whidbey,Fort Casey North,7/2/16,,b.3,noprey,1
Whidbey,Fort Casey North,7/2/16,,b.4,gunnels,1
Whidbey,Limpet Lane,7/6/16,,b.1,noprey,5
Whidbey,Limpet Lane,7/6/16,,b.3,noprey,1
Whidbey,Limpet Lane,7/6/16,,b.2,noprey,2
Whidbey,Limpet Lane,7/6/16,,b.4,noprey,1
Whidbey,Limpet Lane,7/6/16,,b.7,noprey,1
Whidbey,Limpet Lane,7/6/16,,b.6,noprey,1
Whidbey,Limpet Lane,7/6/16,,b.A,noprey,1
Whidbey,Limpet Lane,7/6/16,,b.A,gunnels,1
Whidbey,Limpet Lane,7/6/16,,b.C,noprey,3
Whidbey,Limpet Lane,7/6/16,,b.C,sculpin,1
Whidbey,Limpet Lane,7/6/16,,b.S,noprey,2
Whidbey,Limpet Lane,7/6/16,,b.D,noprey,1
Whidbey,Rolling Hills #1,7/5/16,,b.2,noprey,1
Whidbey,Rolling Hills #1,7/5/16,,b.2,other,1
Whidbey,Rolling Hills #1,7/5/16,,b.3,sculpin,2
Whidbey,Rolling Hills #1,7/5/16,,b.3,gunnels,1
Whidbey,Rolling Hills #1,7/5/16,,b.3,other,1
Whidbey,Rolling Hills #1,7/5/16,,b.4,noprey,1
Whidbey,Rolling Hills #1,7/5/16,,b.5,gunnels,1
Whidbey,Rolling Hills #1,7/5/16,,b.8,sculpin,1
Whidbey,Rolling Hills #1,7/5/16,,b.8,gunnels,2
Whidbey,Rolling Hills #1,7/5/16,,b.9,gunnels,1
Whidbey,Rolling Hills #1,7/5/16,,b.11,noprey,1
Whidbey,Rolling Hills #1,7/5/16,,b.19,noprey,1
Whidbey,Rolling Hills #1,7/5/16,,b.19,gunnels,1
Whidbey,Rolling Hills #1,7/5/16,,b.27a,sculpin,1
Whidbey,Rolling Hills #1,7/5/16,,b.27a,gunnels,4
Whidbey,Rolling Hills #1,7/5/16,,b.31a,gunnels,2
Whidbey,Rolling Hills #1,7/5/16,,b.33,sculpin,1
Whidbey,Malmo Bluff,7/7/16,,b.2,noprey,1
Whidbey,Malmo Bluff,7/7/16,,b.3,other,1
Whidbey,Malmo Bluff,7/7/16,,b.5,noprey,1
Whidbey,Malmo Bluff,7/7/16,,b.6a,noprey,1
Whidbey,Malmo Bluff,7/7/16,,b.9,noprey,2
Whidbey,Malmo Bluff,7/7/16,,b.9,other,3
Whidbey,Malmo Bluff,7/7/16,,b.13,noprey,2
Whidbey,Malmo Bluff,7/7/16,,b.14,noprey,7
Whidbey,Malmo Bluff,7/7/16,,b.14,sculpin,1
Whidbey,Malmo Bluff,7/7/16,,b.14,gunnels,1
Whidbey,Malmo Bluff,7/7/16,,b.14,other,1
Whidbey,Malmo Bluff,7/7/16,,b.15,noprey,1
Whidbey,Malmo Bluff,7/7/16,,b.16,sculpin,1
Whidbey,Malmo Bluff,7/7/16,,b.17,noprey,3
Whidbey,Malmo Bluff,7/7/16,,b.17,sculpin,1
Whidbey,Malmo Bluff,7/7/16,,b.18,noprey,1
Whidbey,Malmo Bluff,7/7/16,,b.21,noprey,1
Whidbey,Malmo Bluff,7/7/16,,b.22,noprey,1
Whidbey,Malmo Bluff,7/7/16,,b.23,noprey,1
Whidbey,Malmo Bluff,7/7/16,,b.24,noprey,2
Whidbey,Malmo Bluff,7/7/16,,b.27,noprey,1
Whidbey,Lagoon North #1,7/7/16,,b.1,noprey,1
Whidbey,Lagoon North #1,7/7/16,,b.1,sculpin,1
Whidbey,Lagoon North #1,7/7/16,,b.1C,noprey,1
Whidbey,Lagoon North #1,7/7/16,,b.7,noprey,1
Whidbey,Hancock Lake,7/5/16,,b.S3,gunnels,1
Whidbey,Hancock Lake,7/5/16,,b.3,noprey,5
Whidbey,Hancock Lake,7/5/16,,b.4,noprey,2
Whidbey,Hancock Lake,7/5/16,,b.8,noprey,6
Whidbey,Hancock Lake,7/5/16,,b.10,noprey,2
Whidbey,Hancock Lake,7/5/16,,b.10,gunnels,1
