"site","year","date","PG_count","burrow_name","burrow_count","burrow_visits_day","burrow_visit","Gunnel","Sculpin","Other","tot_prey","week_year","week_study","intern_data"
"Hastie Lake South","2014",2014-07-09,6,"6",7,4,1,0,0,0,0,28,7,""
"Hastie Lake South","2014",2014-07-09,6,"7",7,4,0,0,2,0,2,28,7,""
"Hastie Lake South","2014",2014-07-09,6,"8",7,4,1,0,0,0,0,28,7,""
"Hastie Lake South","2014",2014-07-09,6,"5",7,4,0,0,0,1,1,28,7,""
"Hastie Lake South","2014",2014-07-09,6,"4",7,4,2,0,0,0,0,28,7,""
"Hastie Lake South","2014",2014-07-17,19,"6",9,7,2,1,0,0,1,29,8,""
"Hastie Lake South","2014",2014-07-17,19,"5",9,7,0,0,2,0,2,29,8,""
"Hastie Lake South","2014",2014-07-17,19,"10",9,7,0,0,0,1,1,29,8,""
"Hastie Lake South","2014",2014-07-17,19,"9",9,7,2,0,0,2,2,29,8,""
"Hastie Lake South","2014",2014-07-17,19,"3",9,7,1,0,1,0,1,29,8,""
"Hastie Lake South","2014",2014-07-17,19,"4",9,7,1,0,0,3,3,29,8,""
"Hastie Lake South","2014",2014-07-25,24,"3",10,0,0,0,1,0,1,30,9,""
"Hastie Lake South","2014",2014-07-25,24,"6",10,0,0,0,1,0,1,30,9,""
"Hastie Lake South","2014",2014-07-25,24,"4",10,0,0,0,2,0,2,30,9,""
"Hastie Lake South","2014",2014-07-25,24,"10",10,0,0,1,0,1,2,30,9,""
"Hastie Lake South","2014",2014-07-25,24,"5",10,0,0,0,1,0,1,30,9,""
"Hastie Lake South","2014",2014-07-25,24,"11",10,0,0,1,0,1,2,30,9,""
"Hastie Lake South","2014",2014-07-25,24,"9",10,0,0,0,2,0,2,30,9,""
"Hastie Lake South","2014",2014-07-31,29,"6",10,1,0,0,1,0,1,31,10,""
"Hastie Lake South","2014",2014-07-31,29,"9",10,1,0,1,0,0,1,31,10,""
"Hastie Lake South","2014",2014-07-31,29,"11",10,1,1,0,5,0,5,31,10,""
"Hastie Lake South","2014",2014-08-05,22,"11",10,0,0,0,1,0,1,32,11,""
"Hastie Lake South","2014",2014-08-05,22,"6",10,0,0,0,1,0,1,32,11,""
"Hastie Lake South","2014",2014-08-05,22,"9",10,0,0,0,1,0,1,32,11,""
"Hastie Lake South","2014",2014-08-05,22,"5",10,0,0,0,1,0,1,32,11,""
"Hastie Lake South","2014",2014-08-16,21,"9",10,2,2,0,0,0,0,33,12,""
"Hastie Lake South","2014",2014-08-16,21,"6",10,2,0,1,0,0,1,33,12,""
"Hastie Lake South","2014",2014-08-21,11,NA,10,0,NA,NA,NA,NA,NA,34,13,""
"Hastie Lake South","2014",2014-08-28,5,NA,10,0,NA,NA,NA,NA,NA,35,14,""
"Hastie Lake South","2015",2015-06-26,16,NA,8,0,NA,NA,NA,NA,NA,26,5,""
"Hastie Lake South","2015",2015-07-03,27,NA,3,3,NA,NA,NA,NA,NA,27,6,""
"Hastie Lake South","2015",2015-07-10,32,NA,3,3,NA,NA,NA,NA,NA,28,7,""
"Hastie Lake South","2015",2015-07-18,37,NA,5,0,NA,NA,NA,NA,NA,29,8,""
"Hastie Lake South","2015",2015-07-22,35,NA,3,4,NA,NA,NA,NA,NA,30,9,""
"Hastie Lake South","2015",2015-07-29,9,NA,0,0,NA,NA,NA,NA,NA,31,10,""
"Hastie Lake South","2015",2015-08-05,22,NA,2,8,NA,NA,NA,NA,NA,32,11,""
"Hastie Lake South","2015",2015-08-11,21,NA,3,2,NA,NA,NA,NA,NA,33,12,""
"Hastie Lake South","2015",2015-08-18,34,NA,1,3,NA,NA,NA,NA,NA,34,13,""
"Hastie Lake South","2015",2015-08-25,7,NA,1,2,NA,NA,NA,NA,NA,35,14,""
"Hastie Lake South","2015",2015-09-01,2,NA,1,2,NA,NA,NA,NA,NA,36,15,""
"Hastie Lake South","2015",2015-09-08,2,NA,1,2,NA,NA,NA,NA,NA,37,16,""
"Hastie Lake South","2015",2015-09-14,3,NA,1,1,NA,NA,NA,NA,NA,38,17,""
"Hastie Lake South","2015",2015-09-22,0,NA,0,0,NA,NA,NA,NA,NA,39,18,""
"Hastie Lake South","2016",2016-06-07,12,NA,0,0,NA,NA,NA,NA,NA,23,2,""
"Hastie Lake South","2016",2016-06-14,20,NA,0,0,NA,NA,NA,NA,NA,24,3,""
"Hastie Lake South","2016",2016-06-21,16,NA,2,2,NA,NA,NA,NA,NA,25,4,""
"Hastie Lake South","2016",2016-06-28,31,NA,5,8,NA,NA,NA,NA,NA,26,5,""
"Hastie Lake South","2016",2016-07-05,12,NA,3,5,NA,NA,NA,NA,NA,27,6,""
"Hastie Lake South","2016",2016-07-12,24,NA,5,8,NA,NA,NA,NA,NA,28,7,""
"Hastie Lake South","2016",2016-07-19,14,NA,1,2,NA,NA,NA,NA,NA,29,8,""
"Hastie Lake South","2016",2016-07-26,23,NA,3,3,NA,NA,NA,NA,NA,30,9,""
"Hastie Lake South","2016",2016-08-02,18,NA,4,0,NA,NA,NA,NA,NA,31,10,""
"Hastie Lake South","2016",2016-08-08,40,NA,4,15,NA,NA,NA,NA,NA,32,11,""
"Hastie Lake South","2016",2016-08-15,3,NA,1,1,NA,NA,NA,NA,NA,33,12,""
"Hastie Lake South","2016",2016-08-23,8,NA,2,7,NA,NA,NA,NA,NA,34,13,""
"Hastie Lake South","2016",2016-08-30,1,NA,0,0,NA,NA,NA,NA,NA,35,14,""
"Hastie Lake South","2016",2016-09-06,0,NA,0,0,NA,NA,NA,NA,NA,36,15,""
"Hastie Lake South","2017",2017-06-13,22,NA,2,3,NA,NA,NA,NA,NA,24,3,""
"Hastie Lake South","2017",2017-06-22,31,NA,2,1,NA,NA,NA,NA,NA,25,4,""
"Hastie Lake South","2017",2017-06-27,39,NA,4,5,NA,NA,NA,NA,NA,26,5,""
"Hastie Lake South","2017",2017-07-04,39,NA,2,3,NA,NA,NA,NA,NA,27,6,""
"Hastie Lake South","2017",2017-07-11,24,NA,3,5,NA,NA,NA,NA,NA,28,7,""
"Hastie Lake South","2017",2017-07-18,17,NA,4,9,NA,NA,NA,NA,NA,29,8,""
"Hastie Lake South","2017",2017-07-25,22,NA,3,4,NA,NA,NA,NA,NA,30,9,""
"Hastie Lake South","2017",2017-08-01,20,NA,2,4,NA,NA,NA,NA,NA,31,10,""
"Hastie Lake South","2017",2017-08-08,6,NA,1,2,NA,NA,NA,NA,NA,32,11,""
"Hastie Lake South","2017",2017-08-15,4,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Hastie Lake South","2017",2017-08-22,9,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Keystone","2008",2008-06-22,32,NA,0,0,NA,NA,NA,NA,NA,25,4,""
"Keystone","2008",2008-06-29,9,"2",2,0,0,0,0,1,1,26,5,""
"Keystone","2008",2008-07-06,41,"3",4,0,0,0,1,0,1,27,6,""
"Keystone","2008",2008-07-06,41,"2",4,0,0,2,0,0,2,27,6,""
"Keystone","2008",2008-07-06,41,"4",4,0,0,0,0,1,1,27,6,""
"Keystone","2008",2008-07-06,41,"1",4,0,0,1,0,0,1,27,6,""
"Keystone","2008",2008-07-12,16,"4",5,0,0,1,1,1,3,28,7,""
"Keystone","2008",2008-07-12,16,"1",5,0,0,1,1,1,3,28,7,""
"Keystone","2008",2008-07-12,16,"5",5,0,0,2,0,1,3,28,7,""
"Keystone","2008",2008-07-19,20,"6",6,0,0,2,0,0,2,29,8,""
"Keystone","2008",2008-07-19,20,"2",6,0,0,1,0,0,1,29,8,""
"Keystone","2008",2008-07-19,20,"3",6,0,0,0,1,0,1,29,8,""
"Keystone","2008",2008-07-19,20,"4",6,0,0,0,0,1,1,29,8,""
"Keystone","2008",2008-07-27,22,"2",6,0,0,2,1,0,3,30,9,""
"Keystone","2008",2008-07-27,22,"3",6,0,0,8,1,0,9,30,9,""
"Keystone","2008",2008-08-03,28,"3",6,0,0,0,0,1,1,31,10,""
"Keystone","2008",2008-08-03,28,"6",6,0,0,0,0,1,1,31,10,""
"Keystone","2008",2008-08-03,28,"2",6,0,0,0,0,1,1,31,10,""
"Keystone","2008",2008-08-10,11,"4",6,0,0,0,2,1,3,32,11,""
"Keystone","2008",2008-08-10,11,"6",6,0,0,1,1,0,2,32,11,""
"Keystone","2008",2008-08-10,11,"3",6,0,0,4,2,0,6,32,11,""
"Keystone","2008",2008-08-17,35,"3",6,0,0,2,0,5,7,33,12,""
"Keystone","2009",2009-07-01,27,"1",1,0,0,1,0,0,1,27,6,""
"Keystone","2009",2009-07-10,28,"4",5,0,0,1,0,0,1,28,7,""
"Keystone","2009",2009-07-10,28,"3",5,0,0,2,0,0,2,28,7,""
"Keystone","2009",2009-07-10,28,"5",5,0,0,1,0,0,1,28,7,""
"Keystone","2009",2009-07-10,28,"2",5,0,0,1,0,0,1,28,7,""
"Keystone","2009",2009-07-15,16,"1",5,0,1,0,0,0,0,29,8,""
"Keystone","2009",2009-07-15,16,"4",5,0,0,0,0,2,2,29,8,""
"Keystone","2009",2009-07-15,16,"3",5,0,1,0,0,0,0,29,8,""
"Keystone","2009",2009-07-15,16,"2",5,0,0,0,0,1,1,29,8,""
"Keystone","2009",2009-07-25,39,"4",5,0,0,0,0,1,1,30,9,""
"Keystone","2009",2009-07-25,39,"3",5,0,0,0,0,1,1,30,9,""
"Keystone","2009",2009-07-31,34,"4",5,0,0,2,0,1,3,31,10,""
"Keystone","2009",2009-07-31,34,"5",5,0,0,0,0,1,1,31,10,""
"Keystone","2009",2009-07-31,34,"3",5,0,0,1,0,1,2,31,10,""
"Keystone","2009",2009-08-06,32,NA,0,0,NA,NA,NA,NA,NA,32,11,""
"Keystone","2009",2009-08-20,28,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Keystone","2010",2010-06-28,45,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Keystone","2010",2010-07-06,25,NA,4,0,NA,NA,NA,NA,NA,27,6,""
"Keystone","2010",2010-07-15,24,"5",5,5,0,3,0,0,3,28,7,""
"Keystone","2010",2010-07-15,24,"2",5,5,2,0,0,0,0,28,7,""
"Keystone","2010",2010-07-15,24,"3",5,5,0,1,0,0,1,28,7,""
"Keystone","2010",2010-07-15,24,"1",5,5,0,1,0,0,1,28,7,""
"Keystone","2010",2010-07-15,24,"1",5,5,2,0,0,0,0,28,7,""
"Keystone","2010",2010-07-15,24,"4",5,5,0,0,0,1,1,28,7,""
"Keystone","2010",2010-07-19,24,"3",8,0,0,0,0,1,1,29,8,""
"Keystone","2010",2010-07-19,24,"5",8,0,0,0,1,1,2,29,8,""
"Keystone","2010",2010-07-19,24,"6",8,0,0,0,1,2,3,29,8,""
"Keystone","2010",2010-07-19,24,"7",8,0,0,0,0,1,1,29,8,""
"Keystone","2010",2010-07-19,24,"1",8,0,1,2,2,0,4,29,8,""
"Keystone","2010",2010-07-19,24,"8",8,0,0,1,0,0,1,29,8,""
"Keystone","2010",2010-07-28,25,"8",8,1,0,0,0,1,1,30,9,""
"Keystone","2010",2010-07-28,25,"6",8,1,0,4,1,0,5,30,9,""
"Keystone","2010",2010-07-28,25,"8",8,1,1,0,0,0,0,30,9,""
"Keystone","2010",2010-07-28,25,"5",8,1,0,1,1,1,3,30,9,""
"Keystone","2010",2010-07-28,25,"2",8,1,0,0,1,0,1,30,9,""
"Keystone","2010",2010-07-28,25,"3",8,1,0,0,3,0,3,30,9,""
"Keystone","2010",2010-08-04,21,"9",9,2,1,0,0,0,0,31,10,""
"Keystone","2010",2010-08-12,NA,"2",NA,NA,0,1,0,0,1,32,11,""
"Keystone","2010",2010-08-12,NA,"5",NA,NA,0,0,0,1,1,32,11,""
"Keystone","2010",2010-08-18,20,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Keystone","2010",2010-08-24,9,"5",9,0,0,0,2,0,2,34,13,""
"Keystone","2011",2011-06-26,25,"1",1,1,1,2,0,1,3,25,4,""
"Keystone","2011",2011-07-04,25,"3",3,0,0,1,0,0,1,27,6,""
"Keystone","2011",2011-07-04,25,"2",3,0,0,0,1,0,1,27,6,""
"Keystone","2011",2011-07-12,32,"5",5,0,0,1,0,0,1,28,7,""
"Keystone","2011",2011-07-12,32,"1",5,0,0,1,0,0,1,28,7,""
"Keystone","2011",2011-07-12,32,"3",5,0,0,0,1,0,1,28,7,""
"Keystone","2011",2011-07-12,32,"4",5,0,0,0,1,0,1,28,7,""
"Keystone","2011",2011-07-19,27,"7",7,2,0,1,0,1,2,29,8,""
"Keystone","2011",2011-07-19,27,"2",7,2,0,0,0,1,1,29,8,""
"Keystone","2011",2011-07-19,27,"1",7,2,0,1,0,2,3,29,8,""
"Keystone","2011",2011-07-19,27,"6",7,2,0,1,0,0,1,29,8,""
"Keystone","2011",2011-07-27,32,"1",8,0,0,1,1,0,2,30,9,""
"Keystone","2011",2011-07-27,32,"5",8,0,0,0,1,0,1,30,9,""
"Keystone","2011",2011-07-27,32,"3",8,0,0,1,0,0,1,30,9,""
"Keystone","2011",2011-07-27,32,"8",8,0,0,1,0,1,2,30,9,""
"Keystone","2011",2011-08-01,32,"1",9,0,0,3,1,0,4,31,10,""
"Keystone","2011",2011-08-01,32,"9",9,0,0,0,0,1,1,31,10,""
"Keystone","2011",2011-08-08,31,"10",10,0,0,0,0,1,1,32,11,""
"Keystone","2011",2011-08-08,31,"9",10,0,0,0,2,0,2,32,11,""
"Keystone","2011",2011-08-08,31,"5",10,0,0,0,0,1,1,32,11,""
"Keystone","2011",2011-08-08,31,"4",10,0,0,0,0,1,1,32,11,""
"Keystone","2011",2011-08-08,31,"1",10,0,0,1,0,0,1,32,11,""
"Keystone","2011",2011-08-08,31,"7",10,0,0,0,3,0,3,32,11,""
"Keystone","2011",2011-08-15,45,"1",10,1,0,0,0,1,1,33,12,""
"Keystone","2011",2011-08-15,45,"9",10,1,0,0,1,0,1,33,12,""
"Keystone","2011",2011-08-22,27,"5",10,0,0,0,0,1,1,34,13,""
"Keystone","2012",2012-06-27,53,"1",1,0,0,1,0,0,1,26,5,""
"Keystone","2012",2012-07-04,52,"2",4,0,0,1,1,0,2,27,6,""
"Keystone","2012",2012-07-04,52,"3",4,0,0,0,1,0,1,27,6,""
"Keystone","2012",2012-07-04,52,"4",4,0,0,0,1,0,1,27,6,""
"Keystone","2012",2012-07-04,52,"1",4,0,0,1,0,1,2,27,6,""
"Keystone","2012",2012-07-13,52,"1",5,1,1,0,0,0,0,28,7,""
"Keystone","2012",2012-07-13,52,"5",5,1,0,0,1,0,1,28,7,""
"Keystone","2012",2012-07-13,52,"4",5,1,0,2,1,0,3,28,7,""
"Keystone","2012",2012-07-13,52,"3",5,1,0,0,1,0,1,28,7,""
"Keystone","2012",2012-07-13,52,"2",5,1,0,1,4,0,5,28,7,""
"Keystone","2012",2012-07-19,58,"6",7,0,0,1,1,0,2,29,8,""
"Keystone","2012",2012-07-19,58,"3",7,0,0,1,1,1,3,29,8,""
"Keystone","2012",2012-07-19,58,"5",7,0,0,2,1,0,3,29,8,""
"Keystone","2012",2012-07-19,58,"7",7,0,0,2,0,0,2,29,8,""
"Keystone","2012",2012-07-19,58,"4",7,0,0,1,0,0,1,29,8,""
"Keystone","2012",2012-07-19,58,"2",7,0,0,3,0,0,3,29,8,""
"Keystone","2012",2012-07-25,53,"5",7,0,0,0,1,1,2,30,9,""
"Keystone","2012",2012-07-25,53,"7",7,0,0,1,0,0,1,30,9,""
"Keystone","2012",2012-07-25,53,"6",7,0,0,1,0,1,2,30,9,""
"Keystone","2012",2012-07-25,53,"2",7,0,0,1,0,1,2,30,9,""
"Keystone","2012",2012-08-01,30,"3",7,0,0,0,0,1,1,31,10,""
"Keystone","2012",2012-08-01,30,"1",7,0,0,1,0,0,1,31,10,""
"Keystone","2012",2012-08-08,37,"1",7,0,0,1,0,0,1,32,11,""
"Keystone","2012",2012-08-08,37,"3",7,0,0,0,1,0,1,32,11,""
"Keystone","2012",2012-08-15,25,"7",7,0,0,1,0,0,1,33,12,""
"Keystone","2013",2013-06-26,43,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Keystone","2013",2013-07-03,47,NA,0,0,NA,NA,NA,NA,NA,27,6,""
"Keystone","2013",2013-07-11,37,"3",3,0,0,1,0,0,1,28,7,""
"Keystone","2013",2013-07-11,37,"2",3,0,0,0,1,0,1,28,7,""
"Keystone","2013",2013-07-11,37,"1",3,0,0,1,0,1,2,28,7,""
"Keystone","2013",2013-07-18,47,"4",5,0,0,2,0,1,3,29,8,""
"Keystone","2013",2013-07-18,47,"5",5,0,0,1,0,0,1,29,8,""
"Keystone","2013",2013-07-26,38,"3",5,0,0,1,0,1,2,30,9,""
"Keystone","2013",2013-07-26,38,"4",5,0,0,1,1,0,2,30,9,""
"Keystone","2013",2013-07-26,38,"2",5,0,0,1,0,1,2,30,9,""
"Keystone","2013",2013-07-31,42,"2",7,0,0,0,0,1,1,31,10,""
"Keystone","2013",2013-07-31,42,"5",7,0,0,0,1,4,5,31,10,""
"Keystone","2013",2013-07-31,42,"1",7,0,0,1,0,1,2,31,10,""
"Keystone","2013",2013-07-31,42,"3",7,0,0,1,1,2,4,31,10,""
"Keystone","2013",2013-07-31,42,"6",7,0,0,1,0,0,1,31,10,""
"Keystone","2013",2013-07-31,42,"7",7,0,0,0,1,0,1,31,10,""
"Keystone","2013",2013-08-07,55,NA,7,0,NA,NA,NA,NA,NA,32,11,""
"Keystone","2013",2013-08-14,11,NA,7,0,NA,NA,NA,NA,NA,33,12,""
"Keystone","2014",2014-06-16,47,NA,0,0,NA,NA,NA,NA,NA,25,4,""
"Keystone","2014",2014-06-24,46,"1",1,0,0,0,0,1,1,26,5,""
"Keystone","2014",2014-06-30,44,NA,1,0,NA,NA,NA,NA,NA,27,6,""
"Keystone","2014",2014-07-07,50,"2",2,0,0,0,0,1,1,28,7,""
"Keystone","2014",2014-07-14,30,"4",4,0,0,0,0,1,1,29,8,""
"Keystone","2014",2014-07-14,30,"3",4,0,0,0,0,1,1,29,8,""
"Keystone","2014",2014-07-21,33,"3",4,0,0,0,0,1,1,30,9,""
"Keystone","2014",2014-07-21,33,"4",4,0,0,0,0,1,1,30,9,""
"Keystone","2014",2014-07-21,33,"1",4,0,0,0,1,0,1,30,9,""
"Keystone","2014",2014-07-28,49,"3",4,0,0,0,1,0,1,31,10,""
"Keystone","2014",2014-07-28,49,"4",4,0,0,0,1,1,2,31,10,""
"Keystone","2014",2014-07-28,49,"2",4,0,0,0,1,1,2,31,10,""
"Keystone","2014",2014-08-04,27,"3",4,0,0,1,0,0,1,32,11,""
"Keystone","2014",2014-08-11,40,"5",5,0,0,2,0,1,3,33,12,""
"Keystone","2014",2014-08-11,40,"2",5,0,0,0,1,0,1,33,12,""
"Keystone","2014",2014-08-18,14,"3",5,0,0,0,1,1,2,34,13,""
"Keystone","2014",2014-08-18,14,"4",5,0,0,0,0,0,0,34,13,""
"Keystone","2014",2014-08-26,8,"5",5,0,0,1,0,0,1,35,14,""
"Keystone","2014",2014-09-02,3,NA,5,0,NA,NA,NA,NA,NA,36,15,""
"Keystone","2015",2015-06-24,86,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Keystone","2015",2015-07-01,39,NA,0,0,NA,NA,NA,NA,NA,27,6,""
"Keystone","2015",2015-07-10,42,NA,0,0,NA,NA,NA,NA,NA,28,7,""
"Keystone","2015",2015-07-17,67,NA,0,0,NA,NA,NA,NA,NA,29,8,""
"Keystone","2015",2015-07-22,59,NA,0,0,NA,NA,NA,NA,NA,30,9,""
"Keystone","2015",2015-07-31,25,NA,0,0,NA,NA,NA,NA,NA,31,10,""
"Keystone","2015",2015-08-05,55,NA,0,0,NA,NA,NA,NA,NA,32,11,""
"Keystone","2015",2015-08-12,11,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Keystone","2015",2015-08-18,42,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Keystone","2016",2016-06-06,22,NA,0,0,NA,NA,NA,NA,NA,23,2,""
"Keystone","2016",2016-06-13,62,NA,0,0,NA,NA,NA,NA,NA,24,3,""
"Keystone","2016",2016-06-20,54,NA,0,0,NA,NA,NA,NA,NA,25,4,""
"Keystone","2016",2016-06-27,21,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Keystone","2016",2016-07-04,26,NA,1,1,NA,NA,NA,NA,NA,27,6,""
"Keystone","2016",2016-07-11,26,NA,4,8,NA,NA,NA,NA,NA,28,7,""
"Keystone","2016",2016-07-18,24,NA,0,0,NA,NA,NA,NA,NA,29,8,""
"Keystone","2016",2016-07-25,53,NA,3,6,NA,NA,NA,NA,NA,30,9,""
"Keystone","2016",2016-08-01,18,NA,1,7,NA,NA,NA,NA,NA,31,10,""
"Keystone","2016",2016-08-11,35,NA,2,6,NA,NA,NA,NA,NA,32,11,""
"Keystone","2016",2016-08-15,20,NA,2,4,NA,NA,NA,NA,NA,33,12,""
"Keystone","2016",2016-08-22,15,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Keystone","2017",2017-06-14,27,NA,0,0,NA,NA,NA,NA,NA,24,3,""
"Keystone","2017",2017-06-21,26,NA,0,0,NA,NA,NA,NA,NA,25,4,""
"Keystone","2017",2017-07-01,42,NA,1,1,NA,NA,NA,NA,NA,26,5,""
"Keystone","2017",2017-07-09,15,NA,2,4,NA,NA,NA,NA,NA,27,6,""
"Keystone","2017",2017-07-16,28,NA,4,4,NA,NA,NA,NA,NA,28,7,""
"Keystone","2017",2017-07-22,28,NA,6,15,NA,NA,NA,NA,NA,29,8,""
"Keystone","2017",2017-07-30,44,NA,4,9,NA,NA,NA,NA,NA,30,9,""
"Keystone","2017",2017-08-05,34,NA,8,15,NA,NA,NA,NA,NA,31,10,""
"Keystone","2017",2017-08-12,41,NA,3,5,NA,NA,NA,NA,NA,32,11,""
"Keystone","2017",2017-08-20,13,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Keystone","2017",2017-09-01,6,NA,0,0,NA,NA,NA,NA,NA,35,14,""
"Lagoon North #0","2015",2015-06-23,4,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Lagoon North #0","2015",2015-07-10,30,NA,1,1,NA,NA,NA,NA,NA,28,7,""
"Lagoon North #0","2015",2015-07-18,31,NA,3,4,NA,NA,NA,NA,NA,29,8,""
"Lagoon North #0","2015",2015-07-26,25,NA,4,6,NA,NA,NA,NA,NA,30,9,""
"Lagoon North #0","2015",2015-08-01,18,NA,0,0,NA,NA,NA,NA,NA,31,10,""
"Lagoon North #0","2015",2015-08-07,22,NA,0,0,NA,NA,NA,NA,NA,32,11,""
"Lagoon North #0","2015",2015-08-12,20,NA,2,1,NA,NA,NA,NA,NA,33,12,""
"Lagoon North #0","2015",2015-08-28,5,NA,0,0,NA,NA,NA,NA,NA,35,14,""
"Lagoon North #0","2016",2016-06-06,29,NA,0,0,NA,NA,NA,NA,NA,23,2,""
"Lagoon North #0","2016",2016-06-14,24,NA,0,0,NA,NA,NA,NA,NA,24,3,""
"Lagoon North #0","2016",2016-06-21,40,NA,2,3,NA,NA,NA,NA,NA,25,4,""
"Lagoon North #0","2016",2016-06-28,51,NA,6,8,NA,NA,NA,NA,NA,26,5,""
"Lagoon North #0","2016",2016-07-10,19,NA,4,9,NA,NA,NA,NA,NA,27,6,""
"Lagoon North #0","2016",2016-07-18,34,NA,8,29,NA,NA,NA,NA,NA,29,8,""
"Lagoon North #0","2016",2016-07-26,30,NA,2,2,NA,NA,NA,NA,NA,30,9,""
"Lagoon North #0","2016",2016-08-04,26,NA,5,10,NA,NA,NA,NA,NA,31,10,""
"Lagoon North #0","2016",2016-08-09,15,NA,2,3,NA,NA,NA,NA,NA,32,11,""
"Lagoon North #0","2016",2016-08-18,28,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Lagoon North #0","2016",2016-08-25,2,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Lagoon North #0","2017",2017-06-13,24,NA,0,0,NA,NA,NA,NA,NA,24,3,""
"Lagoon North #0","2017",2017-07-06,19,NA,2,2,NA,NA,NA,NA,NA,27,6,""
"Lagoon North #0","2017",2017-07-11,24,NA,7,24,NA,NA,NA,NA,NA,28,7,""
"Lagoon North #0","2017",2017-07-20,27,NA,3,8,NA,NA,NA,NA,NA,29,8,""
"Lagoon North #0","2017",2017-07-27,49,NA,1,1,NA,NA,NA,NA,NA,30,9,""
"Lagoon North #0","2017",2017-08-03,15,NA,0,0,NA,NA,NA,NA,NA,31,10,""
"Lagoon North #1","2008",2008-06-29,55,"1",1,0,1,0,0,0,0,26,5,""
"Lagoon North #1","2008",2008-06-29,55,"2",1,0,4,0,0,4,4,26,5,""
"Lagoon North #1","2008",2008-07-14,58,"3",4,0,3,0,0,0,0,29,8,""
"Lagoon North #1","2008",2008-07-14,58,"4",4,0,4,0,0,0,0,29,8,""
"Lagoon North #1","2008",2008-07-14,58,"2",4,0,4,0,0,0,0,29,8,""
"Lagoon North #1","2008",2008-07-20,54,"2",4,0,0,1,0,1,2,29,8,""
"Lagoon North #1","2008",2008-07-20,54,"4",4,0,6,0,0,0,0,29,8,""
"Lagoon North #1","2008",2008-07-20,54,"1",4,0,3,0,0,0,0,29,8,""
"Lagoon North #1","2008",2008-07-27,44,"2",4,0,2,0,0,0,0,30,9,""
"Lagoon North #1","2008",2008-07-27,44,"4",4,0,4,0,0,0,0,30,9,""
"Lagoon North #1","2008",2008-07-27,44,"1",4,0,4,0,0,0,0,30,9,""
"Lagoon North #1","2008",2008-08-03,70,"2",4,0,5,1,1,1,3,31,10,""
"Lagoon North #1","2008",2008-08-03,70,"1",4,0,1,0,0,0,0,31,10,""
"Lagoon North #1","2008",2008-08-03,70,"4",4,0,3,2,0,0,2,31,10,""
"Lagoon North #1","2008",2008-08-10,44,"1",5,0,0,1,0,0,1,32,11,""
"Lagoon North #1","2009",2009-06-27,46,"1",3,0,1,0,0,0,0,26,5,""
"Lagoon North #1","2009",2009-06-27,46,"2",3,0,1,0,0,0,0,26,5,""
"Lagoon North #1","2009",2009-06-27,46,"3",3,0,1,0,0,1,1,26,5,""
"Lagoon North #1","2009",2009-07-04,31,"5",5,0,1,0,1,0,1,27,6,""
"Lagoon North #1","2009",2009-07-04,31,"3",5,0,1,0,0,0,0,27,6,""
"Lagoon North #1","2009",2009-07-04,31,"4",5,0,2,0,1,0,1,27,6,""
"Lagoon North #1","2009",2009-07-04,31,"1",5,0,2,0,0,0,0,27,6,""
"Lagoon North #1","2009",2009-07-04,31,"2",5,0,2,0,0,0,0,27,6,""
"Lagoon North #1","2009",2009-07-05,40,"6",6,0,3,0,0,0,0,27,6,""
"Lagoon North #1","2009",2009-07-05,40,"5",6,0,2,0,0,0,0,27,6,""
"Lagoon North #1","2009",2009-07-13,36,"4",6,0,2,0,0,0,0,29,8,""
"Lagoon North #1","2009",2009-07-19,42,"1A2",9,0,1,0,0,1,1,29,8,""
"Lagoon North #1","2009",2009-07-19,42,"1A1",9,0,1,0,0,1,1,29,8,""
"Lagoon North #1","2009",2009-07-19,42,"9",9,0,1,1,0,0,1,29,8,""
"Lagoon North #1","2009",2009-07-19,42,"2",9,0,1,1,0,0,1,29,8,""
"Lagoon North #1","2009",2009-07-19,42,"8",9,0,1,1,0,0,1,29,8,""
"Lagoon North #1","2009",2009-07-19,42,"7",9,0,1,0,1,0,1,29,8,""
"Lagoon North #1","2009",2009-07-25,57,NA,11,0,NA,NA,NA,NA,NA,30,9,""
"Lagoon North #1","2009",2009-08-01,37,"13",13,0,3,0,0,0,0,31,10,""
"Lagoon North #1","2009",2009-08-01,37,"12",13,0,6,0,0,1,1,31,10,""
"Lagoon North #1","2009",2009-08-01,37,"4",13,0,0,0,0,1,1,31,10,""
"Lagoon North #1","2009",2009-08-01,37,"2",13,0,0,0,0,1,1,31,10,""
