"site","year","date","PG_count","burrow_name","burrow_count","burrow_visits_day","burrow_visit","Gunnel","Sculpin","Other","tot_prey","week_year","week_study","intern_data"
"Bush Point Dock","2016",2016-06-06,2,NA,0,0,NA,NA,NA,NA,NA,23,2,""
"Bush Point Dock","2016",2016-06-14,3,NA,0,0,NA,NA,NA,NA,NA,24,3,""
"Bush Point Dock","2016",2016-06-20,6,NA,0,0,NA,NA,NA,NA,NA,25,4,""
"Bush Point Dock","2016",2016-06-27,2,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Bush Point Dock","2016",2016-07-07,3,NA,1,2,NA,NA,NA,NA,NA,27,6,""
"Bush Point Dock","2016",2016-07-14,2,NA,1,1,NA,NA,NA,NA,NA,28,7,""
"Bush Point Dock","2016",2016-07-21,4,NA,1,2,NA,NA,NA,NA,NA,29,8,""
"Bush Point Dock","2016",2016-07-28,5,NA,1,2,NA,NA,NA,NA,NA,30,9,""
"Bush Point Dock","2016",2016-08-04,3,NA,1,3,NA,NA,NA,NA,NA,31,10,""
"Bush Point Dock","2016",2016-08-12,6,NA,1,1,NA,NA,NA,NA,NA,32,11,""
"Bush Point Dock","2016",2016-08-19,3,NA,1,3,NA,NA,NA,NA,NA,33,12,""
"Bush Point Dock","2016",2016-08-26,3,NA,1,2,NA,NA,NA,NA,NA,34,13,""
"Bush Point Dock","2016",2016-09-02,0,NA,1,0,NA,NA,NA,NA,NA,35,14,""
"Bush Point Dock","2017",2017-06-15,6,NA,0,0,NA,NA,NA,NA,NA,24,3,""
"Bush Point Dock","2017",2017-06-22,10,NA,0,0,NA,NA,NA,NA,NA,25,4,""
"Bush Point Dock","2017",2017-06-29,3,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Bush Point Dock","2017",2017-07-06,3,NA,0,0,NA,NA,NA,NA,NA,27,6,""
"Bush Point Dock","2017",2017-07-13,7,NA,0,0,NA,NA,NA,NA,NA,28,7,""
"Bush Point Dock","2017",2017-07-20,3,NA,1,4,NA,NA,NA,NA,NA,29,8,""
"Bush Point Dock","2017",2017-07-27,4,NA,1,3,NA,NA,NA,NA,NA,30,9,""
"Bush Point Dock","2017",2017-08-03,3,NA,1,2,NA,NA,NA,NA,NA,31,10,""
"Bush Point Dock","2017",2017-08-17,6,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Bush Point Dock","2017",2017-08-24,3,NA,1,2,NA,NA,NA,NA,NA,34,13,""
"Bush Point Dock","2017",2017-08-31,1,NA,0,0,NA,NA,NA,NA,NA,35,14,""
"Cliffside","2008",2008-06-23,47,"3",3,0,1,0,0,0,0,26,5,""
"Cliffside","2008",2008-06-23,47,"2",3,0,1,0,0,0,0,26,5,""
"Cliffside","2008",2008-06-23,47,"1",3,0,0,1,0,0,1,26,5,""
"Cliffside","2008",2008-06-30,6,"5",6,0,0,1,0,0,1,27,6,""
"Cliffside","2008",2008-06-30,6,"6",6,0,0,1,0,0,1,27,6,""
"Cliffside","2008",2008-06-30,6,"2",6,0,1,0,0,0,0,27,6,""
"Cliffside","2008",2008-06-30,6,"4",6,0,1,0,0,0,0,27,6,""
"Cliffside","2008",2008-06-30,6,"1",6,0,0,2,0,0,2,27,6,""
"Cliffside","2008",2008-07-07,41,"7",7,0,1,0,0,0,0,28,7,""
"Cliffside","2008",2008-07-07,41,"1",7,0,0,0,0,1,1,28,7,""
"Cliffside","2008",2008-07-07,41,"9",7,0,1,0,0,0,0,28,7,""
"Cliffside","2008",2008-07-07,41,"5",7,0,0,1,0,0,1,28,7,""
"Cliffside","2008",2008-07-07,41,"8",7,0,0,1,0,0,1,28,7,""
"Cliffside","2008",2008-07-07,41,"10",7,0,0,1,0,0,1,28,7,""
"Cliffside","2008",2008-07-07,41,"3",7,0,2,1,0,0,1,28,7,""
"Cliffside","2008",2008-07-11,18,"5",11,0,0,1,0,0,1,28,7,""
"Cliffside","2008",2008-07-11,18,"4",11,0,0,1,0,0,1,28,7,""
"Cliffside","2008",2008-07-11,18,"2",11,0,0,1,0,0,1,28,7,""
"Cliffside","2008",2008-07-11,18,"11",11,0,0,1,0,0,1,28,7,""
"Cliffside","2008",2008-07-11,18,"3",11,0,0,2,0,0,2,28,7,""
"Cliffside","2008",2008-07-21,51,NA,11,0,NA,NA,NA,NA,NA,30,9,""
"Cliffside","2008",2008-07-28,6,NA,11,0,NA,NA,NA,NA,NA,31,10,""
"Cliffside","2008",2008-08-04,23,NA,0,0,NA,NA,NA,NA,NA,32,11,""
"Cliffside","2009",2009-06-28,35,"7",9,0,1,0,0,0,0,26,5,""
"Cliffside","2009",2009-06-28,35,"3",9,0,0,1,0,0,1,26,5,""
"Cliffside","2009",2009-06-28,35,"6",9,0,1,1,0,0,1,26,5,""
"Cliffside","2009",2009-06-28,35,"4",9,0,1,1,1,0,2,26,5,""
"Cliffside","2009",2009-06-28,35,"5",9,0,1,0,0,0,0,26,5,""
"Cliffside","2009",2009-07-06,10,"11",11,0,0,1,0,0,1,28,7,""
"Cliffside","2009",2009-07-06,10,"3",11,0,1,0,0,0,0,28,7,""
"Cliffside","2009",2009-07-06,10,"6",11,0,0,2,0,0,2,28,7,""
"Cliffside","2009",2009-07-06,10,"1",11,0,0,0,0,1,1,28,7,""
"Cliffside","2009",2009-07-06,10,"10",11,0,0,1,0,0,1,28,7,""
"Cliffside","2009",2009-07-06,10,"9",11,0,0,1,0,0,1,28,7,""
"Cliffside","2009",2009-07-06,10,"5",11,0,0,1,0,0,1,28,7,""
"Cliffside","2009",2009-07-13,41,"8",13,0,2,0,0,0,0,29,8,""
"Cliffside","2009",2009-07-13,41,"7",13,0,1,1,0,0,1,29,8,""
"Cliffside","2009",2009-07-13,41,"2",13,0,2,0,0,0,0,29,8,""
"Cliffside","2009",2009-07-13,41,"10",13,0,4,1,0,0,1,29,8,""
"Cliffside","2009",2009-07-13,41,"12",13,0,2,0,0,0,0,29,8,""
"Cliffside","2009",2009-07-13,41,"4",13,0,1,2,0,0,2,29,8,""
"Cliffside","2009",2009-07-13,41,"6",13,0,2,2,0,0,2,29,8,""
"Cliffside","2009",2009-07-13,41,"11",13,0,1,1,0,0,1,29,8,""
"Cliffside","2009",2009-07-13,41,"9",13,0,2,1,0,0,1,29,8,""
"Cliffside","2009",2009-07-13,41,"5",13,0,2,2,0,0,2,29,8,""
"Cliffside","2009",2009-07-13,41,"13",13,0,2,0,0,0,0,29,8,""
"Cliffside","2009",2009-07-13,41,"1",13,0,1,1,0,0,1,29,8,""
"Cliffside","2009",2009-07-13,41,"3",13,0,2,3,0,0,3,29,8,""
"Cliffside","2009",2009-07-21,30,"3",13,0,1,0,0,0,0,30,9,""
"Cliffside","2009",2009-07-21,30,"10",13,0,1,1,0,0,1,30,9,""
"Cliffside","2009",2009-08-05,18,"12",13,0,1,1,0,0,1,32,11,""
"Cliffside","2009",2009-08-05,18,"2",13,0,1,1,0,0,1,32,11,""
"Cliffside","2009",2009-08-05,18,"7",13,0,0,1,0,0,1,32,11,""
"Cliffside","2009",2009-08-05,18,"1",13,0,1,1,0,0,1,32,11,""
"Cliffside","2009",2009-08-05,18,"4",13,0,0,1,0,0,1,32,11,""
"Cliffside","2009",2009-08-11,48,"8",13,0,0,1,0,0,1,33,12,""
"Cliffside","2009",2009-08-17,0,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Cliffside","2010",2010-06-28,10,"1",6,1,1,0,0,0,0,26,5,""
"Cliffside","2010",2010-07-03,23,"1",6,0,0,1,0,0,1,26,5,""
"Cliffside","2010",2010-07-03,23,"6",6,0,0,2,0,0,2,26,5,""
"Cliffside","2010",2010-07-03,23,"5",6,0,0,1,0,0,1,26,5,""
"Cliffside","2010",2010-07-05,38,"1",6,0,0,1,0,0,1,27,6,""
"Cliffside","2010",2010-07-05,38,"3",6,0,0,1,0,0,1,27,6,""
"Cliffside","2010",2010-07-13,2,NA,6,0,NA,NA,NA,NA,NA,28,7,""
"Cliffside","2010",2010-07-21,1,"6",0,0,0,1,0,0,1,29,8,""
"Cliffside","2011",2011-06-28,23,"6",3,3,1,0,0,0,0,26,5,""
"Cliffside","2011",2011-06-28,23,"2",3,3,1,0,0,0,0,26,5,""
"Cliffside","2011",2011-06-28,23,"1",3,3,1,0,0,0,0,26,5,""
"Cliffside","2011",2011-07-06,18,"4",5,5,1,0,0,0,0,27,6,""
"Cliffside","2011",2011-07-06,18,"2",5,5,1,0,0,0,0,27,6,""
"Cliffside","2011",2011-07-06,18,"6",5,5,1,0,0,0,0,27,6,""
"Cliffside","2011",2011-07-06,18,"3",5,5,1,0,0,0,0,27,6,""
"Cliffside","2011",2011-07-06,18,"1",5,5,1,0,0,0,0,27,6,""
"Cliffside","2011",2011-07-12,23,NA,0,0,NA,NA,NA,NA,NA,28,7,""
"Cliffside","2011",2011-07-18,15,"1",5,0,0,0,1,0,1,29,8,""
"Cliffside","2011",2011-07-29,5,NA,5,0,NA,NA,NA,NA,NA,30,9,""
"Cliffside","2011",2011-08-03,33,"2",7,8,2,2,0,1,3,31,10,""
"Cliffside","2011",2011-08-03,33,"6",7,8,0,2,0,2,4,31,10,""
"Cliffside","2011",2011-08-03,33,"3",7,8,0,2,0,1,3,31,10,""
"Cliffside","2011",2011-08-03,33,"1",7,8,2,1,0,0,1,31,10,""
"Cliffside","2011",2011-08-03,33,"5",7,8,0,2,0,2,4,31,10,""
"Cliffside","2011",2011-08-03,33,"7",7,8,0,2,0,0,2,31,10,""
"Cliffside","2011",2011-08-03,33,"4",7,8,0,4,0,0,4,31,10,""
"Cliffside","2011",2011-08-11,12,NA,7,0,NA,NA,NA,NA,NA,32,11,""
"Cliffside","2011",2011-08-15,22,"4",7,2,2,0,0,1,1,33,12,""
"Cliffside","2012",2012-06-25,23,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Cliffside","2012",2012-07-02,9,"2",2,2,1,0,0,0,0,27,6,""
"Cliffside","2012",2012-07-02,9,"1",2,2,1,0,0,0,0,27,6,""
"Cliffside","2012",2012-07-09,29,"3",3,3,1,0,0,0,0,28,7,""
"Cliffside","2012",2012-07-09,29,"2",3,3,1,0,0,0,0,28,7,""
"Cliffside","2012",2012-07-16,6,"2",3,2,1,0,0,0,0,29,8,""
"Cliffside","2012",2012-07-16,6,"3",3,2,1,0,0,0,0,29,8,""
"Cliffside","2012",2012-07-23,21,"4",4,0,0,1,0,0,1,30,9,""
"Cliffside","2012",2012-07-31,1,NA,4,0,NA,NA,NA,NA,NA,31,10,""
"Cliffside","2012",2012-08-06,29,"5",7,3,1,0,0,0,0,32,11,""
"Cliffside","2012",2012-08-06,29,"6",7,3,1,0,0,0,0,32,11,""
"Cliffside","2012",2012-08-06,29,"7",7,3,1,0,0,0,0,32,11,""
"Cliffside","2012",2012-08-14,6,"4",7,0,0,2,0,0,2,33,12,""
"Cliffside","2012",2012-08-21,11,NA,7,0,NA,NA,NA,NA,NA,34,13,""
"Cliffside","2012",2012-08-27,0,NA,7,0,NA,NA,NA,NA,NA,35,14,""
"Cliffside","2013",2013-06-25,15,"1",1,2,2,0,0,0,0,26,5,""
"Cliffside","2013",2013-07-02,14,"1",1,1,1,0,0,0,0,27,6,""
"Cliffside","2013",2013-07-10,7,"1",1,1,1,0,0,0,0,28,7,""
"Cliffside","2013",2013-07-15,17,"2",3,3,1,0,0,0,0,29,8,""
"Cliffside","2013",2013-07-15,17,"3",3,3,2,0,0,0,0,29,8,""
"Cliffside","2013",2013-07-22,7,"4",6,4,2,0,0,0,0,30,9,""
"Cliffside","2013",2013-07-22,7,"6",6,4,1,1,0,0,1,30,9,""
"Cliffside","2013",2013-07-22,7,"5",6,4,1,0,0,0,0,30,9,""
"Cliffside","2013",2013-07-29,21,"3",6,8,1,0,0,0,0,31,10,""
"Cliffside","2013",2013-07-29,21,"5",6,8,3,0,0,0,0,31,10,""
"Cliffside","2013",2013-07-29,21,"2",6,8,1,1,0,0,1,31,10,""
"Cliffside","2013",2013-07-29,21,"6",6,8,2,1,0,0,1,31,10,""
"Cliffside","2013",2013-07-29,21,"4",6,8,1,1,0,0,1,31,10,""
"Cliffside","2013",2013-08-09,26,"7",8,7,1,1,0,0,1,32,11,""
"Cliffside","2013",2013-08-09,26,"4",8,7,2,0,0,0,0,32,11,""
"Cliffside","2013",2013-08-09,26,"5",8,7,1,0,0,0,0,32,11,""
"Cliffside","2013",2013-08-09,26,"6",8,7,3,0,0,0,0,32,11,""
"Cliffside","2013",2013-08-09,26,"8",8,7,1,0,0,0,0,32,11,""
"Cliffside","2013",2013-08-12,29,"5",9,7,1,0,0,0,0,33,12,""
"Cliffside","2013",2013-08-12,29,"9",9,7,1,0,0,0,0,33,12,""
"Cliffside","2013",2013-08-12,29,"7",9,7,0,1,0,1,2,33,12,""
"Cliffside","2013",2013-08-12,29,"2",9,7,1,0,0,0,0,33,12,""
"Cliffside","2013",2013-08-12,29,"6",9,7,3,0,0,0,0,33,12,""
"Cliffside","2013",2013-08-12,29,"3",9,7,0,1,0,0,1,33,12,""
"Cliffside","2013",2013-08-12,29,"8",9,7,1,0,0,0,0,33,12,""
"Cliffside","2013",2013-08-12,29,"1",9,7,0,1,0,0,1,33,12,""
"Cliffside","2013",2013-08-19,11,"7",9,2,0,4,0,0,4,34,13,""
"Cliffside","2013",2013-08-19,11,"2",9,2,1,0,0,0,0,34,13,""
"Cliffside","2013",2013-08-19,11,"4",9,2,1,0,0,0,0,34,13,""
"Cliffside","2013",2013-08-19,11,"6",9,2,0,1,0,0,1,34,13,""
"Cliffside","2013",2013-08-26,14,"6",9,1,0,1,0,0,1,35,14,""
"Cliffside","2013",2013-08-26,14,"4",9,1,1,1,0,0,1,35,14,""
"Cliffside","2014",2014-06-16,39,"1",3,3,1,0,0,0,0,25,4,""
"Cliffside","2014",2014-06-16,39,"3",3,3,3,0,0,0,0,25,4,""
"Cliffside","2014",2014-06-16,39,"2",3,3,2,0,0,0,0,25,4,""
"Cliffside","2014",2014-06-23,13,NA,3,0,NA,NA,NA,NA,NA,26,5,""
"Cliffside","2014",2014-06-30,6,"2",4,4,1,0,0,0,0,27,6,""
"Cliffside","2014",2014-06-30,6,"1",4,4,1,0,0,0,0,27,6,""
"Cliffside","2014",2014-06-30,6,"4",4,4,1,0,0,0,0,27,6,""
"Cliffside","2014",2014-06-30,6,"3",4,4,1,0,0,0,0,27,6,""
"Cliffside","2014",2014-07-07,14,"1",6,5,1,0,1,0,1,28,7,""
"Cliffside","2014",2014-07-07,14,"6",6,5,0,0,1,0,1,28,7,""
"Cliffside","2014",2014-07-07,14,"5",6,5,1,0,0,0,0,28,7,""
"Cliffside","2014",2014-07-07,14,"4",6,5,0,0,1,0,1,28,7,""
"Cliffside","2014",2014-07-07,14,"2",6,5,1,0,0,0,0,28,7,""
"Cliffside","2014",2014-07-07,14,"3",6,5,1,0,0,0,0,28,7,""
"Cliffside","2014",2014-07-14,15,"5",6,6,1,0,3,0,3,29,8,""
"Cliffside","2014",2014-07-14,15,"4",6,6,1,0,0,0,0,29,8,""
"Cliffside","2014",2014-07-14,15,"2",6,6,2,0,0,0,0,29,8,""
"Cliffside","2014",2014-07-14,15,"3",6,6,2,0,1,0,1,29,8,""
"Cliffside","2014",2014-07-14,15,"1",6,6,0,0,1,0,1,29,8,""
"Cliffside","2014",2014-07-21,16,"7",7,7,1,0,0,0,0,30,9,""
"Cliffside","2014",2014-07-21,16,"6",7,7,1,0,0,0,0,30,9,""
"Cliffside","2014",2014-07-21,16,"5",7,7,1,0,0,0,0,30,9,""
"Cliffside","2014",2014-07-21,16,"1",7,7,2,0,0,0,0,30,9,""
"Cliffside","2014",2014-07-21,16,"4",7,7,2,0,1,0,1,30,9,""
"Cliffside","2014",2014-07-28,12,"5",7,0,0,0,2,0,2,31,10,""
"Cliffside","2014",2014-07-28,12,"1",7,0,1,0,0,0,0,31,10,""
"Cliffside","2014",2014-07-28,12,"2",7,0,2,0,0,0,0,31,10,""
"Cliffside","2014",2014-08-04,5,"2",7,0,0,0,1,0,1,32,11,""
"Cliffside","2014",2014-08-11,13,"3",7,0,0,0,1,0,1,33,12,""
"Cliffside","2014",2014-08-18,4,NA,7,0,NA,NA,NA,NA,NA,34,13,""
"Cliffside","2014",2014-08-26,0,NA,7,0,NA,NA,NA,NA,NA,35,14,""
"Cliffside","2015",2015-06-22,16,NA,2,3,NA,NA,NA,NA,NA,26,5,""
"Cliffside","2015",2015-06-29,9,NA,2,3,NA,NA,NA,NA,NA,27,6,""
"Cliffside","2015",2015-07-06,33,NA,5,9,NA,NA,NA,NA,NA,28,7,""
"Cliffside","2015",2015-07-14,8,NA,2,3,NA,NA,NA,NA,NA,29,8,""
"Cliffside","2015",2015-07-20,27,NA,2,2,NA,NA,NA,NA,NA,30,9,""
"Cliffside","2015",2015-07-28,12,NA,2,3,NA,NA,NA,NA,NA,31,10,""
"Cliffside","2015",2015-08-04,28,NA,0,0,NA,NA,NA,NA,NA,32,11,""
"Cliffside","2015",2015-08-10,14,NA,3,4,NA,NA,NA,NA,NA,33,12,""
"Cliffside","2015",2015-08-17,6,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Cliffside","2015",2015-08-24,0,NA,0,0,NA,NA,NA,NA,NA,35,14,""
"Cliffside","2016",2016-06-07,22,NA,5,8,NA,NA,NA,NA,NA,23,2,""
"Cliffside","2016",2016-06-13,26,NA,3,3,NA,NA,NA,NA,NA,24,3,""
"Cliffside","2016",2016-06-20,22,NA,4,4,NA,NA,NA,NA,NA,25,4,""
"Cliffside","2016",2016-06-27,27,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Cliffside","2016",2016-07-04,11,NA,0,0,NA,NA,NA,NA,NA,27,6,""
"Cliffside","2016",2016-07-11,23,NA,7,4,NA,NA,NA,NA,NA,28,7,""
"Cliffside","2016",2016-07-18,7,NA,0,0,NA,NA,NA,NA,NA,29,8,""
"Cliffside","2016",2016-07-25,21,NA,2,4,NA,NA,NA,NA,NA,30,9,""
"Cliffside","2016",2016-08-01,8,NA,1,1,NA,NA,NA,NA,NA,31,10,""
"Cliffside","2016",2016-08-08,18,NA,3,2,NA,NA,NA,NA,NA,32,11,""
"Cliffside","2016",2016-08-15,2,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Cliffside","2016",2016-08-22,16,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Cliffside","2017",2017-06-13,15,NA,1,1,NA,NA,NA,NA,NA,24,3,""
"Cliffside","2017",2017-06-13,29,NA,0,0,NA,NA,NA,NA,NA,24,3,"Y"
"Cliffside","2017",2017-06-15,26,NA,0,0,NA,NA,NA,NA,NA,24,3,"Y"
"Cliffside","2017",2017-06-19,21,NA,0,0,NA,NA,NA,NA,NA,25,4,"Y"
"Cliffside","2017",2017-06-20,9,NA,0,0,NA,NA,NA,NA,NA,25,4,""
"Cliffside","2017",2017-06-21,13,NA,0,0,NA,NA,NA,NA,NA,25,4,"Y"
"Cliffside","2017",2017-06-23,32,NA,1,2,NA,NA,NA,NA,NA,25,4,"Y"
"Cliffside","2017",2017-06-27,37,NA,2,2,NA,NA,NA,NA,NA,26,5,""
"Cliffside","2017",2017-06-27,42,NA,1,2,NA,NA,NA,NA,NA,26,5,"Y"
"Cliffside","2017",2017-06-29,35,NA,1,2,NA,NA,NA,NA,NA,26,5,"Y"
"Cliffside","2017",2017-07-03,11,NA,1,3,NA,NA,NA,NA,NA,27,6,"Y"
"Cliffside","2017",2017-07-04,22,NA,1,2,NA,NA,NA,NA,NA,27,6,""
"Cliffside","2017",2017-07-05,28,NA,1,1,NA,NA,NA,NA,NA,27,6,"Y"
"Cliffside","2017",2017-07-07,12,NA,1,1,NA,NA,NA,NA,NA,27,6,"Y"
"Cliffside","2017",2017-07-11,20,NA,2,2,NA,NA,NA,NA,NA,28,7,""
"Cliffside","2017",2017-07-11,27,NA,3,6,NA,NA,NA,NA,NA,28,7,"Y"
"Cliffside","2017",2017-07-13,31,NA,2,4,NA,NA,NA,NA,NA,28,7,"Y"
"Cliffside","2017",2017-07-17,33,NA,3,8,NA,NA,NA,NA,NA,29,8,"Y"
"Cliffside","2017",2017-07-18,19,NA,2,4,NA,NA,NA,NA,NA,29,8,""
"Cliffside","2017",2017-07-19,18,NA,2,3,NA,NA,NA,NA,NA,29,8,"Y"
"Cliffside","2017",2017-07-21,28,NA,3,3,NA,NA,NA,NA,NA,29,8,"Y"
"Cliffside","2017",2017-07-25,22,NA,9,13,NA,NA,NA,NA,NA,30,9,""
"Cliffside","2017",2017-07-25,39,NA,4,14,NA,NA,NA,NA,NA,30,9,"Y"
"Cliffside","2017",2017-07-27,35,NA,3,8,NA,NA,NA,NA,NA,30,9,"Y"
"Cliffside","2017",2017-07-31,31,NA,4,9,NA,NA,NA,NA,NA,31,10,"Y"
"Cliffside","2017",2017-08-01,22,NA,2,3,NA,NA,NA,NA,NA,31,10,""
"Cliffside","2017",2017-08-02,24,NA,4,9,NA,NA,NA,NA,NA,31,10,"Y"
"Cliffside","2017",2017-08-04,28,NA,11,6,NA,NA,NA,NA,NA,31,10,"Y"
"Cliffside","2017",2017-08-08,15,NA,3,7,NA,NA,NA,NA,NA,32,11,""
"Cliffside","2017",2017-08-08,27,NA,4,17,NA,NA,NA,NA,NA,32,11,"Y"
"Cliffside","2017",2017-08-10,42,NA,2,8,NA,NA,NA,NA,NA,32,11,"Y"
"Cliffside","2017",2017-08-14,38,NA,2,15,NA,NA,NA,NA,NA,33,12,"Y"
"Cliffside","2017",2017-08-16,15,NA,2,5,NA,NA,NA,NA,NA,33,12,""
"Cliffside","2017",2017-08-16,35,NA,2,7,NA,NA,NA,NA,NA,33,12,"Y"
"Cliffside","2017",2017-08-18,29,NA,2,4,NA,NA,NA,NA,NA,33,12,"Y"
"Cliffside","2017",2017-08-22,3,NA,1,1,NA,NA,NA,NA,NA,34,13,""
"Cliffside","2017",2017-08-28,3,NA,1,5,NA,NA,NA,NA,NA,35,14,"Y"
"Cliffside","2017",2017-08-29,3,NA,1,1,NA,NA,NA,NA,NA,35,14,""
"Cliffside","2017",2017-09-05,0,NA,0,0,NA,NA,NA,NA,NA,36,15,""
"Cliffside","2017",2017-09-14,0,NA,0,0,NA,NA,NA,NA,NA,37,16,""
"Clinton Ferry","2016",2016-06-16,15,NA,1,1,NA,NA,NA,NA,NA,24,3,""
"Clinton Ferry","2016",2016-06-17,6,NA,1,1,NA,NA,NA,NA,NA,24,3,""
"Clinton Ferry","2016",2016-06-24,7,NA,2,4,NA,NA,NA,NA,NA,25,4,""
"Clinton Ferry","2016",2016-07-01,4,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Clinton Ferry","2016",2016-07-08,15,NA,2,3,NA,NA,NA,NA,NA,27,6,""
"Clinton Ferry","2016",2016-07-19,3,NA,1,4,NA,NA,NA,NA,NA,29,8,""
"Clinton Ferry","2016",2016-07-26,14,NA,4,4,NA,NA,NA,NA,NA,30,9,""
"Clinton Ferry","2016",2016-07-29,6,NA,2,4,NA,NA,NA,NA,NA,30,9,""
"Clinton Ferry","2016",2016-08-05,4,NA,1,2,NA,NA,NA,NA,NA,31,10,""
"Clinton Ferry","2016",2016-08-12,6,NA,2,4,NA,NA,NA,NA,NA,32,11,""
"Clinton Ferry","2016",2016-08-22,2,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Clinton Ferry","2016",2016-08-26,3,NA,1,1,NA,NA,NA,NA,NA,34,13,""
"Clinton Ferry","2017",2017-06-17,12,NA,4,10,NA,NA,NA,NA,NA,24,3,""
"Clinton Ferry","2017",2017-06-25,11,NA,4,18,NA,NA,NA,NA,NA,25,4,""
"Clinton Ferry","2017",2017-07-01,8,NA,1,4,NA,NA,NA,NA,NA,26,5,""
"Clinton Ferry","2017",2017-07-15,8,NA,4,11,NA,NA,NA,NA,NA,28,7,""
"Clinton Ferry","2017",2017-07-22,7,NA,4,35,NA,NA,NA,NA,NA,29,8,""
"Clinton Ferry","2017",2017-07-29,5,NA,6,24,NA,NA,NA,NA,NA,30,9,""
"Clinton Ferry","2017",2017-08-05,9,NA,4,4,NA,NA,NA,NA,NA,31,10,""
"Clinton Ferry","2017",2017-08-13,14,NA,1,4,NA,NA,NA,NA,NA,32,11,""
"Clinton Ferry","2017",2017-08-19,4,NA,2,14,NA,NA,NA,NA,NA,33,12,""
"Coupeville Wharf","2013",2013-06-24,6,"1",1,1,1,0,0,0,0,26,5,""
"Coupeville Wharf","2013",2013-07-02,9,"1",1,0,0,1,0,0,1,27,6,""
"Coupeville Wharf","2013",2013-07-10,8,"4",4,9,1,0,0,0,0,28,7,""
"Coupeville Wharf","2013",2013-07-10,8,"3",4,9,1,0,0,0,0,28,7,""
"Coupeville Wharf","2013",2013-07-10,8,"1",4,9,5,0,0,0,0,28,7,""
"Coupeville Wharf","2013",2013-07-10,8,"2",4,9,2,0,0,0,0,28,7,""
"Coupeville Wharf","2013",2013-07-16,11,"1",4,5,2,0,0,0,0,29,8,""
"Coupeville Wharf","2013",2013-07-16,11,"3",4,5,2,0,1,0,1,29,8,""
"Coupeville Wharf","2013",2013-07-16,11,"2",4,5,1,0,0,0,0,29,8,""
"Coupeville Wharf","2013",2013-07-25,11,"1",4,2,2,0,0,0,0,30,9,""
"Coupeville Wharf","2013",2013-07-30,15,"1",4,1,1,1,1,0,2,31,10,""
"Coupeville Wharf","2013",2013-08-06,12,NA,4,0,NA,NA,NA,NA,NA,32,11,""
"Coupeville Wharf","2013",2013-08-12,10,NA,4,0,NA,NA,NA,NA,NA,33,12,""
"Coupeville Wharf","2013",2013-08-19,5,NA,4,0,NA,NA,NA,NA,NA,34,13,""
"Coupeville Wharf","2015",2015-06-25,8,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Coupeville Wharf","2015",2015-07-02,7,NA,0,0,NA,NA,NA,NA,NA,27,6,""
"Coupeville Wharf","2015",2015-07-07,8,NA,0,0,NA,NA,NA,NA,NA,28,7,""
"Coupeville Wharf","2015",2015-07-14,4,NA,0,0,NA,NA,NA,NA,NA,29,8,""
"Coupeville Wharf","2016",2016-06-16,5,NA,0,0,NA,NA,NA,NA,NA,24,3,""
"Coupeville Wharf","2016",2016-06-23,6,NA,0,0,NA,NA,NA,NA,NA,25,4,""
"Coupeville Wharf","2017",2017-06-18,6,NA,0,0,NA,NA,NA,NA,NA,24,3,""
"Coupeville Wharf","2017",2017-06-25,3,NA,1,1,NA,NA,NA,NA,NA,25,4,""
"Coupeville Wharf","2017",2017-07-02,5,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Coupeville Wharf","2017",2017-07-09,4,NA,0,0,NA,NA,NA,NA,NA,27,6,""
"Coupeville Wharf","2017",2017-07-16,5,NA,1,1,NA,NA,NA,NA,NA,28,7,""
"Coupeville Wharf","2017",2017-07-23,5,NA,0,0,NA,NA,NA,NA,NA,29,8,""
"Coupeville Wharf","2017",2017-07-30,6,NA,1,2,NA,NA,NA,NA,NA,30,9,""
"Coupeville Wharf","2017",2017-08-06,6,NA,1,1,NA,NA,NA,NA,NA,31,10,""
"Coupeville Wharf","2017",2017-08-12,8,NA,1,3,NA,NA,NA,NA,NA,32,11,""
"Coupeville Wharf","2017",2017-08-20,8,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Coupeville Wharf","2017",2017-08-27,2,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Coupeville Wharf","2017",2017-09-03,0,NA,0,0,NA,NA,NA,NA,NA,35,14,""
"Crescent Harbor","2008",2008-06-28,14,NA,9,0,NA,NA,NA,NA,NA,26,5,""
"Crescent Harbor","2008",2008-07-05,11,"3",9,0,0,0,1,0,1,27,6,""
"Crescent Harbor","2008",2008-07-05,11,"5",9,0,0,1,0,0,1,27,6,""
"Crescent Harbor","2008",2008-07-14,12,"3",9,0,0,2,0,0,2,29,8,""
