region,site,date,start_time,end_time,PG_count,burrow_count,burrow_visit,intern_data,qaqc,mult_count
Whidbey,Forbes Point,6/28/13,7:17,8:18,15,1,1,,,
Whidbey,Forbes Point,7/5/13,7:41,8:41,8,2,1,,,
Whidbey,Forbes Point,7/10/13,7:28,8:28,19,3,,,,
Whidbey,Forbes Point,7/18/13,7:15,8:15,11,3,,,,
Whidbey,Forbes Point,7/24/13,7:20,8:20,23,3,3,,,
Whidbey,Forbes Point,7/31/13,7:20,8:20,17,3,,,,
Whidbey,Forbes Point,8/8/13,7:20,8:20,26,4,4,,,
Whidbey,Forbes Point,8/15/13,7:10,8:10,5,4,,,,
Whidbey,Forbes Point,8/22/13,7:25,8:25,11,4,,,,
Whidbey,Forbes Point,6/26/08,8:40,9:54,18,,,,,
Whidbey,Forbes Point,7/5/08,8:40,9:50,11,,,,,
Whidbey,Forbes Point,7/9/08,8:40,9:55,17,1,,,,
Whidbey,Forbes Point,7/17/08,8:20,9:40,3,,,,,
Whidbey,Forbes Point,7/24/08,8:45,9:50,16,5,,,,
Whidbey,Forbes Point,8/4/08,8:40,10:00,28,5,,,,
Whidbey,Forbes Point,8/7/08,8:40,10:00,21,7,,,,
Whidbey,Forbes Point,6/26/15,,,13,1,1,,,
Whidbey,Forbes Point,7/3/15,,,6,1,2,,,
Whidbey,Forbes Point,7/10/15,,,17,1,1,,,
Whidbey,Forbes Point,7/20/15,,,12,0,0,,,
Whidbey,Forbes Point,7/31/15,,,6,0,0,,,
Whidbey,Forbes Point,8/3/15,,,10,0,0,,,
Whidbey,Forbes Point,8/14/15,,,10,0,0,,,
Whidbey,Forbes Point,8/18/15,,,5,2,3,,,
Whidbey,Forbes Point,8/28/15,,,4,0,0,,,
Whidbey,Forbes Point,6/1/16,,,12,0,0,,,
Whidbey,Forbes Point,6/11/16,,,19,1,1,,,
Whidbey,Forbes Point,6/18/16,,,13,1,1,,,
Whidbey,Forbes Point,6/23/16,,,16,2,5,,,
Whidbey,Forbes Point,6/29/16,,,12,0,0,,,
Whidbey,Forbes Point,7/7/16,,,17,3,5,,,
Whidbey,Forbes Point,7/13/16,,,5,1,1,,,
Whidbey,Forbes Point,7/21/16,,,21,2,3,,,
Whidbey,Forbes Point,7/26/16,,,18,2,3,,,
Whidbey,Forbes Point,8/1/16,,,2,0,0,,,
Whidbey,Forbes Point,8/8/16,,,16,0,0,,,
Whidbey,Forbes Point,8/15/16,,,0,0,0,,,
Whidbey,Forbes Point,6/14/17,,,15,1,2,,,
Whidbey,Forbes Point,6/23/17,,,1,0,0,,,
Whidbey,Forbes Point,6/30/17,,,16,0,0,,,
Whidbey,Forbes Point,7/8/17,,,9,1,1,,,
Whidbey,Forbes Point,7/14/17,,,12,2,3,,,
Whidbey,Forbes Point,7/20/17,,,1,0,0,,,
Whidbey,Forbes Point,7/27/17,,,24,2,7,,,
Whidbey,Forbes Point,8/3/17,,,3,1,1,,,
Whidbey,Forbes Point,8/11/17,,,20,1,4,,,
Whidbey,Forbes Point,8/17/17,,,2,0,0,,,
Whidbey,Forbes Point,8/24/17,,,2,0,0,,,
Whidbey,Forbes Point,9/1/17,,,0,0,0,,,
Whidbey,Fort Casey,6/27/10,8:40,10:10,50,1,,,,
Whidbey,Fort Casey,7/7/10,8:40,9:45,20,4,1,,,
Whidbey,Fort Casey,7/14/10,8:30,9:30,50,5,2,,,
Whidbey,Fort Casey,7/24/10,8:30,9:30,40,7,1,,,
Whidbey,Fort Casey,8/7/10,8:30,9:40,43,,,,,
Whidbey,Fort Casey,8/1/10,8:30,9:30,50,10,27,,,
Whidbey,Fort Casey,8/14/10,8:35,9:35,21,10,,,,
Whidbey,Fort Casey,6/25/11,8:40,9:40,50,1,1,,,
Whidbey,Fort Casey,7/2/11,8:40,9:45,46,2,,,,
Whidbey,Fort Casey,7/12/11,8:05,9:05,55,2,,,,
Whidbey,Fort Casey,7/19/11,8:40,9:40,60,5,3,,,
Whidbey,Fort Casey,7/23/11,8:45,9:45,40,5,2,,,
Whidbey,Fort Casey,7/30/11,8:40,9:45,25,6,,,,
Whidbey,Fort Casey,8/6/11,8:40,9:50,40,6,,,,
Whidbey,Fort Casey,8/17/11,8:35,9:35,45,6,,,,
Whidbey,Fort Casey,8/21/11,8:40,9:40,32,6,,,,
Whidbey,Fort Casey,8/30/11,8:45,9:45,5,6,,,,
Whidbey,Fort Casey,6/23/13,8:45,9:45,57,0,,,,
Whidbey,Fort Casey,6/29/13,8:45,9:45,27,2,,,,
Whidbey,Fort Casey,7/8/13,7:40,8:40,54,3,1,,,
Whidbey,Fort Casey,7/16/13,7:55,8:55,45,6,1,,,
Whidbey,Fort Casey,7/24/13,8:30,9:30,30,6,1,,,
Whidbey,Fort Casey,8/4/13,8:55,9:55,25,6,,,,
Whidbey,Fort Casey,8/11/13,8:55,9:55,41,8,2,,,
Whidbey,Fort Casey,8/17/13,8:45,9:45,30,8,,,,
Whidbey,Fort Casey,8/23/13,8:45,9:45,6,8,,,,
Whidbey,Fort Casey,8/31/13,8:50,9:50,3,8,,,,
Whidbey,Fort Casey,6/29/09,8:40,9:40,30,3,,,,
Whidbey,Fort Casey,7/9/09,9:50,9:50,35,5,,,,
Whidbey,Fort Casey,7/16/09,8:30,9:30,30,6,,,,
Whidbey,Fort Casey,7/27/09,8:40,9:40,32,6,,,,
Whidbey,Fort Casey,8/7/09,8:45,9:45,44,8,,,,
Whidbey,Fort Casey,8/10/09,8:55,9:55,55,8,,,,
Whidbey,Fort Casey,8/17/09,8:40,9:40,25,6,,,,
Whidbey,Fort Casey,6/24/09,8:00,9:00,11,4,,,,
Whidbey,Fort Casey,7/1/09,8:00,9:00,18,5,,,,
Whidbey,Fort Casey,7/9/09,8:00,9:00,21,6,,,,
Whidbey,Fort Casey,7/15/09,8:00,9:00,14,7,,,,
Whidbey,Fort Casey,7/22/09,8:00,9:00,24,7,,,,
Whidbey,Fort Casey,7/29/09,8:00,9:00,20,7,,,,
Whidbey,Fort Casey,8/5/09,8:00,9:00,16,7,,,,
Whidbey,Fort Casey,8/12/09,8:00,9:00,21,7,,,,
Whidbey,Fort Casey,8/19/09,6:00,7:00,11,,,,,
Whidbey,Fort Casey,8/7/09,8:50,9:50,22,,,,,
Whidbey,Fort Casey,8/8/09,6:50,7:50,24,,,,,
Whidbey,Fort Casey,8/17/09,7:20,8:20,9,,,,,
Whidbey,Fort Casey,7/2/09,7:45,8:45,18,3,,,,
Whidbey,Fort Casey,7/10/09,7:40,8:45,20,3,,,,
Whidbey,Fort Casey,7/17/09,7:30,8:45,22,6,,,,
Whidbey,Fort Casey,7/27/09,8:20,9:40,19,9,,,,
Whidbey,Fort Casey,8/3/09,8:10,9:10,18,9,,,,
Whidbey,Fort Casey,8/10/09,7:30,8:30,20,9,,,,
Whidbey,Fort Casey,8/16/09,7:30,8:30,19,9,,,,
Whidbey,Fort Casey,6/27/08,8:40,9:40,30,,,,,
Whidbey,Fort Casey,7/2/08,8:45,9:45,19,1,,,,
Whidbey,Fort Casey,7/9/08,8:55,9:55,25,3,,,,
Whidbey,Fort Casey,7/21/08,9:00,10:00,48,5,,,,
Whidbey,Fort Casey,7/26/08,8:55,9:55,30,,,,,
Whidbey,Fort Casey,8/1/08,8:55,9:55,18,,,,,
Whidbey,Fort Casey,6/20/14,8:40,9:45,40,0,,,,
Whidbey,Fort Casey,6/27/14,8:45,9:45,35,1,,,,
Whidbey,Fort Casey,7/4/14,9:45,10:00,36,3,,,,
Whidbey,Fort Casey,7/13/14,,,26,5,,,,
Whidbey,Fort Casey,7/18/14,8:35,9:40,32,8,4,,,
Whidbey,Fort Casey,7/24/14,9:00,10:00,35,10,,,,
Whidbey,Fort Casey,8/3/14,8:45,9:45,40,11,2,,,
Whidbey,Fort Casey,8/8/14,8:40,9:43,44,15,2,,,
Whidbey,Fort Casey,8/15/14,8:05,9:05,36,15,1,,,
Whidbey,Fort Casey,8/23/14,8:50,9:50,4,15,,,,
Whidbey,Fort Casey,6/25/12,8:30,9:30,35,1,,,,
Whidbey,Fort Casey,7/4/12,8:45,9:45,39,2,1,,,
Whidbey,Fort Casey,7/14/12,8:20,8:40,31,7,8,,,
Whidbey,Fort Casey,7/21/12,8:55,9:55,61,9,3,,,
Whidbey,Fort Casey,7/27/12,8:50,9:50,48,10,1,,,
Whidbey,Fort Casey,8/5/12,8:55,9:55,50,10,,,,
Whidbey,Fort Casey,6/24/15,,,39,2,2,,,
Whidbey,Fort Casey,7/4/15,,,33,3,10,,,
Whidbey,Fort Casey,7/11/15,,,31,9,9,,,
Whidbey,Fort Casey,7/17/15,,,32,11,31,,,
Whidbey,Fort Casey,7/24/15,,,32,9,21,,,
Whidbey,Fort Casey,7/29/15,,,34,3,4,,,
Whidbey,Fort Casey,8/7/15,,,0,3,4,,,
Whidbey,Fort Casey,8/15/15,,,14,1,2,,,
Whidbey,Fort Casey,8/23/15,,,2,0,0,,,
Whidbey,Fort Casey,8/30/15,,,0,0,0,,,
Whidbey,Fort Casey,6/10/16,,,50,1,1,,,
Whidbey,Fort Casey,6/17/16,,,32,1,1,,,
Whidbey,Fort Casey,6/25/16,,,42,0,0,,,
Whidbey,Fort Casey,7/2/16,,,29,4,4,,,
Whidbey,Fort Casey,7/9/16,,,32,4,6,,,
Whidbey,Fort Casey,7/17/16,,,26,7,7,,,
Whidbey,Fort Casey,7/23/16,,,60,8,8,,,
Whidbey,Fort Casey,7/30/16,,,24,3,4,,,
Whidbey,Fort Casey,8/6/16,,,35,2,3,,,
Whidbey,Fort Casey,8/13/16,,,39,0,0,,,
Whidbey,Fort Casey,8/20/16,,,3,0,0,,,
Whidbey,Fort Casey,6/17/17,,,56,1,1,,,
Whidbey,Fort Casey,6/24/17,,,45,0,0,,,
Whidbey,Fort Casey,7/1/17,,,43,2,5,,,
Whidbey,Fort Casey,7/8/17,,,75,2,2,,,
Whidbey,Fort Casey,7/15/17,,,38,4,6,,,
Whidbey,Fort Casey,7/22/17,,,52,4,10,,,
Whidbey,Fort Casey,7/29/17,,,63,4,10,,,
Whidbey,Fort Casey,8/5/17,,,49,7,12,,,
Whidbey,Fort Casey,8/12/17,,,12,0,0,,,
Whidbey,Fort Casey,8/19/17,,,2,0,0,,,
Whidbey,Hancock Lake,6/28/08,7:28,8:28,44,,,,,
Whidbey,Hancock Lake,7/1/08,8:10,9:10,46,3,,,,
Whidbey,Hancock Lake,7/11/08,8:33,9:33,32,7,,,,
Whidbey,Hancock Lake,7/16/08,8:22,9:22,32,15,,,,
Whidbey,Hancock Lake,7/25/08,8:28,9:29,29,16,,,,
Whidbey,Hancock Lake,7/30/08,8:44,9:45,19,17,,,,
Whidbey,Hancock Lake,8/4/08,8:44,9:45,50,17,,,,
Whidbey,Hancock Lake,7/10/08,8:00,9:00,8,3,,,,
Whidbey,Hancock Lake,7/16/08,7:45,8:45,23,,,,,
Whidbey,Hancock Lake,7/26/08,7:15,7:50,15,,,,,
Whidbey,Hancock Lake,7/31/08,8:20,9:05,11,,,,,
Whidbey,Hancock Lake,6/18/14,8:00,9:00,63,,,,,
Whidbey,Hancock Lake,6/24/14,8:00,9:00,60,,,,,
Whidbey,Hancock Lake,7/8/14,8:43,9:43,32,5,5,,,
Whidbey,Hancock Lake,7/11/14,8:39,9:30,42,7,5,,,
Whidbey,Hancock Lake,7/18/14,7:39,8:39,67,12,42,,,
Whidbey,Hancock Lake,7/25/14,8:32,9:32,57,12,5,,,
Whidbey,Hancock Lake,8/3/14,7:38,8:38,67,13,29,,,
Whidbey,Hancock Lake,8/9/14,7:55,8:55,70,13,,,,
Whidbey,Hancock Lake,8/17/14,8:15,9:15,28,13,,,,
Whidbey,Hancock Lake,6/26/10,8:33,9:35,69,2,2,,,
Whidbey,Hancock Lake,7/7/10,7:50,8:55,59,10,7,,,
Whidbey,Hancock Lake,7/13/10,8:10,9:10,66,15,16,,,
Whidbey,Hancock Lake,7/21/10,8:20,9:20,65,15,35,,,
Whidbey,Hancock Lake,7/24/10,8:10,9:10,47,16,6,,,
Whidbey,Hancock Lake,8/6/10,8:00,9:00,29,16,3,,,
Whidbey,Hancock Lake,8/9/10,8:20,9:20,42,16,4,,,
Whidbey,Hancock Lake,8/19/10,7:15,8:15,9,16,,,,
Whidbey,Hancock Lake,8/24/10,8:42,9:42,3,,,,,
Whidbey,Hancock Lake,7/9/14,7:45,8:45,21,1,,,,
Whidbey,Hancock Lake,7/16/14,8:30,9:30,21,2,4,,,
Whidbey,Hancock Lake,7/26/14,7:45,8:45,15,3,1,,,
Whidbey,Hancock Lake,7/31/14,8:00,9:00,9,4,,,,
Whidbey,Hancock Lake,8/7/14,8:00,9:00,6,4,1,,,
Whidbey,Hancock Lake,8/13/14,8:00,9:00,0,4,,,,
Whidbey,Hancock Lake,8/14/14,8:00,9:00,0,4,,,,
Whidbey,Harrington North,6/18/14,7:15,8:15,26,0,,,,
Whidbey,Harrington North,6/24/14,6:45,7:45,12,0,,,,
Whidbey,Harrington North,7/2/14,8:05,9:10,11,0,,,,
Whidbey,Harrington North,7/9/14,7:40,8:40,13,2,,,,
Whidbey,Harrington North,7/16/14,8:45,9:45,9,2,,,,
Whidbey,Harrington North,7/22/14,7:50,8:50,11,2,,,,
Whidbey,Harrington North,7/29/14,7:12,8:12,20,2,,,,
Whidbey,Harrington North,8/6/14,7:49,8:49,11,2,,,,
Whidbey,Harrington North,8/15/14,7:40,8:40,11,2,,,,
Whidbey,Harrington North,8/20/14,8:40,9:40,0,2,,,,
Whidbey,Harrington North,6/29/10,7:08,9:20,27,4,6,,,
Whidbey,Harrington North,7/6/10,7:20,8:20,32,4,,,,
Whidbey,Harrington North,7/26/10,6:40,7:40,25,4,3,,,
Whidbey,Harrington North,7/13/10,6:30,7:40,22,,1,,,
Whidbey,Harrington North,7/20/10,6:20,7:30,24,,4,,,
Whidbey,Harrington North,8/3/10,8:35,9:35,19,,,,,
Whidbey,Harrington North,8/10/10,8:16,9:16,37,,,,,
Whidbey,Harrington North,7/1/11,8:25,9:25,9,1,,,,
Whidbey,Harrington North,7/8/11,8:00,9:00,18,2,1,,,
Whidbey,Harrington North,7/12/11,8:28,9:28,15,3,,,,
Whidbey,Harrington North,7/21/11,7:55,8:55,22,4,,,,
Whidbey,Harrington North,7/28/11,8:15,9:15,25,4,,,,
Whidbey,Harrington North,8/3/11,7:30,8:30,17,4,,,,
Whidbey,Harrington North,8/11/11,8:05,9:05,20,4,,,,
Whidbey,Harrington North,6/27/12,8:08,9:08,12,3,2,,,
Whidbey,Harrington North,7/5/12,6:20,7:20,28,5,,,,
Whidbey,Harrington North,7/11/12,7:35,8:35,26,5,,,,
Whidbey,Harrington North,7/19/12,8:00,9:00,23,5,,,,
Whidbey,Harrington North,7/25/12,7:00,8:00,27,5,1,,,
Whidbey,Harrington North,8/1/12,6:50,7:50,22,5,,,,
Whidbey,Harrington North,8/7/12,8:15,9:15,13,5,,,,
Whidbey,Harrington North,6/28/13,7:50,8:50,10,2,,,,
Whidbey,Harrington North,7/3/13,7:15,8:15,4,2,,,,
Whidbey,Harrington North,7/11/13,7:40,8:40,14,3,1,,,
Whidbey,Harrington North,7/17/13,8:50,9:50,6,3,,,,
Whidbey,Harrington North,7/24/13,8:00,9:00,15,3,,,,
Whidbey,Harrington North,7/30/13,8:30,9:30,20,3,,,,
Whidbey,Harrington North,8/7/13,8:00,9:00,13,3,,,,
Whidbey,Harrington North,8/26/13,7:55,8:40,0,,,,,
Whidbey,Harrington North,6/24/08,8:46,9:46,10,3,,,,
Whidbey,Harrington North,7/3/08,7:40,8:40,21,7,,,,
Whidbey,Harrington North,7/9/08,7:30,8:30,30,,,,,
Whidbey,Harrington North,7/18/08,9:30,11:05,25,,,,,
Whidbey,Harrington North,7/25/08,8:56,10:00,40,12,,,,
Whidbey,Harrington North,6/26/15,,,9,2,2,,,
Whidbey,Harrington North,7/3/15,,,17,3,4,,,
Whidbey,Harrington North,7/10/15,,,15,3,1,,,
Whidbey,Harrington North,7/16/15,,,20,2,2,,,
Whidbey,Harrington North,7/23/15,,,19,4,7,,,
Whidbey,Harrington North,7/30/15,,,22,4,6,,,
Whidbey,Harrington North,8/7/15,,,16,2,2,,,
Whidbey,Harrington North,8/14/15,,,11,3,3,,,
Whidbey,Harrington North,8/21/15,,,6,1,1,,,
Whidbey,Harrington North,8/26/15,,,8,0,0,,,
Whidbey,Harrington North,9/9/15,,,0,0,0,,,
Whidbey,Harrington North,6/10/16,,,14,1,1,,,
Whidbey,Harrington North,6/17/16,,,7,1,1,,,
Whidbey,Harrington North,6/25/16,,,13,1,1,,,
Whidbey,Harrington North,7/1/16,,,13,0,0,,,
Whidbey,Harrington North,7/8/16,,,10,1,1,,,
Whidbey,Harrington North,7/15/16,,,16,1,1,,,
Whidbey,Harrington North,7/23/16,,,20,2,3,,,
Whidbey,Harrington North,7/28/16,,,20,2,2,,,
Whidbey,Harrington North,8/2/16,,,15,2,3,,,
Whidbey,Harrington North,8/11/16,,,22,2,6,,,
Whidbey,Harrington North,8/17/16,,,3,0,0,,,
Whidbey,Harrington North,8/24/16,,,4,2,3,,,
Whidbey,Harrington North,9/1/16,,,0,0,0,,,
Whidbey,Harrington North,6/14/17,,,16,0,0,,,
Whidbey,Harrington North,6/22/17,,,9,0,0,,,
Whidbey,Harrington North,6/29/17,,,23,1,1,,,
Whidbey,Harrington North,7/5/17,,,17,1,1,,,
Whidbey,Harrington North,7/13/17,,,25,1,2,,,
Whidbey,Harrington North,7/19/17,,,7,1,3,,,
Whidbey,Harrington North,7/26/17,,,20,0,0,,,
Whidbey,Harrington North,8/2/17,,,12,1,3,,,
Whidbey,Harrington North,8/10/17,,,16,0,0,,,
Whidbey,Harrington North,8/14/17,,,15,0,0,,,
Whidbey,Harrington North,6/23/10,5:15,32,,,,Y,,Y
Whidbey,Harrington North,6/23/10,5:45,27,,,,Y,,Y
Whidbey,Harrington North,6/23/10,6:15,27,,,,Y,,Y
Whidbey,Harrington North,6/23/10,6:45,35,,,,Y,,Y
Whidbey,Harrington North,6/23/10,7:15,31,,,,Y,,Y
Whidbey,Harrington North,6/23/10,7:45,30,,,,Y,,Y
Whidbey,Harrington North,6/23/10,8:15,24,,,,Y,,Y
Whidbey,Harrington North,6/23/10,8:45,21,,,,Y,,Y
Whidbey,Harrington North,6/23/10,9:15,21,,,,Y,,Y
Whidbey,Harrington North,6/23/10,9:45,17,,,,Y,,Y
Whidbey,Harrington North,6/23/10,10:15,18,,,,Y,,Y
Whidbey,Harrington North,6/30/10,5:25,24,,,,Y,,Y
Whidbey,Harrington North,6/30/10,5:55,22,,,,Y,,Y
Whidbey,Harrington North,6/30/10,6:25,23,,,,Y,,Y
Whidbey,Harrington North,6/30/10,6:35,20,,,,Y,,Y
Whidbey,Harrington North,6/30/10,6:55,21,,,,Y,,Y
Whidbey,Harrington North,6/30/10,7:25,19,,,,Y,,Y
Whidbey,Harrington North,6/30/10,7:55,18,,,,Y,,Y
Whidbey,Harrington North,6/30/10,8:25,19,,,,Y,,Y
Whidbey,Harrington North,6/30/10,8:55,28,,,,Y,,Y
Whidbey,Harrington North,6/30/10,9:25,21,,,,Y,,Y
Whidbey,Harrington North,6/30/10,9:55,18,,,,Y,,Y
Whidbey,Harrington North,7/7/10,5:20,25,,,,Y,,Y
Whidbey,Harrington North,7/7/10,5:50,17,,,,Y,,Y
Whidbey,Harrington North,7/7/10,6:20,20,,,,Y,,Y
Whidbey,Harrington North,7/7/10,6:50,8,,,,Y,,Y
Whidbey,Harrington North,7/7/10,7:20,14,,,,Y,,Y
Whidbey,Harrington North,7/7/10,7:50,20,,,,Y,,Y
Whidbey,Harrington North,7/7/10,8:20,14,,,,Y,,Y
Whidbey,Harrington North,7/7/10,8:50,16,,,,Y,,Y
Whidbey,Harrington North,7/7/10,9:20,15,,,,Y,,Y
Whidbey,Harrington North,7/7/10,9:50,9,,,,Y,,Y
Whidbey,Harrington North,7/7/10,10:20,9,,,,Y,,Y
Whidbey,Harrington North,7/14/10,5:20,15,,,,Y,,Y
Whidbey,Harrington North,7/14/10,5:50,13,,,,Y,,Y
Whidbey,Harrington North,7/14/10,6:20,11,,,,Y,,Y
Whidbey,Harrington North,7/14/10,6:50,8,,,,Y,,Y
Whidbey,Harrington North,7/14/10,7:20,11,,,,Y,,Y
Whidbey,Harrington North,7/14/10,7:50,13,,,,Y,,Y
Whidbey,Harrington North,7/14/10,8:20,12,,,,Y,,Y
Whidbey,Harrington North,7/14/10,8:50,15,,,,Y,,Y
Whidbey,Harrington North,7/14/10,9:20,8,,,,Y,,Y
Whidbey,Harrington North,7/14/10,9:50,9,,,,Y,,Y
Whidbey,Harrington North,7/14/10,10:20,8,,,,Y,,Y
Whidbey,Harrington North,7/21/10,5:30,10,,,,Y,,Y
Whidbey,Harrington North,7/21/10,6:00,14,,,,Y,,Y
Whidbey,Harrington North,7/21/10,6:30,11,,,,Y,,Y
Whidbey,Harrington North,7/21/10,7:00,2,,,,Y,,Y
Whidbey,Harrington North,7/21/10,7:30,17,,,,Y,,Y
Whidbey,Harrington North,7/21/10,8:00,16,,,,Y,,Y
Whidbey,Harrington North,7/21/10,8:30,13,,,,Y,,Y
Whidbey,Harrington North,7/21/10,9:00,8,,,,Y,,Y
Whidbey,Harrington North,7/21/10,9:30,13,,,,Y,,Y
Whidbey,Harrington North,7/21/10,10:00,9,,,,Y,,Y
Whidbey,Harrington North,7/21/10,10:30,14,,,,Y,,Y
Whidbey,Harrington North,7/28/10,5:30,2,,,,Y,,Y
Whidbey,Harrington North,7/28/10,6:00,14,,,,Y,,Y
Whidbey,Harrington North,7/28/10,6:30,8,,,,Y,,Y
Whidbey,Harrington North,7/28/10,7:00,14,,,,Y,,Y
Whidbey,Harrington North,7/28/10,7:30,0:00,,,,Y,,Y
Whidbey,Harrington North,7/28/10,8:00,11,,,,Y,,Y
Whidbey,Harrington North,7/28/10,8:30,19,,,,Y,,Y
Whidbey,Harrington North,7/28/10,9:00,9,,,,Y,,Y
Whidbey,Harrington North,7/28/10,9:30,15,,,,Y,,Y
Whidbey,Harrington North,7/28/10,10:00,11,,,,Y,,Y
Whidbey,Harrington North,7/28/10,10:30,8,,,,Y,,Y
Whidbey,Harrington North,8/4/10,6:00,36,,,,Y,,Y
Whidbey,Harrington North,8/4/10,6:30,11,,,,Y,,Y
Whidbey,Harrington North,8/4/10,7:00,12,,,,Y,,Y
Whidbey,Harrington North,8/4/10,7:30,7,,,,Y,,Y
Whidbey,Harrington North,8/4/10,8:00,13,,,,Y,,Y
Whidbey,Harrington North,8/4/10,8:30,11,,,,Y,,Y
Whidbey,Harrington North,8/4/10,9:00,10,,,,Y,,Y
Whidbey,Harrington North,8/4/10,9:30,9,,,,Y,,Y
Whidbey,Harrington North,8/4/10,10:00,11,,,,Y,,Y
Whidbey,Harrington North,8/4/10,10:30,15,,,,Y,,Y
Whidbey,Harrington North,8/4/10,11:00,8,,,,Y,,Y
Whidbey,Harrington North,8/11/10,6:00,22,,,,Y,,Y
Whidbey,Harrington North,8/11/10,6:30,26,,,,Y,,Y
Whidbey,Harrington North,8/11/10,7:00,21,,,,Y,,Y
Whidbey,Harrington North,8/11/10,7:30,17,,,,Y,,Y
Whidbey,Harrington North,8/11/10,8:00,22,,,,Y,,Y
Whidbey,Harrington North,8/11/10,8:30,20,,,,Y,,Y
Whidbey,Harrington North,8/11/10,9:00,20,,,,Y,,Y
Whidbey,Harrington North,8/11/10,9:30,13,,,,Y,,Y
Whidbey,Harrington North,8/11/10,10:00,13,,,,Y,,Y
Whidbey,Harrington North,8/11/10,10:30,4,,,,Y,,Y
Whidbey,Harrington North,8/11/10,11:00,4,,,,Y,,Y
Whidbey,Harrington South,6/18/14,8:30,9:30,23,2,2,,,
Whidbey,Harrington South,6/23/14,8:15,9:15,8,2,,,,
Whidbey,Harrington South,7/1/14,7:30,8:30,13,2,3,,,
Whidbey,Harrington South,7/7/14,8:05,9:05,13,3,,,,
Whidbey,Harrington South,7/13/14,7:50,8:50,15,3,,,,
Whidbey,Harrington South,7/22/14,8:05,9:05,11,3,,,,
Whidbey,Harrington South,7/28/14,7:25,8:25,17,6,9,,,
Whidbey,Harrington South,8/4/14,7:45,8:45,18,6,,,,
Whidbey,Harrington South,8/12/14,8:05,9:05,14,6,,,,
Whidbey,Harrington South,6/24/10,8:00,9:00,21,,,,,
Whidbey,Harrington South,7/15/10,8:00,9:00,16,4,,,,
Whidbey,Harrington South,7/22/10,8:00,9:00,13,4,,,,
Whidbey,Harrington South,7/29/10,8:00,9:00,18,7,20,,,
Whidbey,Harrington South,8/5/10,8:00,9:00,12,7,2,,,
Whidbey,Harrington South,8/12/10,8:00,9:00,17,7,2,,,
Whidbey,Harrington South,6/29/11,8:05,9:05,14,1,,,,
Whidbey,Harrington South,7/6/11,8:35,9:35,18,6,8,,,
Whidbey,Harrington South,7/14/11,8:20,9:30,12,7,,,,
Whidbey,Harrington South,7/21/11,7:15,8:45,19,7,,,,
Whidbey,Harrington South,7/28/11,8:15,9:15,7,7,,,,
Whidbey,Harrington South,8/4/11,8:25,9:25,14,7,,,,
Whidbey,Harrington South,8/12/11,8:00,9:00,20,7,,,,
Whidbey,Harrington South,6/24/12,8:55,9:55,17,5,8,,,
Whidbey,Harrington South,7/3/12,8:40,9:40,9,6,1,,,
Whidbey,Harrington South,7/10/12,8:50,9:50,11,6,1,,,
Whidbey,Harrington South,7/16/12,7:20,8:20,17,6,,,,
Whidbey,Harrington South,7/21/12,9:00,10:00,24,6,,,,
Whidbey,Harrington South,7/30/12,8:15,9:15,8,6,,,,
Whidbey,Harrington South,8/6/12,8:45,9:45,28,6,,,,
Whidbey,Harrington South,8/14/12,8:35,9:35,8,6,,,,
Whidbey,Harrington South,8/20/12,8:35,9:35,12,6,,,,
Whidbey,Harrington South,6/24/13,8:45,9:45,9,,,,,
Whidbey,Harrington South,7/1/13,7:45,8:45,9,3,3,,,
Whidbey,Harrington South,7/7/13,8:15,9:15,8,3,,,,
Whidbey,Harrington South,7/15/13,8:40,9:40,12,3,,,,
Whidbey,Harrington South,7/22/13,7:55,8:55,11,3,,,,
Whidbey,Harrington South,7/29/13,8:45,9:45,14,3,,,,
Whidbey,Harrington South,8/5/13,8:40,9:40,12,3,,,,
Whidbey,Harrington South,8/12/13,8:10,9:10,13,3,,,,
Whidbey,Harrington South,8/19/13,&:30,8:30,8,3,,,,
Whidbey,Harrington South,6/24/08,8:40,10:00,18,1,,,,
Whidbey,Harrington South,7/2/08,8:35,9:35,18,2,,,,
Whidbey,Harrington South,7/11/08,7:00,8:10,18,5,,,,
Whidbey,Harrington South,7/18/08,7:45,8:45,17,7,,,,
Whidbey,Harrington South,7/25/08,7:05,8:05,33,3,,,,
Whidbey,Harrington South,7/30/08,7:10,8:10,38,6,,,,
Whidbey,Harrington South,6/25/15,,,12,2,1,,,
Whidbey,Harrington South,7/1/15,,,15,6,3,,,
Whidbey,Harrington South,7/6/15,,,18,5,5,,,
Whidbey,Harrington South,7/13/15,,,21,1,1,,,
Whidbey,Harrington South,7/19/15,,,14,1,1,,,
Whidbey,Harrington South,7/27/15,,,17,1,2,,,
Whidbey,Harrington South,8/3/15,,,22,1,1,,,
Whidbey,Harrington South,8/13/15,,,19,0,0,,,
Whidbey,Harrington South,8/18/15,,,14,0,0,,,
Whidbey,Harrington South,6/7/16,,,25,2,2,,,
Whidbey,Harrington South,6/12/16,,,9,0,0,,,
Whidbey,Harrington South,6/17/16,,,9,3,1,,,
Whidbey,Harrington South,6/28/16,,,18,3,1,,,
Whidbey,Harrington South,7/5/16,,,16,0,0,,,
Whidbey,Harrington South,7/12/16,,,11,3,1,,,
Whidbey,Harrington South,7/19/16,,,8,3,1,,,
