region,site,date,start_time,end_time,PG_count,burrow_count,burrow_visit,intern_data,qaqc,mult_count
Whidbey,Harrington South,7/28/16,,,17,1,2,,,
Whidbey,Harrington South,8/5/16,,,23,2,2,,,
Whidbey,Harrington South,8/15/16,,,11,1,1,,,
Whidbey,Harrington South,8/22/16,,,9,0,0,,,
Whidbey,Harrington South,8/30/16,,,0,0,0,,,
Whidbey,Harrington South,6/13/17,,,24,2,3,,,
Whidbey,Harrington South,6/19/17,,,20,3,3,,,
Whidbey,Harrington South,6/27/17,,,21,1,1,,,
Whidbey,Harrington South,7/3/17,,,15,1,5,,,
Whidbey,Harrington South,7/11/17,,,19,1,11,,,
Whidbey,Harrington South,7/19/17,,,22,2,6,,,
Whidbey,Harrington South,7/15/17,,,13,2,3,,,
Whidbey,Harrington South,8/1/17,,,25,1,2,,,
Whidbey,Harrington South,8/8/17,,,25,0,0,,,
Whidbey,Harrington South,8/15/17,,,18,0,0,,,
Whidbey,Harrington South,6/24/09,,,,,,Y,,Y
Whidbey,Harrington South,6/24/09,5:35,29,,,,Y,,Y
Whidbey,Harrington South,6/24/09,6:05,20,,,,Y,,Y
Whidbey,Harrington South,6/24/09,6:35,20,,,,Y,,Y
Whidbey,Harrington South,6/24/09,7:05,26,,,,Y,,Y
Whidbey,Harrington South,6/24/09,7:35,21,,,,Y,,Y
Whidbey,Harrington South,6/24/09,8:05,21,,,,Y,,Y
Whidbey,Harrington South,6/24/09,8:35,0,,,,Y,,Y
Whidbey,Harrington South,6/24/09,9:05,19,,,,Y,,Y
Whidbey,Harrington South,6/24/09,9:35,10,,,,Y,,Y
Whidbey,Harrington South,6/24/09,10:05,13,,,,Y,,Y
Whidbey,Harrington South,6/24/09,10:35,14,,,,Y,,Y
Whidbey,Harrington South,7/1/10,5:30,38,,,,Y,,Y
Whidbey,Harrington South,7/1/10,6:00,0,,,,Y,,Y
Whidbey,Harrington South,7/1/10,6:30,0,,,,Y,,Y
Whidbey,Harrington South,7/1/10,7:00,18,,,,Y,,Y
Whidbey,Harrington South,7/1/10,7:30,18,,,,Y,,Y
Whidbey,Harrington South,7/1/10,8:00,17,,,,Y,,Y
Whidbey,Harrington South,7/1/10,8:30,9,,,,Y,,Y
Whidbey,Harrington South,7/1/10,9:00,18,,,,Y,,Y
Whidbey,Harrington South,7/1/10,9:30,12,,,,Y,,Y
Whidbey,Harrington South,7/1/10,10:00,13,,,,Y,,Y
Whidbey,Harrington South,7/1/10,10:30,19,,,,Y,,Y
Whidbey,Harrington South,7/8/10,5:40,26,,,,Y,,Y
Whidbey,Harrington South,7/8/10,6:10,21,,,,Y,,Y
Whidbey,Harrington South,7/8/10,6:40,21,,,,Y,,Y
Whidbey,Harrington South,7/8/10,7:10,14,,,,Y,,Y
Whidbey,Harrington South,7/8/10,7:40,10,,,,Y,,Y
Whidbey,Harrington South,7/8/10,8:10,10,,,,Y,,Y
Whidbey,Harrington South,7/8/10,8:40,20,,,,Y,,Y
Whidbey,Harrington South,7/8/10,9:10,10,,,,Y,,Y
Whidbey,Harrington South,7/8/10,9:40,28,,,,Y,,Y
Whidbey,Harrington South,7/8/10,10:10,16,,,,Y,,Y
Whidbey,Harrington South,7/8/10,10:20,14,,,,Y,,Y
Whidbey,Harrington South,7/15/10,5:25,20,,,,Y,,Y
Whidbey,Harrington South,7/15/10,5:55,15,,,,Y,,Y
Whidbey,Harrington South,7/15/10,6:25,25,,,,Y,,Y
Whidbey,Harrington South,7/15/10,6:55,15,,,,Y,,Y
Whidbey,Harrington South,7/15/10,7:25,19,,,,Y,,Y
Whidbey,Harrington South,7/15/10,7:55,16,,,,Y,,Y
Whidbey,Harrington South,7/15/10,8:20,11,,,,Y,,Y
Whidbey,Harrington South,7/15/10,8:50,17,,,,Y,,Y
Whidbey,Harrington South,7/15/10,9:25,17,,,,Y,,Y
Whidbey,Harrington South,7/15/10,9:50,21,,,,Y,,Y
Whidbey,Harrington South,7/15/10,10:20,20,,,,Y,,Y
Whidbey,Harrington South,7/22/10,5:30,30,,,,Y,,Y
Whidbey,Harrington South,7/22/10,6:00,29,,,,Y,,Y
Whidbey,Harrington South,7/22/10,6:30,15,,,,Y,,Y
Whidbey,Harrington South,7/22/10,7:00,25,,,,Y,,Y
Whidbey,Harrington South,7/22/10,7:30,22,,,,Y,,Y
Whidbey,Harrington South,7/22/10,8:00,13,,,,Y,,Y
Whidbey,Harrington South,7/22/10,8:30,14,,,,Y,,Y
Whidbey,Harrington South,7/22/10,9:00,16,,,,Y,,Y
Whidbey,Harrington South,7/22/10,9:30,7,,,,Y,,Y
Whidbey,Harrington South,7/22/10,10:00,13,,,,Y,,Y
Whidbey,Harrington South,7/22/10,10:30,13,,,,Y,,Y
Whidbey,Harrington South,7/29/10,5:30,12,,,,Y,,Y
Whidbey,Harrington South,7/29/10,6:00,25,,,,Y,,Y
Whidbey,Harrington South,7/29/10,6:30,20,,,,Y,,Y
Whidbey,Harrington South,7/29/10,7:00,19,,,,Y,,Y
Whidbey,Harrington South,7/29/10,7:30,19,,,,Y,,Y
Whidbey,Harrington South,7/29/10,8:00,18,,,,Y,,Y
Whidbey,Harrington South,7/29/10,8:30,15,,,,Y,,Y
Whidbey,Harrington South,7/29/10,9:00,20,,,,Y,,Y
Whidbey,Harrington South,7/29/10,9:30,15,,,,Y,,Y
Whidbey,Harrington South,7/29/10,10:00,16,,,,Y,,Y
Whidbey,Harrington South,7/29/10,10:30,16,,,,Y,,Y
Whidbey,Harrington South,8/5/10,6:00,17,,,,Y,,Y
Whidbey,Harrington South,8/5/10,6:30,19,,,,Y,,Y
Whidbey,Harrington South,8/5/10,7:00,14,,,,Y,,Y
Whidbey,Harrington South,8/5/10,7:30,17,,,,Y,,Y
Whidbey,Harrington South,8/5/10,8:00,12,,,,Y,,Y
Whidbey,Harrington South,8/5/10,8:30,12,,,,Y,,Y
Whidbey,Harrington South,8/5/10,9:00,15,,,,Y,,Y
Whidbey,Harrington South,8/5/10,9:30,14,,,,Y,,Y
Whidbey,Harrington South,8/5/10,10:05,19,,,,Y,,Y
Whidbey,Harrington South,8/5/10,10:30,14,,,,Y,,Y
Whidbey,Harrington South,8/5/10,11:00,16,,,,Y,,Y
Whidbey,Harrington South,8/12/10,6:00,10,,,,Y,,Y
Whidbey,Harrington South,8/12/10,6:30,14,,,,Y,,Y
Whidbey,Harrington South,8/12/10,7:00,17,,,,Y,,Y
Whidbey,Harrington South,8/12/10,8:00,17,,,,Y,,Y
Whidbey,Harrington South,8/12/10,8:30,18,,,,Y,,Y
Whidbey,Harrington South,8/12/10,9:00,24,,,,Y,,Y
Whidbey,Harrington South,8/12/10,9:30,12,,,,Y,,Y
Whidbey,Harrington South,8/12/10,10:00,13,,,,Y,,Y
Whidbey,Harrington South,8/12/10,10:30,2,,,,Y,,Y
Whidbey,Harrington South,8/12/10,10:50,1,,,,Y,,Y
Whidbey,Harrington South,8/19/10,6:00,8,,,,Y,,Y
Whidbey,Harrington South,8/19/10,6:30,7,,,,Y,,Y
Whidbey,Harrington South,8/19/10,7:00,8,,,,Y,,Y
Whidbey,Harrington South,8/19/10,7:30,7,,,,Y,,Y
Whidbey,Harrington South,8/19/10,8:00,11,,,,Y,,Y
Whidbey,Harrington South,8/19/10,8:30,7,,,,Y,,Y
Whidbey,Harrington South,8/19/10,9:00,2,,,,Y,,Y
Whidbey,Harrington South,8/19/10,9:30,6,,,,Y,,Y
Whidbey,Harrington South,8/19/10,10:00,3,,,,Y,,Y
Whidbey,Harrington South,8/19/10,10:30,11,,,,Y,,Y
Whidbey,Harrington South,8/19/10,11:00,3,,,,Y,,Y
Whidbey,Hastie Lake,6/24/10,8:45,9:45,23,1,1,,,
Whidbey,Hastie Lake,7/8/10,8:45,9:45,41`,1,2,,,
Whidbey,Hastie Lake,7/15/10,8:45,9:45,13,1,,,,
Whidbey,Hastie Lake,7/22/10,8:30,9:45,29,4,2,,,
Whidbey,Hastie Lake,7/29/10,8:30,9:45,32,5,1,,,
Whidbey,Hastie Lake,8/5/10,8:30,9:30,16,5,,,,
Whidbey,Hastie Lake,8/12/10,8:40,9:40,14,6,1,,,
Whidbey,Hastie Lake,8/19/10,8:40,9:45,7,,,,,
Whidbey,Hastie Lake,8/26/10,8:30,9:30,1,,,,,
Whidbey,Hastie Lake,6/30/11,8:40,9:50,33,,,,,
Whidbey,Hastie Lake,7/7/11,8:40,9:55,22,1,1,,,
Whidbey,Hastie Lake,7/14/11,8:40,10:10,35,2,,,,
Whidbey,Hastie Lake,7/21/11,8:40,10:15,28,2,,,,
Whidbey,Hastie Lake,7/28/11,8:30,10:15,20,2,,,,
Whidbey,Hastie Lake,8/4/11,8:45,10:00,10,2,,,,
Whidbey,Hastie Lake,8/11/11,7:55,9:50,30,2,,,,
Whidbey,Hastie Lake,8/18/11,8:50,10:50,12,2,,,,
Whidbey,Hastie Lake,8/25/11,8:30,9:30,0,2,,,,
Whidbey,Hastie Lake,6/30/09,8:45,9:50,36,5,,,,
Whidbey,Hastie Lake,7/8/09,8:30,9:45,12,5,,,,
Whidbey,Hastie Lake,7/16/09,8:45,9:55,26,6,,,,
Whidbey,Hastie Lake,7/21/09,8:50,10:10,30,6,,,,
Whidbey,Hastie Lake,7/29/09,8:15,9:30,33,8,,,,
Whidbey,Hastie Lake,8/3/09,8:20,9:10,3,9,,,,
Whidbey,Hastie Lake,8/15/09,8:45,10:30,39,9,,,,
Whidbey,Hastie Lake,6/29/08,8:45,9:45,29,1,,,,
Whidbey,Hastie Lake,7/6/08,8:15,9:15,30,2,,,,
Whidbey,Hastie Lake,7/12/08,8:15,9:15,31,2,,,,
Whidbey,Hastie Lake,7/16/08,8:40,10:31,26,2,,,,
Whidbey,Hastie Lake,7/23/08,8:30,9:45,31,2,,,,
Whidbey,Hastie Lake,7/30/08,8:40,9:45,15,,,,,
Whidbey,Hastie Lake,8/6/08,8:45,9:30,16,2,,,,
Whidbey,Hastie Lake North,6/18/14,7:30,8:30,21,3,3,,,
Whidbey,Hastie Lake North,6/25/14,7:30,8:30,4,3,,,,
Whidbey,Hastie Lake North,7/2/14,7:30,8:30,21,3,,,,
Whidbey,Hastie Lake North,7/9/14,7:30,8:30,0,3,,,,
Whidbey,Hastie Lake North,7/16/14,7:30,8:30,16,3,7,,,
Whidbey,Hastie Lake North,7/23/14,7:30,7:45,0,3,,,,
Whidbey,Hastie Lake North,7/30/14,7:30,8:30,10,3,,,,
Whidbey,Hastie Lake North,8/6/14,7:30,8:30,2,3,,,,
Whidbey,Hastie Lake North,6/26/12,7:45,8:45,12,,,,,
Whidbey,Hastie Lake North,7/3/12,7:45,8:45,6,,,,,
Whidbey,Hastie Lake North,7/9/12,7:45,8:45,15,2,2,,,
Whidbey,Hastie Lake North,7/17/12,7:45,8:45,13,2,,,,
Whidbey,Hastie Lake North,7/24/12,6:45,7:45,19,2,,,,
Whidbey,Hastie Lake North,7/31/12,7:50,8:50,8,2,,,,
Whidbey,Hastie Lake North,8/7/12,7:45,8:45,24,4,8,,,
Whidbey,Hastie Lake North,6/26/13,7:00,8:00,21,,,,,
Whidbey,Hastie Lake North,7/3/13,7:00,8:00,6,,,,,
Whidbey,Hastie Lake North,7/10/13,7:00,8:00,17,3,2,,,
Whidbey,Hastie Lake North,7/17/13,7:00,8:00,17,3,1,,,
Whidbey,Hastie Lake North,7/24/13,7:00,8:00,17,3,,,,
Whidbey,Hastie Lake North,7/31/13,7:00,8:00,3,3,1,,,
Whidbey,Hastie Lake North,8/7/13,7:00,8:00,15,3,,,,
Whidbey,Hastie Lake North,8/21/13,7:00,8:00,11,3,,,,
Whidbey,Hastie Lake North,8/28/134,7:00,8:00,0,,,,,
Whidbey,Hastie Lake,6/18/14,7:10,8:10,18,0,,,,
Whidbey,Hastie Lake,6/26/14,7:45,8:45,8,1,,,,
Whidbey,Hastie Lake,7/3/14,8:10,9:10,16,2,,,,
Whidbey,Hastie Lake,7/9/14,8:08,9:08,6,7,4,,,
Whidbey,Hastie Lake,7/17/14,8:15,9:15,19,9,7,,,
Whidbey,Hastie Lake,7/25/14,8:06,9:06,24,10,,,,
Whidbey,Hastie Lake,7/31/14,8:00,9:00,29,10,1,,,
Whidbey,Hastie Lake,8/5/14,7:55,8:55,22,10,,,,
Whidbey,Hastie Lake,8/16/14,7:45,8:45,21,10,2,,,
Whidbey,Hastie Lake,8/21/14,7:50,8:50,11,10,,,,
Whidbey,Hastie Lake,8/28/14,7:55,8:55,5,10,,,,
Whidbey,Hastie Lake,6/27/12,8:15,9:40,22,3,4,,,
Whidbey,Hastie Lake,7/5/12,8:15,9:45,28,4,,,,
Whidbey,Hastie Lake,7/12/12,8:30,9:40,15,4,2,,,
Whidbey,Hastie Lake,7/19/12,8:35,9:45,11,5,,,,
Whidbey,Hastie Lake,7/26/12,8:30,10:15,14,5,1,,,
Whidbey,Hastie Lake,8/2/12,8:40,10:00,15,5,,,,
Whidbey,Hastie Lake,8/9/12,8:30,9:40,14,5,,,,
Whidbey,Hastie Lake,8/16/12,8:30,9:40,4,5,,,,
Whidbey,Hastie Lake,8/30/12,8:45,9:45,1,5,,,,
Whidbey,Hastie Lake,9/6/12,8:30,9:30,0,5,,,,
Whidbey,Hastie Lake,6/30/13,8:00,9:00,20,1,,,,
Whidbey,Hastie Lake,7/3/13,8:15,9:40,13,4,2,,,
Whidbey,Hastie Lake,7/11/13,8:30,9:30,26,6,12,,,
Whidbey,Hastie Lake,7/18/13,8:45,9:45,19,6,,,,
Whidbey,Hastie Lake,7/25/13,8:30,9:30,13,6,,,,
Whidbey,Hastie Lake,8/1/13,8:40,9:40,15,7,1,,,
Whidbey,Hastie Lake,8/14/13,8:25,9:25,20,8,,,,
Whidbey,Hastie Lake,8/22/13,8:30,9:30,9,8,,,,
Whidbey,Hastie Lake,8/29/13,8:35,9:35,2,8,,,,
Whidbey,Hastie Lake,6/26/15,,,16,8,0,,,
Whidbey,Hastie Lake,7/3/15,,,27,3,3,,,
Whidbey,Hastie Lake,7/10/15,,,32,3,3,,,
Whidbey,Hastie Lake,7/18/15,,,37,5,0,,,
Whidbey,Hastie Lake,7/22/15,,,35,3,4,,,
Whidbey,Hastie Lake,7/29/15,,,9,0,0,,,
Whidbey,Hastie Lake,8/5/15,,,22,2,8,,,
Whidbey,Hastie Lake,8/11/15,,,21,3,2,,,
Whidbey,Hastie Lake,8/18/15,,,34,1,3,,,
Whidbey,Hastie Lake,8/25/15,,,7,1,2,,,
Whidbey,Hastie Lake,9/1/15,,,2,1,2,,,
Whidbey,Hastie Lake,9/8/15,,,2,1,2,,,
Whidbey,Hastie Lake,9/14/15,,,3,1,1,,,
Whidbey,Hastie Lake,9/22/15,,,0,0,0,,,
Whidbey,Hastie Lake,6/7/16,,,12,0,0,,,
Whidbey,Hastie Lake,6/14/16,,,20,0,0,,,
Whidbey,Hastie Lake,6/21/16,,,16,2,2,,,
Whidbey,Hastie Lake,6/28/16,,,31,5,8,,,
Whidbey,Hastie Lake,7/5/16,,,12,3,5,,,
Whidbey,Hastie Lake,7/12/16,,,24,5,8,,,
Whidbey,Hastie Lake,7/19/16,,,14,1,2,,,
Whidbey,Hastie Lake,7/26/16,,,23,3,3,,,
Whidbey,Hastie Lake,8/2/16,,,18,4,,,,
Whidbey,Hastie Lake,8/8/16,,,40,4,15,,,
Whidbey,Hastie Lake,8/15/16,,,3,1,1,,,
Whidbey,Hastie Lake,8/23/16,,,8,2,7,,,
Whidbey,Hastie Lake,8/30/16,,,1,0,0,,,
Whidbey,Hastie Lake,9/6/16,,,0,0,0,,,
Whidbey,Hastie Lake,6/13/17,,,22,2,3,,,
Whidbey,Hastie Lake,6/22/17,,,31,2,1,,,
Whidbey,Hastie Lake,6/27/17,,,39,4,5,,,
Whidbey,Hastie Lake,7/4/17,,,39,2,3,,,
Whidbey,Hastie Lake,7/11/17,,,24,3,5,,,
Whidbey,Hastie Lake,7/18/17,,,17,4,9,,,
Whidbey,Hastie Lake,7/25/17,,,22,3,4,,,
Whidbey,Hastie Lake,8/1/17,,,20,2,4,,,
Whidbey,Hastie Lake,8/8/17,,,6,1,2,,,
Whidbey,Hastie Lake,8/15/17,,,4,0,0,,,
Whidbey,Hastie Lake,8/22/17,,,9,0,0,,,
Whidbey,Keystone,6/16/14,8:05,9:05,47,,,,,
Whidbey,Keystone,6/24/14,6:35,7:35,46,1,,,,
Whidbey,Keystone,6/30/14,8:10,9:10,44,1,,,,
Whidbey,Keystone,7/7/14,8:00,9:00,50,2,,,,
Whidbey,Keystone,7/14/14,8:40,9:40,30,4,,,,
Whidbey,Keystone,7/21/14,8:10,9:10,33,4,,,,
Whidbey,Keystone,7/28/14,8:00,9:00,49,4,,,,
Whidbey,Keystone,8/4/14,8:00,9:00,27,4,,,,
Whidbey,Keystone,8/11/14,8:06,9:05,40,5,,,,
Whidbey,Keystone,8/18/14,7:55,8:55,14,5,,,,
Whidbey,Keystone,8/26/14,8:00,9:00,8,5,,,,
Whidbey,Keystone,9/2/14,8:25,9:25,3,5,,,,
Whidbey,Keystone,6/28/10,8:00,9:05,45,,,,,
Whidbey,Keystone,7/6/10,7:50,8:55,25,4,,,,
Whidbey,Keystone,7/15/10,7:25,8:35,24,5,5,,,
Whidbey,Keystone,7/19/10,8:18,9:30,24,8,,,,
Whidbey,Keystone,7/28/10,7:40,8:45,25,8,1,,,
Whidbey,Keystone,8/4/10,8:45,9:37,21,9,2,,,
Whidbey,Keystone,8/18/10,7:50,8:50,20,,,,,
Whidbey,Keystone,8/24/10,7:29,8:30,9,9,,,,
Whidbey,Keystone,6/26/11,8:25,9:25,25,1,1,,,
Whidbey,Keystone,7/4/11,7:20,8:20,25,3,,,,
Whidbey,Keystone,7/12/11,7:45,8:45,32,5,,,,
Whidbey,Keystone,7/19/11,8:05,9:05,27,7,2,,,
Whidbey,Keystone,7/27/11,8:10,9:13,32,8,,,,
Whidbey,Keystone,8/1/11,8:35,9:25,32,9,,,,
Whidbey,Keystone,8/8/11,8:37,9:40,31,10,,,,
Whidbey,Keystone,8/15/11,8:22,9:30,45,10,1,,,
Whidbey,Keystone,8/22/11,8:19,8:25,27,10,,,,
Whidbey,Keystone,6/27/12,8:45,9:05,53,1,,,,
Whidbey,Keystone,7/4/12,7:56,8:50,52,4,,,,
Whidbey,Keystone,7/13/12,8:00,9:00,52,5,1,,,
Whidbey,Keystone,7/19/12,8:00,9:00,58,7,,,,
Whidbey,Keystone,7/25/12,8:00,9:00,53,7,,,,
Whidbey,Keystone,8/1/12,8:28,9:28,30,7,,,,
Whidbey,Keystone,8/8/12,8:55,9:55,37,7,,,,
Whidbey,Keystone,8/15/12,7:49,8:50,25,7,,,,
Whidbey,Keystone,6/26/13,7:44,7:50,43,,,,,
Whidbey,Keystone,7/3/13,6:50,7:50,47,,,,,
Whidbey,Keystone,7/11/13,7:27,8:26,37,3,,,,
Whidbey,Keystone,7/18/13,8:15,9:14,47,5,,,,
Whidbey,Keystone,7/26/13,8:15,9:15,38,5,,,,
Whidbey,Keystone,7/31/13,7:05,8:05,42,7,,,,
Whidbey,Keystone,8/7/13,8:08,9:08,55,7,,,,
Whidbey,Keystone,8/14/13,7:33,8:33,11,7,,,,
Whidbey,Keystone,7/1/09,8:00,9:00,27,1,,,,
Whidbey,Keystone,7/10/09,7:25,8:25,28,5,,,,
Whidbey,Keystone,7/15/09,7:15,8:15,16,5,,,,
Whidbey,Keystone,7/25/09,7:15,8:15,39,5,,,,
Whidbey,Keystone,7/31/09,8:15,9:20,34,5,,,,
Whidbey,Keystone,8/6/09,7:52,8:55,32,,,,,
Whidbey,Keystone,8/20/09,7:58,9:00,28,,,,,
Whidbey,Keystone,6/22/08,7:35,8:35,32,,,,,
Whidbey,Keystone,6/29/08,7:00,8:00,9,2,,,,
Whidbey,Keystone,7/6/08,7:00,8:00,41,4,,,,
Whidbey,Keystone,7/12/08,8:14,9:15,16,5,,,,
Whidbey,Keystone,7/19/08,7:29,8:30,20,6,,,,
Whidbey,Keystone,7/27/08,8:00,9:00,22,6,,,,
Whidbey,Keystone,8/3/08,7:15,8:15,28,6,,,,
Whidbey,Keystone,8/10/08,7:45,8:45,11,6,,,,
Whidbey,Keystone,8/17/08,7:30,8:30,35,6,,,,
Whidbey,Keystone,6/24/15,,,86,0,0,,,
Whidbey,Keystone,7/1/15,,,39,0,0,,,
Whidbey,Keystone,7/10/15,,,42,0,0,,,
Whidbey,Keystone,7/17/15,,,67,0,0,,,
Whidbey,Keystone,7/22/15,,,59,0,0,,,
Whidbey,Keystone,7/31/15,,,25,0,0,,,
Whidbey,Keystone,8/5/15,,,55,0,0,,,
Whidbey,Keystone,8/12/15,,,11,0,0,,,
Whidbey,Keystone,8/18/15,,,42,0,0,,,
Whidbey,Keystone,6/6/16,,,22,0,0,,,
Whidbey,Keystone,6/13/16,,,62,0,0,,,
Whidbey,Keystone,6/20/16,,,54,0,0,,,
Whidbey,Keystone,6/27/16,,,21,0,0,,,
Whidbey,Keystone,7/4/16,,,26,1,1,,,
Whidbey,Keystone,7/11/16,,,26,4,8,,,
Whidbey,Keystone,7/18/16,,,24,0,0,,,
Whidbey,Keystone,7/25/16,,,53,3,6,,,
Whidbey,Keystone,8/1/16,,,18,1,7,,,
Whidbey,Keystone,8/11/16,,,35,2,6,,,
Whidbey,Keystone,8/15/16,,,20,2,4,,,
Whidbey,Keystone,8/22/16,,,15,0,0,,,
Whidbey,Keystone,6/14/17,,,27,0,0,,,
Whidbey,Keystone,6/21/17,,,26,0,0,,,
Whidbey,Keystone,7/1/17,,,42,1,1,,,
Whidbey,Keystone,7/9/17,,,15,2,4,,,
Whidbey,Keystone,7/16/17,,,28,4,4,,,
Whidbey,Keystone,7/22/17,,,28,6,15,,,
Whidbey,Keystone,7/30/17,,,44,4,9,,,
Whidbey,Keystone,8/5/17,,,34,8,15,,,
Whidbey,Keystone,8/12/17,,,41,3,5,,,
Whidbey,Keystone,8/20/17,,,13,0,0,,,
Whidbey,Keystone,9/1/17,,,6,0,0,,,
Whidbey,Lagoon North #0,6/23/15,,,4,0,0,,,
Whidbey,Lagoon North #0,7/10/15,,,30,1,1,,,
Whidbey,Lagoon North #0,7/18/15,,,31,3,4,,,
Whidbey,Lagoon North #0,7/26/15,,,25,4,6,,,
Whidbey,Lagoon North #0,8/1/15,,,18,0,0,,,
Whidbey,Lagoon North #0,8/7/15,,,22,0,0,,,
Whidbey,Lagoon North #0,8/12/15,,,20,2,1,,,
Whidbey,Lagoon North #0,8/28/15,,,5,0,0,,,
Whidbey,Lagoon North #0,6/6/16,,,29,0,0,,,
Whidbey,Lagoon North #0,6/14/16,,,24,0,0,,,
Whidbey,Lagoon North #0,6/21/16,,,40,2,3,,,
Whidbey,Lagoon North #0,6/28/16,,,51,6,8,,,
Whidbey,Lagoon North #0,7/10/16,,,19,4,9,,,
Whidbey,Lagoon North #0,7/18/16,,,34,8,29,,,
Whidbey,Lagoon North #0,7/26/16,,,30,2,2,,,
Whidbey,Lagoon North #0,8/4/16,,,26,5,10,,,
Whidbey,Lagoon North #0,8/9/16,,,15,2,3,,,
Whidbey,Lagoon North #0,8/18/16,,,28,0,0,,,
Whidbey,Lagoon North #0,8/25/16,,,2,0,0,,,
Whidbey,Lagoon North #0,6/13/17,,,24,0,0,,,
Whidbey,Lagoon North #0,7/6/17,,,19,2,2,,,
Whidbey,Lagoon North #0,7/11/17,,,24,7,24,,,
Whidbey,Lagoon North #0,7/20/17,,,27,3,8,,,
Whidbey,Lagoon North #0,7/27/17,,,49,1,1,,,
Whidbey,Lagoon North #0,8/3/17,,,15,0,0,,,
Whidbey,Lagoon North #1,6/19/14,8:45,9:45,66,8,14,,,
Whidbey,Lagoon North #1,6/26/14,9:00,10:00,66,8,,,,
Whidbey,Lagoon North #1,7/13/14,7:30,9:30,71,8,1,,,
Whidbey,Lagoon North #1,7/18/14,7:00,8:30,67,10,1,,,
Whidbey,Lagoon North #1,7/29/14,7:30,8:30,66,10,,,,
Whidbey,Lagoon North #1,8/1/14,7:30,9:30,,10,,,,
Whidbey,Lagoon North #1,8/7/14,7:00,8:30,11,10,,,,
Whidbey,Lagoon North #1,8/15/14,7:30,8:30,62,10,,,,
Whidbey,Lagoon North #1,8/24/14,8:30,9:30,20,10,,,,
Whidbey,Lagoon North #1,8/31/14,7:30,8:10,0,10,,,,
Whidbey,Lagoon North #1,7/3/10,7:20,8:45,38,4,10,,,
Whidbey,Lagoon North #1,7/10/10,6:45,7:50,53,4,3,,,
Whidbey,Lagoon North #1,7/16/10,7:15,8:15,45,5,3,,,
Whidbey,Lagoon North #1,7/20/10,7:20,8:20,49,7,5,,,
Whidbey,Lagoon North #1,7/28/10,8:07,9:10,25,7,7,,,
Whidbey,Lagoon North #1,8/13/10,7:10,8:10,49,,,,,
Whidbey,Lagoon North #1,8/19/10,7:40,8:40,12,,,,,
Whidbey,Lagoon North #1,6/29/11,7:40,8:45,53,3,6,,,
Whidbey,Lagoon North #1,7/17/11,7:45,10:15,54,7,4,,,
Whidbey,Lagoon North #1,7/26/11,,,49,7,16,,,
Whidbey,Lagoon North #1,8/1/11,7:50,9:15,49,7,22,,,
Whidbey,Lagoon North #1,8/7/11,,,52,7,16,,,
Whidbey,Lagoon North #1,8/12/11,7:40,10:30,53,7,19,,,
Whidbey,Lagoon North #1,8/29/11,8:10,9:30,47,,,,,
Whidbey,Lagoon North #1,6/28/12,8:05,,31,2,2,,,
Whidbey,Lagoon North #1,7/6/12,8:53,10:15,46,4,6,,,
Whidbey,Lagoon North #1,7/13/12,8:05,9:30,63,5,4,,,
Whidbey,Lagoon North #1,7/20/12,8:50,9:25,61,,,,,
Whidbey,Lagoon North #1,7/27/12,8:05,,51,5,3,,,
Whidbey,Lagoon North #1,8/10/12,8:00,10:00,82,,,,,
Whidbey,Lagoon North #1,8/6/12,8:04,10:10,61,,16,,,
Whidbey,Lagoon North #1,8/17/12,8:00,9:05,54,,,,,
Whidbey,Lagoon North #1,6/28/13,8:30,10:00,75,11,31,,,
Whidbey,Lagoon North #1,7/5/13,8:45,10:00,85,11,22,,,
Whidbey,Lagoon North #1,7/11/13,8:50,10:00,86,11,8,,,
Whidbey,Lagoon North #1,7/19/13,8:50,10:00,77,11,17,,,
Whidbey,Lagoon North #1,7/25/13,8:50,10:00,86,12,58,,,
Whidbey,Lagoon North #1,8/2/13,8:50,10:00,72,13,23,,,
Whidbey,Lagoon North #1,8/9/13,8:50,10:00,61,13,2,,,
Whidbey,Lagoon North #1,8/16/13,8:45,10:00,9,13,,,,
Whidbey,Lagoon North #1,8/23/13,8:45,10:00,23,13,,,,
Whidbey,Lagoon North #1,6/27/09,8:45,9:50,46,3,,,,
Whidbey,Lagoon North #1,7/4/09,8:00,10:00,31,5,,,,
Whidbey,Lagoon North #1,7/5/09,8:30,9:30,40,6,,,,
Whidbey,Lagoon North #1,7/13/09,8:30,9:30,36,6,,,,
Whidbey,Lagoon North #1,7/19/09,8:15,9:15,42,9,,,,
Whidbey,Lagoon North #1,7/25/09,8:50,9:50,57,11,,,,
Whidbey,Lagoon North #1,8/1/09,8:55,9:55,37,13,,,,
Whidbey,Lagoon North #1,8/8/09,8:20,9:20,64,13,,,,
Whidbey,Lagoon North #1,8/15/09,8:30,9:30,16,13,,,,
Whidbey,Lagoon North #1,6/29/08,7:45,8:45,55,1,,,,
Whidbey,Lagoon North #1,7/14/08,8:15,9:05,58,4,,,,
Whidbey,Lagoon North #1,7/20/08,8:10,9:10,54,4,,,,
Whidbey,Lagoon North #1,7/27/08,8:45,9:45,44,4,,,,
Whidbey,Lagoon North #1,8/3/08,7:35,8:30,70,4,,,,
Whidbey,Lagoon North #1,8/10/08,8:20,9:30,44,5,,,,
Whidbey,Lagoon North #1,7/16/15,,,57,6,8,,,
