site,date,burrow_name,Gunnel,Sculpin,Other,burrow_visit,intern_data,qaqc_concern
Rolling Hills #1,6/26/13,5,,,2,,,
Rolling Hills #1,7/3/13,3,,,1,,,
Rolling Hills #1,7/3/13,5,1,,,,,
Rolling Hills #1,7/3/13,15,1,,,,,
Rolling Hills #1,7/3/13,18,1,,,,,
Rolling Hills #1,7/10/13,2,,,,1,,
Rolling Hills #1,7/10/13,3,1,,2,2,,
Rolling Hills #1,7/10/13,4,1,,1,8,,
Rolling Hills #1,7/10/13,5,,,,11,,
Rolling Hills #1,7/10/13,8,1,,,3,,
Rolling Hills #1,7/10/13,9,,,,3,,
Rolling Hills #1,7/10/13,10,,,,1,,
Rolling Hills #1,7/10/13,11,,,,2,,
Rolling Hills #1,7/10/13,15,,,1,7,,
Rolling Hills #1,7/10/13,17,,,,2,,
Rolling Hills #1,7/10/13,18,,,,2,,
Rolling Hills #1,7/10/13,7,,,,3,,
Rolling Hills #1,7/17/13,8,1,,,,,
Rolling Hills #1,7/17/13,15,,1,1,,,
Rolling Hills #1,7/17/13,17,1,,1,,,
Rolling Hills #1,7/24/13,5,1,,,,,
Rolling Hills #1,7/24/13,8,1,,,,,
Rolling Hills #1,7/24/13,10,,,,1,,
Rolling Hills #1,7/24/13,17,,,,1,,
Rolling Hills #1,7/31/13,2,,1,1,,,
Rolling Hills #1,7/31/13,3,,,2,,,
Rolling Hills #1,7/31/13,9,2,1,,,,
Rolling Hills #1,7/31/13,11,1,,,,,
Rolling Hills #1,7/31/13,15,2,1,,,,
Rolling Hills #1,7/31/13,18,1,1,,,,
Rolling Hills #1,8/7/13,2,1,,,,,
Rolling Hills #1,8/7/13,9,,1,,,,
Rolling Hills #1,8/7/13,11,1,,,,,
Rolling Hills #1,8/7/13,15,1,,,,,
Rolling Hills #1,8/14/13,2,1,,,,,
Rolling Hills #1,8/21/13,2,,1,,,,
Rolling Hills #1,6/18/14,2,,,,2,,
Rolling Hills #1,6/18/14,4,,,,2,,
Rolling Hills #1,6/18/14,5,,1,,1,,
Rolling Hills #1,6/18/14,8,,1,,,,
Rolling Hills #1,6/18/14,9,,,,1,,
Rolling Hills #1,6/18/14,10,,,,2,,
Rolling Hills #1,6/18/14,11,,,,2,,
Rolling Hills #1,6/18/14,13,,,,1,,
Rolling Hills #1,6/18/14,15,,,,7,,
Rolling Hills #1,6/18/14,17,,,,2,,
Rolling Hills #1,6/25/14,2,,,,2,,
Rolling Hills #1,6/25/14,3,,,,1,,
Rolling Hills #1,6/25/14,10,,,,2,,
Rolling Hills #1,7/2/14,2,,,,2,,
Rolling Hills #1,7/2/14,3,,,,3,,
Rolling Hills #1,7/2/14,5,,1,,1,,
Rolling Hills #1,7/2/14,8,,,,1,,
Rolling Hills #1,7/2/14,9,,1,,1,,
Rolling Hills #1,7/2/14,10,,,,1,,
Rolling Hills #1,7/2/14,11,,1,,,,
Rolling Hills #1,7/2/14,17,,1,,,,
Rolling Hills #1,7/9/14,4,,3,,,,
Rolling Hills #1,7/9/14,8,,1,,,,
Rolling Hills #1,7/9/14,11,,2,,,,
Rolling Hills #1,7/9/14,13,,1,,,,
Rolling Hills #1,7/9/14,17,1,1,,,,
Rolling Hills #1,7/16/14,3,1,,,1,,
Rolling Hills #1,7/16/14,4,,2,,,,
Rolling Hills #1,7/16/14,8,,,,1,,
Rolling Hills #1,7/16/14,9,,,,1,,
Rolling Hills #1,7/16/14,10,,1,,,,
Rolling Hills #1,7/16/14,13,,,,2,,
Rolling Hills #1,7/16/14,15,,,,7,,
Rolling Hills #1,7/16/14,17,,,2,,,
Rolling Hills #1,7/23/14,2,,2,,,,
Rolling Hills #1,7/23/14,4,,1,,,,
Rolling Hills #1,7/23/14,11,2,,,,,
Rolling Hills #1,7/23/14,15,,,1,1,,
Rolling Hills #1,7/23/14,17,,,1,,,
Rolling Hills #1,7/23/14,18,,3,,,,
Rolling Hills #1,7/30/14,3,,,,5,,
Rolling Hills #1,7/30/14,4,,1,,3,,
Rolling Hills #1,7/30/14,5,,,,6,,
Rolling Hills #1,7/30/14,8,,,,2,,
Rolling Hills #1,7/30/14,9,,,,24,,
Rolling Hills #1,7/30/14,10,,,,7,,
Rolling Hills #1,7/30/14,11,,,,4,,
Rolling Hills #1,7/30/14,13,,,,6,,
Rolling Hills #1,7/30/14,14,,,,1,,
Rolling Hills #1,7/30/14,15,,,,2,,
Rolling Hills #1,7/30/14,17,1,,,1,,
Rolling Hills #1,7/30/14,18,1,,,1,,
Rolling Hills #1,8/6/14,10,,2,,,,
Rolling Hills #1,8/6/14,11,1,,,,,
Rolling Hills #1,8/13/14,3,,,,1,,
Rolling Hills #1,8/13/14,4,,,,2,,
Rolling Hills #1,8/13/14,5,,,,1,,
Rolling Hills #1,8/13/14,9,,,,2,,
Rolling Hills #1,8/13/14,10,,1,,2,,
Rolling Hills #1,8/13/14,11,,,,2,,
Rolling Hills #1,8/13/14,13,,,,2,,
Rolling Hills #1,8/13/14,15,,,,2,,
Rolling Hills #1,8/13/14,17,,,,2,,
Rolling Hills #1,8/13/14,18,,,,1,,
Rolling Hills #1,8/20/14,10,,1,,,,
Rolling Hills #2,6/29/10,16,,,,4,,
Rolling Hills #2,6/29/10,19,,,,1,,
Rolling Hills #2,6/29/10,35,,,,5,,
Rolling Hills #2,6/29/10,32,,,,1,,
Rolling Hills #2,6/29/10,25,,,,4,,
Rolling Hills #2,7/5/10,25,3,,3,,,
Rolling Hills #2,7/5/10,16,,,,2,,
Rolling Hills #2,7/5/10,31,,,1,,,
Rolling Hills #2,7/12/10,32,1,,,,,
Rolling Hills #2,7/12/10,25,1,,,,,
Rolling Hills #2,7/26/10,35,,2,,,,
Rolling Hills #2,7/2/11,32,4,,,,,
Rolling Hills #2,7/9/11,35,1,,,,,
Rolling Hills #2,7/9/11,32,3,,,,,
Rolling Hills #2,7/9/11,24,2,,,,,
Rolling Hills #2,7/9/11,50,3,,,,,
Rolling Hills #2,7/9/11,51,1,,,,,
Rolling Hills #2,7/17/11,24,5,,,1,,
Rolling Hills #2,7/17/11,32,4,1,1,,,
Rolling Hills #2,7/17/11,50,1,,,,,
Rolling Hills #2,7/17/11,51,1,,,,,
Rolling Hills #2,7/24/11,32,2,,2,,,
Rolling Hills #2,7/24/11,24,1,2,,,,
Rolling Hills #2,7/24/11,50,1,2,2,,,
Rolling Hills #2,7/30/11,52,1,,1,,,
Rolling Hills #2,7/30/11,50,1,,,,,
Rolling Hills #2,8/6/11,50,1,,,,,
Rolling Hills #2,8/6/11,52,3,,1,,,
Rolling Hills #2,8/8/11,52,3,,,,,
Rolling Hills #2,8/13/11,52,5,,,,,
Rolling Hills #2,6/26/12,33,,,2,,,
Rolling Hills #2,7/2/12,33,1,,,,,
Rolling Hills #2,7/9/12,33,2,1,,,,
Rolling Hills #2,7/9/12,32,,,,1,,
Rolling Hills #2,7/16/12,33,,,1,,,
Rolling Hills #2,7/26/12,33,,,,,,
Rolling Hills #2,6/25/13,33,1,,,,,
Rolling Hills #2,7/2/13,32,1,,1,,,
Rolling Hills #2,7/2/13,33,1,1,,,,
Rolling Hills #2,7/2/13,52,1,1,,,,
Rolling Hills #2,7/2/13,50,1,,,,,
Rolling Hills #2,7/9/13,32,2,,,,,
Rolling Hills #2,7/9/13,40,,,,1,,
Rolling Hills #2,7/9/13,25,,,,1,,
Rolling Hills #2,7/9/13,51,2,,1,,,
Rolling Hills #2,7/9/13,50,1,,,,,
Rolling Hills #2,7/16/13,33,1,,,,,
Rolling Hills #2,7/16/13,32,1,,,,,
Rolling Hills #2,7/16/13,52,1,1,,,,
Rolling Hills #2,7/16/13,50,2,,,,,
Rolling Hills #2,7/24/13,23,,,,1,,
Rolling Hills #2,7/24/13,25,,1,,8,,
Rolling Hills #2,7/24/13,32a,,,,2,,
Rolling Hills #2,7/24/13,32,,1,,3,,
Rolling Hills #2,7/24/13,33,,,,6,,
Rolling Hills #2,7/24/13,50,,1,,2,,
Rolling Hills #2,7/24/13,51,,1,,,,
Rolling Hills #2,7/30/13,25,2,,,,,
Rolling Hills #2,7/30/13,51,2,1,,,,
Rolling Hills #2,7/30/13,52,2,,,,,
Rolling Hills #2,8/7/13,25,1,1,1,1,,
Rolling Hills #2,8/7/13,29,,,,1,,
Rolling Hills #2,8/7/13,24,,,,1,,
Rolling Hills #2,8/14/13,24,,,1,,,
Rolling Hills #2,8/20/13,26,1,1,,,,
Rolling Hills #2,8/20/13,25,2,,,,,
Rolling Hills #2,8/27/13,25,1,,,,,
Rolling Hills #2,6/30/14,33,,1,1,,,
Rolling Hills #2,7/7/14,33,,1,,,,
Rolling Hills #2,7/14/14,32,1,,,1,,
Rolling Hills #2,7/14/14,33,1,,,2,,
Rolling Hills #2,7/14/14,20,,,,1,,
Rolling Hills #2,7/14/14,23,,,,3,,
Rolling Hills #2,7/14/14,25,,,,1,,
Rolling Hills #2,7/14/14,26,,,,1,,
Rolling Hills #2,7/14/14,27,,,,2,,
Rolling Hills #2,7/14/14,28,,,,2,,
Rolling Hills #2,7/21/14,28,2,,1,,,
Rolling Hills #2,7/21/14,26,1,,,,,
Rolling Hills #2,7/21/14,32,1,,1,,,
Rolling Hills #2,7/28/14,28,,2,,2,,
Rolling Hills #2,7/28/14,27a,1,2,,,,
Rolling Hills #2,7/28/14,32,,1,,,,
Rolling Hills #2,8/11/14,27a,,2,2,,,
Rolling Hills #2,8/11/14,25,,,,3,,
Rolling Hills #2,8/11/14,32,,,,2,,
Rolling Hills #2,8/11/14,20,,,,4,,
Rolling Hills #2,8/22/14,27a,,,1,,,
Rolling Hills #2,8/22/14,28,,,1,,,
Rolling Hills #3,6/23/14,50,,,1,,,
Rolling Hills #3,6/30/14,51,1,2,,,,
Rolling Hills #3,6/30/14,52,1,,,,,
Rolling Hills #3,7/7/14,52,1,1,,,,
Rolling Hills #3,7/15/14,50,,,1,,,
Rolling Hills #3,7/15/14,51,1,2,,,,
Rolling Hills #3,7/15/14,52,,1,,,,
Rolling Hills #3,7/21/14,52,,,1,,,
Shore Meadows,6/30/08,6,1,,,,,
Shore Meadows,7/14/08,5,2,,,,,
Shore Meadows,7/21/08,1,,,,2,,
Shore Meadows,7/21/08,2,,,,2,,
Shore Meadows,7/21/08,4,,,,4,,
Shore Meadows,7/21/08,5,,,,2,,
Shore Meadows,7/21/08,6,1,1,,,,
Shore Meadows,7/28/08,5,,2,2,,,
Shore Meadows,7/28/08,6,,1,,,,
Shore Meadows,6/20/14,1,,,,2,,
Shore Meadows,6/20/14,2,,,,1,,
Shore Meadows,6/20/14,3,,,,1,,
Shore Meadows,6/20/14,31,,,,6,,
Shore Meadows,6/20/14,32,,,,3,,
Shore Meadows,6/20/14,33,,,,1,,
Shore Meadows,6/20/14,34,,,,2,,
Shore Meadows,6/20/14,35,,,,1,,
Shore Meadows,6/20/14,36,,,,1,,
Shore Meadows,6/20/14,37,,,,1,,
Shore Meadows,6/20/14,39,,,,4,,
Shore Meadows,6/20/14,40,,,,1,,
Shore Meadows,6/20/14,41,,,,2,,
Shore Meadows,6/29/14,1,,,,3,,
Shore Meadows,6/29/14,2,,,,3,,
Shore Meadows,6/29/14,3,,,,2,,
Shore Meadows,6/29/14,4,,,,3,,
Shore Meadows,6/29/14,5,,,,1,,
Shore Meadows,6/29/14,6,,,,5,,
Shore Meadows,6/29/14,7,,,,6,,
Shore Meadows,6/29/14,9,,,,1,,
Shore Meadows,6/29/14,10,,,,1,,
Shore Meadows,6/29/14,11,,,,1,,
Shore Meadows,6/29/14,12,,,,1,,
Shore Meadows,6/29/14,13,,,,1,,
Shore Meadows,6/29/14,14,,,,1,,
Shore Meadows,6/29/14,15,,,,1,,
Shore Meadows,6/29/14,31,,,,2,,
Shore Meadows,6/29/14,32,,,,3,,
Shore Meadows,6/29/14,35,,,,1,,
Shore Meadows,6/29/14,36,,,,1,,
Shore Meadows,6/29/14,38,,,,4,,
Shore Meadows,6/29/14,39,,,,3,,
Shore Meadows,6/29/14,40,,,,3,,
Shore Meadows,6/29/14,41,,,,1,,
Shore Meadows,6/29/14,42,,,,1,,
Shore Meadows,6/29/14,43,,,,1,,
Shore Meadows,6/29/14,44,,,,3,,
Shore Meadows,7/6/14,4,,,,1,,
Shore Meadows,7/6/14,5,,,,2,,
Shore Meadows,7/6/14,8,,,,1,,
Shore Meadows,7/6/14,11,,,,1,,
Shore Meadows,7/6/14,14,,,,1,,
Shore Meadows,7/6/14,32,,,,1,,
Shore Meadows,7/6/14,37,,,,1,,
Shore Meadows,7/6/14,38,,,,1,,
Shore Meadows,7/6/14,39,,,,1,,
Shore Meadows,7/6/14,40,,,,1,,
Shore Meadows,7/6/14,41,,,,1,,
Shore Meadows,7/6/14,43,,,,1,,
Shore Meadows,7/13/14,1,,,,2,,
Shore Meadows,7/13/14,2,,,,8,,
Shore Meadows,7/13/14,3,,,,2,,
Shore Meadows,7/13/14,4,,,,4,,
Shore Meadows,7/13/14,5,,,,4,,
Shore Meadows,7/13/14,7,,,,6,,
Shore Meadows,7/13/14,10,,,,2,,
Shore Meadows,7/13/14,11,,,,2,,
Shore Meadows,7/13/14,14,,,,2,,
Shore Meadows,7/13/14,15,,,,2,,
Shore Meadows,7/13/14,31,,,,2,,
Shore Meadows,7/13/14,32,,,,1,,
Shore Meadows,7/13/14,34,,,,2,,
Shore Meadows,7/13/14,35,,,,1,,
Shore Meadows,7/13/14,36,,,,3,,
Shore Meadows,7/13/14,38,,,,3,,
Shore Meadows,7/13/14,39,,,,1,,
Shore Meadows,7/13/14,40,,,,1,,
Shore Meadows,7/13/14,43,,,,2,,
Shore Meadows,7/13/14,44,,,,7,,
Shore Meadows,7/13/14,45,,,,1,,
Shore Meadows,7/20/14,1,,,,1,,
Shore Meadows,7/20/14,4,,,,3,,
Shore Meadows,7/20/14,5,,,,4,,
Shore Meadows,7/20/14,7,,,,3,,
Shore Meadows,7/20/14,8,,,,2,,
Shore Meadows,7/20/14,10,,,,1,,
Shore Meadows,7/20/14,11,,,,1,,
Shore Meadows,7/20/14,33,,,,2,,
Shore Meadows,7/20/14,32,,,,1,,
Shore Meadows,7/20/14,36,,,,1,,
Shore Meadows,7/20/14,38,,1,1,1,,
Shore Meadows,7/20/14,39,,,,2,,
Shore Meadows,7/20/14,43,,,,1,,
Shore Meadows,7/20/14,46,,,,1,,
Shore Meadows,7/20/14,47,,,,1,,
Shore Meadows,7/27/14,1,1,,,2,,
Shore Meadows,7/27/14,2,,,,1,,
Shore Meadows,7/27/14,8,,,,1,,
Shore Meadows,7/27/14,9,1,,,,,
Shore Meadows,7/27/14,10,,,,1,,
Shore Meadows,7/27/14,16,,,,1,,
Shore Meadows,7/27/14,31,,,1,,,
Shore Meadows,7/27/14,32,,,,1,,
Shore Meadows,7/27/14,34,,,,1,,
Shore Meadows,7/27/14,38,1,,,,,
Shore Meadows,7/27/14,41,,,,1,,
Shore Meadows,7/27/14,45,,,,1,,
Shore Meadows,8/3/14,1,,,,1,,
Shore Meadows,8/3/14,2,,,,4,,
Shore Meadows,8/3/14,3,1,,,,,
Shore Meadows,8/3/14,4,2,1,,4,,
Shore Meadows,8/3/14,7,,,,4,,
Shore Meadows,8/3/14,8,,,,2,,
Shore Meadows,8/3/14,10,,,,1,,
Shore Meadows,8/3/14,17,,,,3,,
Shore Meadows,8/3/14,18,,1,,1,,
Shore Meadows,8/3/14,31,,,1,5,,
Shore Meadows,8/3/14,32,,,,1,,
Shore Meadows,8/3/14,33,,,,3,,
Shore Meadows,8/3/14,34,,,,1,,
Shore Meadows,8/3/14,38,,,,3,,
Shore Meadows,8/3/14,39,,,,2,,
Shore Meadows,8/3/14,41,,,1,2,,
Shore Meadows,8/3/14,44,,,,1,,
Shore Meadows,8/3/14,46,,,,1,,
Shore Meadows,8/3/14,48,,,,3,,
Shore Meadows,8/3/14,49,,,,1,,
Shore Meadows,8/10/14,17,,,1,,,
Shore Meadows,8/10/14,18,1,,,,,
Shore Meadows,8/10/14,33,,,,2,,
Shore Meadows,8/10/14,38,,,,1,,
Shore Meadows,8/10/14,46,,,,,,
Shore Meadows,8/10/14,50,,2,,,,
Shore Meadows,8/17/14,31,1,1,,,,
Shore Meadows,8/17/14,32,,1,,,,
Shore Meadows,8/24/14,32,,2,,,,
Shore Meadows,8/31/14,32,,1,,,,
Shore Meadows,6/30/09,10,,1,,1,,
Shore Meadows,6/30/09,3,,1,,,,
Shore Meadows,6/30/09,12,1,,,,,
Shore Meadows,7/14/09,8,2,,,,,
Shore Meadows,7/14/09,3,1,,,,,
Shore Meadows,7/14/09,10,5,1,,,,
Shore Meadows,7/14/09,9,,,,5,,
Shore Meadows,7/14/09,19,,,,1,,
Shore Meadows,7/14/09,20,,,,1,,
Shore Meadows,7/14/09,12,,,1,,,
Shore Meadows,7/14/09,11,,,,1,,
Shore Meadows,7/14/09,6,,,,1,,
Shore Meadows,7/14/09,21,,,,1,,
Shore Meadows,7/14/09,22,,,,1,,
Shore Meadows,7/14/09,15,1,,,,,
Shore Meadows,7/14/09,2,1,,,,,
Shore Meadows,7/14/09,23,1,,,,,
Shore Meadows,7/21/09,24,,,,2,,
Shore Meadows,7/21/09,8,1,1,,,,
Shore Meadows,7/21/09,15,,,,1,,
Shore Meadows,7/21/09,30,1,,,,,
Shore Meadows,7/28/09,10,1,2,,,,
Shore Meadows,7/28/09,11,,1,,,,
Shore Meadows,7/28/09,8,2,1,,,,
Shore Meadows,8/4/09,15,,,,2,,
Shore Meadows,8/4/09,18,2,,,1,,
Shore Meadows,8/4/09,12,,,,2,,
Shore Meadows,8/4/09,30,,,2,1,,
Shore Meadows,8/4/09,15,2,,,,,
Shore Meadows,8/4/09,10,1,,,,,
Shore Meadows,8/4/09,17,,,,1,,
Shore Meadows,8/11/09,5,1,,1,,,
Shore Meadows,8/11/09,9,,2,,1,,
Shore Meadows,8/11/09,10,1,,,,,
Shore Meadows,8/18/09,11,,,,1,,
Shore Meadows,8/18/09,5,,2,,,,
Shore Meadows,8/18/09,2,1,,,,,
Shore Meadows,8/18/09,31,1,,,,,
Shore Meadows,6/27/11,1,,,,1,,
Shore Meadows,7/3/11,9,,,,5,,
Shore Meadows,7/3/11,2,,,,7,,
Shore Meadows,7/3/11,3,,,,2,,
Shore Meadows,7/9/11,21,,3,,,,
Shore Meadows,7/9/11,22,,,,1,,
Shore Meadows,7/9/11,1,,,,1,,
Shore Meadows,7/9/11,23,,,,1,,
Shore Meadows,7/9/11,11,,,,2,,
Shore Meadows,7/9/11,26,,,,1,,
Shore Meadows,7/9/11,25,,,,1,,
Shore Meadows,7/9/11,27,,1,,,,
Shore Meadows,7/16/11,54,,1,,,,
Shore Meadows,7/16/11,55,1,,,,,
Shore Meadows,7/16/11,21,1,,,,,
Shore Meadows,7/16/11,23,,1,,,,
Shore Meadows,7/30/11,8,,3,,1,,
Shore Meadows,7/30/11,22,,2,,1,,
Shore Meadows,7/30/11,4,,2,,,,
Shore Meadows,7/30/11,3,,,,1,,
Shore Meadows,7/30/11,23,,,2,,,
Shore Meadows,7/30/11,21,5,2,,,,
Shore Meadows,7/30/11,24,1,1,2,1,,
Shore Meadows,7/30/11,60,,,,2,,
Shore Meadows,7/30/11,66,1,,,,,
Shore Meadows,7/30/11,61,1,,,,,
Shore Meadows,8/7/11,60,2,,,,,
Shore Meadows,8/7/11,25,,,,1,,
Shore Meadows,8/7/11,29,2,,,,,
Shore Meadows,8/7/11,8,,2,,,,
Shore Meadows,8/7/11,4,,1,,,,
Shore Meadows,8/7/11,22,,1,,,,
Shore Meadows,8/14/11,4,,3,,,,
Shore Meadows,8/14/11,22,,2,,,,
Shore Meadows,8/14/11,8,1,,,,,
Shore Meadows,7/1/12,1,1,,,,,
Shore Meadows,7/1/12,2,,,,1,,
Shore Meadows,7/1/12,3,1,,,,,
Shore Meadows,7/1/12,4,,,,1,,
Shore Meadows,7/15/12,101,1,,,,,
Shore Meadows,7/15/12,103,1,,,,,
Shore Meadows,7/15/12,104,1,,,,,
Shore Meadows,7/15/12,102,,1,,,,
Shore Meadows,7/22/12,12,1,1,1,,,
Shore Meadows,7/22/12,13,2,,,,,
Shore Meadows,7/22/12,27,1,1,,,,
Shore Meadows,7/22/12,103,1,1,,,,
Shore Meadows,7/29/12,12,3,2,1,,,
Shore Meadows,7/29/12,32,3,,,,,
Shore Meadows,7/29/12,13,2,,1,,,
Shore Meadows,7/29/12,101,3,,,,,
Shore Meadows,7/29/12,103,2,,,,,
Shore Meadows,7/29/12,104,4,,,,,
Shore Meadows,8/5/12,42,2,,,,,
Shore Meadows,8/5/12,29,1,,,,,
Shore Meadows,8/19/12,101,1,,,,,
Shore Meadows,6/26/13,1,,,,1,,
Shore Meadows,6/26/13,2,,,,1,,
Shore Meadows,6/26/13,41,,,,1,,
Shore Meadows,6/26/13,47,,,,1,,
Shore Meadows,7/3/13,3,,,,1,,
Shore Meadows,7/3/13,43,,,,1,,
Shore Meadows,7/3/13,4,1,,,,,
Shore Meadows,7/3/13,1,,,,2,,
Shore Meadows,7/10/13,5,,,,1,,
Shore Meadows,7/10/13,47,,,,3,,
Shore Meadows,7/10/13,41,,,,1,,
Shore Meadows,7/10/13,6,,,,3,,
Shore Meadows,7/10/13,48,1,,,1,,
Shore Meadows,7/16/13,43,1,,,,,
Shore Meadows,7/16/13,40,,1,,,,
Shore Meadows,7/16/13,52,,4,,,,
Shore Meadows,7/16/13,50,,1,,,,
Shore Meadows,7/16/13,2,,,1,,,
Shore Meadows,7/16/13,20,1,,,,,
Shore Meadows,7/16/13,31,,,1,,,
Shore Meadows,7/16/13,6,2,,,,,
Shore Meadows,7/24/13,52,,,,1,,
Shore Meadows,7/24/13,50,1,1,,1,,
Shore Meadows,7/24/13,2,1,,,,,
Shore Meadows,7/24/13,5,1,,,2,,
Shore Meadows,7/24/13,6,3,,,5,,
Shore Meadows,7/24/13,8,,,,1,,
Shore Meadows,7/24/13,7,1,,,3,,
Shore Meadows,7/24/13,43,1,1,,1,,
Shore Meadows,7/24/13,51,,,,1,,
Shore Meadows,7/24/13,1,,,,1,,
Shore Meadows,7/31/13,50,1,,,,,
Shore Meadows,7/31/13,43,,1,,3,,
Shore Meadows,7/31/13,40,1,,,,,
Shore Meadows,7/31/13,6,,1,1,4,,
Shore Meadows,7/31/13,1,,,2,,,
Shore Meadows,7/31/13,30,,,,1,,
Shore Meadows,7/31/13,5,,,,2,,
Shore Meadows,8/7/13,6,1,1,,2,,
Shore Meadows,8/7/13,1,2,,,,,
Shore Meadows,8/7/13,3,2,,1,,,
Shore Meadows,8/7/13,40,1,,,,,
Shore Meadows,8/16/13,43,,,,2,,
Shore Meadows,8/16/13,40,,,,1,,
Shore Meadows,8/16/13,6,1,,,1,,
Shore Meadows,8/16/13,3,,1,,1,,
Shore Meadows,8/28/13,3,1,,,,,
Swantown,7/2/09,2,1,,,,,
Swantown,7/2/09,1,1,,,,,
Swantown,7/2/09,4,,,,1,,
Swantown,7/10/09,3,,,,2,,
Swantown,7/10/09,2,,,,2,,
Swantown,7/17/09,4,1,,,2,,
Swantown,7/17/09,1,,,,1,,
Swantown,7/24/09,2,1,,,,,
Swantown,7/24/09,4,2,,1,,,
Swantown,7/24/09,1,,,1,,,
Swantown,7/29/09,4,1,,,,,
Swantown,7/29/09,5,1,,,1,,
Swantown,7/29/09,1,,,1,3,,
Swantown,7/29/09,6,,1,,,,
Swantown,8/8/09,4,1,,,7,,
Swantown,8/8/09,1,1,,,3,,
Swantown,8/8/09,5,,,,5,,
Swantown,8/8/09,2,,,,2,,
Swantown,8/8/09,6,,,,1,,
Swantown,6/24/08,1,2,,,,,
Swantown,6/24/08,2,,,,1,,
Swantown,7/1/08,2,2,,,1,,
Swantown,7/1/08,3,2,,,,,
Swantown,7/1/08,4,1,,,1,,
Swantown,7/8/08,2,2,,,,,
Swantown,7/8/08,1,1,,,,,
Swantown,7/15/08,1,1,,1,1,,
Swantown,7/15/08,2,1,,,2,,
Swantown,7/22/08,2,1,,,1,,
Swantown,7/22/08,5,1,,,1,,
Swantown,7/22/08,6,1,1,,1,,
Swantown,7/22/08,1,,,,3,,
Swantown,7/30/08,6,,1,,,,
Swantown,8/5/08,1,,,1,,,
Swantown,8/5/08,2,,,1,,,
Swantown,8/5/08,5,3,,1,,,
Swantown,8/5/08,6,q,,1,,,
Swantown,7/13/11,1,,,,1,,
Swantown,8/16/11,1,1,,,,,
Swantown,8/16/11,2,2,1,,,,
Swantown,8/24/11,2,1,,,,,
Swantown,7/12/12,1,,,1,,,
Swantown,7/19/12,2,1,,,,,
Swantown,7/27/12,2,3,,,,,
Swantown,8/3/12,2,2,,,,,
Swantown,8/9/12,3,1,1,,,,
Swantown,8/16/12,3,1,,,,,
Swantown,6/26/13,1,,,,1,,
Swantown,7/11/13,2,1,,,,,
Swantown,7/11/13,3,,,1,,,
Swantown,7/23/13,3,1,,,,,
Swantown,7/23/13,4,,,1,,,
Swantown,8/1/13,2,3,,,,,
Swantown,8/8/13,3,2,,,,,
Swantown,8/8/13,4,1,,,,,
Swantown,8/16/13,2,1,,,,,
Swantown,7/1/14,1,,,1,,,
Swantown,7/1/14,2,,1,2,,,
Swantown,7/1/14,3,,,1,,,
Swantown,7/10/14,2,,1,,1,,
Swantown,7/10/14,4,,1,,,,
Swantown,7/10/14,1,,,1,,,
Swantown,7/15/14,4,,1,,,,
Swantown,7/25/14,4,,2,,,,
Swantown,7/25/14,3,,1,,,,
Swantown,7/25/14,2,,1,,,,
Swantown,7/29/14,3,,1,1,,,
Swantown,7/29/14,4,,1,1,,,
Swantown,8/7/14,6,,1,,,,
Swantown,8/7/14,5,,,1,,,
Swantown,8/21/14,5,1,2,,,,
Swantown,8/21/14,6,,,1,,,
Swantown,8/21/14,7,1,1,,,,
Swantown,8/26/14,6,1,,1,,,
Swantown,8/26/14,7,1,,1,,,
Rolling Hills,7/29/11,1 or 2,1,0,0,,Y,
Rolling Hills,7/29/11,14b,1,4,0,,Y,
Rolling Hills,7/29/11,15,1,1,0,,Y,
Rolling Hills,7/29/11,3,1,0,0,,Y,
Rolling Hills,7/29/11,32a,4,2,0,,Y,
Rolling Hills,6/17/11,24,1,4,0,,Y,
Rolling Hills,6/17/11,5,0,1,1,,Y,
Rolling Hills,6/17/11,8,1,3,0,,Y,
Rolling Hills,6/22/10,14,1,0,2,,Y,
Rolling Hills,6/22/10,15,1,1,0,,Y,
Rolling Hills,6/22/10,24,1,0,0,,Y,
Rolling Hills,6/22/10,31,1,0,1,,Y,
Rolling Hills,6/22/10,36,1,0,0,,Y,
Rolling Hills,6/22/10,4,0,1,0,,Y,
Rolling Hills,6/22/10,8,0,4,0,,Y,
Rolling Hills,6/22/10,9,0,0,1,,Y,
Rolling Hills,6/24/11,24,2,2,1,,Y,
Rolling Hills,6/24/11,28,1,2,0,,Y,
Rolling Hills,6/24/11,32,0,2,0,,Y,
Rolling Hills,6/24/11,4,0,1,0,,Y,
Rolling Hills,6/24/11,5,0,1,0,,Y,
Rolling Hills,6/24/11,8,2,2,0,,Y,
Rolling Hills,6/29/10,14,0,1,0,,Y,
Rolling Hills,6/29/10,15,1,1,0,,Y,
Rolling Hills,6/29/10,32,1,1,0,,Y,
Rolling Hills,6/29/10,4,0,3,0,,Y,
Rolling Hills,6/29/10,5,0,0,1,,Y,
Rolling Hills,6/29/10,8,1,2,0,,Y,
Rolling Hills,6/29/10,9,3,0,0,,Y,
Rolling Hills,6/29/12,10,2,1,1,,Y,
Rolling Hills,6/29/12,18,1,1,0,,Y,
Rolling Hills,6/29/12,2 or 3,2,2,2,,Y,
Rolling Hills,6/29/12,33,0,1,0,,Y,
Rolling Hills,6/29/12,4,3,0,1,,Y,
Rolling Hills,6/29/12,5,4,1,0,,Y,
