region,site,date,burrow_name,Gunnel,Sculpin,Other,burrow_visit,intern_data
Whidbey,Hastie Lake,7/28/11,1,2,,1,,
Whidbey,Hastie Lake,7/28/11,2,4,,1,,
Whidbey,Hastie Lake,8/4/11,1,1,2,,,
Whidbey,Hastie Lake,8/4/11,2,1,1,,,
Whidbey,Hastie Lake,8/10/11,1,1,,,,
Whidbey,Hastie Lake,8/18/11,1,,1,,,
Whidbey,Hastie Lake North,7/9/12,1,,,,1,
Whidbey,Hastie Lake North,7/9/12,2,,,,1,
Whidbey,Hastie Lake North,7/31/12,1,1,,,,
Whidbey,Hastie Lake North,8/7/12,2,,,,3,
Whidbey,Hastie Lake North,8/7/12,3,1,,,4,
Whidbey,Hastie Lake North,8/7/12,4,1,,,1,
Whidbey,Hastie Lake North,7/10/13,1,,,,1,
Whidbey,Hastie Lake North,7/10/13,2,,,,1,
Whidbey,Hastie Lake North,7/10/13,3,1,,,,
Whidbey,Hastie Lake North,7/17/13,1,,,,1,
Whidbey,Hastie Lake North,7/24/13,1,2,,,,
Whidbey,Hastie Lake North,7/24/13,2,1,,,,
Whidbey,Hastie Lake North,7/31/13,1,,,,1,
Whidbey,Hastie Lake North,8/7/13,1,2,,,,
Whidbey,Hastie Lake North,8/7/13,2,,1,,,
Whidbey,Hastie Lake North,6/18/14,1,,,,1,
Whidbey,Hastie Lake North,6/18/14,2,,,,1,
Whidbey,Hastie Lake North,6/18/14,3,,,,1,
Whidbey,Hastie Lake North,7/16/14,1,,,,4,
Whidbey,Hastie Lake North,7/16/14,2,,,,3,
Whidbey,Hastie Lake,6/27/12,1,,,,1,
Whidbey,Hastie Lake,6/27/12,2,,,,1,
Whidbey,Hastie Lake,6/27/12,3,,,,2,
Whidbey,Hastie Lake,7/5/12,2,,2,,,
Whidbey,Hastie Lake,7/5/12,3,,,1,,
Whidbey,Hastie Lake,7/5/12,4,,1,,,
Whidbey,Hastie Lake,7/12/12,2,,1,,,
Whidbey,Hastie Lake,7/12/12,4,1,,,,
Whidbey,Hastie Lake,7/19/12,2,1,,1,,
Whidbey,Hastie Lake,7/19/12,4,2,,,,
Whidbey,Hastie Lake,7/19/12,5,1,,1,,
Whidbey,Hastie Lake,7/26/12,2,,,,1,
Whidbey,Hastie Lake,7/26/12,5,2,,,,
Whidbey,Hastie Lake,8/9/12,5,,,2,,
Whidbey,Hastie Lake,8/16/12,5,,2,,,
Whidbey,Hastie Lake,8/30/12,5,2,,,,
Whidbey,Hastie Lake,6/30/13,1,1,,,,
Whidbey,Hastie Lake,7/3/13,1,,,1,,
Whidbey,Hastie Lake,7/3/13,2,,,,1,
Whidbey,Hastie Lake,7/3/13,3,,,,1,
Whidbey,Hastie Lake,7/3/13,4,,,1,,
Whidbey,Hastie Lake,7/11/13,1,,1,,3,
Whidbey,Hastie Lake,7/11/13,2,,,,4,
Whidbey,Hastie Lake,7/11/13,3,,,,3,
Whidbey,Hastie Lake,7/11/13,5,,,,2,
Whidbey,Hastie Lake,7/11/13,6,1,,,,
Whidbey,Hastie Lake,7/18/13,1,,,1,,
Whidbey,Hastie Lake,7/18/13,2,,,,1,
Whidbey,Hastie Lake,7/18/13,5,1,,,,
Whidbey,Hastie Lake,7/18/13,6,,,,1,
Whidbey,Hastie Lake,7/25/13,3,,,1,,
Whidbey,Hastie Lake,7/25/13,5,1,1,,,
Whidbey,Hastie Lake,8/1/13,5,1,1,,1,
Whidbey,Hastie Lake,8/1/13,7,1,1,,,
Whidbey,Hastie Lake,8/14/13,6,,,1,,
Whidbey,Hastie Lake,8/14/13,7,4,,1,,
Whidbey,Hastie Lake,8/14/13,8,1,,,,
Whidbey,Hastie Lake,8/29/13,8,3,,,,
Whidbey,Hastie Lake,6/26/14,3,1,,,,
Whidbey,Hastie Lake,7/3/14,2,1,,,,
Whidbey,Hastie Lake,7/3/14,3,1,,,,
Whidbey,Hastie Lake,7/9/14,3,2,,,,
Whidbey,Hastie Lake,7/9/14,4,,,,2,
Whidbey,Hastie Lake,7/9/14,5,,,1,,
Whidbey,Hastie Lake,7/9/14,6,,,,1,
Whidbey,Hastie Lake,7/9/14,7,,2,,,
Whidbey,Hastie Lake,7/9/14,8,,,,1,
Whidbey,Hastie Lake,7/17/14,3,,1,,1,
Whidbey,Hastie Lake,7/17/14,4,,,3,1,
Whidbey,Hastie Lake,7/17/14,5,,2,,,
Whidbey,Hastie Lake,7/17/14,6,1,,,2,
Whidbey,Hastie Lake,7/17/14,9,,,2,2,
Whidbey,Hastie Lake,7/17/14,10,,,1,,
Whidbey,Hastie Lake,7/25/14,3,,1,,,
Whidbey,Hastie Lake,7/25/14,4,,2,,,
Whidbey,Hastie Lake,7/25/14,5,,1,,,
Whidbey,Hastie Lake,7/25/14,9,,2,,,
Whidbey,Hastie Lake,7/25/14,10,1,,1,,
Whidbey,Hastie Lake,7/25/14,11,1,,1,,
Whidbey,Hastie Lake,7/25/14,6,,1,,,
Whidbey,Hastie Lake,7/31/14,6,,1,,,
Whidbey,Hastie Lake,7/31/14,9,1,,,,
Whidbey,Hastie Lake,7/31/14,11,,5,,1,
Whidbey,Hastie Lake,8/5/14,5,,1,,,
Whidbey,Hastie Lake,8/5/14,6,,1,,,
Whidbey,Hastie Lake,8/5/14,9,,1,,,
Whidbey,Hastie Lake,8/5/14,11,,1,,,
Whidbey,Hastie Lake,8/16/14,6,1,,,,
Whidbey,Hastie Lake,8/16/14,9,,,,2,
Whidbey,Keystone,7/1/09,1,1,,,,
Whidbey,Keystone,7/10/09,2,1,,,,
Whidbey,Keystone,7/10/09,3,2,,,,
Whidbey,Keystone,7/10/09,4,1,,,,
Whidbey,Keystone,7/10/09,5,1,,,,
Whidbey,Keystone,7/15/09,1,,,,1,
Whidbey,Keystone,7/15/09,2,,,1,,
Whidbey,Keystone,7/15/09,3,,,,1,
Whidbey,Keystone,7/15/09,4,,,2,,
Whidbey,Keystone,7/25/09,3,,,1,,
Whidbey,Keystone,7/25/09,4,,,1,,
Whidbey,Keystone,7/31/09,3,1,,1,,
Whidbey,Keystone,7/31/09,4,2,,1,,
Whidbey,Keystone,7/31/09,5,,,1,,
Whidbey,Keystone,7/15/10,1,,,,2,
Whidbey,Keystone,7/15/10,2,,,,2,
Whidbey,Keystone,7/15/10,3,1,,,,
Whidbey,Keystone,7/15/10,4,,,1,,
Whidbey,Keystone,7/15/10,5,3,,,,
Whidbey,Keystone,7/15/10,1,1,,,,
Whidbey,Keystone,7/19/10,3,,,1,,
Whidbey,Keystone,7/19/10,5,,1,1,,
Whidbey,Keystone,7/19/10,6,,1,2,,
Whidbey,Keystone,7/19/10,7,,,1,,
Whidbey,Keystone,7/19/10,8,1,,,,
Whidbey,Keystone,7/19/10,1,2,2,,1,
Whidbey,Keystone,7/28/10,2,,1,,,
Whidbey,Keystone,7/28/10,3,,3,,,
Whidbey,Keystone,7/28/10,5,1,1,1,,
Whidbey,Keystone,7/28/10,6,4,1,,,
Whidbey,Keystone,7/28/10,8,,,1,,
Whidbey,Keystone,7/28/10,8,,,,1,
Whidbey,Keystone,8/4/10,9,,,,1,
Whidbey,Keystone,8/12/10,2,1,,,,
Whidbey,Keystone,8/12/10,5,,,1,,
Whidbey,Keystone,8/24/10,5,,2,,,
Whidbey,Keystone,6/26/11,1,2,,1,1,
Whidbey,Keystone,7/4/11,2,,1,,,
Whidbey,Keystone,7/4/11,3,1,,,,
Whidbey,Keystone,7/12/11,1,1,,,,
Whidbey,Keystone,7/12/11,3,,1,,,
Whidbey,Keystone,7/12/11,4,,1,,,
Whidbey,Keystone,7/12/11,5,1,,,,
Whidbey,Keystone,7/19/11,1,1,,2,,
Whidbey,Keystone,7/19/11,2,,,1,,
Whidbey,Keystone,7/19/11,6,1,,,,
Whidbey,Keystone,7/19/11,7,1,,1,,
Whidbey,Keystone,7/27/11,1,1,1,,,
Whidbey,Keystone,7/27/11,3,1,,,,
Whidbey,Keystone,7/27/11,5,,1,,,
Whidbey,Keystone,7/27/11,8,1,,1,,
Whidbey,Keystone,8/1/11,1,3,1,,,
Whidbey,Keystone,8/1/11,9,,,1,,
Whidbey,Keystone,8/8/11,1,1,,,,
Whidbey,Keystone,8/8/11,4,,,1,,
Whidbey,Keystone,8/8/11,5,,,1,,
Whidbey,Keystone,8/8/11,7,,3,,,
Whidbey,Keystone,8/8/11,9,,2,,,
Whidbey,Keystone,8/8/11,10,,,1,,
Whidbey,Keystone,8/15/11,1,,,1,,
Whidbey,Keystone,8/15/11,9,,1,,,
Whidbey,Keystone,8/22/11,5,,,1,,
Whidbey,Keystone,6/27/12,1,1,,,,
Whidbey,Keystone,7/4/12,1,1,,1,,
Whidbey,Keystone,7/4/12,2,1,1,,,
Whidbey,Keystone,7/4/12,3,,1,,,
Whidbey,Keystone,7/4/12,4,,1,,,
Whidbey,Keystone,7/13/12,1,,,,1,
Whidbey,Keystone,7/13/12,2,1,4,,,
Whidbey,Keystone,7/13/12,3,,1,,,
Whidbey,Keystone,7/13/12,4,2,1,,,
Whidbey,Keystone,7/13/12,5,,1,,,
Whidbey,Keystone,7/19/12,2,3,,,,
Whidbey,Keystone,7/19/12,3,1,1,1,,
Whidbey,Keystone,7/19/12,4,1,,,,
Whidbey,Keystone,7/19/12,5,2,1,,,
Whidbey,Keystone,7/19/12,6,1,1,,,
Whidbey,Keystone,7/19/12,7,2,,,,
Whidbey,Keystone,7/25/12,2,1,,1,,
Whidbey,Keystone,7/25/12,5,,1,1,,
Whidbey,Keystone,7/25/12,6,1,,1,,
Whidbey,Keystone,7/25/12,7,1,,,,
Whidbey,Keystone,8/1/12,1,1,,,,
Whidbey,Keystone,8/1/12,3,,,1,,
Whidbey,Keystone,8/8/12,1,1,,,,
Whidbey,Keystone,8/8/12,3,,1,,,
Whidbey,Keystone,8/15/12,7,1,,,,
Whidbey,Keystone,7/11/13,1,1,,1,,
Whidbey,Keystone,7/11/13,2,,1,,,
Whidbey,Keystone,7/11/13,3,1,,,,
Whidbey,Keystone,7/18/13,4,2,,1,,
Whidbey,Keystone,7/18/13,5,1,,,,
Whidbey,Keystone,7/26/13,2,1,,1,,
Whidbey,Keystone,7/26/13,3,1,,1,,
Whidbey,Keystone,7/26/13,4,1,1,,,
Whidbey,Keystone,7/31/13,1,1,,1,,
Whidbey,Keystone,7/31/13,2,,,1,,
Whidbey,Keystone,7/31/13,3,1,1,2,,
Whidbey,Keystone,7/31/13,5,,1,4,,
Whidbey,Keystone,7/31/13,6,1,,,,
Whidbey,Keystone,7/31/13,7,,1,,,
Whidbey,Keystone,6/24/14,1,,,1,,
Whidbey,Keystone,7/7/14,2,,,1,,
Whidbey,Keystone,7/14/14,3,,,1,,
Whidbey,Keystone,7/14/14,4,,,1,,
Whidbey,Keystone,7/21/14,1,,1,,,
Whidbey,Keystone,7/21/14,3,,,1,,
Whidbey,Keystone,7/21/14,4,,,1,,
Whidbey,Keystone,7/28/14,2,,1,1,,
Whidbey,Keystone,7/28/14,3,,1,,,
Whidbey,Keystone,7/28/14,4,,1,1,,
Whidbey,Keystone,8/4/14,3,1,,,,
Whidbey,Keystone,8/11/14,2,,1,,,
Whidbey,Keystone,8/11/14,5,2,,1,,
Whidbey,Keystone,8/18/14,3,,1,1,,
Whidbey,Keystone,8/18/14,4,,,,,
Whidbey,Keystone,8/26/14,5,1,,,,
Whidbey,Keystone,6/29/08,2,,,1,,
Whidbey,Keystone,7/6/08,1,1,,,,
Whidbey,Keystone,7/6/08,2,2,,,,
Whidbey,Keystone,7/6/08,3,,1,,,
Whidbey,Keystone,7/6/08,4,,,1,,
Whidbey,Keystone,7/12/08,1,1,1,1,,
Whidbey,Keystone,7/12/08,4,1,1,1,,
Whidbey,Keystone,7/12/08,5,2,,1,,
Whidbey,Keystone,7/19/08,2,1,,,,
Whidbey,Keystone,7/19/08,3,,1,,,
Whidbey,Keystone,7/19/08,4,,,1,,
Whidbey,Keystone,7/19/08,6,2,,,,
Whidbey,Keystone,7/27/08,2,2,1,,,
Whidbey,Keystone,7/27/08,3,8,1,,,
Whidbey,Keystone,8/3/08,2,,,1,,
Whidbey,Keystone,8/3/08,3,,,1,,
Whidbey,Keystone,8/3/08,6,,,1,,
Whidbey,Keystone,8/10/08,3,4,2,,,
Whidbey,Keystone,8/10/08,4,,2,1,,
Whidbey,Keystone,8/10/08,6,1,1,,,
Whidbey,Keystone,8/17/08,3,2,,5,,
Whidbey,Lagoon North #1,6/29/08,1,,,,1,
Whidbey,Lagoon North #1,6/29/08,2,,,4,4,
Whidbey,Lagoon North #1,7/14/08,2,,,,4,
Whidbey,Lagoon North #1,7/14/08,3,,,,3,
Whidbey,Lagoon North #1,7/14/08,4,,,,4,
Whidbey,Lagoon North #1,7/20/08,1,,,,3,
Whidbey,Lagoon North #1,7/20/08,2,1,,1,,
Whidbey,Lagoon North #1,7/20/08,4,,,,6,
Whidbey,Lagoon North #1,7/27/08,1,,,,4,
Whidbey,Lagoon North #1,7/27/08,2,,,,2,
Whidbey,Lagoon North #1,7/27/08,4,,,,4,
Whidbey,Lagoon North #1,8/3/08,1,,,,1,
Whidbey,Lagoon North #1,8/3/08,2,1,1,1,5,
Whidbey,Lagoon North #1,8/3/08,4,2,,,3,
Whidbey,Lagoon North #1,8/10/08,1,1,,,,
Whidbey,Lagoon North #1,6/28/12,1,,,,1,
Whidbey,Lagoon North #1,6/28/12,2,,,,1,
Whidbey,Lagoon North #1,7/6/12,1,1,,,,
Whidbey,Lagoon North #1,7/6/12,2,,,,2,
Whidbey,Lagoon North #1,7/6/12,3,,,,4,
Whidbey,Lagoon North #1,7/13/12,1,,,,1,
Whidbey,Lagoon North #1,7/13/12,2,,,,1,
Whidbey,Lagoon North #1,7/13/12,4,,,,1,
Whidbey,Lagoon North #1,7/13/12,C,,,,1,
Whidbey,Lagoon North #1,7/27/12,2,,,,1,
Whidbey,Lagoon North #1,7/27/12,3,,,,1,
Whidbey,Lagoon North #1,7/27/12,4,,,3,,
Whidbey,Lagoon North #1,7/27/12,5,,,1,,
Whidbey,Lagoon North #1,7/27/12,7,,,2,1,
Whidbey,Lagoon North #1,8/10/12,1,1,2,,,
Whidbey,Lagoon North #1,8/10/12,2,,,1,,
Whidbey,Lagoon North #1,8/10/12,4,,,1,,
Whidbey,Lagoon North #1,8/10/12,6,,,,1,
Whidbey,Lagoon North #1,8/10/12,7,,,,1,
Whidbey,Lagoon North #1,8/10/12,A,1,,,,
Whidbey,Lagoon North #1,8/6/12,7,,,1,4,
Whidbey,Lagoon North #1,8/6/12,6,,,,5,
Whidbey,Lagoon North #1,8/6/12,5,,,3,2,
Whidbey,Lagoon North #1,8/6/12,4,,1,,1,
Whidbey,Lagoon North #1,8/6/12,1A,,2,,1,
Whidbey,Lagoon North #1,8/6/12,A,,1,,,
Whidbey,Lagoon North #1,8/6/12,C,,,,1,
Whidbey,Lagoon North #1,8/17/12,1A,,1,,,
Whidbey,Lagoon North #1,8/17/12,1B,,1,,,
Whidbey,Lagoon North #1,8/17/12,A,,1,,,
Whidbey,Lagoon North #2,6/29/12,1,,,,1,
Whidbey,Lagoon North #2,6/29/12,2,1,,,,
Whidbey,Lagoon North #2,7/6/12,2,,2,,,
Whidbey,Lagoon North #2,7/6/12,1,,,,2,
Whidbey,Lagoon North #2,7/27/12,2,2,1,,,
Whidbey,Lagoon North #2,7/27/12,1,1,,,1,
Whidbey,Lagoon North #2,8/10/12,2,,1,,,
Whidbey,Lagoon North #3,6/24/12,1,,,,3,
Whidbey,Lagoon North #3,6/24/12,2,,,,20,
Whidbey,Lagoon North #3,6/24/12,3,,,,9,
Whidbey,Lagoon North #3,6/24/12,4,,,,12,
Whidbey,Lagoon North #3,6/24/12,5,,,,5,
Whidbey,Lagoon North #3,7/4/12,2,,,,3,
Whidbey,Lagoon North #3,7/4/12,3,,,,7,
Whidbey,Lagoon North #3,7/4/12,4,,,,3,
Whidbey,Lagoon North #3,7/4/12,5,,,,4,
Whidbey,Lagoon North #3,7/10/12,1,,,,1,
Whidbey,Lagoon North #3,7/10/12,5,,,,1,
Whidbey,Lagoon North #3,7/17/12,5,,,,1,
Whidbey,Lagoon North #3,7/24/12,5,,,,1,
Whidbey,Lagoon North #3,7/31/12,1,,,,2,
Whidbey,Lagoon North #3,7/31/12,4,,,,6,
Whidbey,Lagoon North #3,7/31/12,5,1,,,2,
Whidbey,Lagoon North #3,6/29/13,1,1,,,,
Whidbey,Lagoon North #3,7/5/13,1,,,,1,
Whidbey,Lagoon North #3,7/27/13,1,,,,1,
Whidbey,Lagoon North #3,7/27/13,2,,,,1,
Whidbey,Lagoon North #1,6/29/11,1,,,,2,
Whidbey,Lagoon North #1,6/29/11,2,,,,2,
Whidbey,Lagoon North #1,6/29/11,3,,,,2,
Whidbey,Lagoon North #1,7/17/11,1n,1,,,1,
Whidbey,Lagoon North #1,7/26/11,1s,2,,,3,
Whidbey,Lagoon North #1,7/26/11,2s,2,,,2,
Whidbey,Lagoon North #1,7/26/11,3s,,,2,4,
Whidbey,Lagoon North #1,7/26/11,1n,2,,,3,
Whidbey,Lagoon North #1,7/26/11,2n,1,,,1,
Whidbey,Lagoon North #1,8/1/11,1s,2,,,4,
Whidbey,Lagoon North #1,8/1/11,2s,3,,,4,
Whidbey,Lagoon North #1,8/1/11,3s,2,,1,3,
Whidbey,Lagoon North #1,8/1/11,4s,,,2,3,
Whidbey,Lagoon North #1,8/1/11,5s,1,,,1,
Whidbey,Lagoon North #1,8/1/11,1n,3,,,5,
Whidbey,Lagoon North #1,8/1/11,2n,2,,,2,
Whidbey,Lagoon North #1,7/7/11,1s,1,,,5,
Whidbey,Lagoon North #1,7/7/11,2s,2,,,3,
Whidbey,Lagoon North #1,7/7/11,3s,1,,,2,
Whidbey,Lagoon North #1,7/7/11,4s,,,,1,
Whidbey,Lagoon North #1,7/7/11,1n,2,,,3,
Whidbey,Lagoon North #1,7/7/11,2n,1,,,2,
Whidbey,Lagoon North #1,8/12/11,1s,2,,,4,
Whidbey,Lagoon North #1,8/12/11,2s,3,,,3,
Whidbey,Lagoon North #1,8/12/11,3s,2,,,5,
Whidbey,Lagoon North #1,8/12/11,4s,2,,,2,
Whidbey,Lagoon North #1,8/12/11,1n,2,,,3,
Whidbey,Lagoon North #1,8/12/11,2n,2,,,2,
Whidbey,Lagoon North #1,6/28/13,A,,,,1,
Whidbey,Lagoon North #1,6/28/13,1,,,,8,
Whidbey,Lagoon North #1,6/28/13,1A,,,,5,
Whidbey,Lagoon North #1,6/28/13,1B,,,,1,
Whidbey,Lagoon North #1,6/28/13,1C,,,,3,
Whidbey,Lagoon North #1,6/28/13,1D,,,,4,
Whidbey,Lagoon North #1,6/28/13,7,,,,3,
Whidbey,Lagoon North #1,6/28/13,6,,,,2,
Whidbey,Lagoon North #1,6/28/13,5,,,,2,
Whidbey,Lagoon North #1,6/28/13,4,,,,1,
Whidbey,Lagoon North #1,6/28/13,2,,,,1,
Whidbey,Lagoon North #1,7/5/13,A,,,,1,
Whidbey,Lagoon North #1,7/5/13,1,,,,2,
Whidbey,Lagoon North #1,7/5/13,1B,,,,9,
Whidbey,Lagoon North #1,7/5/13,1D,,,,1,
Whidbey,Lagoon North #1,7/5/13,7,1,,,2,
Whidbey,Lagoon North #1,7/5/13,6,,,,3,
Whidbey,Lagoon North #1,7/5/13,5,,,,1,
Whidbey,Lagoon North #1,7/5/13,4,,,,2,
Whidbey,Lagoon North #1,7/5/13,3,,,,1,
Whidbey,Lagoon North #1,7/11/13,1A,1,,,1,
Whidbey,Lagoon North #1,7/11/13,1,,,,1,
Whidbey,Lagoon North #1,7/11/13,A,,,,2,
Whidbey,Lagoon North #1,7/11/13,2,1,,,,
Whidbey,Lagoon North #1,7/11/13,4,,1,,2,
Whidbey,Lagoon North #1,7/11/13,5,,,,1,
Whidbey,Lagoon North #1,7/11/13,7,1,2,,,
Whidbey,Lagoon North #1,7/19/11,1D,,,,2,
Whidbey,Lagoon North #1,7/19/11,1C,1,,,,
Whidbey,Lagoon North #1,7/19/11,1B,1,,,,
Whidbey,Lagoon North #1,7/19/11,1A,2,,,1,
Whidbey,Lagoon North #1,7/19/11,1,1,,,2,
Whidbey,Lagoon North #1,7/19/11,D,1,,,,
Whidbey,Lagoon North #1,7/19/11,2,1,,,,
Whidbey,Lagoon North #1,7/19/11,4,,,,5,
Whidbey,Lagoon North #1,7/19/11,5,,,,2,
Whidbey,Lagoon North #1,7/19/11,6,,,,2,
Whidbey,Lagoon North #1,7/19/11,7,,,,3,
Whidbey,Lagoon North #1,7/25/13,7,,,,4,
Whidbey,Lagoon North #1,7/25/13,5,,,,3,
Whidbey,Lagoon North #1,7/25/13,4,,,,4,
Whidbey,Lagoon North #1,7/25/13,3,,,,3,
Whidbey,Lagoon North #1,7/25/13,1D,,,,2,
Whidbey,Lagoon North #1,7/25/13,1C,,,,2,
Whidbey,Lagoon North #1,7/25/13,1B,,,,5,
Whidbey,Lagoon North #1,7/25/13,B,,,,3,
Whidbey,Lagoon North #1,7/25/13,1A,,,,14,
Whidbey,Lagoon North #1,7/25/13,1AB,,,,9,
Whidbey,Lagoon North #1,7/25/13,1,1,,,8,
Whidbey,Lagoon North #1,7/25/13,A,,,,1,
Whidbey,Lagoon North #1,8/2/13,7,,,,5,
Whidbey,Lagoon North #1,8/2/13,6,,,,3,
Whidbey,Lagoon North #1,8/2/13,1E,1,,,,
Whidbey,Lagoon North #1,8/2/13,1AB,,,,6,
Whidbey,Lagoon North #1,8/2/13,1A,,1,,2,
Whidbey,Lagoon North #1,8/2/13,1,,,,6,
Whidbey,Lagoon North #1,8/2/13,D,,,,1,
Whidbey,Lagoon North #1,8/9/13,C,,,,2,
Whidbey,Lagoon North #1,8/16/13,1AB,1,,,,
Whidbey,Lagoon North #1,8/23/13,C,1,,,,
Whidbey,Lagoon North #2,7/18/09,1,1,,,1,
Whidbey,Lagoon North #2,7/18/09,2,,2,,,
Whidbey,Lagoon North #2,7/26/09,1,1,,1,,
Whidbey,Lagoon North #2,7/26/09,2,,2,,,
Whidbey,Lagoon North #2,7/26/09,3,2,,,,
Whidbey,Lagoon North #2,8/1/09,1,,,,1,
Whidbey,Lagoon North #2,8/1/09,2,,2,,,
Whidbey,Lagoon North #2,8/1/09,3,,2,,,
Whidbey,Lagoon North #2,8/9/09,2,1,2,1,,
Whidbey,Lagoon North #2,8/9/09,3,,,1,,
Whidbey,Lagoon North #2,6/29/08,2,,,,3,
Whidbey,Lagoon North #2,6/29/08,3,,,,2,
Whidbey,Lagoon North #2,6/29/08,2,,,4,,
Whidbey,Lagoon North #2,6/29/10,1,,1,,,
Whidbey,Lagoon North #2,7/6/10,1,1,,,,
Whidbey,Lagoon North #2,7/6/10,2,,,1,,
Whidbey,Lagoon North #2,7/16/10,1,2,4,,,
Whidbey,Lagoon North #2,7/22/10,1,,1,,,
Whidbey,Lagoon North #2,7/22/10,2,1,,,,
Whidbey,Lagoon North #2,7/30/10,1,,3,,,
Whidbey,Lagoon North #2,7/30/10,2,2,1,,,
Whidbey,Lagoon North #2,8/3/10,1,5,2,,,
Whidbey,Lagoon North #2,6/28/11,1,,,,1,
Whidbey,Lagoon North #2,7/9/11,1,,1,,,
Whidbey,Lagoon North #2,7/13/11,1,1,2,,2,
Whidbey,Lagoon North #2,7/13/11,2,2,1,,,
Whidbey,Lagoon North #2,7/13/11,3,,,,1,
Whidbey,Lagoon North #2,7/19/11,1,,1,,,
Whidbey,Lagoon North #2,7/19/11,2,2,1,,,
Whidbey,Lagoon North #2,7/25/11,1,2,,,3,
Whidbey,Lagoon North #2,8/1/11,2,2,,,,
Whidbey,Lagoon North #2,8/10/11,1,,,,2,
Whidbey,Lagoon North #2,8/10/11,2,6,,,,
Whidbey,Lagoon North #2,6/26/13,1,,,,3,
Whidbey,Lagoon North #2,6/26/13,2,,,,9,
Whidbey,Lagoon North #2,7/2/13,1,,,,1,
Whidbey,Lagoon North #2,7/2/13,2,1,,,1,
Whidbey,Lagoon North #2,7/10/13,1,2,,,4,
Whidbey,Lagoon North #2,7/10/13,2,2,,,1,
Whidbey,Lagoon North #2,7/16/13,1,1,,,,
Whidbey,Lagoon North #2,7/16/13,2,3,,,,
Whidbey,Lagoon North #2,7/23/13,1,1,,,,
Whidbey,Lagoon North #2,7/23/13,2,3,,,,
Whidbey,Lagoon North #2,7/31/13,1,7,,,,
Whidbey,Lagoon North #2,7/31/13,2,4,,,,
Whidbey,Lagoon North #2,8/9/13,1,2,2,,,
Whidbey,Lagoon North #3,7/26/09,1,,,,1,
Whidbey,Lagoon North #3,7/26/09,2,1,1,1,,
Whidbey,Lagoon North #3,7/26/09,3,1,,1,,
Whidbey,Lagoon North #3,7/26/09,4,,1,1,,
Whidbey,Lagoon North #3,7/26/09,5,,,,1,
Whidbey,Lagoon North #3,7/27/09,1,1,1,1,,
Whidbey,Lagoon North #3,7/27/09,2,,,,1,
Whidbey,Lagoon North #3,7/27/09,3,,1,,,
Whidbey,Lagoon North #3,7/27/09,4,,,,,
Whidbey,Lagoon North #3,8/1/09,1,,3,1,,
Whidbey,Lagoon North #3,8/1/09,2,,3,,,
Whidbey,Lagoon North #3,8/1/09,3,,,1,,
Whidbey,Lagoon North #3,8/1/09,4,,,2,,
Whidbey,Lagoon North #3,8/1/09,5,,,1,,
Whidbey,Lagoon North #3,8/9/09,1,1,,1,,
Whidbey,Lagoon North #3,8/9/09,5,1,,,,
Whidbey,Lagoon North #3,6/29/08,1,,,,1,
Whidbey,Lagoon North #3,7/6/08,1,,,,1,
Whidbey,Lagoon North #3,7/20/08,1,,,,4,
Whidbey,Lagoon North #3,7/20/08,2,,,1,1,
Whidbey,Lagoon North #3,7/20/08,3,,1,1,,
Whidbey,Lagoon North #3,7/27/08,1,1,,,2,
Whidbey,Lagoon North #3,7/27/08,5,,,,1,
Whidbey,Lagoon North #3,7/27/08,6,1,,,5,
Whidbey,Lagoon North #3,7/27/08,7,,,,5,
Whidbey,Lagoon North #3,7/27/08,8,,,,5,
Whidbey,Lagoon North #3,8/3/08,1,,,,2,
Whidbey,Lagoon North #3,8/3/08,2,,,1,1,
Whidbey,Lagoon North #3,8/3/08,3,1,,,1,
Whidbey,Lagoon North #3,8/3/08,1,,,,1,
Whidbey,Lagoon North #3,8/3/08,2,1,1,1,5,
Whidbey,Lagoon North #3,8/3/08,4,2,,,3,
Whidbey,Lagoon North #3,8/10/08,3,1,,,1,
Whidbey,Lagoon North #3,8/10/08,6,2,1,,3,
Whidbey,Lagoon North #3,7/14/10,1,,,,3,
Whidbey,Lagoon North #3,7/14/10,2,,,,8,
Whidbey,Lagoon North #3,7/14/10,3,,,,1,
Whidbey,Lagoon North #3,7/14/10,4,,,,1,
Whidbey,Lagoon North #3,7/14/10,5,,,,3,
Whidbey,Lagoon North #3,7/24/10,1,,,,2,
Whidbey,Lagoon North #3,7/24/10,2,,,,3,
Whidbey,Lagoon North #3,7/24/10,3,,,,1,
Whidbey,Lagoon North #3,7/24/10,4,,,,2,
Whidbey,Lagoon North #3,7/24/10,5,,,,1,
Whidbey,Lagoon North #3,7/29/10,1,,,,1,
Whidbey,Lagoon North #3,7/29/10,2,,,,1,
Whidbey,Lagoon North #3,8/4/10,1,,1,,,
Whidbey,Lagoon North #3,8/4/10,5,,,,1,
Whidbey,Lagoon North #3,8/11/10,1,,2,,,
Whidbey,Lagoon North #3,7/12/11,1,,,,1,
Whidbey,Lagoon North #3,7/12/11,2,,,,2,
Whidbey,Lagoon North #3,7/12/11,3,,,,1,
Whidbey,Lagoon North #3,7/19/11,1,,,,2,
Whidbey,Lagoon North #3,7/19/11,2,,,,2,
Whidbey,Lagoon North #3,7/19/11,4,,,,1,
Whidbey,Lagoon North #3,7/19/11,5,,,,1,
