region,site,date,burrow_name,Gunnel,Sculpin,Other,burrow_visit,intern_data
Whidbey,Ledgewood,7/29/09,7,3,,,5,
Whidbey,Ledgewood,7/29/09,12,2,,,5,
Whidbey,Ledgewood,7/29/09,15,1,,,1,
Whidbey,Ledgewood,8/8/09,2,1,,,1,
Whidbey,Ledgewood,8/8/09,15,1,,,,
Whidbey,Ledgewood,8/11/09,2,,1,,1,
Whidbey,Ledgewood,8/11/09,7,1,,,1,
Whidbey,Ledgewood,8/11/09,15,1,,,1,
Whidbey,Ledgewood,8/18/09,15,1,,,1,
Whidbey,Ledgewood,8/26/09,15,2,,,2,
Whidbey,Ledgewood,6/27/08,1,1,,,1,
Whidbey,Ledgewood,7/3/08,4,,,,1,
Whidbey,Ledgewood,7/3/08,6,,,,1,
Whidbey,Ledgewood,7/3/08,7,,,,1,
Whidbey,Ledgewood,7/11/08,2,,,,2,
Whidbey,Ledgewood,7/11/08,3,,1,1,4,
Whidbey,Ledgewood,7/11/08,4,,,,2,
Whidbey,Ledgewood,7/11/08,5,,,,2,
Whidbey,Ledgewood,7/11/08,6,1,,,3,
Whidbey,Ledgewood,7/11/08,7,,,,4,
Whidbey,Ledgewood,7/11/08,8,,1,,2,
Whidbey,Ledgewood,7/11/08,9,1,,,6,
Whidbey,Ledgewood,7/11/08,10,,,,1,
Whidbey,Ledgewood,7/11/08,11,,,,2,
Whidbey,Ledgewood,7/15/08,1,,1,,1,
Whidbey,Ledgewood,7/15/08,2,,1,,1,
Whidbey,Ledgewood,7/15/08,4,2,,,2,
Whidbey,Ledgewood,7/15/08,7,1,1,,2,
Whidbey,Ledgewood,7/15/08,8,,,,2,
Whidbey,Ledgewood,7/15/08,9,1,,,1,
Whidbey,Ledgewood,7/15/08,10,,1,1,2,
Whidbey,Ledgewood,7/25/08,1,1,,,1,
Whidbey,Ledgewood,7/25/08,2,,1,1,1,
Whidbey,Ledgewood,7/25/08,3,1,,1,3,
Whidbey,Ledgewood,7/25/08,4,1,,,6,
Whidbey,Ledgewood,7/25/08,7,1,,,1,
Whidbey,Ledgewood,7/25/08,8,3,,,3,
Whidbey,Ledgewood,7/25/08,9,4,,,2,
Whidbey,Ledgewood,7/25/08,10,1,,,3,
Whidbey,Ledgewood,7/25/08,11,,,,2,
Whidbey,Ledgewood,7/25/08,12,,,,2,
Whidbey,Ledgewood,7/30/08,2,1,,,2,
Whidbey,Ledgewood,7/30/08,3,1,1,,2,
Whidbey,Ledgewood,7/30/08,4,1,,,6,
Whidbey,Ledgewood,8/2/08,1,,,,2,
Whidbey,Ledgewood,8/2/08,2,,,,3,
Whidbey,Ledgewood,8/2/08,3,,,,3,
Whidbey,Ledgewood,8/2/08,4,,,,4,
Whidbey,Ledgewood,8/2/08,5,,,,5,
Whidbey,Ledgewood,8/2/08,7,1,,,1,
Whidbey,Ledgewood,8/2/08,8,,,,2,
Whidbey,Ledgewood,8/2/08,9,,,,4,
Whidbey,Ledgewood,8/2/08,10,1,,,3,
Whidbey,Ledgewood,8/2/08,11,,,,2,
Whidbey,Ledgewood,8/2/08,12,,,,1,
Whidbey,Ledgewood,8/2/08,13,,,2,2,
Whidbey,Ledgewood,8/9/08,2,1,,,2,
Whidbey,Ledgewood,8/9/08,3,1,,,3,
Whidbey,Ledgewood,8/9/08,4,2,,,5,
Whidbey,Ledgewood,8/9/08,5,,,,2,
Whidbey,Ledgewood,8/9/08,7,2,,,3,
Whidbey,Ledgewood,8/9/08,8,1,,,1,
Whidbey,Ledgewood,8/9/08,9,3,,,3,
Whidbey,Ledgewood,8/9/08,10,1,,,1,
Whidbey,Ledgewood,8/9/08,12,1,,,1,
Whidbey,Ledgewood,8/9/08,13,1,,,1,
Whidbey,Ledgewood,8/14/08,9,,1,,1,
Whidbey,Ledgewood,8/14/08,14,1,,,1,
Whidbey,Ledgewood,6/29/10,1,,1,,,
Whidbey,Ledgewood,6/29/10,4,,1,,,
Whidbey,Ledgewood,6/29/10,12,2,,,,
Whidbey,Ledgewood,7/9/10,1,,1,,,
Whidbey,Ledgewood,7/9/10,12,2,,,,
Whidbey,Ledgewood,7/9/10,4,1,1,,,
Whidbey,Ledgewood,7/9/10,8,1,,,,
Whidbey,Ledgewood,7/13/10,1,,2,,,
Whidbey,Ledgewood,7/13/10,4,1,1,1,,
Whidbey,Ledgewood,7/13/10,8,,,,1,
Whidbey,Ledgewood,7/19/10,12,1,,,,
Whidbey,Ledgewood,7/19/10,8,1,,,1,
Whidbey,Ledgewood,7/19/10,13,1,,,,
Whidbey,Ledgewood,7/26/10,1,2,1,,,
Whidbey,Ledgewood,7/26/10,4,2,,1,,
Whidbey,Ledgewood,7/26/10,12,1,,2,,
Whidbey,Ledgewood,7/26/10,13,2,,,,
Whidbey,Ledgewood,8/5/10,4,1,1,,,
Whidbey,Ledgewood,8/11/10,13,2,,,,
Whidbey,Ledgewood,6/23/11,1,1,,,2,
Whidbey,Ledgewood,7/1/11,1,,1,,1,
Whidbey,Ledgewood,7/1/11,12,4,,,4,
Whidbey,Ledgewood,7/9/11,12,1,,,1,
Whidbey,Ledgewood,7/14/11,1,1,,,1,
Whidbey,Ledgewood,7/14/11,12,3,,,3,
Whidbey,Ledgewood,7/20/11,1,1,,,2,
Whidbey,Ledgewood,7/20/11,12,,,1,1,
Whidbey,Ledgewood,6/26/13,1,,,,1,
Whidbey,Ledgewood,6/26/13,2,,,,1,
Whidbey,Ledgewood,6/26/13,3,,,,1,
Whidbey,Ledgewood,6/26/13,4,,,,2,
Whidbey,Ledgewood,6/26/13,5,,,,4,
Whidbey,Ledgewood,6/26/13,6,,,,3,
Whidbey,Ledgewood,6/26/13,8,,,,2,
Whidbey,Ledgewood,6/26/13,8,,,,1,
Whidbey,Ledgewood,7/3/13,10,,1,,,
Whidbey,Ledgewood,7/3/13,7,,,,1,
Whidbey,Ledgewood,7/9/13,3,,,,1,
Whidbey,Ledgewood,7/9/13,5,,,,2,
Whidbey,Ledgewood,7/9/13,7,,,,1,
Whidbey,Ledgewood,7/9/13,8,,,,2,
Whidbey,Ledgewood,7/9/13,12,1,,,,
Whidbey,Ledgewood,7/15/13,7,,,1,,
Whidbey,Ledgewood,7/15/13,8,2,1,,1,
Whidbey,Ledgewood,7/15/13,10,,1,,,
Whidbey,Ledgewood,7/15/13,12,1,,,,
Whidbey,Ledgewood,7/24/13,4,1,,,,
Whidbey,Ledgewood,7/24/13,8,2,,,,
Whidbey,Ledgewood,7/24/13,10,,1,,,
Whidbey,Ledgewood,7/24/13,12,,3,,,
Whidbey,Ledgewood,7/31/13,4,1,,,,
Whidbey,Ledgewood,7/31/13,8,,,,1,
Whidbey,Ledgewood,7/31/13,12,3,,,,
Whidbey,Ledgewood,8/9/13,12,3,,,,
Whidbey,Ledgewood,8/9/13,12,3,,,,
Whidbey,Ledgewood,8/15/13,1,1,,,,
Whidbey,Ledgewood,8/15/13,4,2,1,,,
Whidbey,Ledgewood,8/15/13,16,2,,,,
Whidbey,Ledgewood,8/23/13,1,1,,,,
Whidbey,Ledgewood,8/23/13,4,3,,,,
Whidbey,Ledgewood,8/31/13,1,,2,,,
Whidbey,Ledgewood,8/31/13,4,,2,,,
Whidbey,Ledgewood,6/19/14,7,,,,2,
Whidbey,Ledgewood,6/19/14,12,,,,1,
Whidbey,Ledgewood,6/25/14,17,,,,2,
Whidbey,Ledgewood,6/25/14,7,,,,1,
Whidbey,Ledgewood,6/25/14,8,,,,1,
Whidbey,Ledgewood,6/25/14,10,,1,,,
Whidbey,Ledgewood,6/25/14,1,,,2,,
Whidbey,Ledgewood,7/4/14,2,,1,,1,
Whidbey,Ledgewood,7/4/14,1,,,,1,
Whidbey,Ledgewood,7/4/14,12,,2,,,
Whidbey,Ledgewood,7/4/14,10,,1,,,
Whidbey,Ledgewood,7/4/14,7,,,,1,
Whidbey,Ledgewood,7/8/14,1,,,,1,
Whidbey,Ledgewood,7/8/14,2,,1,,,
Whidbey,Ledgewood,7/8/14,3,,,,1,
Whidbey,Ledgewood,7/8/14,10,,,1,,
Whidbey,Ledgewood,7/8/14,12,,1,,,
Whidbey,Ledgewood,7/8/14,16,,,1,,
Whidbey,Ledgewood,7/14/14,1,1,1,,,
Whidbey,Ledgewood,7/14/14,2,,1,,,
Whidbey,Ledgewood,7/14/14,12,,1,,,
Whidbey,Ledgewood,7/14/14,5,,,,3,
Whidbey,Ledgewood,7/14/14,11,,,,3,
Whidbey,Ledgewood,7/14/14,7,,,,1,
Whidbey,Ledgewood,7/14/14,6,,,,1,
Whidbey,Ledgewood,7/14/14,10,,,,1,
Whidbey,Ledgewood,7/25/14,2,,2,,1,
Whidbey,Ledgewood,7/25/14,16,,1,,,
Whidbey,Ledgewood,7/25/14,11,,,,1,
Whidbey,Ledgewood,7/25/14,1,,,,1,
Whidbey,Ledgewood,7/29/14,10,,,1,3,
Whidbey,Ledgewood,7/29/14,7,,,,1,
Whidbey,Ledgewood,7/29/14,16,,1,,,
Whidbey,Ledgewood,8/5/14,5,,,,4,
Whidbey,Ledgewood,8/5/14,6,,,,1,
Whidbey,Ledgewood,8/5/14,7,,,,1,
Whidbey,Ledgewood,8/5/14,8,,,,1,
Whidbey,Ledgewood,8/5/14,11,,,,1,
Whidbey,Ledgewood,8/5/14,13,,1,,,
Whidbey,Limpet Lane,7/14/09,1,1,,,,
Whidbey,Limpet Lane,7/14/09,2,2,,,1,
Whidbey,Limpet Lane,7/20/09,1,,2,,,
Whidbey,Limpet Lane,7/20/09,2,,1,,,
Whidbey,Limpet Lane,7/20/09,3,1,,,,
Whidbey,Limpet Lane,7/28/09,2,,,1,,
Whidbey,Limpet Lane,8/2/09,1,,,1,,
Whidbey,Limpet Lane,8/16/09,1,,,,2,
Whidbey,Limpet Lane,7/9/08,1,,,2,,
Whidbey,Limpet Lane,7/9/08,2,1,,1,,
Whidbey,Limpet Lane,7/14/08,1,,,2,,
Whidbey,Limpet Lane,7/21/08,1,1,,,2,
Whidbey,Limpet Lane,7/21/08,2,2,,,1,
Whidbey,Limpet Lane,7/21/08,3,2,,,1,
Whidbey,Limpet Lane,7/21/08,4,,,,1,
Whidbey,Limpet Lane,7/28/08,1,,2,,,
Whidbey,Limpet Lane,8/7/08,1,1,2,1,,
Whidbey,Limpet Lane,8/7/08,2,,1,3,,
Whidbey,Limpet Lane,8/7/08,3,,1,,2,
Whidbey,Limpet Lane,8/7/08,4,,1,,4,
Whidbey,Limpet Lane,8/7/08,5,,1,,,
Whidbey,Limpet Lane,8/7/08,6,1,,1,,
Whidbey,Limpet Lane,6/30/10,1,,,,1,
Whidbey,Limpet Lane,6/30/10,2,,,,1,
Whidbey,Limpet Lane,7/14/10,1,,1,,,
Whidbey,Limpet Lane,7/14/10,3,,,,1,
Whidbey,Limpet Lane,7/14/10,4,,,,1,
Whidbey,Limpet Lane,7/21/10,3,,,,2,
Whidbey,Limpet Lane,7/21/10,4,,,,2,
Whidbey,Limpet Lane,7/28/10,1,,1,,,
Whidbey,Limpet Lane,7/28/10,4,,,1,,
Whidbey,Limpet Lane,8/6/10,4,2,,,2,
Whidbey,Limpet Lane,8/6/10,5,,1,1,,
Whidbey,Limpet Lane,8/6/10,1,,,,1,
Whidbey,Limpet Lane,8/15/10,4,,,,1,
Whidbey,Limpet Lane,8/15/10,5,,,,1,
Whidbey,Limpet Lane,8/15/10,6,,,,1,
Whidbey,Limpet Lane,7/13/11,1,1,1,,,
Whidbey,Limpet Lane,7/13/11,2,,,1,,
Whidbey,Limpet Lane,7/22/11,1,2,,2,,
Whidbey,Limpet Lane,7/22/11,2,,1,,,
Whidbey,Limpet Lane,8/5/11,3,1,,,,
Whidbey,Limpet Lane,8/5/11,4,1,,,,
Whidbey,Limpet Lane,8/5/11,5,1,,,,
Whidbey,Limpet Lane,8/11/11,3,1,,,,
Whidbey,Limpet Lane,8/11/11,5,1,,,,
Whidbey,Limpet Lane,8/17/11,3,1,1,,,
Whidbey,Limpet Lane,8/17/11,6,1,,,,
Whidbey,Limpet Lane,7/6/12,1,,,,4,
Whidbey,Limpet Lane,7/6/12,2,,,,3,
Whidbey,Limpet Lane,7/13/12,2,,,,1,
Whidbey,Limpet Lane,7/16/12,1,,,,1,
Whidbey,Limpet Lane,7/27/12,2,1,1,,,
Whidbey,Limpet Lane,7/27/12,3,,,,2,
Whidbey,Limpet Lane,7/27/12,4,1,,,,
Whidbey,Limpet Lane,8/3/12,4,1,,,,
Whidbey,Limpet Lane,8/3/12,2,,,,2,
Whidbey,Limpet Lane,8/3/12,3,,,,1,
Whidbey,Limpet Lane,8/7/12,4,1,1,,,
Whidbey,Limpet Lane,8/7/12,5,1,1,,,
Whidbey,Limpet Lane,8/7/12,6,,1,,,
Whidbey,Limpet Lane,8/7/12,8,1,1,,,
Whidbey,Limpet Lane,8/10/12,5,1,2,,,
Whidbey,Limpet Lane,8/10/12,7,1,2,,,
Whidbey,Limpet Lane,8/10/12,3,1,,,,
Whidbey,Limpet Lane,8/10/12,2,,1,,,
Whidbey,Limpet Lane,8/10/12,8,1,1,,,
Whidbey,Limpet Lane,7/1/13,1,1,,,1,
Whidbey,Limpet Lane,7/8/13,1,2,,1,,
Whidbey,Limpet Lane,7/24/13,1,,,,2,
Whidbey,Limpet Lane,7/24/13,2,,1,,1,
Whidbey,Limpet Lane,7/24/13,3,,,,2,
Whidbey,Limpet Lane,7/24/13,4,1,,,5,
Whidbey,Malmo Bluff,7/10/09,1,1,,,1,
Whidbey,Malmo Bluff,7/10/09,2,,,1,,
Whidbey,Malmo Bluff,7/17/09,1,1,,,,
Whidbey,Malmo Bluff,7/17/09,3,,,1,1,
Whidbey,Malmo Bluff,7/17/09,4,1,,,3,
Whidbey,Malmo Bluff,7/25/09,3,,1,,,
Whidbey,Malmo Bluff,7/25/09,5,,1,,,
Whidbey,Malmo Bluff,7/25/09,6,,,1,,
Whidbey,Malmo Bluff,7/25/09,7,1,,,,
Whidbey,Malmo Bluff,7/25/09,8,1,,,,
Whidbey,Malmo Bluff,7/31/09,1,,,2,1,
Whidbey,Malmo Bluff,7/31/09,3,,,1,,
Whidbey,Malmo Bluff,7/31/09,5,1,,1,,
Whidbey,Malmo Bluff,7/31/09,6,,1,,,
Whidbey,Malmo Bluff,7/31/09,9,,,1,,
Whidbey,Malmo Bluff,8/7/09,1,,,,1,
Whidbey,Malmo Bluff,8/7/09,2,,,1,,
Whidbey,Malmo Bluff,8/7/09,4,1,,,,
Whidbey,Malmo Bluff,8/7/09,5,,,,1,
Whidbey,Malmo Bluff,8/7/09,6,,,,1,
Whidbey,Malmo Bluff,8/7/09,8,,,,2,
Whidbey,Malmo Bluff,8/7/09,9,,,1,2,
Whidbey,Malmo Bluff,8/7/09,10,,1,,,
Whidbey,Malmo Bluff,8/7/09,11,,,,2,
Whidbey,Malmo Bluff,8/7/09,12,2,,,,
Whidbey,Malmo Bluff,8/23/09,11,,,1,,
Whidbey,Malmo Bluff,6/26/08,1,,,,1,
Whidbey,Malmo Bluff,6/26/08,2,,,,1,
Whidbey,Malmo Bluff,6/26/08,3,,,,1,
Whidbey,Malmo Bluff,6/26/08,4,,,,2,
Whidbey,Malmo Bluff,7/17/08,1,,,,6,
Whidbey,Malmo Bluff,7/17/08,4,,,,3,
Whidbey,Malmo Bluff,7/17/08,5,,,,4,
Whidbey,Malmo Bluff,7/17/08,6,,,,6,
Whidbey,Malmo Bluff,7/17/08,7,,,,4,
Whidbey,Malmo Bluff,7/17/08,8,,,,5,
Whidbey,Malmo Bluff,7/17/08,9,,,,2,
Whidbey,Malmo Bluff,7/17/08,10,,,,1,
Whidbey,Malmo Bluff,7/17/08,11,,,,2,
Whidbey,Malmo Bluff,7/17/08,12,,,,1,
Whidbey,Malmo Bluff,7/17/08,13,,,,2,
Whidbey,Malmo Bluff,7/17/08,14,,,,1,
Whidbey,Malmo Bluff,7/24/08,3,,,,2,
Whidbey,Malmo Bluff,7/24/08,11,,,,1,
Whidbey,Malmo Bluff,7/24/08,15,,,,3,
Whidbey,Malmo Bluff,8/5/08,6,,1,,,
Whidbey,Malmo Bluff,8/5/08,13,,,1,,
Whidbey,Malmo Bluff,8/5/08,15,1,,1,,
Whidbey,Malmo Bluff,8/5/08,16,,1,,,
Whidbey,Malmo Bluff,6/28/10,1,,,,1,
Whidbey,Malmo Bluff,6/28/10,2,,,,1,
Whidbey,Malmo Bluff,6/28/10,3,1,,1,,
Whidbey,Malmo Bluff,6/28/10,4,,,,1,
Whidbey,Malmo Bluff,6/28/10,5,,,,2,
Whidbey,Malmo Bluff,7/8/10,7,1,,,,
Whidbey,Malmo Bluff,7/8/10,8,1,,,,
Whidbey,Malmo Bluff,7/15/10,3,1,,1,1,
Whidbey,Malmo Bluff,7/15/10,4,2,1,,,
Whidbey,Malmo Bluff,7/15/10,5,1,1,,,
Whidbey,Malmo Bluff,7/15/10,7,,,2,1,
Whidbey,Malmo Bluff,7/15/10,8,1,1,2,1,
Whidbey,Malmo Bluff,7/15/10,9,,,2,,
Whidbey,Malmo Bluff,7/22/10,2,,,1,,
Whidbey,Malmo Bluff,7/22/10,6,4,1,,,
Whidbey,Malmo Bluff,7/22/10,7,1,2,,,
Whidbey,Malmo Bluff,7/22/10,8,1,,1,,
Whidbey,Malmo Bluff,7/30/10,3,,4,,,
Whidbey,Malmo Bluff,7/30/10,7,,,1,1,
Whidbey,Malmo Bluff,7/30/10,10,,1,,,
Whidbey,Malmo Bluff,8/4/10,2,,,1,,
Whidbey,Malmo Bluff,8/4/10,3,,,1,,
Whidbey,Malmo Bluff,8/4/10,4,1,1,1,,
Whidbey,Malmo Bluff,8/4/10,8,4,,,,
Whidbey,Malmo Bluff,8/4/10,9,,1,1,,
Whidbey,Malmo Bluff,8/4/10,10,,1,,,
Whidbey,Malmo Bluff,8/11/10,1,,1,,,
Whidbey,Malmo Bluff,8/25/10,1,1,,,,
Whidbey,Malmo Bluff,7/1/11,1,2,,1,,
Whidbey,Malmo Bluff,7/1/11,2,1,,,2,
Whidbey,Malmo Bluff,7/1/11,4,,,,1,
Whidbey,Malmo Bluff,7/1/11,5,1,,,,
Whidbey,Malmo Bluff,7/1/11,7,,,,1,
Whidbey,Malmo Bluff,7/1/11,9,,,,1,
Whidbey,Malmo Bluff,7/7/11,2,,,,1,
Whidbey,Malmo Bluff,7/7/11,3,,,2,1,
Whidbey,Malmo Bluff,7/7/11,4,,,,1,
Whidbey,Malmo Bluff,7/7/11,5,,,1,,
Whidbey,Malmo Bluff,7/7/11,6,,,,1,
Whidbey,Malmo Bluff,7/7/11,9,,,,2,
Whidbey,Malmo Bluff,7/7/11,11,1,,,,
Whidbey,Malmo Bluff,7/7/11,12,,,1,,
Whidbey,Malmo Bluff,7/7/11,15,,,1,,
Whidbey,Malmo Bluff,7/15/11,1,,,,1,
Whidbey,Malmo Bluff,7/15/11,2,2,,1,,
Whidbey,Malmo Bluff,7/15/11,3,,,1,,
Whidbey,Malmo Bluff,7/15/11,4,1,,,,
Whidbey,Malmo Bluff,7/15/11,5,1,1,,1,
Whidbey,Malmo Bluff,7/15/11,6,1,1,,,
Whidbey,Malmo Bluff,7/15/11,7,,,1,,
Whidbey,Malmo Bluff,7/15/11,8,,,,3,
Whidbey,Malmo Bluff,7/15/11,9,,,1,,
Whidbey,Malmo Bluff,7/15/11,11,2,,,1,
Whidbey,Malmo Bluff,7/15/11,17,,,,1,
Whidbey,Malmo Bluff,7/20/11,1,,1,1,,
Whidbey,Malmo Bluff,7/20/11,2,1,,,,
Whidbey,Malmo Bluff,7/20/11,3,,,2,,
Whidbey,Malmo Bluff,7/20/11,4,,,,1,
Whidbey,Malmo Bluff,7/20/11,5,2,,,,
Whidbey,Malmo Bluff,7/20/11,6,2,1,2,,
Whidbey,Malmo Bluff,7/20/11,7,1,,,,
Whidbey,Malmo Bluff,7/28/11,1,,,,1,
Whidbey,Malmo Bluff,7/28/11,2,2,,,,
Whidbey,Malmo Bluff,7/28/11,4,,,,1,
Whidbey,Malmo Bluff,7/28/11,6,1,,,,
Whidbey,Malmo Bluff,8/3/11,5,1,1,,,
Whidbey,Malmo Bluff,8/3/11,6,1,,,,
Whidbey,Malmo Bluff,8/3/11,8,1,,,1,
Whidbey,Malmo Bluff,6/27/12,1,,1,,,
Whidbey,Malmo Bluff,6/27/12,2,,1,,,
Whidbey,Malmo Bluff,6/27/12,3,,1,,,
Whidbey,Malmo Bluff,7/5/12,4,,1,,,
Whidbey,Malmo Bluff,7/5/12,5,1,,1,,
Whidbey,Malmo Bluff,7/5/12,15,1,1,,1,
Whidbey,Malmo Bluff,7/5/12,18,,,,1,
Whidbey,Malmo Bluff,7/5/12,8,,,,1,
Whidbey,Malmo Bluff,7/5/12,16,,,,2,
Whidbey,Malmo Bluff,7/5/12,17,,,,1,
Whidbey,Malmo Bluff,7/12/12,2,,,1,,
Whidbey,Malmo Bluff,7/12/12,7,1,,,,
Whidbey,Malmo Bluff,6/24/13,1,1,,,,
Whidbey,Malmo Bluff,6/24/13,2,2,,,,
Whidbey,Malmo Bluff,6/24/13,20,,,,1,
Whidbey,Malmo Bluff,6/24/13,40,1,,,1,
Whidbey,Malmo Bluff,6/24/13,42,1,,,1,
Whidbey,Malmo Bluff,6/24/13,45,1,,,,
Whidbey,Malmo Bluff,7/6/13,2,1,1,,1,
Whidbey,Malmo Bluff,7/6/13,3,,1,,1,
Whidbey,Malmo Bluff,7/6/13,4,,,,1,
Whidbey,Malmo Bluff,7/6/13,5,,,,3,
Whidbey,Malmo Bluff,7/6/13,6,,,,1,
Whidbey,Malmo Bluff,7/6/13,20,,,,3,
Whidbey,Malmo Bluff,7/6/13,21,1,,,1,
Whidbey,Malmo Bluff,7/6/13,22,,,,4,
Whidbey,Malmo Bluff,7/6/13,43,,,,2,
Whidbey,Malmo Bluff,7/6/13,44,,,,2,
Whidbey,Malmo Bluff,7/6/13,45,,,,3,
Whidbey,Malmo Bluff,7/6/13,46,,,,2,
Whidbey,Malmo Bluff,7/11/13,2,,2,,1,
Whidbey,Malmo Bluff,7/11/13,42,2,1,,2,
Whidbey,Malmo Bluff,7/11/13,47,1,,,,
Whidbey,Malmo Bluff,7/18/13,2,1,,,,
Whidbey,Malmo Bluff,7/18/13,5,,,1,,
Whidbey,Malmo Bluff,7/18/13,44,1,,,,
Whidbey,Malmo Bluff,7/25/13,5,,1,,,
Whidbey,Malmo Bluff,7/25/13,42,1,2,,2,
Whidbey,Malmo Bluff,7/25/13,44,,2,,,
Whidbey,Malmo Bluff,7/25/13,47,,,1,1,
Whidbey,Malmo Bluff,8/1/13,5,,,1,,
Whidbey,Malmo Bluff,8/1/13,42,1,,,,
Whidbey,Malmo Bluff,8/1/13,44,,,1,,
Whidbey,Malmo Bluff,8/1/13,47,2,,,,
Whidbey,Malmo Bluff,8/7/13,47,1,,,,
Whidbey,Malmo Bluff,8/13/13,47,2,,,,
Whidbey,Malmo Bluff,8/22/13,47,1,,,,
Whidbey,Malmo Bluff,6/19/14,1,,,1,,
Whidbey,Malmo Bluff,6/19/14,11,,1,,1,
Whidbey,Malmo Bluff,6/19/14,12,,,1,,
Whidbey,Malmo Bluff,6/19/14,21,,,,1,
Whidbey,Malmo Bluff,6/24/14,1,,,,1,
Whidbey,Malmo Bluff,6/24/14,21,,,,1,
Whidbey,Malmo Bluff,6/24/14,13,1,,,,
Whidbey,Malmo Bluff,6/24/14,2,,,,2,
Whidbey,Malmo Bluff,6/24/14,3,,,,2,
Whidbey,Malmo Bluff,6/24/14,4,,1,,2,
Whidbey,Malmo Bluff,6/24/14,22,,,,1,
Whidbey,Malmo Bluff,6/24/14,23,,,,3,
Whidbey,Malmo Bluff,6/24/14,24,,,,2,
Whidbey,Malmo Bluff,6/24/14,25,,,,1,
Whidbey,Malmo Bluff,6/30/14,1,,,,2,
Whidbey,Malmo Bluff,6/30/14,2,,,2,,
Whidbey,Malmo Bluff,6/30/14,4,,,,1,
Whidbey,Malmo Bluff,6/30/14,5,,,,2,
Whidbey,Malmo Bluff,6/30/14,6,,,,1,
Whidbey,Malmo Bluff,6/30/14,11,,,,2,
Whidbey,Malmo Bluff,6/30/14,14,,2,1,4,
Whidbey,Malmo Bluff,6/30/14,21,,1,,,
Whidbey,Malmo Bluff,7/10/14,1,,,,1,
Whidbey,Malmo Bluff,7/10/14,2,,1,,2,
Whidbey,Malmo Bluff,7/10/14,4,,1,,6,
Whidbey,Malmo Bluff,7/10/14,5,,,,7,
Whidbey,Malmo Bluff,7/10/14,6,,,,1,
Whidbey,Malmo Bluff,7/10/14,7,,,,1,
Whidbey,Malmo Bluff,7/10/14,8,,,,1,
Whidbey,Malmo Bluff,7/10/14,13,,,,1,
Whidbey,Malmo Bluff,7/10/14,14,,2,,2,
Whidbey,Malmo Bluff,7/10/14,25,1,,,4,
Whidbey,Malmo Bluff,7/10/14,26,,,,8,
Whidbey,Malmo Bluff,7/15/14,1,,,,1,
Whidbey,Malmo Bluff,7/15/14,2,,4,,2,
Whidbey,Malmo Bluff,7/15/14,3,,,,3,
Whidbey,Malmo Bluff,7/15/14,11,,,,1,
Whidbey,Malmo Bluff,7/15/14,13,,,,1,
Whidbey,Malmo Bluff,7/15/14,25,,1,,,
Whidbey,Malmo Bluff,7/15/14,27,1,,,,
Whidbey,Malmo Bluff,7/24/14,2,,1,,,
Whidbey,Malmo Bluff,7/24/14,4,,,,2,
Whidbey,Malmo Bluff,7/24/14,5,,,,3,
Whidbey,Malmo Bluff,7/24/14,9,,,,4,
Whidbey,Malmo Bluff,7/24/14,13,,,,10,
Whidbey,Malmo Bluff,7/24/14,14,,,,8,
Whidbey,Malmo Bluff,7/24/14,21,,,,1,
Whidbey,Malmo Bluff,7/24/14,24,,,,2,
Whidbey,Malmo Bluff,7/24/14,3,,,,2,
Whidbey,Malmo Bluff,7/24/14,25,,,,2,
Whidbey,Malmo Bluff,7/30/14,2,,2,,1,
Whidbey,Malmo Bluff,7/30/14,3,,1,,1,
Whidbey,Malmo Bluff,7/30/14,5,,,1,,
Whidbey,Malmo Bluff,8/14/14,3,,1,,,
Whidbey,Maylor Point,7/14/09,1,1,,,,
Whidbey,Maylor Point,7/14/09,2,1,,,,
Whidbey,Maylor Point,7/14/09,3,2,,,,
Whidbey,Maylor Point,7/14/09,4,1,1,,,
Whidbey,Maylor Point,7/27/09,4,3,1,,,
Whidbey,Maylor Point,7/27/09,4a,,,3,,
Whidbey,Maylor Point,8/4/09,4,2,,,,
Whidbey,Maylor Point,8/4/09,4a,,,1,,
Whidbey,Maylor Point,6/2/08,2,,,,2,
Whidbey,Maylor Point,6/2/08,3d,,,,1,
Whidbey,Maylor Point,6/2/08,4,,,,1,
Whidbey,Maylor Point,7/5/08,2,,,1,,
Whidbey,Maylor Point,7/14/08,2,1,,,,
Whidbey,Maylor Point,7/14/08,3d,,1,,1,
Whidbey,Maylor Point,7/14/08,4,,1,,,
Whidbey,Maylor Point,7/19/08,2a,1,,,,
Whidbey,Maylor Point,7/19/08,3b,1,,,,
Whidbey,Maylor Point,7/19/08,3d,1,,,,
Whidbey,Maylor Point,8/1/08,3a,,3,,,
Whidbey,Maylor Point,8/1/08,4,1,,,,
Whidbey,Maylor Point,8/6/08,3a,1,,,1,
Whidbey,Maylor Point,8/6/08,3b,,,,3,
Whidbey,Maylor Point,8/6/08,3c,,,,5,
Whidbey,Maylor Point,8/6/08,3d,,,,4,
Whidbey,Maylor Point,6/28/10,1,3,,,,
Whidbey,Maylor Point,6/28/10,4,1,,1,1,
Whidbey,Maylor Point,6/28/10,5,1,,,,
Whidbey,Maylor Point,6/28/10,6,1,,,,
Whidbey,Maylor Point,7/5/10,3,2,,,1,
Whidbey,Maylor Point,7/5/10,5,2,,1,,
Whidbey,Maylor Point,7/26/10,3,1,,1,1,
