Site,Date,Count,Count type,Comment,QAQC,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/6/2015,15,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/6/2015,17,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/13/2015,12,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/13/2015,11,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/13/2015,19,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/20/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/20/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/20/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/27/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/27/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/27/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,9/3/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,9/3/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,9/3/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,6/12/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,6/12/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,6/12/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,6/16/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,6/16/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,6/16/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,6/26/2015,7,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,6/26/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,6/26/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,7/2/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,7/2/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,7/2/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,7/10/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,7/10/2015,11,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,7/10/2015,1,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,7/14/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,7/14/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,7/14/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,7/31/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,7/31/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,7/31/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,8/21/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,8/21/2015,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,8/21/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,8/28/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,8/28/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight Site A,8/28/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/16/2015,19,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/16/2015,27,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/16/2015,14,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/2/2015,x,Start,,Y,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/2/2015,x,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/2/2015,x,End,,Y,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/10/2015,12,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/10/2015,20,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/10/2015,14,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/8/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/8/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/8/2015,11,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/21/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/21/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/21/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/12/2015,8,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/12/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/12/2015,9,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/26/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/26/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/26/2015,6,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/2/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/2/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/2/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/10/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/10/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/10/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/24/2015,6,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/24/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/24/2015,1,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/31/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/31/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/31/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/8/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/8/2015,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/8/2015,7,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/14/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/14/2015,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/14/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,6/9/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,6/9/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,6/9/2015,7,End,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,6/16/2015,5,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,6/16/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,6/16/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,6/23/2015,11,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,6/23/2015,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,6/23/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,6/30/2015,4,Start,Group survey,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,6/30/2015,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,6/30/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,7/7/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,7/7/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,7/7/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,7/14/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,7/14/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,7/14/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,7/27/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,7/27/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,7/27/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,8/11/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,8/11/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,8/11/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,8/25/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,8/25/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Elizan A-South,8/25/2015,16,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/9/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/9/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/9/2015,7,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/16/2015,5,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/16/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/16/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/30/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/30/2015,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/30/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/7/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/7/2015,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/7/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/14/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/14/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/14/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/21/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/21/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/21/2015,1,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/27/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/27/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/27/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/11/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/11/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/11/2015,1,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/20/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/20/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/20/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/25/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/25/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/25/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,6/16/2015,5,Start,Group Survey,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,6/16/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,6/16/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,6/23/2015,11,Start,Group Survey,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,6/23/2015,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,6/23/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,6/30/2015,4,Start,Group Survey,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,6/30/2015,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,6/30/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,7/7/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,7/7/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,7/7/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,7/14/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,7/14/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,7/14/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,7/27/2015,x,Start,No hardcopy in binder or on drive,Y,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,7/27/2015,x,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,7/27/2015,x,End,,Y,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,8/25/2015,x,Start,No hardcopy  in binder or on drive,Y,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,8/25/2015,x,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan B,8/25/2015,x,End,,Y,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,6/9/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,6/9/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,6/9/2015,7,End,,,,,,,,,,,,,,,,,,,,,,
Totten@ Elizan C,6/16/2015,5,Start,,,,,,,,,,,,,,,,,,,,,,
Totten@ Elizan C,6/16/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten@ Elizan C,6/16/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Totten@ Elizan C,6/23/2015,11,Start,,,,,,,,,,,,,,,,,,,,,,
Totten@ Elizan C,6/23/2015,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten@ Elizan C,6/23/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Totten@ Elizan C,6/30/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Totten@ Elizan C,6/30/2015,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten@ Elizan C,6/30/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,7/7/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,7/7/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,7/7/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,7/14/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,7/14/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,7/14/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,7/21/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,7/21/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,7/21/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,7/27/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,7/27/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,7/27/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,8/11/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,8/11/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,8/11/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,8/20/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,8/20/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,8/20/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,8/25/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,8/25/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten @ Elizan C,8/25/2015,22,End,,,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,6/7/2015,12,Start,"The Walnut sites are impossible to separate for counts so Walnut A, B, and C counts include the PIGUs from the others",Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,6/7/2015,8,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,6/7/2015,8,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,6/15/2015,7,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,6/15/2015,11,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,6/15/2015,16,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,6/22/2015,2,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,6/22/2015,14,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,6/22/2015,6,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,6/29/2015,10,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,6/29/2015,0,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,6/29/2015,1,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,7/6/2015,14,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,7/6/2015,12,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,7/6/2015,8,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,7/14/2015,12,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,7/14/2015,3,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,7/14/2015,16,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,7/20/2015,18,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,7/20/2015,21,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,7/20/2015,17,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,7/21/2015,17,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,7/21/2015,14,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,7/21/2015,14,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,8/6/2015,8,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,8/6/2015,6,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,8/6/2015,5,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,8/10/2015,0,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,8/10/2015,0,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd A,8/10/2015,0,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,6/7/2015,14,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,6/7/2015,14,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,6/7/2015,12,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,6/15/2015,16,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,6/15/2015,x,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,6/15/2015,17,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,6/22/2015,x,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,6/22/2015,x,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,6/22/2015,x,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,6/29/2015,16,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,6/29/2015,x,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,6/29/2015,0,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,7/15/2015,21,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,7/15/2015,15,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,7/15/2015,21,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,8/6/2015,10,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,8/6/2015,6,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,8/6/2015,10,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,8/10/2015,0,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,8/10/2015,0,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd B,8/10/2015,1,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,6/7/2015,17,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,6/7/2015,17,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,6/7/2015,17,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,6/22/2015,12,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,6/22/2015,12,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,6/22/2015,12,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,6/29/2015,19,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,6/29/2015,0,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,6/29/2015,8,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,7/7/2015,16,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,7/7/2015,14,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,7/7/2015,12,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,7/14/2015,16,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,7/14/2015,16,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,7/14/2015,16,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,7/21/2015,12,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,7/21/2015,12,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,7/21/2015,12,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,8/6/2015,10,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,8/6/2015,6,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,8/6/2015,10,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,8/10/2015,0,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,8/10/2015,0,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut Rd C,8/10/2015,1,End,,Y,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/8/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/8/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/8/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/20/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/20/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/20/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/27/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/27/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/27/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/6/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/6/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/6/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/12/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/12/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/12/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/5/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/5/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/5/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/18/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/18/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/18/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/8/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/8/2015,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/8/2015,6,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/15/2015,9,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/15/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/15/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/22/2015,7,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/22/2015,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/22/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/29/2015,5,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/29/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/29/2015,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/6/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/6/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/6/2015,7,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/13/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/13/2015,11,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/13/2015,11,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/20/2015,9,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/20/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/20/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/27/2015,5,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/27/2015,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/27/2015,6,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/3/2015,11,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/3/2015,11,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/3/2015,11,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/10/2015,5,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/10/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/10/2015,1,End,,,,,,,,,,,,,,,,,,,,,,
