Site,Date,Count,Count type,Comment,QAQC,,,,,,,,,,,,,,,,,,,,
Cole Point East,8/16/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,8/16/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Flapjack,6/17/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Flapjack,6/17/2016,1,Middle ,,,,,,,,,,,,,,,,,,,,,,
Flapjack,6/17/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Flapjack,7/1/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Flapjack,7/1/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Flapjack,7/1/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Flapjack,7/8/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Flapjack,7/8/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Flapjack,7/8/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Flapjack,8/2/2016,8,Start,,,,,,,,,,,,,,,,,,,,,,
Flapjack,8/2/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Flapjack,8/2/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Flapjack,8/19/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Flapjack,8/19/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Flapjack,8/19/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,6/24/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,6/24/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,6/24/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/2/2016,14,Start,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/2/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/2/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/5/2016,17,Start,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/5/2016,16,Middle,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/5/2016,17,End,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/10/2016,15,Start,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/10/2016,17,Middle,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/10/2016,18,End,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/13/2016,12,Start,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/13/2016,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/13/2016,12,End,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/29/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/29/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,7/29/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,8/4/2016,15,Start,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,8/4/2016,14,Middle,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,8/4/2016,15,End,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,8/11/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,8/11/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Gull Harbor,8/11/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/11/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/11/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/11/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/17/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/17/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/17/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/24/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/24/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/24/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/1/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/1/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/1/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/8/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/8/2016,x,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/8/2016,5,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/15/2016,10,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/15/2016,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/15/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/23/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/23/2016,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/23/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/29/2016,16,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/29/2016,17,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/29/2016,13,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,8/6/2016,20,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,8/6/2016,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,8/6/2016,15,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,8/12/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,8/12/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,8/12/2016,5,End,,,,,,,,,,,,,,,,,,,,,,
Ketron ferry,8/21/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron ferry,8/21/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron ferry,8/21/2016,5,End,,,,,,,,,,,,,,,,,,,,,,
Ketron ferry,9/2/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron ferry,9/2/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron ferry,9/2/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/12/2016,11,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/12/2016,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/12/2016,9,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/19/2016,7,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/19/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/19/2016,8,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/26/2016,7,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/26/2016,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/26/2016,13,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/3/2016,10,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/3/2016,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/3/2016,9,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/10/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/10/2016,28,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/10/2016,14,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/13/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/13/2016,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/13/2016,14,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/20/2016,22,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/20/2016,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/20/2016,12,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/27/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/27/2016,16,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/27/2016,14,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/3/2016,10,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/3/2016,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/3/2016,14,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/11/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/11/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/11/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/17/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/17/2016,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/17/2016,9,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/24/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/24/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/24/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/20/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/20/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/20/2016,5,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/13/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/13/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/13/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/20/2016,7,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/20/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/20/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/28/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/28/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/28/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/4/2016,8,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/4/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/4/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/12/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/12/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/12/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/19/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/19/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/19/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/26/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/26/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/26/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/1/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/1/2016,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/1/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/9/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/9/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/9/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/16/2016,7,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/16/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/16/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/20/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/20/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/20/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/20/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/20/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/20/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/13/2016,8,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/13/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/13/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/20/2016,8,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/20/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/20/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/28/2016,12,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/28/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/28/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/4/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/4/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/4/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/12/2016,12,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/12/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/12/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/26/2016,15,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/26/2016,11,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/26/2016,14,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/1/2016,11,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/1/2016,11,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/1/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/9/2016,13,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/9/2016,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/9/2016,10,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/16/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/16/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/16/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/25/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/25/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/25/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/10/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/10/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/10/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/13/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/13/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/13/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/20/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/20/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/20/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/28/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/28/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,6/28/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/4/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/4/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/4/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/12/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/12/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/12/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/19/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/19/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/19/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/26/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/26/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/26/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/1/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/1/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/1/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/9/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/9/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/9/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/16/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/16/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/16/2016,5,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,6/25/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,6/25/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,6/25/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,6/28/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,6/28/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,6/28/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,7/9/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,7/9/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,7/9/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,7/12/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,7/12/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,7/12/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,7/19/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,7/19/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,7/19/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,7/26/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,7/26/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,7/26/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,8/2/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,8/2/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,8/2/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,8/19/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,8/19/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,8/19/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,8/27/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,8/27/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North ,8/27/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten B,7/12/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten B,7/12/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten B,7/12/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten C,6/10/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten C,6/10/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten C,6/10/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten C,6/14/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Totten C,6/14/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten C,6/14/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Totten C,6/25/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Totten C,6/25/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten C,6/25/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten C,6/28/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten C,6/28/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten C,6/28/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Totten C,7/9/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Totten C,7/9/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten C,7/9/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Totten C,7/12/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten C,7/12/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten C,7/12/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Totten C,7/19/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Totten C,7/19/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten C,7/19/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Totten C,7/26/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten C,7/26/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten C,7/26/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Totten C,8/2/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten C,8/2/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten C,8/2/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Totten C,8/9/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Totten C,8/9/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten C,8/9/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/10/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/10/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/10/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/14/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/14/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/14/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/25/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/25/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/25/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/28/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/28/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,6/28/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/9/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/9/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/9/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/12/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/12/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/12/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/19/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/19/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/19/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/26/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/26/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,7/26/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/2/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/2/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/2/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/9/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/9/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten Legacy,8/9/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Walnut A,7/1/2016,10,Start,,,,,,,,,,,,,,,,,,,,,,
Walnut A,7/1/2016,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Walnut A,7/1/2016,11,End,,,,,,,,,,,,,,,,,,,,,,
Walnut A,7/6/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Walnut A,7/6/2016,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Walnut A,7/6/2016,10,End,,,,,,,,,,,,,,,,,,,,,,
Walnut A,7/11/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Walnut A,7/11/2016,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Walnut A,7/11/2016,14,End,,,,,,,,,,,,,,,,,,,,,,
Walnut A,7/18/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Walnut A,7/18/2016,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Walnut A,7/18/2016,12,End,,,,,,,,,,,,,,,,,,,,,,
Walnut B,6/29/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Walnut B,6/29/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Walnut B,6/29/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Walnut B,7/13/2016,x,Start,,Y,,,,,,,,,,,,,,,,,,,,
Walnut B,7/13/2016,x,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut B,7/13/2016,x,End,,Y,,,,,,,,,,,,,,,,,,,,
Walnut C,7/11/2016,12,Start,,,,,,,,,,,,,,,,,,,,,,
Walnut C,7/11/2016,x,Middle,,Y,,,,,,,,,,,,,,,,,,,,
Walnut C,7/11/2016,14,End,,,,,,,,,,,,,,,,,,,,,,
Walnut C,7/19/2016,12,Start,,,,,,,,,,,,,,,,,,,,,,
Walnut C,7/19/2016,14,Middle,,,,,,,,,,,,,,,,,,,,,,
Walnut C,7/19/2016,11,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/10/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/10/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/10/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/17/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/17/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/17/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/22/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/22/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
